file_path,Apps,FreeSWITCH,Presentation Conversion,Redis DB,Redis PubSub,best_module,best_likelihood
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\events\VoiceConferenceEvent.java,5.00,95.00,0.00,0.00,0.00,FreeSWITCH,95.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\events\ConfRecording.java,5.00,95.00,0.00,0.00,0.00,FreeSWITCH,95.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\events\VoiceConfRunningAndRecordingEvent.java,5.00,95.00,0.00,0.00,0.00,FreeSWITCH,95.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\events\VoiceCallStateEvent.java,0.00,98.00,0.00,0.00,2.00,FreeSWITCH,98.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\events\AudioFloorChangedEvent.java,0.00,99.00,0.00,0.00,1.00,FreeSWITCH,99.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\events\VoiceStartRecordingEvent.java,5.00,95.00,0.00,0.00,0.00,FreeSWITCH,95.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\events\FreeswitchHeartbeatEvent.java,5.00,95.00,0.00,0.00,0.00,FreeSWITCH,95.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\events\FreeswitchStatusReplyEvent.java,0.00,99.00,0.00,0.00,1.00,FreeSWITCH,99.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\events\UnknownConferenceEvent.java,0.00,99.00,0.00,0.00,1.00,FreeSWITCH,99.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\events\ConfMember.java,0.00,95.00,0.00,0.00,0.00,FreeSWITCH,95.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\events\VoiceUserJoinedEvent.java,0.00,99.00,0.00,0.00,1.00,FreeSWITCH,99.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\events\VoiceUserTalkingEvent.java,0.00,98.00,0.00,0.00,2.00,FreeSWITCH,98.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\events\VoiceUsersStatusEvent.java,0.00,98.00,0.00,0.00,2.00,FreeSWITCH,98.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\events\VoiceUserMutedEvent.java,0.00,98.00,0.00,0.00,2.00,FreeSWITCH,98.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\events\VoiceUserLockedEvent.java,5.00,95.00,0.00,0.00,0.00,FreeSWITCH,95.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\events\VoiceUserLeftEvent.java,0.00,99.00,0.00,0.00,1.00,FreeSWITCH,99.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\EjectUserCommand.java,0.00,99.00,0.00,0.00,0.00,FreeSWITCH,99.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\BroadcastConferenceCommand.java,0.00,99.00,0.00,0.00,1.00,FreeSWITCH,99.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\GetUsersStatusCommand.java,0.00,99.00,0.00,0.00,0.00,FreeSWITCH,99.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\DelayedCommand.java,0.00,99.00,0.00,0.00,0.00,FreeSWITCH,99.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\FreeswitchCommand.java,0.00,99.00,0.00,0.00,1.00,FreeSWITCH,99.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\EjectAllUsersCommand.java,0.00,99.00,0.00,0.00,0.00,FreeSWITCH,99.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\CheckFreeswitchStatusCommand.java,0.00,99.00,0.00,0.00,0.00,FreeSWITCH,99.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\DeafUserCommand.java,0.00,99.00,0.00,0.00,0.00,FreeSWITCH,99.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\ForceEjectUserCommand.java,5.00,95.00,0.00,0.00,0.00,FreeSWITCH,95.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\CheckIfConfIsRunningCommand.java,0.00,98.00,0.00,0.00,2.00,FreeSWITCH,98.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\GetAllUsersCommand.java,0.00,98.00,0.00,0.00,0.00,FreeSWITCH,98.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\ConferenceCheckRecordCommand.java,0.00,98.00,0.00,0.00,0.00,FreeSWITCH,98.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\HoldUserCommand.java,0.00,99.00,0.00,0.00,0.00,FreeSWITCH,99.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\MuteUserCommand.java,0.00,99.00,0.00,0.00,0.00,FreeSWITCH,99.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\RecordConferenceCommand.java,0.00,99.00,0.00,0.00,0.00,FreeSWITCH,99.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\TransferUserToMeetingCommand.java,0.00,98.00,0.00,0.00,0.00,FreeSWITCH,98.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\PlaySoundCommand.java,0.00,99.00,0.00,0.00,0.00,FreeSWITCH,99.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\StopSoundCommand.java,0.00,99.00,0.00,0.00,0.00,FreeSWITCH,99.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\response\XMLResponseConferenceListParser.java,0.00,95.00,0.00,0.00,0.00,FreeSWITCH,95.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\response\ConferenceMember.java,0.00,95.00,0.00,0.00,0.00,FreeSWITCH,95.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\response\ConferenceMemberFlags.java,0.00,95.00,0.00,0.00,0.00,FreeSWITCH,95.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\DelayedCommandSenderService.java,0.00,98.00,0.00,0.00,2.00,FreeSWITCH,98.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\IDelayedCommandListener.java,0.00,98.00,0.00,0.00,0.00,FreeSWITCH,98.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\FreeswitchApplication.java,0.00,99.00,0.00,0.00,0.00,FreeSWITCH,99.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\ConnectionManager.java,0.00,99.00,0.00,0.00,1.00,FreeSWITCH,99.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\ESLEventListener.java,0.00,95.00,0.00,0.00,0.00,FreeSWITCH,95.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\FreeswitchConferenceEventListener.java,5.00,95.00,0.00,0.00,0.00,FreeSWITCH,95.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\IVoiceConferenceService.java,0.00,99.00,0.00,0.00,1.00,FreeSWITCH,99.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\ConferenceServerListener.java,0.00,99.00,0.00,0.00,1.00,FreeSWITCH,99.00
bbb-common-message\src\main\java\org\bigbluebutton\common2\redis\pubsub\ReceivedMessage.java,0.00,0.00,0.00,0.00,100.00,Redis PubSub,100.00
bbb-common-message\src\main\java\org\bigbluebutton\common2\redis\pubsub\ReceivedMessageHandler.java,0.00,0.00,0.00,0.00,100.00,Redis PubSub,100.00
bbb-common-message\src\main\java\org\bigbluebutton\common2\redis\pubsub\MessageToSend.java,0.00,0.00,0.00,0.00,100.00,Redis PubSub,100.00
bbb-common-message\src\main\java\org\bigbluebutton\common2\redis\pubsub\MessageReceiver.java,0.00,0.00,0.00,0.00,100.00,Redis PubSub,100.00
bbb-common-message\src\main\java\org\bigbluebutton\common2\redis\pubsub\MessageSender.java,0.00,0.00,0.00,0.00,100.00,Redis PubSub,100.00
bbb-common-message\src\main\java\org\bigbluebutton\common2\redis\pubsub\MessageHandler.java,0.00,0.00,0.00,0.00,100.00,Redis PubSub,100.00
bbb-common-message\src\main\java\org\bigbluebutton\common2\redis\pubsub\MessageDistributor.java,0.00,0.00,0.00,0.00,100.00,Redis PubSub,100.00
bbb-common-message\src\main\java\org\bigbluebutton\common2\redis\RedisAwareCommunicator.java,0.00,0.00,0.00,5.00,95.00,Redis PubSub,95.00
bbb-common-message\src\main\java\org\bigbluebutton\common2\redis\Keys.java,0.00,0.00,0.00,45.00,55.00,Redis PubSub,55.00
bbb-common-message\src\main\java\org\bigbluebutton\common2\redis\RedisStorageService.java,0.00,0.00,0.00,95.00,0.00,Redis DB,95.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\handlers\AddNamespaceToSvgHandler.java,0.00,0.00,99.00,0.00,0.00,Presentation Conversion,99.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\handlers\Office2PdfConverterHandler.java,0.00,0.00,99.00,0.00,1.00,Presentation Conversion,99.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\handlers\ImageResizerHandler.java,5.00,0.00,95.00,0.00,0.00,Presentation Conversion,95.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\handlers\Png2SvgConversionHandler.java,0.00,0.00,99.00,0.00,0.00,Presentation Conversion,99.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\handlers\PdfFontType3DetectorHandler.java,0.00,0.00,100.00,0.00,0.00,Presentation Conversion,100.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\handlers\SvgConversionHandler.java,0.00,0.00,99.00,0.00,0.00,Presentation Conversion,99.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\handlers\AbstractCommandHandler.java,5.00,0.00,95.00,0.00,0.00,Presentation Conversion,95.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\handlers\PdfPageCounterHandler.java,0.00,0.00,99.00,0.00,0.00,Presentation Conversion,99.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\handlers\Pdf2PngPageConverterHandler.java,0.00,0.00,100.00,0.00,0.00,Presentation Conversion,100.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\Office2PdfPageConverter.java,0.00,0.00,99.00,0.00,0.00,Presentation Conversion,99.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\OfficeDocumentValidator.java,0.00,0.00,100.00,0.00,0.00,Presentation Conversion,100.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\ImageResizerImp.java,0.00,0.00,99.00,0.00,0.00,Presentation Conversion,99.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\PageExtractorImp.java,0.00,0.00,99.00,0.00,0.00,Presentation Conversion,99.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\BigPdfException.java,0.00,0.00,100.00,0.00,0.00,Presentation Conversion,100.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\PageToConvert.java,0.00,0.00,99.00,0.00,1.00,Presentation Conversion,99.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\CountingPageException.java,0.00,0.00,99.00,0.00,0.00,Presentation Conversion,99.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\PageCounterService.java,0.00,0.00,99.00,0.00,0.00,Presentation Conversion,99.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\ExternalProcessExecutor.java,5.00,0.00,95.00,0.00,0.00,Presentation Conversion,95.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\OfficeDocumentValidator2.java,0.00,0.00,99.00,0.00,0.00,Presentation Conversion,99.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\ImageSlidesGenerationService.java,0.00,0.00,99.00,0.00,1.00,Presentation Conversion,99.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\OfficeToPdfConversionService.java,0.00,0.00,100.00,0.00,0.00,Presentation Conversion,100.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\PdfPageDownscaler.java,0.00,0.00,99.00,0.00,0.00,Presentation Conversion,99.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\PdfPageCounter.java,0.00,0.00,99.00,0.00,0.00,Presentation Conversion,99.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\PngCreatorImp.java,0.00,0.00,99.00,0.00,0.00,Presentation Conversion,99.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\ThumbnailCreatorImp.java,0.00,0.00,100.00,0.00,0.00,Presentation Conversion,100.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\TextFileCreatorImp.java,0.00,0.00,100.00,0.00,0.00,Presentation Conversion,100.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\SlidesGenerationProgressNotifier.java,5.00,0.00,90.00,0.00,5.00,Presentation Conversion,90.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\PresentationToConvert.java,0.00,0.00,99.00,0.00,1.00,Presentation Conversion,99.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\SvgImageCreatorImp.java,0.00,0.00,100.00,0.00,0.00,Presentation Conversion,100.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\PdfSlidesGenerationService.java,0.00,0.00,99.00,0.00,1.00,Presentation Conversion,99.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\PresentationFileProcessor.java,0.00,0.00,99.00,0.00,1.00,Presentation Conversion,99.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\PresentationConversionCompletionService.java,0.00,0.00,98.00,0.00,2.00,Presentation Conversion,98.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\messages\DocConversionProgress.java,5.00,0.00,90.00,0.00,5.00,Presentation Conversion,90.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\messages\IPresentationCompletionMessage.java,5.00,0.00,90.00,0.00,5.00,Presentation Conversion,90.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\messages\DocPageGeneratedProgress.java,5.00,0.00,90.00,0.00,5.00,Presentation Conversion,90.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\messages\PdfConversionInvalid.java,5.00,0.00,95.00,0.00,5.00,Presentation Conversion,95.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\messages\DocPageConversionStarted.java,5.00,0.00,95.00,0.00,5.00,Presentation Conversion,95.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\messages\DocPageCompletedProgress.java,5.00,0.00,90.00,0.00,5.00,Presentation Conversion,90.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\messages\DocPageCountFailed.java,5.00,0.00,95.00,0.00,0.00,Presentation Conversion,95.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\messages\DocInvalidMimeType.java,5.00,0.00,95.00,0.00,5.00,Presentation Conversion,95.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\messages\IDocConversionMsg.java,10.00,0.00,90.00,0.00,10.00,Presentation Conversion,90.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\messages\DocConversionRequestReceived.java,5.00,0.00,95.00,0.00,5.00,Presentation Conversion,95.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\messages\DocPageCountExceeded.java,0.00,0.00,95.00,0.00,5.00,Presentation Conversion,95.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\messages\PageConvertProgressMessage.java,5.00,0.00,90.00,0.00,5.00,Presentation Conversion,90.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\messages\UploadFileTooLargeMessage.java,5.00,0.00,90.00,0.00,5.00,Presentation Conversion,90.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\messages\PresentationConvertMessage.java,10.00,0.00,90.00,0.00,10.00,Presentation Conversion,90.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\messages\UploadFileTimedoutMessage.java,5.00,0.00,90.00,0.00,5.00,Presentation Conversion,90.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\ConversionUpdateMessage.java,5.00,0.00,90.00,0.00,5.00,Presentation Conversion,90.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\PageAnalyser.java,0.00,0.00,99.00,0.00,1.00,Presentation Conversion,99.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\PageConverter.java,0.00,0.00,99.00,0.00,0.00,Presentation Conversion,99.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\FileTypeConstants.java,5.00,0.00,95.00,0.00,0.00,Presentation Conversion,95.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\ConversionMessageConstants.java,0.00,0.00,95.00,0.00,5.00,Presentation Conversion,95.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\ImageResizer.java,0.00,0.00,99.00,0.00,0.00,Presentation Conversion,99.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\DocumentConversionService.java,0.00,0.00,99.00,0.00,1.00,Presentation Conversion,99.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\Page.java,5.00,0.00,95.00,0.00,0.00,Presentation Conversion,95.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\GeneratedSlidesInfoHelper.java,5.00,0.00,95.00,0.00,0.00,Presentation Conversion,95.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\MimeTypeUtils.java,0.00,0.00,95.00,0.00,0.00,Presentation Conversion,95.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\DocumentConversionServiceImp.java,0.00,0.00,99.00,0.00,0.00,Presentation Conversion,99.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\OfficeToPdfConversionSuccessFilter.java,0.00,0.00,99.00,0.00,1.00,Presentation Conversion,99.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\PageCounter.java,0.00,0.00,99.00,0.00,0.00,Presentation Conversion,99.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\PngCreator.java,0.00,0.00,99.00,0.00,0.00,Presentation Conversion,99.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\PageExtractor.java,0.00,0.00,99.00,0.00,1.00,Presentation Conversion,99.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\PresentationUrlDownloadService.java,5.00,0.00,95.00,0.00,0.00,Presentation Conversion,95.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\UploadedPresentation.java,0.00,0.00,99.00,0.00,0.00,Presentation Conversion,99.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\SupportedDocumentFilter.java,5.00,0.00,95.00,0.00,0.00,Presentation Conversion,95.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\Util.java,0.00,0.00,95.00,0.00,0.00,Presentation Conversion,95.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\SupportedFileTypes.java,0.00,0.00,98.00,0.00,0.00,Presentation Conversion,98.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\SvgImageCreator.java,0.00,0.00,99.00,0.00,1.00,Presentation Conversion,99.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\TextFileCreator.java,0.00,0.00,95.00,0.00,0.00,Presentation Conversion,95.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\ThumbnailCreator.java,0.00,0.00,100.00,0.00,0.00,Presentation Conversion,100.00
bbb-common-web\src\main\java\org\bigbluebutton\web\services\callback\CallbackUrlService.java,90.00,0.00,0.00,0.00,10.00,Apps,90.00
bbb-common-web\src\main\java\org\bigbluebutton\web\services\callback\MeetingEndedEvent.java,90.00,0.00,0.00,0.00,10.00,Apps,90.00
bbb-common-web\src\main\java\org\bigbluebutton\web\services\callback\DelayCallback.java,15.00,0.00,0.00,0.00,85.00,Redis PubSub,85.00
bbb-common-web\src\main\java\org\bigbluebutton\web\services\callback\ICallbackEvent.java,60.00,0.00,0.00,0.00,40.00,Apps,60.00
bbb-common-web\src\main\java\org\bigbluebutton\web\services\turn\StunServer.java,95.00,5.00,0.00,0.00,0.00,Apps,95.00
bbb-common-web\src\main\java\org\bigbluebutton\web\services\turn\TurnServer.java,90.00,5.00,0.00,0.00,5.00,Apps,90.00
bbb-common-web\src\main\java\org\bigbluebutton\web\services\turn\StunTurnService.java,95.00,0.00,0.00,0.00,0.00,Apps,95.00
bbb-common-web\src\main\java\org\bigbluebutton\web\services\turn\TurnEntry.java,0.00,95.00,0.00,0.00,0.00,FreeSWITCH,95.00
bbb-common-web\src\main\java\org\bigbluebutton\web\services\turn\RemoteIceCandidate.java,95.00,3.00,0.00,1.00,1.00,Apps,95.00
bbb-common-web\src\main\java\org\bigbluebutton\web\services\KeepAlivePing.java,85.00,2.00,1.00,5.00,7.00,Apps,85.00
bbb-common-web\src\main\java\org\bigbluebutton\web\services\IStorageService.java,95.00,0.00,0.00,5.00,0.00,Apps,95.00
bbb-common-web\src\main\java\org\bigbluebutton\web\services\EnteredUserCleanupTimerTask.java,95.00,0.00,0.00,0.00,0.00,Apps,95.00
bbb-common-web\src\main\java\org\bigbluebutton\web\services\KeepAliveMessage.java,5.00,0.00,0.00,0.00,95.00,Redis PubSub,95.00
bbb-common-web\src\main\java\org\bigbluebutton\web\services\UserCleanupTimerTask.java,95.00,0.00,0.00,0.00,0.00,Apps,95.00
bbb-common-web\src\main\java\org\bigbluebutton\web\services\WaitingGuestCleanupTimerTask.java,95.00,0.00,0.00,0.00,0.00,Apps,95.00
bbb-common-web\src\main\java\org\bigbluebutton\web\services\KeepAliveService.java,5.00,0.00,0.00,0.00,95.00,Redis PubSub,95.00
bbb-common-web\src\main\java\org\bigbluebutton\web\services\KeepAlivePong.java,90.00,0.00,0.00,0.00,10.00,Apps,90.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\example\EslEventListener.java,0.00,95.00,0.00,0.00,0.00,FreeSWITCH,95.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\example\HeartbeatThread.java,0.00,0.00,0.00,0.00,0.00,None,0.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\example\ExampleClient.java,0.00,0.00,0.00,0.00,0.00,None,0.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\inbound\InboundPipelineFactory.java,0.00,0.00,0.00,0.00,0.00,None,0.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\inbound\InboundConnectionFailure.java,0.00,0.00,0.00,0.00,0.00,None,0.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\inbound\InboundClientHandler.java,0.00,0.00,0.00,0.00,0.00,None,0.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\inbound\Client.java,0.00,5.00,0.00,0.00,0.00,None,5.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\internal\debug\ExecutionHandler.java,0.00,0.00,0.00,0.00,0.00,None,0.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\internal\debug\ChannelEventRunnable.java,0.00,0.00,0.00,0.00,0.00,None,0.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\internal\HeaderParser.java,0.00,0.00,0.00,0.00,0.00,None,0.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\internal\AbstractEslClientHandler.java,0.00,0.00,0.00,0.00,0.00,None,0.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\internal\IEslProtocolListener.java,0.00,0.00,0.00,0.00,0.00,None,0.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\manager\internal\ManagerConnectionImpl.java,0.00,0.00,0.00,0.00,0.00,None,0.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\manager\DefaultManagerConnection.java,0.00,0.00,0.00,0.00,0.00,None,0.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\manager\ManagerConnection.java,0.00,0.00,0.00,0.00,0.00,None,0.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\outbound\example\SimpleHangupOutboundHandler.java,0.00,5.00,0.00,0.00,0.00,None,5.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\outbound\example\SimpleHangupPipelineFactory.java,0.00,0.00,0.00,0.00,0.00,None,0.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\outbound\SocketClient.java,0.00,0.00,0.00,0.00,0.00,None,0.00
