Project,Module,File,GT,TFIDF@10,Score@10,TFIDF@20,Score@20,TFIDF@30,Score@30,TFIDF@40,Score@40,TFIDF@50,Score@50,TFIDF@60,Score@60,TFIDF@70,Score@70,TFIDF@80,Score@80,TFIDF@90,Score@90
celery,app,utils/timer2.py,utils,utils,87.58,utils,87.58,utils,87.58,utils,87.58,utils,87.58,utils,87.58,utils,87.58,utils,87.58,None,87.58
celery,app,concurrency/gevent.py,concurrency,concurrency,96.87,concurrency,96.87,concurrency,96.87,concurrency,96.87,concurrency,96.87,concurrency,96.87,concurrency,96.87,concurrency,96.87,concurrency,96.87
celery,app,contrib/testing/app.py,contrib,worker,100.68,worker,100.68,worker,100.68,worker,100.68,worker,100.68,worker,100.68,worker,100.68,worker,100.68,worker,100.68
celery,app,events/cursesmon.py,events,bin,170.15,bin,170.15,bin,170.15,bin,170.15,bin,170.15,bin,170.15,bin,170.15,bin,170.15,bin,170.15
celery,app,worker/consumer/connection.py,worker,worker,89.05,worker,89.05,worker,89.05,worker,89.05,worker,89.05,worker,89.05,worker,89.05,worker,89.05,None,89.05
celery,app,worker/loops.py,worker,events,160.43,events,160.43,events,160.43,events,160.43,events,160.43,events,160.43,events,160.43,events,160.43,events,160.43
celery,app,concurrency/solo.py,concurrency,concurrency,116.90,concurrency,116.90,concurrency,116.90,concurrency,116.90,concurrency,116.90,concurrency,116.90,concurrency,116.90,concurrency,116.90,concurrency,116.90
celery,app,security/certificate.py,security,security,129.54,security,129.54,security,129.54,security,129.54,security,129.54,security,129.54,security,129.54,security,129.54,security,129.54
celery,app,backends/gcs.py,backends,backends,140.40,backends,140.40,backends,140.40,backends,140.40,backends,140.40,backends,140.40,backends,140.40,backends,140.40,backends,140.40
celery,app,contrib/testing/tasks.py,contrib,contrib,103.88,contrib,103.88,contrib,103.88,contrib,103.88,contrib,103.88,contrib,103.88,contrib,103.88,contrib,103.88,contrib,103.88
celery,app,utils/iso8601.py,utils,utils,80.60,utils,80.60,utils,80.60,utils,80.60,utils,80.60,utils,80.60,utils,80.60,utils,80.60,None,80.60
celery,app,bin/control.py,bin,bin,124.90,bin,124.90,bin,124.90,bin,124.90,bin,124.90,bin,124.90,bin,124.90,bin,124.90,bin,124.90
celery,app,utils/functional.py,utils,utils,85.32,utils,85.32,utils,85.32,utils,85.32,utils,85.32,utils,85.32,utils,85.32,utils,85.32,None,85.32
celery,app,backends/database/session.py,backends,backends,85.41,backends,85.41,backends,85.41,backends,85.41,backends,85.41,backends,85.41,backends,85.41,backends,85.41,None,85.41
celery,app,worker/consumer/__init__.py,worker,events,104.42,events,104.42,events,104.42,events,104.42,events,104.42,events,104.42,events,104.42,events,104.42,events,104.42
celery,app,loaders/default.py,loaders,loaders,163.20,loaders,163.20,loaders,163.20,loaders,163.20,loaders,163.20,loaders,163.20,loaders,163.20,loaders,163.20,loaders,163.20
celery,app,backends/base.py,backends,backends,152.76,backends,152.76,backends,152.76,backends,152.76,backends,152.76,backends,152.76,backends,152.76,backends,152.76,backends,152.76
celery,app,concurrency/eventlet.py,concurrency,concurrency,122.68,concurrency,122.68,concurrency,122.68,concurrency,122.68,concurrency,122.68,concurrency,122.68,concurrency,122.68,concurrency,122.68,concurrency,122.68
celery,app,utils/term.py,utils,utils,84.51,utils,84.51,utils,84.51,utils,84.51,utils,84.51,utils,84.51,utils,84.51,utils,84.51,None,84.51
celery,app,bin/graph.py,bin,worker,140.72,worker,140.72,worker,140.72,worker,140.72,worker,140.72,worker,140.72,worker,140.72,worker,140.72,worker,140.72
celery,app,schedules.py,bin,events,150.14,events,150.14,events,150.14,events,150.14,events,150.14,events,150.14,events,150.14,events,150.14,events,150.14
celery,app,bin/shell.py,bin,bin,171.28,bin,171.28,bin,171.28,bin,171.28,bin,171.28,bin,171.28,bin,171.28,bin,171.28,bin,171.28
celery,app,bin/multi.py,bin,bin,160.05,bin,160.05,bin,160.05,bin,160.05,bin,160.05,bin,160.05,bin,160.05,bin,160.05,bin,160.05
celery,app,utils/serialization.py,utils,utils,92.76,utils,92.76,utils,92.76,utils,92.76,utils,92.76,utils,92.76,utils,92.76,utils,92.76,utils,92.76
celery,app,utils/graph.py,utils,bin,88.73,bin,88.73,bin,88.73,bin,88.73,bin,88.73,bin,88.73,bin,88.73,bin,88.73,None,88.73
celery,app,worker/__init__.py,worker,worker,68.60,worker,68.60,worker,68.60,worker,68.60,worker,68.60,worker,68.60,None,68.60,None,68.60,None,68.60
celery,app,events/dispatcher.py,events,events,164.56,events,164.56,events,164.56,events,164.56,events,164.56,events,164.56,events,164.56,events,164.56,events,164.56
celery,app,contrib/django/task.py,contrib,contrib,102.24,contrib,102.24,contrib,102.24,contrib,102.24,contrib,102.24,contrib,102.24,contrib,102.24,contrib,102.24,contrib,102.24
celery,app,fixups/django.py,fixups,fixups,220.29,fixups,220.29,fixups,220.29,fixups,220.29,fixups,220.29,fixups,220.29,fixups,220.29,fixups,220.29,fixups,220.29
celery,app,utils/objects.py,utils,utils,91.75,utils,91.75,utils,91.75,utils,91.75,utils,91.75,utils,91.75,utils,91.75,utils,91.75,utils,91.75
celery,app,concurrency/asynpool.py,concurrency,events,145.24,events,145.24,events,145.24,events,145.24,events,145.24,events,145.24,events,145.24,events,145.24,events,145.24
celery,app,worker/consumer/events.py,worker,events,204.75,events,204.75,events,204.75,events,204.75,events,204.75,events,204.75,events,204.75,events,204.75,events,204.75
celery,app,fixups/__init__.py,fixups,fixups,141.26,fixups,141.26,fixups,141.26,fixups,141.26,fixups,141.26,fixups,141.26,fixups,141.26,fixups,141.26,fixups,141.26
celery,app,security/serialization.py,security,security,160.98,security,160.98,security,160.98,security,160.98,security,160.98,security,160.98,security,160.98,security,160.98,security,160.98
celery,app,bin/purge.py,bin,bin,151.23,bin,151.23,bin,151.23,bin,151.23,bin,151.23,bin,151.23,bin,151.23,bin,151.23,bin,151.23
celery,app,backends/database/models.py,backends,backends,97.09,backends,97.09,backends,97.09,backends,97.09,backends,97.09,backends,97.09,backends,97.09,backends,97.09,backends,97.09
celery,app,platforms.py,bin,security,129.02,security,129.02,security,129.02,security,129.02,security,129.02,security,129.02,security,129.02,security,129.02,security,129.02
celery,app,bootsteps.py,bin,worker,94.12,worker,94.12,worker,94.12,worker,94.12,worker,94.12,worker,94.12,worker,94.12,worker,94.12,worker,94.12
celery,app,events/__init__.py,events,events,150.36,events,150.36,events,150.36,events,150.36,events,150.36,events,150.36,events,150.36,events,150.36,events,150.36
celery,app,contrib/pytest.py,contrib,worker,113.50,worker,113.50,worker,113.50,worker,113.50,worker,113.50,worker,113.50,worker,113.50,worker,113.50,worker,113.50
celery,app,utils/imports.py,utils,utils,104.40,utils,104.40,utils,104.40,utils,104.40,utils,104.40,utils,104.40,utils,104.40,utils,104.40,utils,104.40
celery,app,concurrency/prefork.py,concurrency,concurrency,125.22,concurrency,125.22,concurrency,125.22,concurrency,125.22,concurrency,125.22,concurrency,125.22,concurrency,125.22,concurrency,125.22,concurrency,125.22
celery,app,states.py,bin,events,12.87,None,12.87,None,12.87,None,12.87,None,12.87,None,12.87,None,12.87,None,12.87,None,12.87
celery,app,worker/control.py,worker,events,165.53,events,165.53,events,165.53,events,165.53,events,165.53,events,165.53,events,165.53,events,165.53,events,165.53
celery,app,contrib/sphinx.py,contrib,contrib,122.24,contrib,122.24,contrib,122.24,contrib,122.24,contrib,122.24,contrib,122.24,contrib,122.24,contrib,122.24,contrib,122.24
celery,app,utils/collections.py,utils,bin,104.52,bin,104.52,bin,104.52,bin,104.52,bin,104.52,bin,104.52,bin,104.52,bin,104.52,bin,104.52
celery,app,apps/multi.py,None,worker,84.83,worker,84.83,worker,84.83,worker,84.83,worker,84.83,worker,84.83,worker,84.83,worker,84.83,None,84.83
celery,app,backends/cache.py,backends,backends,166.72,backends,166.72,backends,166.72,backends,166.72,backends,166.72,backends,166.72,backends,166.72,backends,166.72,backends,166.72
celery,app,worker/consumer/agent.py,worker,worker,75.33,worker,75.33,worker,75.33,worker,75.33,worker,75.33,worker,75.33,worker,75.33,None,75.33,None,75.33
celery,app,worker/consumer/consumer.py,worker,events,166.55,events,166.55,events,166.55,events,166.55,events,166.55,events,166.55,events,166.55,events,166.55,events,166.55
celery,app,app/events.py,None,events,116.51,events,116.51,events,116.51,events,116.51,events,116.51,events,116.51,events,116.51,events,116.51,events,116.51
celery,app,contrib/django/__init__.py,contrib,contrib,103.01,contrib,103.01,contrib,103.01,contrib,103.01,contrib,103.01,contrib,103.01,contrib,103.01,contrib,103.01,contrib,103.01
celery,app,app/autoretry.py,None,worker,11.23,None,11.23,None,11.23,None,11.23,None,11.23,None,11.23,None,11.23,None,11.23,None,11.23
celery,app,bin/amqp.py,bin,bin,137.99,bin,137.99,bin,137.99,bin,137.99,bin,137.99,bin,137.99,bin,137.99,bin,137.99,bin,137.99
celery,app,events/event.py,events,events,155.31,events,155.31,events,155.31,events,155.31,events,155.31,events,155.31,events,155.31,events,155.31,events,155.31
celery,app,backends/asynchronous.py,backends,events,217.06,events,217.06,events,217.06,events,217.06,events,217.06,events,217.06,events,217.06,events,217.06,events,217.06
celery,app,utils/deprecated.py,utils,utils,89.09,utils,89.09,utils,89.09,utils,89.09,utils,89.09,utils,89.09,utils,89.09,utils,89.09,None,89.09
celery,app,contrib/__init__.py,contrib,contrib,100.03,contrib,100.03,contrib,100.03,contrib,100.03,contrib,100.03,contrib,100.03,contrib,100.03,contrib,100.03,contrib,100.03
celery,app,app/builtins.py,None,bin,100.52,bin,100.52,bin,100.52,bin,100.52,bin,100.52,bin,100.52,bin,100.52,bin,100.52,bin,100.52
celery,app,events/snapshot.py,events,events,158.04,events,158.04,events,158.04,events,158.04,events,158.04,events,158.04,events,158.04,events,158.04,events,158.04
celery,app,utils/nodenames.py,utils,utils,84.48,utils,84.48,utils,84.48,utils,84.48,utils,84.48,utils,84.48,utils,84.48,utils,84.48,None,84.48
celery,app,worker/state.py,worker,worker,91.05,worker,91.05,worker,91.05,worker,91.05,worker,91.05,worker,91.05,worker,91.05,worker,91.05,worker,91.05
celery,app,contrib/testing/__init__.py,contrib,contrib,101.96,contrib,101.96,contrib,101.96,contrib,101.96,contrib,101.96,contrib,101.96,contrib,101.96,contrib,101.96,contrib,101.96
celery,app,worker/strategy.py,worker,events,200.20,events,200.20,events,200.20,events,200.20,events,200.20,events,200.20,events,200.20,events,200.20,events,200.20
celery,app,backends/database/__init__.py,backends,backends,136.49,backends,136.49,backends,136.49,backends,136.49,backends,136.49,backends,136.49,backends,136.49,backends,136.49,backends,136.49
celery,app,bin/celery.py,bin,bin,166.12,bin,166.12,bin,166.12,bin,166.12,bin,166.12,bin,166.12,bin,166.12,bin,166.12,bin,166.12
celery,app,backends/rpc.py,backends,backends,150.78,backends,150.78,backends,150.78,backends,150.78,backends,150.78,backends,150.78,backends,150.78,backends,150.78,backends,150.78
celery,app,_state.py,bin,fixups,119.56,fixups,119.56,fixups,119.56,fixups,119.56,fixups,119.56,fixups,119.56,fixups,119.56,fixups,119.56,fixups,119.56
celery,app,app/log.py,None,worker,78.37,worker,78.37,worker,78.37,worker,78.37,worker,78.37,worker,78.37,worker,78.37,None,78.37,None,78.37
celery,app,concurrency/thread.py,concurrency,concurrency,123.14,concurrency,123.14,concurrency,123.14,concurrency,123.14,concurrency,123.14,concurrency,123.14,concurrency,123.14,concurrency,123.14,concurrency,123.14
celery,app,security/key.py,security,security,142.49,security,142.49,security,142.49,security,142.49,security,142.49,security,142.49,security,142.49,security,142.49,security,142.49
celery,app,utils/__init__.py,utils,utils,88.16,utils,88.16,utils,88.16,utils,88.16,utils,88.16,utils,88.16,utils,88.16,utils,88.16,None,88.16
celery,app,bin/beat.py,bin,bin,145.12,bin,145.12,bin,145.12,bin,145.12,bin,145.12,bin,145.12,bin,145.12,bin,145.12,bin,145.12
celery,app,bin/migrate.py,bin,bin,129.59,bin,129.59,bin,129.59,bin,129.59,bin,129.59,bin,129.59,bin,129.59,bin,129.59,bin,129.59
celery,app,app/routes.py,None,bin,13.35,None,13.35,None,13.35,None,13.35,None,13.35,None,13.35,None,13.35,None,13.35,None,13.35
celery,app,bin/call.py,bin,bin,114.69,bin,114.69,bin,114.69,bin,114.69,bin,114.69,bin,114.69,bin,114.69,bin,114.69,bin,114.69
celery,app,app/task.py,None,events,128.31,events,128.31,events,128.31,events,128.31,events,128.31,events,128.31,events,128.31,events,128.31,events,128.31
celery,app,utils/quorum_queues.py,utils,utils,87.49,utils,87.49,utils,87.49,utils,87.49,utils,87.49,utils,87.49,utils,87.49,utils,87.49,None,87.49
celery,app,worker/consumer/tasks.py,worker,worker,112.98,worker,112.98,worker,112.98,worker,112.98,worker,112.98,worker,112.98,worker,112.98,worker,112.98,worker,112.98
celery,app,worker/pidbox.py,worker,events,142.29,events,142.29,events,142.29,events,142.29,events,142.29,events,142.29,events,142.29,events,142.29,events,142.29
celery,app,contrib/testing/mocks.py,contrib,contrib,90.63,contrib,90.63,contrib,90.63,contrib,90.63,contrib,90.63,contrib,90.63,contrib,90.63,contrib,90.63,contrib,90.63
celery,app,backends/arangodb.py,backends,backends,134.05,backends,134.05,backends,134.05,backends,134.05,backends,134.05,backends,134.05,backends,134.05,backends,134.05,backends,134.05
celery,app,utils/text.py,utils,utils,83.85,utils,83.85,utils,83.85,utils,83.85,utils,83.85,utils,83.85,utils,83.85,utils,83.85,None,83.85
celery,app,backends/cassandra.py,backends,backends,118.20,backends,118.20,backends,118.20,backends,118.20,backends,118.20,backends,118.20,backends,118.20,backends,118.20,backends,118.20
celery,app,concurrency/base.py,concurrency,concurrency,124.95,concurrency,124.95,concurrency,124.95,concurrency,124.95,concurrency,124.95,concurrency,124.95,concurrency,124.95,concurrency,124.95,concurrency,124.95
celery,app,events/state.py,events,events,182.51,events,182.51,events,182.51,events,182.51,events,182.51,events,182.51,events,182.51,events,182.51,events,182.51
celery,app,backends/couchbase.py,backends,backends,124.57,backends,124.57,backends,124.57,backends,124.57,backends,124.57,backends,124.57,backends,124.57,backends,124.57,backends,124.57
celery,app,bin/logtool.py,bin,bin,123.40,bin,123.40,bin,123.40,bin,123.40,bin,123.40,bin,123.40,bin,123.40,bin,123.40,bin,123.40
celery,app,worker/components.py,worker,events,185.04,events,185.04,events,185.04,events,185.04,events,185.04,events,185.04,events,185.04,events,185.04,events,185.04
celery,app,contrib/rdb.py,contrib,contrib,92.22,contrib,92.22,contrib,92.22,contrib,92.22,contrib,92.22,contrib,92.22,contrib,92.22,contrib,92.22,contrib,92.22
celery,app,utils/debug.py,utils,utils,114.72,utils,114.72,utils,114.72,utils,114.72,utils,114.72,utils,114.72,utils,114.72,utils,114.72,utils,114.72
celery,app,bin/result.py,bin,bin,122.28,bin,122.28,bin,122.28,bin,122.28,bin,122.28,bin,122.28,bin,122.28,bin,122.28,bin,122.28
celery,app,backends/elasticsearch.py,backends,backends,128.99,backends,128.99,backends,128.99,backends,128.99,backends,128.99,backends,128.99,backends,128.99,backends,128.99,backends,128.99
celery,app,backends/s3.py,backends,backends,112.72,backends,112.72,backends,112.72,backends,112.72,backends,112.72,backends,112.72,backends,112.72,backends,112.72,backends,112.72
celery,app,utils/dispatch/signal.py,utils,utils,80.64,utils,80.64,utils,80.64,utils,80.64,utils,80.64,utils,80.64,utils,80.64,utils,80.64,None,80.64
celery,app,events/receiver.py,events,events,149.52,events,149.52,events,149.52,events,149.52,events,149.52,events,149.52,events,149.52,events,149.52,events,149.52
celery,app,canvas.py,bin,loaders,69.52,loaders,69.52,loaders,69.52,loaders,69.52,loaders,69.52,loaders,69.52,None,69.52,None,69.52,None,69.52
celery,app,backends/consul.py,backends,backends,82.42,backends,82.42,backends,82.42,backends,82.42,backends,82.42,backends,82.42,backends,82.42,backends,82.42,None,82.42
celery,app,worker/consumer/heart.py,worker,events,143.53,events,143.53,events,143.53,events,143.53,events,143.53,events,143.53,events,143.53,events,143.53,events,143.53
celery,app,worker/consumer/gossip.py,worker,events,168.56,events,168.56,events,168.56,events,168.56,events,168.56,events,168.56,events,168.56,events,168.56,events,168.56
celery,app,result.py,bin,worker,94.78,worker,94.78,worker,94.78,worker,94.78,worker,94.78,worker,94.78,worker,94.78,worker,94.78,worker,94.78
celery,app,bin/upgrade.py,bin,bin,140.96,bin,140.96,bin,140.96,bin,140.96,bin,140.96,bin,140.96,bin,140.96,bin,140.96,bin,140.96
celery,app,app/trace.py,None,loaders,104.93,loaders,104.93,loaders,104.93,loaders,104.93,loaders,104.93,loaders,104.93,loaders,104.93,loaders,104.93,loaders,104.93
celery,app,worker/worker.py,worker,events,148.65,events,148.65,events,148.65,events,148.65,events,148.65,events,148.65,events,148.65,events,148.65,events,148.65
celery,app,contrib/testing/manager.py,contrib,contrib,134.98,contrib,134.98,contrib,134.98,contrib,134.98,contrib,134.98,contrib,134.98,contrib,134.98,contrib,134.98,contrib,134.98
celery,app,utils/static/__init__.py,utils,utils,91.69,utils,91.69,utils,91.69,utils,91.69,utils,91.69,utils,91.69,utils,91.69,utils,91.69,utils,91.69
celery,app,utils/log.py,utils,utils,125.43,utils,125.43,utils,125.43,utils,125.43,utils,125.43,utils,125.43,utils,125.43,utils,125.43,utils,125.43
celery,app,app/control.py,None,events,105.72,events,105.72,events,105.72,events,105.72,events,105.72,events,105.72,events,105.72,events,105.72,events,105.72
celery,app,loaders/base.py,loaders,loaders,129.38,loaders,129.38,loaders,129.38,loaders,129.38,loaders,129.38,loaders,129.38,loaders,129.38,loaders,129.38,loaders,129.38
celery,app,utils/annotations.py,utils,utils,84.20,utils,84.20,utils,84.20,utils,84.20,utils,84.20,utils,84.20,utils,84.20,utils,84.20,None,84.20
celery,app,apps/worker.py,None,loaders,150.96,loaders,150.96,loaders,150.96,loaders,150.96,loaders,150.96,loaders,150.96,loaders,150.96,loaders,150.96,loaders,150.96
celery,app,bin/worker.py,bin,bin,181.28,bin,181.28,bin,181.28,bin,181.28,bin,181.28,bin,181.28,bin,181.28,bin,181.28,bin,181.28
celery,app,apps/__init__.py,None,None,3.18,None,3.18,None,3.18,None,3.18,None,3.18,None,3.18,None,3.18,None,3.18,None,3.18
celery,app,bin/__init__.py,bin,bin,99.44,bin,99.44,bin,99.44,bin,99.44,bin,99.44,bin,99.44,bin,99.44,bin,99.44,bin,99.44
celery,app,security/utils.py,security,security,135.53,security,135.53,security,135.53,security,135.53,security,135.53,security,135.53,security,135.53,security,135.53,security,135.53
celery,app,__main__.py,bin,concurrency,102.82,concurrency,102.82,concurrency,102.82,concurrency,102.82,concurrency,102.82,concurrency,102.82,concurrency,102.82,concurrency,102.82,concurrency,102.82
celery,app,app/amqp.py,None,events,123.31,events,123.31,events,123.31,events,123.31,events,123.31,events,123.31,events,123.31,events,123.31,events,123.31
celery,app,app/annotations.py,None,None,6.21,None,6.21,None,6.21,None,6.21,None,6.21,None,6.21,None,6.21,None,6.21,None,6.21
celery,app,local.py,bin,bin,79.77,bin,79.77,bin,79.77,bin,79.77,bin,79.77,bin,79.77,bin,79.77,None,79.77,None,79.77
celery,app,beat.py,bin,bin,84.28,bin,84.28,bin,84.28,bin,84.28,bin,84.28,bin,84.28,bin,84.28,bin,84.28,None,84.28
celery,app,worker/request.py,worker,events,204.51,events,204.51,events,204.51,events,204.51,events,204.51,events,204.51,events,204.51,events,204.51,events,204.51
celery,app,security/__init__.py,security,security,167.20,security,167.20,security,167.20,security,167.20,security,167.20,security,167.20,security,167.20,security,167.20,security,167.20
celery,app,utils/dispatch/__init__.py,utils,utils,86.93,utils,86.93,utils,86.93,utils,86.93,utils,86.93,utils,86.93,utils,86.93,utils,86.93,None,86.93
celery,app,app/defaults.py,None,events,140.93,events,140.93,events,140.93,events,140.93,events,140.93,events,140.93,events,140.93,events,140.93,events,140.93
celery,app,backends/azureblockblob.py,backends,backends,106.66,backends,106.66,backends,106.66,backends,106.66,backends,106.66,backends,106.66,backends,106.66,backends,106.66,backends,106.66
celery,app,utils/abstract.py,utils,utils,86.59,utils,86.59,utils,86.59,utils,86.59,utils,86.59,utils,86.59,utils,86.59,utils,86.59,None,86.59
celery,app,utils/saferepr.py,utils,utils,73.68,utils,73.68,utils,73.68,utils,73.68,utils,73.68,utils,73.68,utils,73.68,None,73.68,None,73.68
celery,app,apps/beat.py,None,worker,75.72,worker,75.72,worker,75.72,worker,75.72,worker,75.72,worker,75.72,worker,75.72,None,75.72,None,75.72
celery,app,backends/cosmosdbsql.py,backends,backends,117.70,backends,117.70,backends,117.70,backends,117.70,backends,117.70,backends,117.70,backends,117.70,backends,117.70,backends,117.70
celery,backends,worker/consumer/delayed_delivery.py,worker,bin,111.36,bin,111.36,bin,111.36,bin,111.36,bin,111.36,bin,111.36,bin,111.36,bin,111.36,bin,111.36
celery,backends,app/registry.py,app,app,78.42,app,78.42,app,78.42,app,78.42,app,78.42,app,78.42,app,78.42,None,78.42,None,78.42
celery,backends,app/backends.py,app,loaders,68.21,loaders,68.21,loaders,68.21,loaders,68.21,loaders,68.21,loaders,68.21,None,68.21,None,68.21,None,68.21
celery,backends,bin/list.py,bin,bin,118.39,bin,118.39,bin,118.39,bin,118.39,bin,118.39,bin,118.39,bin,118.39,bin,118.39,bin,118.39
celery,backends,backends/filesystem.py,None,app,67.28,app,67.28,app,67.28,app,67.28,app,67.28,app,67.28,None,67.28,None,67.28,None,67.28
celery,backends,worker/autoscale.py,worker,concurrency,135.49,concurrency,135.49,concurrency,135.49,concurrency,135.49,concurrency,135.49,concurrency,135.49,concurrency,135.49,concurrency,135.49,concurrency,135.49
celery,backends,worker/consumer/control.py,worker,worker,86.21,worker,86.21,worker,86.21,worker,86.21,worker,86.21,worker,86.21,worker,86.21,worker,86.21,None,86.21
celery,backends,worker/heartbeat.py,worker,events,110.56,events,110.56,events,110.56,events,110.56,events,110.56,events,110.56,events,110.56,events,110.56,events,110.56
celery,backends,utils/threads.py,utils,utils,85.36,utils,85.36,utils,85.36,utils,85.36,utils,85.36,utils,85.36,utils,85.36,utils,85.36,None,85.36
celery,backends,exceptions.py,bin,worker,50.77,worker,50.77,worker,50.77,worker,50.77,worker,50.77,None,50.77,None,50.77,None,50.77,None,50.77
celery,backends,app/utils.py,app,events,98.48,events,98.48,events,98.48,events,98.48,events,98.48,events,98.48,events,98.48,events,98.48,events,98.48
