Project,Module,File,GT,TFIDF@10,Score@10,TFIDF@20,Score@20,TFIDF@30,Score@30,TFIDF@40,Score@40,TFIDF@50,Score@50,TFIDF@60,Score@60,TFIDF@70,Score@70,TFIDF@80,Score@80,TFIDF@90,Score@90
audioflux,dsp,src/filterbank/cqt_filterBank.h,filter_bank,filter_bank,98.27,filter_bank,98.27,filter_bank,98.27,filter_bank,98.27,filter_bank,98.27,filter_bank,98.27,filter_bank,98.27,filter_bank,98.27,filter_bank,98.27
audioflux,dsp,src/dsp/dft_algorithm.h,None,None,4.88,None,4.88,None,4.88,None,4.88,None,4.88,None,4.88,None,4.88,None,4.88,None,4.88
audioflux,dsp,src/dwt_algorithm.c,general,filter_bank,36.00,filter_bank,36.00,filter_bank,36.00,None,36.00,None,36.00,None,36.00,None,36.00,None,36.00,None,36.00
audioflux,dsp,src/wpt_algorithm.c,general,filter_bank,71.62,filter_bank,71.62,filter_bank,71.62,filter_bank,71.62,filter_bank,71.62,filter_bank,71.62,filter_bank,71.62,None,71.62,None,71.62
audioflux,dsp,include/feature/chroma_algorithm.h,feature,feature,120.91,feature,120.91,feature,120.91,feature,120.91,feature,120.91,feature,120.91,feature,120.91,feature,120.91,feature,120.91
audioflux,dsp,src/synsq_algorithm.h,general,None,6.00,None,6.00,None,6.00,None,6.00,None,6.00,None,6.00,None,6.00,None,6.00,None,6.00
audioflux,dsp,src/dsp/czt_algorithm.c,None,None,5.78,None,5.78,None,5.78,None,5.78,None,5.78,None,5.78,None,5.78,None,5.78,None,5.78
audioflux,dsp,src/mir/_pitch_yin.h,mir,mir,94.57,mir,94.57,mir,94.57,mir,94.57,mir,94.57,mir,94.57,mir,94.57,mir,94.57,mir,94.57
audioflux,dsp,src/filterbank/auditory_filterBank.c,filter_bank,filter_bank,172.83,filter_bank,172.83,filter_bank,172.83,filter_bank,172.83,filter_bank,172.83,filter_bank,172.83,filter_bank,172.83,filter_bank,172.83,filter_bank,172.83
audioflux,dsp,src/dsp/xcorr_algorithm.h,None,None,7.76,None,7.76,None,7.76,None,7.76,None,7.76,None,7.76,None,7.76,None,7.76,None,7.76
audioflux,dsp,src/dsp/resample_algorithm.h,None,mir,29.03,mir,29.03,None,29.03,None,29.03,None,29.03,None,29.03,None,29.03,None,29.03,None,29.03
audioflux,dsp,src/dsp/hilbert_algorithm.h,None,None,4.88,None,4.88,None,4.88,None,4.88,None,4.88,None,4.88,None,4.88,None,4.88,None,4.88
audioflux,dsp,src/stft_algorithm.c,general,mir,35.44,mir,35.44,mir,35.44,None,35.44,None,35.44,None,35.44,None,35.44,None,35.44,None,35.44
audioflux,dsp,include/nsgt_algorithm.h,general,filter_bank,38.00,filter_bank,38.00,filter_bank,38.00,None,38.00,None,38.00,None,38.00,None,38.00,None,38.00,None,38.00
audioflux,dsp,include/temporal_algorithm.h,general,mir,14.10,None,14.10,None,14.10,None,14.10,None,14.10,None,14.10,None,14.10,None,14.10,None,14.10
audioflux,dsp,src/util/flux_wave.h,general,mir,15.61,None,15.61,None,15.61,None,15.61,None,15.61,None,15.61,None,15.61,None,15.61,None,15.61
audioflux,dsp,include/wvd_algorithm.h,general,None,4.88,None,4.88,None,4.88,None,4.88,None,4.88,None,4.88,None,4.88,None,4.88,None,4.88
audioflux,dsp,include/reassign_algorithm.h,general,None,7.25,None,7.25,None,7.25,None,7.25,None,7.25,None,7.25,None,7.25,None,7.25,None,7.25
audioflux,dsp,src/filterbank/coef/__coef_r.h,filter_bank,mir,47.23,mir,47.23,mir,47.23,mir,47.23,None,47.23,None,47.23,None,47.23,None,47.23,None,47.23
audioflux,dsp,src/filterbank/auditory_filterBank.h,filter_bank,filter_bank,141.94,filter_bank,141.94,filter_bank,141.94,filter_bank,141.94,filter_bank,141.94,filter_bank,141.94,filter_bank,141.94,filter_bank,141.94,filter_bank,141.94
audioflux,dsp,src/dsp/fft_algorithm.h,None,None,4.85,None,4.85,None,4.85,None,4.85,None,4.85,None,4.85,None,4.85,None,4.85,None,4.85
audioflux,dsp,include/mir/_pitch_yin.h,mir,mir,94.57,mir,94.57,mir,94.57,mir,94.57,mir,94.57,mir,94.57,mir,94.57,mir,94.57,mir,94.57
audioflux,dsp,src/flux_base.h,general,filter_bank,185.65,filter_bank,185.65,filter_bank,185.65,filter_bank,185.65,filter_bank,185.65,filter_bank,185.65,filter_bank,185.65,filter_bank,185.65,filter_bank,185.65
audioflux,dsp,src/filterbank/chroma_filterBank.c,filter_bank,filter_bank,80.81,filter_bank,80.81,filter_bank,80.81,filter_bank,80.81,filter_bank,80.81,filter_bank,80.81,filter_bank,80.81,filter_bank,80.81,None,80.81
audioflux,dsp,include/dsp/resample_algorithm.h,None,mir,29.03,mir,29.03,None,29.03,None,29.03,None,29.03,None,29.03,None,29.03,None,29.03,None,29.03
audioflux,dsp,include/swt_algorithm.h,general,None,4.88,None,4.88,None,4.88,None,4.88,None,4.88,None,4.88,None,4.88,None,4.88,None,4.88
audioflux,dsp,src/filterbank/coef/__coef_d.h,filter_bank,filter_bank,45.18,filter_bank,45.18,filter_bank,45.18,filter_bank,45.18,None,45.18,None,45.18,None,45.18,None,45.18,None,45.18
audioflux,dsp,include/ewt_algorithm.h,general,None,4.88,None,4.88,None,4.88,None,4.88,None,4.88,None,4.88,None,4.88,None,4.88,None,4.88
audioflux,dsp,src/mir/harmonicRatio_algorithm.c,mir,mir,77.74,mir,77.74,mir,77.74,mir,77.74,mir,77.74,mir,77.74,mir,77.74,None,77.74,None,77.74
audioflux,dsp,include/emd_algorithm.h,general,None,4.88,None,4.88,None,4.88,None,4.88,None,4.88,None,4.88,None,4.88,None,4.88,None,4.88
audioflux,dsp,src/filterbank/auditory_weight.h,filter_bank,filter_bank,102.54,filter_bank,102.54,filter_bank,102.54,filter_bank,102.54,filter_bank,102.54,filter_bank,102.54,filter_bank,102.54,filter_bank,102.54,filter_bank,102.54
audioflux,dsp,src/filterbank/auditory_weight.c,filter_bank,filter_bank,87.79,filter_bank,87.79,filter_bank,87.79,filter_bank,87.79,filter_bank,87.79,filter_bank,87.79,filter_bank,87.79,filter_bank,87.79,None,87.79
audioflux,dsp,src/flux_spectral.h,general,feature,28.31,feature,28.31,None,28.31,None,28.31,None,28.31,None,28.31,None,28.31,None,28.31,None,28.31
audioflux,dsp,src/filterbank/nsgt_filterBank.h,filter_bank,filter_bank,100.00,filter_bank,100.00,filter_bank,100.00,filter_bank,100.00,filter_bank,100.00,filter_bank,100.00,filter_bank,100.00,filter_bank,100.00,filter_bank,100.00
audioflux,dsp,include/feature/xxcc_algorithm.h,feature,feature,130.30,feature,130.30,feature,130.30,feature,130.30,feature,130.30,feature,130.30,feature,130.30,feature,130.30,feature,130.30
audioflux,dsp,src/feature/xxcc_algorithm.h,feature,feature,130.30,feature,130.30,feature,130.30,feature,130.30,feature,130.30,feature,130.30,feature,130.30,feature,130.30,feature,130.30
audioflux,dsp,src/dsp/fft_algorithm.c,None,mir,28.63,mir,28.63,None,28.63,None,28.63,None,28.63,None,28.63,None,28.63,None,28.63,None,28.63
audioflux,dsp,src/dsp/filterDesign_freqz.h,None,filter_bank,65.14,filter_bank,65.14,filter_bank,65.14,filter_bank,65.14,filter_bank,65.14,filter_bank,65.14,None,65.14,None,65.14,None,65.14
audioflux,dsp,src/dsp/filterDesign_iir.h,None,filter_bank,36.00,filter_bank,36.00,filter_bank,36.00,None,36.00,None,36.00,None,36.00,None,36.00,None,36.00,None,36.00
audioflux,dsp,include/filterbank/auditory_weight.h,filter_bank,filter_bank,102.54,filter_bank,102.54,filter_bank,102.54,filter_bank,102.54,filter_bank,102.54,filter_bank,102.54,filter_bank,102.54,filter_bank,102.54,filter_bank,102.54
audioflux,dsp,src/nsgt_algorithm.c,general,filter_bank,83.46,filter_bank,83.46,filter_bank,83.46,filter_bank,83.46,filter_bank,83.46,filter_bank,83.46,filter_bank,83.46,filter_bank,83.46,None,83.46
audioflux,dsp,include/synsq_algorithm.h,general,None,6.00,None,6.00,None,6.00,None,6.00,None,6.00,None,6.00,None,6.00,None,6.00,None,6.00
audioflux,dsp,src/util/flux_util.h,general,mir,45.56,mir,45.56,mir,45.56,mir,45.56,None,45.56,None,45.56,None,45.56,None,45.56,None,45.56
audioflux,dsp,src/dsp/dft_algorithm.c,None,mir,10.70,None,10.70,None,10.70,None,10.70,None,10.70,None,10.70,None,10.70,None,10.70,None,10.70
audioflux,dsp,src/mir/onset_algorithm.c,mir,mir,135.92,mir,135.92,mir,135.92,mir,135.92,mir,135.92,mir,135.92,mir,135.92,mir,135.92,mir,135.92
audioflux,dsp,src/fst_algorithm.c,general,mir,13.25,None,13.25,None,13.25,None,13.25,None,13.25,None,13.25,None,13.25,None,13.25,None,13.25
audioflux,dsp,include/fst_algorithm.h,general,None,4.88,None,4.88,None,4.88,None,4.88,None,4.88,None,4.88,None,4.88,None,4.88,None,4.88
audioflux,dsp,src/mir/_pitch_stft.h,mir,mir,83.27,mir,83.27,mir,83.27,mir,83.27,mir,83.27,mir,83.27,mir,83.27,mir,83.27,None,83.27
audioflux,dsp,src/dsp/conv_algorithm.c,None,general,12.00,None,12.00,None,12.00,None,12.00,None,12.00,None,12.00,None,12.00,None,12.00,None,12.00
audioflux,dsp,include/cwd_algorithm.h,general,None,4.88,None,4.88,None,4.88,None,4.88,None,4.88,None,4.88,None,4.88,None,4.88,None,4.88
audioflux,dsp,src/feature/deconv_algorithm.c,feature,feature,101.14,feature,101.14,feature,101.14,feature,101.14,feature,101.14,feature,101.14,feature,101.14,feature,101.14,feature,101.14
audioflux,dsp,src/spectrogram_algorithm.c,general,filter_bank,121.00,filter_bank,121.00,filter_bank,121.00,filter_bank,121.00,filter_bank,121.00,filter_bank,121.00,filter_bank,121.00,filter_bank,121.00,filter_bank,121.00
audioflux,dsp,src/temporal_algorithm.h,general,mir,14.10,None,14.10,None,14.10,None,14.10,None,14.10,None,14.10,None,14.10,None,14.10,None,14.10
audioflux,dsp,include/mir/harmonicRatio_algorithm.h,mir,mir,76.91,mir,76.91,mir,76.91,mir,76.91,mir,76.91,mir,76.91,mir,76.91,None,76.91,None,76.91
audioflux,dsp,src/dsp/resample_algorithm.c,None,filter_bank,31.90,filter_bank,31.90,filter_bank,31.90,None,31.90,None,31.90,None,31.90,None,31.90,None,31.90,None,31.90
audioflux,dsp,include/feature/spectral_algorithm.h,feature,feature,126.00,feature,126.00,feature,126.00,feature,126.00,feature,126.00,feature,126.00,feature,126.00,feature,126.00,feature,126.00
audioflux,dsp,src/wpt_algorithm.h,general,None,4.88,None,4.88,None,4.88,None,4.88,None,4.88,None,4.88,None,4.88,None,4.88,None,4.88
audioflux,dsp,src/dsp/filterDesign_freqz.c,None,filter_bank,65.96,filter_bank,65.96,filter_bank,65.96,filter_bank,65.96,filter_bank,65.96,filter_bank,65.96,None,65.96,None,65.96,None,65.96
audioflux,dsp,src/mir/hpss_algorithm.c,mir,mir,67.10,mir,67.10,mir,67.10,mir,67.10,mir,67.10,mir,67.10,None,67.10,None,67.10,None,67.10
audioflux,dsp,src/dsp/filterDesign_fir.c,None,filter_bank,220.54,filter_bank,220.54,filter_bank,220.54,filter_bank,220.54,filter_bank,220.54,filter_bank,220.54,filter_bank,220.54,filter_bank,220.54,filter_bank,220.54
audioflux,dsp,src/bft_algorithm.c,general,filter_bank,80.03,filter_bank,80.03,filter_bank,80.03,filter_bank,80.03,filter_bank,80.03,filter_bank,80.03,filter_bank,80.03,filter_bank,80.03,None,80.03
audioflux,dsp,src/cwt_algorithm.c,general,filter_bank,64.54,filter_bank,64.54,filter_bank,64.54,filter_bank,64.54,filter_bank,64.54,filter_bank,64.54,None,64.54,None,64.54,None,64.54
audioflux,dsp,src/fst_algorithm.h,general,None,4.88,None,4.88,None,4.88,None,4.88,None,4.88,None,4.88,None,4.88,None,4.88,None,4.88
audioflux,dsp,src/temporal_algorithm.c,general,filter_bank,22.69,filter_bank,22.69,None,22.69,None,22.69,None,22.69,None,22.69,None,22.69,None,22.69,None,22.69
audioflux,dsp,src/reassign_algorithm.c,general,filter_bank,48.38,filter_bank,48.38,filter_bank,48.38,filter_bank,48.38,None,48.38,None,48.38,None,48.38,None,48.38,None,48.38
audioflux,dsp,src/dsp/flux_window.c,None,mir,38.42,mir,38.42,mir,38.42,None,38.42,None,38.42,None,38.42,None,38.42,None,38.42,None,38.42
audioflux,dsp,include/wsst_algorithm.h,general,None,7.86,None,7.86,None,7.86,None,7.86,None,7.86,None,7.86,None,7.86,None,7.86,None,7.86
audioflux,dsp,include/hht_algorithm.h,general,None,4.88,None,4.88,None,4.88,None,4.88,None,4.88,None,4.88,None,4.88,None,4.88,None,4.88
audioflux,dsp,src/swt_algorithm.c,general,filter_bank,36.00,filter_bank,36.00,filter_bank,36.00,None,36.00,None,36.00,None,36.00,None,36.00,None,36.00,None,36.00
audioflux,dsp,src/filterbank/dwt_filterCoef.c,filter_bank,mir,71.47,mir,71.47,mir,71.47,mir,71.47,mir,71.47,mir,71.47,mir,71.47,None,71.47,None,71.47
audioflux,dsp,src/filterbank/chroma_filterBank.h,filter_bank,filter_bank,94.26,filter_bank,94.26,filter_bank,94.26,filter_bank,94.26,filter_bank,94.26,filter_bank,94.26,filter_bank,94.26,filter_bank,94.26,filter_bank,94.26
audioflux,dsp,include/dsp/xcorr_algorithm.h,None,None,7.76,None,7.76,None,7.76,None,7.76,None,7.76,None,7.76,None,7.76,None,7.76,None,7.76
audioflux,dsp,include/mir/onset_algorithm.h,mir,mir,93.50,mir,93.50,mir,93.50,mir,93.50,mir,93.50,mir,93.50,mir,93.50,mir,93.50,mir,93.50
audioflux,dsp,src/dsp/filterDesign_fir.h,None,filter_bank,163.97,filter_bank,163.97,filter_bank,163.97,filter_bank,163.97,filter_bank,163.97,filter_bank,163.97,filter_bank,163.97,filter_bank,163.97,filter_bank,163.97
audioflux,dsp,src/synsq_algorithm.c,general,mir,31.73,mir,31.73,mir,31.73,None,31.73,None,31.73,None,31.73,None,31.73,None,31.73,None,31.73
audioflux,dsp,src/dsp/xcorr_algorithm.c,None,None,6.87,None,6.87,None,6.87,None,6.87,None,6.87,None,6.87,None,6.87,None,6.87,None,6.87
audioflux,dsp,include/pwt_algorithm.h,general,None,7.00,None,7.00,None,7.00,None,7.00,None,7.00,None,7.00,None,7.00,None,7.00,None,7.00
audioflux,dsp,src/mir/_pitch_yin.c,mir,mir,84.31,mir,84.31,mir,84.31,mir,84.31,mir,84.31,mir,84.31,mir,84.31,mir,84.31,None,84.31
audioflux,dsp,src/filterbank/cwt_filterBank.c,filter_bank,filter_bank,129.08,filter_bank,129.08,filter_bank,129.08,filter_bank,129.08,filter_bank,129.08,filter_bank,129.08,filter_bank,129.08,filter_bank,129.08,filter_bank,129.08
audioflux,dsp,src/dsp/dct_algorithm.c,None,mir,18.61,None,18.61,None,18.61,None,18.61,None,18.61,None,18.61,None,18.61,None,18.61,None,18.61
audioflux,dsp,include/cqt_algorithm.h,general,filter_bank,38.00,filter_bank,38.00,filter_bank,38.00,None,38.00,None,38.00,None,38.00,None,38.00,None,38.00,None,38.00
audioflux,dsp,src/util/flux_util.c,general,mir,129.11,mir,129.11,mir,129.11,mir,129.11,mir,129.11,mir,129.11,mir,129.11,mir,129.11,mir,129.11
audioflux,dsp,include/spectrogram_algorithm.h,general,filter_bank,38.66,filter_bank,38.66,filter_bank,38.66,None,38.66,None,38.66,None,38.66,None,38.66,None,38.66,None,38.66
audioflux,dsp,src/feature/spectral_algorithm.c,feature,feature,86.72,feature,86.72,feature,86.72,feature,86.72,feature,86.72,feature,86.72,feature,86.72,feature,86.72,None,86.72
audioflux,dsp,include/flux_base.h,general,filter_bank,185.65,filter_bank,185.65,filter_bank,185.65,filter_bank,185.65,filter_bank,185.65,filter_bank,185.65,filter_bank,185.65,filter_bank,185.65,filter_bank,185.65
audioflux,dsp,src/filterbank/cwt_filterBank.h,filter_bank,filter_bank,100.15,filter_bank,100.15,filter_bank,100.15,filter_bank,100.15,filter_bank,100.15,filter_bank,100.15,filter_bank,100.15,filter_bank,100.15,filter_bank,100.15
audioflux,dsp,src/st_algorithm.c,general,None,7.05,None,7.05,None,7.05,None,7.05,None,7.05,None,7.05,None,7.05,None,7.05,None,7.05
audioflux,dsp,src/dsp/hilbert_algorithm.c,None,None,5.28,None,5.28,None,5.28,None,5.28,None,5.28,None,5.28,None,5.28,None,5.28,None,5.28
audioflux,dsp,src/stft_algorithm.h,general,None,5.40,None,5.40,None,5.40,None,5.40,None,5.40,None,5.40,None,5.40,None,5.40,None,5.40
audioflux,dsp,include/cwt_algorithm.h,general,None,7.85,None,7.85,None,7.85,None,7.85,None,7.85,None,7.85,None,7.85,None,7.85,None,7.85
audioflux,dsp,src/dsp/flux_correct.c,None,filter_bank,21.44,filter_bank,21.44,None,21.44,None,21.44,None,21.44,None,21.44,None,21.44,None,21.44,None,21.44
audioflux,dsp,src/cwt_algorithm.h,general,None,7.85,None,7.85,None,7.85,None,7.85,None,7.85,None,7.85,None,7.85,None,7.85,None,7.85
audioflux,dsp,src/util/flux_wave.c,general,filter_bank,57.44,filter_bank,57.44,filter_bank,57.44,filter_bank,57.44,filter_bank,57.44,None,57.44,None,57.44,None,57.44,None,57.44
audioflux,dsp,src/dsp/flux_window.h,None,None,3.00,None,3.00,None,3.00,None,3.00,None,3.00,None,3.00,None,3.00,None,3.00,None,3.00
audioflux,dsp,src/flux_temporal.h,general,None,8.00,None,8.00,None,8.00,None,8.00,None,8.00,None,8.00,None,8.00,None,8.00,None,8.00
audioflux,dsp,src/dsp/flux_correct.h,None,filter_bank,29.28,filter_bank,29.28,None,29.28,None,29.28,None,29.28,None,29.28,None,29.28,None,29.28,None,29.28
audioflux,dsp,src/feature/xxcc_algorithm.c,feature,feature,104.08,feature,104.08,feature,104.08,feature,104.08,feature,104.08,feature,104.08,feature,104.08,feature,104.08,feature,104.08
audioflux,dsp,src/wsst_algorithm.c,general,mir,30.86,mir,30.86,mir,30.86,None,30.86,None,30.86,None,30.86,None,30.86,None,30.86,None,30.86
audioflux,dsp,src/dsp/filterDesign_iir.c,None,filter_bank,36.00,filter_bank,36.00,filter_bank,36.00,None,36.00,None,36.00,None,36.00,None,36.00,None,36.00,None,36.00
audioflux,feature,src/flux_spectral.c,general,mir,28.28,mir,28.28,None,28.28,None,28.28,None,28.28,None,28.28,None,28.28,None,28.28,None,28.28
audioflux,feature,src/nsgt_algorithm.h,general,filter_bank,38.00,filter_bank,38.00,filter_bank,38.00,None,38.00,None,38.00,None,38.00,None,38.00,None,38.00,None,38.00
audioflux,feature,src/wsst_algorithm.h,general,None,5.86,None,5.86,None,5.86,None,5.86,None,5.86,None,5.86,None,5.86,None,5.86,None,5.86
audioflux,feature,src/mir/_pitch_stft.c,mir,mir,97.46,mir,97.46,mir,97.46,mir,97.46,mir,97.46,mir,97.46,mir,97.46,mir,97.46,mir,97.46
audioflux,feature,src/filterbank/cqt_filterBank.c,filter_bank,filter_bank,113.48,filter_bank,113.48,filter_bank,113.48,filter_bank,113.48,filter_bank,113.48,filter_bank,113.48,filter_bank,113.48,filter_bank,113.48,filter_bank,113.48
audioflux,feature,include/st_algorithm.h,general,None,5.87,None,5.87,None,5.87,None,5.87,None,5.87,None,5.87,None,5.87,None,5.87,None,5.87
audioflux,feature,src/dsp/dct_algorithm.h,dsp,dsp,102.24,dsp,102.24,dsp,102.24,dsp,102.24,dsp,102.24,dsp,102.24,dsp,102.24,dsp,102.24,dsp,102.24
audioflux,feature,src/st_algorithm.h,general,None,5.87,None,5.87,None,5.87,None,5.87,None,5.87,None,5.87,None,5.87,None,5.87,None,5.87
audioflux,feature,src/cqt_algorithm.c,general,mir,25.38,mir,25.38,None,25.38,None,25.38,None,25.38,None,25.38,None,25.38,None,25.38,None,25.38
audioflux,feature,include/dsp/czt_algorithm.h,dsp,dsp,83.93,dsp,83.93,dsp,83.93,dsp,83.93,dsp,83.93,dsp,83.93,dsp,83.93,dsp,83.93,None,83.93
audioflux,feature,include/util/flux_util.h,general,mir,43.56,mir,43.56,mir,43.56,mir,43.56,None,43.56,None,43.56,None,43.56,None,43.56,None,43.56
audioflux,feature,src/mir/onset_algorithm.h,mir,mir,93.50,mir,93.50,mir,93.50,mir,93.50,mir,93.50,mir,93.50,mir,93.50,mir,93.50,mir,93.50
audioflux,feature,src/feature/deconv_algorithm.h,None,None,4.88,None,4.88,None,4.88,None,4.88,None,4.88,None,4.88,None,4.88,None,4.88,None,4.88
audioflux,feature,src/dsp/conv_algorithm.h,dsp,dsp,84.45,dsp,84.45,dsp,84.45,dsp,84.45,dsp,84.45,dsp,84.45,dsp,84.45,dsp,84.45,None,84.45
audioflux,feature,src/filterbank/dwt_filterCoef.h,filter_bank,filter_bank,87.63,filter_bank,87.63,filter_bank,87.63,filter_bank,87.63,filter_bank,87.63,filter_bank,87.63,filter_bank,87.63,filter_bank,87.63,None,87.63
audioflux,feature,src/reassign_algorithm.h,general,None,7.12,None,7.12,None,7.12,None,7.12,None,7.12,None,7.12,None,7.12,None,7.12,None,7.12
audioflux,feature,include/util/flux_wave.h,general,mir,15.61,None,15.61,None,15.61,None,15.61,None,15.61,None,15.61,None,15.61,None,15.61,None,15.61
audioflux,feature,src/pwt_algorithm.c,general,filter_bank,65.70,filter_bank,65.70,filter_bank,65.70,filter_bank,65.70,filter_bank,65.70,filter_bank,65.70,None,65.70,None,65.70,None,65.70
audioflux,feature,include/mir/hpss_algorithm.h,mir,mir,78.57,mir,78.57,mir,78.57,mir,78.57,mir,78.57,mir,78.57,mir,78.57,None,78.57,None,78.57
audioflux,feature,include/feature/deconv_algorithm.h,None,None,4.88,None,4.88,None,4.88,None,4.88,None,4.88,None,4.88,None,4.88,None,4.88,None,4.88
