file_path,UI,Storage,Common,E2E,Client,best_module,best_likelihood
src/e2e/java/teammates/e2e/pageobjects/FeedbackResultsPage.java,10.00,0.00,5.00,85.00,0.00,E2E,85.00
src/e2e/java/teammates/e2e/pageobjects/AdminSearchPage.java,20.00,0.00,5.00,95.00,0.00,E2E,95.00
src/e2e/java/teammates/e2e/pageobjects/InstructorStudentActivityLogsPage.java,10.00,0.00,0.00,90.00,0.00,E2E,90.00
src/e2e/java/teammates/e2e/pageobjects/InstructorCourseDetailsPage.java,0.00,0.00,0.00,100.00,0.00,E2E,100.00
src/e2e/java/teammates/e2e/pageobjects/StudentCourseDetailsPage.java,10.00,0.00,5.00,95.00,0.00,E2E,95.00
src/e2e/java/teammates/e2e/pageobjects/InstructorStudentRecordsPage.java,0.00,0.00,0.00,100.00,0.00,E2E,100.00
src/e2e/java/teammates/e2e/pageobjects/InstructorNotificationsPage.java,0.00,0.00,0.00,100.00,0.00,E2E,100.00
src/e2e/java/teammates/e2e/pageobjects/HomePage.java,5.00,0.00,0.00,95.00,0.00,E2E,95.00
src/e2e/java/teammates/e2e/pageobjects/IanaTimezonePage.java,0.00,0.00,0.00,100.00,0.00,E2E,100.00
src/e2e/java/teammates/e2e/pageobjects/AdminAccountsPage.java,10.00,0.00,0.00,90.00,0.00,E2E,90.00
src/e2e/java/teammates/e2e/pageobjects/StudentNotificationsPage.java,0.00,0.00,0.00,100.00,0.00,E2E,100.00
src/e2e/java/teammates/e2e/pageobjects/FeedbackSubmitPage.java,20.00,0.00,5.00,95.00,0.00,E2E,95.00
src/e2e/java/teammates/e2e/pageobjects/AdminHomePage.java,5.00,0.00,0.00,95.00,0.00,E2E,95.00
src/e2e/java/teammates/e2e/pageobjects/AppPage.java,20.00,0.00,5.00,95.00,0.00,E2E,95.00
src/e2e/java/teammates/e2e/pageobjects/package-info.java,0.00,0.00,5.00,95.00,0.00,E2E,95.00
src/e2e/java/teammates/e2e/pageobjects/InstructorHomePage.java,5.00,0.00,5.00,85.00,5.00,E2E,85.00
src/e2e/java/teammates/e2e/cases/axe/AdminHomePageAxeTest.java,0.00,0.00,0.00,100.00,0.00,E2E,100.00
src/e2e/java/teammates/e2e/cases/axe/FeedbackSubmitPageAxeTest.java,0.00,0.00,0.00,95.00,5.00,E2E,95.00
src/e2e/java/teammates/e2e/cases/axe/StudentNotificationsPageAxeTest.java,0.00,0.00,0.00,100.00,0.00,E2E,100.00
src/e2e/java/teammates/e2e/cases/axe/InstructorCourseEditPageAxeTest.java,0.00,0.00,0.00,100.00,0.00,E2E,100.00
src/e2e/java/teammates/e2e/cases/axe/InstructorSessionIndividualExtensionPageAxeTest.java,0.00,0.00,0.00,100.00,0.00,E2E,100.00
src/e2e/java/teammates/e2e/cases/axe/InstructorCourseJoinConfirmationPageAxeTest.java,0.00,0.00,0.00,100.00,0.00,E2E,100.00
src/e2e/java/teammates/e2e/cases/axe/InstructorFeedbackReportPageAxeTest.java,0.00,0.00,0.00,100.00,0.00,E2E,100.00
src/e2e/java/teammates/e2e/cases/axe/InstructorFeedbackEditPageAxeTest.java,0.00,0.00,0.00,100.00,0.00,E2E,100.00
src/e2e/java/teammates/e2e/cases/axe/InstructorStudentListPageAxeTest.java,0.00,0.00,0.00,100.00,0.00,E2E,100.00
src/e2e/java/teammates/e2e/cases/axe/InstructorStudentActivityLogsPageAxeTest.java,0.00,0.00,5.00,95.00,0.00,E2E,95.00
src/e2e/java/teammates/e2e/cases/axe/StudentHomePageAxeTest.java,0.00,0.00,0.00,100.00,0.00,E2E,100.00
src/e2e/java/teammates/e2e/cases/axe/InstructorNotificationsPageAxeTest.java,0.00,0.00,0.00,100.00,0.00,E2E,100.00
src/e2e/java/teammates/e2e/cases/axe/InstructorCourseEnrollPageAxeTest.java,0.00,0.00,0.00,100.00,0.00,E2E,100.00
src/e2e/java/teammates/e2e/cases/axe/StudentCourseDetailsPageAxeTest.java,0.00,0.00,0.00,100.00,0.00,E2E,100.00
src/e2e/java/teammates/e2e/cases/axe/AdminNotificationsPageAxeTest.java,0.00,0.00,0.00,100.00,0.00,E2E,100.00
src/e2e/java/teammates/e2e/cases/axe/InstructorCourseDetailsPageAxeTest.java,0.00,0.00,0.00,100.00,0.00,E2E,100.00
src/e2e/java/teammates/e2e/cases/axe/InstructorFeedbackSessionsPageAxeTest.java,0.00,0.00,0.00,100.00,0.00,E2E,100.00
src/e2e/java/teammates/e2e/cases/axe/InstructorCoursesPageAxeTest.java,10.00,0.00,0.00,100.00,0.00,E2E,100.00
src/e2e/java/teammates/e2e/cases/axe/InstructorHomePageAxeTest.java,0.00,0.00,5.00,95.00,0.00,E2E,95.00
src/e2e/java/teammates/e2e/cases/axe/FeedbackResultsPageAxeTest.java,0.00,0.00,0.00,100.00,0.00,E2E,100.00
src/e2e/java/teammates/e2e/cases/axe/AdminSearchPageAxeTest.java,0.00,0.00,5.00,95.00,0.00,E2E,95.00
src/e2e/java/teammates/e2e/cases/axe/AdminSessionsPageAxeTest.java,0.00,0.00,0.00,100.00,0.00,E2E,100.00
src/e2e/java/teammates/e2e/cases/axe/AdminAccountsPageAxeTest.java,0.00,0.00,0.00,100.00,0.00,E2E,100.00
src/e2e/java/teammates/e2e/cases/axe/StudentCourseJoinConfirmationPageAxeTest.java,5.00,0.00,0.00,95.00,0.00,E2E,95.00
src/e2e/java/teammates/e2e/cases/axe/InstructorStudentRecordsPageAxeTest.java,0.00,0.00,0.00,100.00,0.00,E2E,100.00
src/e2e/java/teammates/e2e/cases/axe/InstructorSearchPageAxeTest.java,0.00,0.00,0.00,100.00,0.00,E2E,100.00
src/e2e/java/teammates/e2e/cases/axe/InstructorCourseStudentDetailsPageAxeTest.java,0.00,0.00,0.00,100.00,0.00,E2E,100.00
src/e2e/java/teammates/e2e/cases/axe/package-info.java,0.00,0.00,0.00,100.00,0.00,E2E,100.00
src/e2e/java/teammates/e2e/cases/axe/InstructorCourseStudentDetailsEditPageAxeTest.java,0.00,0.00,0.00,100.00,0.00,E2E,100.00
src/e2e/java/teammates/e2e/cases/InstructorSessionIndividualExtensionPageE2ETest.java,0.00,0.00,0.00,100.00,0.00,E2E,100.00
src/e2e/java/teammates/e2e/cases/FeedbackSubmitPageE2ETest.java,0.00,0.00,0.00,100.00,0.00,E2E,100.00
src/e2e/java/teammates/e2e/cases/StudentCourseJoinConfirmationPageE2ETest.java,0.00,0.00,0.00,100.00,0.00,E2E,100.00
src/e2e/java/teammates/e2e/cases/InstructorHomePageE2ETest.java,0.00,0.00,0.00,100.00,0.00,E2E,100.00
src/e2e/java/teammates/e2e/cases/BaseE2ETestCase.java,0.00,0.00,5.00,95.00,0.00,E2E,95.00
src/e2e/java/teammates/e2e/cases/InstructorSearchPageE2ETest.java,0.00,0.00,0.00,100.00,0.00,E2E,100.00
src/e2e/java/teammates/e2e/cases/InstructorFeedbackSessionsPageE2ETest.java,0.00,0.00,0.00,100.00,0.00,E2E,100.00
src/e2e/java/teammates/e2e/cases/InstructorCourseEnrollPageE2ETest.java,0.00,0.00,0.00,100.00,0.00,E2E,100.00
src/e2e/java/teammates/e2e/cases/AdminHomePageE2ETest.java,0.00,0.00,0.00,100.00,0.00,E2E,100.00
src/e2e/java/teammates/e2e/cases/FeedbackConstSumOptionQuestionE2ETest.java,0.00,0.00,5.00,95.00,0.00,E2E,95.00
src/e2e/java/teammates/e2e/cases/FeedbackMsqQuestionE2ETest.java,0.00,0.00,0.00,100.00,0.00,E2E,100.00
src/e2e/java/teammates/e2e/cases/InstructorCourseDetailsPageE2ETest.java,20.00,0.00,0.00,100.00,0.00,E2E,100.00
src/e2e/java/teammates/e2e/cases/FeedbackMcqQuestionE2ETest.java,0.00,0.00,0.00,100.00,0.00,E2E,100.00
src/e2e/java/teammates/e2e/cases/TimezoneSyncerTest.java,0.00,0.00,0.00,100.00,0.00,E2E,100.00
src/e2e/java/teammates/e2e/cases/InstructorCourseStudentDetailsEditPageE2ETest.java,0.00,0.00,0.00,100.00,0.00,E2E,100.00
src/e2e/java/teammates/e2e/cases/InstructorCoursesPageE2ETest.java,0.00,0.00,0.00,100.00,0.00,E2E,100.00
src/e2e/java/teammates/e2e/cases/SystemErrorEmailReportE2ETest.java,0.00,0.00,0.00,100.00,0.00,E2E,100.00
src/e2e/java/teammates/e2e/cases/AutomatedSessionRemindersE2ETest.java,0.00,0.00,0.00,100.00,0.00,E2E,100.00
src/e2e/java/teammates/e2e/cases/InstructorStudentListPageE2ETest.java,0.00,0.00,0.00,100.00,0.00,E2E,100.00
src/e2e/java/teammates/e2e/cases/BaseFeedbackQuestionE2ETest.java,0.00,0.00,0.00,0.00,0.00,UI,0.00
src/e2e/java/teammates/e2e/cases/FeedbackRubricQuestionE2ETest.java,0.00,0.00,0.00,100.00,0.00,E2E,100.00
src/e2e/java/teammates/e2e/cases/FeedbackContributionQuestionE2ETest.java,0.00,0.00,0.00,100.00,0.00,E2E,100.00
src/e2e/java/teammates/e2e/cases/FeedbackRankOptionQuestionE2ETest.java,5.00,0.00,0.00,100.00,0.00,E2E,100.00
src/e2e/java/teammates/e2e/cases/InstructorFeedbackReportPageE2ETest.java,0.00,0.00,0.00,100.00,0.00,E2E,100.00
src/e2e/java/teammates/e2e/cases/FeedbackRankRecipientQuestionE2ETest.java,0.00,0.00,0.00,100.00,0.00,E2E,100.00
src/e2e/java/teammates/e2e/cases/InstructorCourseStudentDetailsPageE2ETest.java,0.00,0.00,0.00,100.00,0.00,E2E,100.00
src/e2e/java/teammates/e2e/cases/AdminNotificationsPageE2ETest.java,0.00,0.00,0.00,100.00,0.00,E2E,100.00
src/e2e/java/teammates/e2e/cases/StudentHomePageE2ETest.java,0.00,0.00,0.00,100.00,0.00,E2E,100.00
src/e2e/java/teammates/e2e/cases/InstructorCourseJoinConfirmationPageE2ETest.java,0.00,0.00,0.00,100.00,0.00,E2E,100.00
src/e2e/java/teammates/e2e/cases/InstructorStudentRecordsPageE2ETest.java,0.00,0.00,0.00,100.00,0.00,E2E,100.00
src/e2e/java/teammates/e2e/cases/NotificationBannerE2ETest.java,0.00,0.00,0.00,100.00,0.00,E2E,100.00
src/e2e/java/teammates/e2e/cases/FeedbackNumScaleQuestionE2ETest.java,0.00,0.00,0.00,100.00,0.00,E2E,100.00
src/e2e/java/teammates/e2e/cases/StudentNotificationsPageE2ETest.java,0.00,0.00,0.00,100.00,0.00,E2E,100.00
src/e2e/java/teammates/e2e/cases/InstructorNotificationsPageE2ETest.java,0.00,0.00,0.00,100.00,0.00,E2E,100.00
src/e2e/java/teammates/e2e/cases/InstructorStudentActivityLogsPageE2ETest.java,0.00,0.00,0.00,100.00,0.00,E2E,100.00
src/e2e/java/teammates/e2e/cases/InstructorFeedbackEditPageE2ETest.java,0.00,0.00,0.00,100.00,0.00,E2E,100.00
src/e2e/java/teammates/e2e/cases/AdminSessionsPageE2ETest.java,0.00,0.00,5.00,95.00,0.00,E2E,95.00
src/e2e/java/teammates/e2e/cases/FeedbackConstSumRecipientQuestionE2ETest.java,5.00,0.00,0.00,95.00,0.00,E2E,95.00
src/e2e/java/teammates/e2e/cases/StudentCourseDetailsPageE2ETest.java,0.00,0.00,0.00,100.00,0.00,E2E,100.00
src/e2e/java/teammates/e2e/cases/FeedbackResultsPageE2ETest.java,0.00,0.00,0.00,100.00,0.00,E2E,100.00
src/e2e/java/teammates/e2e/cases/AdminSearchPageE2ETest.java,0.00,0.00,0.00,100.00,0.00,E2E,100.00
src/e2e/java/teammates/e2e/cases/AdminAccountsPageE2ETest.java,0.00,0.00,0.00,100.00,0.00,E2E,100.00
src/e2e/java/teammates/e2e/cases/FeedbackTextQuestionE2ETest.java,0.00,0.00,0.00,100.00,0.00,E2E,100.00
src/e2e/java/teammates/e2e/cases/InstructorCourseEditPageE2ETest.java,0.00,0.00,0.00,100.00,0.00,E2E,100.00
src/e2e/java/teammates/e2e/cases/package-info.java,0.00,0.00,0.00,100.00,0.00,E2E,100.00
src/e2e/java/teammates/e2e/util/TestProperties.java,0.00,0.00,5.00,95.00,0.00,E2E,95.00
src/e2e/java/teammates/e2e/util/EmailAccount.java,0.00,0.00,10.00,90.00,0.00,E2E,90.00
src/e2e/java/teammates/e2e/util/TestDataValidityTest.java,0.00,5.00,10.00,95.00,0.00,E2E,95.00
src/e2e/java/teammates/e2e/util/AxeUtil.java,0.00,0.00,10.00,90.00,0.00,E2E,90.00
src/e2e/java/teammates/e2e/util/MaximumRetriesExceededException.java,0.00,0.00,10.00,90.00,0.00,E2E,90.00
src/e2e/java/teammates/e2e/util/BackDoor.java,0.00,0.00,5.00,95.00,0.00,E2E,95.00
src/e2e/java/teammates/e2e/util/Retryable.java,0.00,0.00,10.00,90.00,0.00,E2E,90.00
src/e2e/java/teammates/e2e/util/TestPropertiesTest.java,0.00,0.00,5.00,95.00,0.00,E2E,95.00
src/e2e/java/teammates/e2e/util/EmailAccountTest.java,0.00,0.00,10.00,90.00,0.00,E2E,90.00
src/e2e/java/teammates/e2e/util/GmailServiceMaker.java,0.00,0.00,10.00,90.00,0.00,E2E,90.00
src/e2e/java/teammates/e2e/util/TestNgXmlTest.java,0.00,0.00,5.00,95.00,0.00,E2E,95.00
src/e2e/java/teammates/e2e/util/RetryManager.java,0.00,0.00,10.00,90.00,0.00,E2E,90.00
src/e2e/java/teammates/e2e/util/package-info.java,0.00,0.00,5.00,95.00,0.00,E2E,95.00
src/client/java/teammates/client/connector/DatastoreClient.java,0.00,20.00,0.00,0.00,80.00,Client,80.00
src/client/java/teammates/client/connector/package-info.java,0.00,0.00,0.00,0.00,100.00,Client,100.00
src/client/java/teammates/client/scripts/statistics/StatisticsPerInstitute.java,0.00,10.00,5.00,0.00,85.00,Client,85.00
src/client/java/teammates/client/scripts/statistics/StatisticsBundle.java,0.00,0.00,5.00,0.00,95.00,Client,95.00
src/client/java/teammates/client/scripts/statistics/FileStore.java,0.00,10.00,5.00,5.00,80.00,Client,80.00
src/client/java/teammates/client/scripts/statistics/CursorIterator.java,0.00,20.00,10.00,0.00,90.00,Client,90.00
src/client/java/teammates/client/scripts/statistics/package-info.java,0.00,0.00,0.00,0.00,100.00,Client,100.00
src/client/java/teammates/client/scripts/DataMigrationForUnencryptedKeyForInstructors.java,0.00,0.00,0.00,0.00,100.00,Client,100.00
src/client/java/teammates/client/scripts/DataMigrationEntitiesBaseScript.java,0.00,20.00,5.00,0.00,75.00,Client,75.00
src/client/java/teammates/client/scripts/DataBundleRegenerator.java,0.00,5.00,10.00,5.00,80.00,Client,80.00
src/client/java/teammates/client/scripts/DataMigrationForFeedbackSessionMismatchedTimezone.java,0.00,10.00,5.00,0.00,85.00,Client,85.00
src/client/java/teammates/client/scripts/DataMigrationForContributionQuestionDetailsIsZeroSum.java,0.00,10.00,5.00,0.00,85.00,Client,85.00
src/client/java/teammates/client/scripts/GoogleIdMigrationBaseScript.java,0.00,5.00,10.00,0.00,85.00,Client,85.00
src/client/java/teammates/client/scripts/DataMigrationForGoogleIdToGmail.java,0.00,5.00,0.00,0.00,95.00,Client,95.00
src/client/java/teammates/client/scripts/TeamEvalResultCalculations.java,0.00,0.00,5.00,0.00,95.00,Client,95.00
src/client/java/teammates/client/scripts/DataMigrationForNullCommentGiverType.java,0.00,10.00,5.00,0.00,95.00,Client,95.00
src/client/java/teammates/client/scripts/DataMigrationForSanitizedInstructorName.java,0.00,5.00,5.00,0.00,90.00,Client,90.00
src/client/java/teammates/client/scripts/DataMigrationForSampleGoogleIdInStudentAttributes.java,0.00,0.00,5.00,0.00,95.00,Client,95.00
src/client/java/teammates/client/scripts/DataMigrationForInstructorNullIsArchivedField.java,0.00,10.00,5.00,0.00,85.00,Client,85.00
src/client/java/teammates/client/scripts/DataMigrationForTextQuestionDetailsFormat.java,0.00,5.00,0.00,0.00,95.00,Client,95.00
src/client/java/teammates/client/scripts/DataMigrationForUnencryptedKeyForStudents.java,0.00,0.00,0.00,0.00,100.00,Client,100.00
src/client/java/teammates/client/scripts/GenerateUsageStatisticsObjects.java,0.00,10.00,5.00,0.00,85.00,Client,85.00
src/client/java/teammates/client/scripts/DataMigrationForConstSumForceUnevenDistribution.java,0.00,10.00,5.00,0.00,85.00,Client,85.00
src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInInstructorAttributes.java,0.00,0.00,0.00,0.00,100.00,Client,100.00
src/client/java/teammates/client/scripts/PopulateCourseSearchDocuments.java,0.00,0.00,5.00,0.00,95.00,Client,95.00
src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInStudentAttributes.java,0.00,5.00,10.00,0.00,95.00,Client,95.00
src/client/java/teammates/client/scripts/DataMigrationForTextQuestionRecommendedLength.java,0.00,0.00,0.00,0.00,100.00,Client,100.00
src/client/java/teammates/client/scripts/MockCourseWithLargeResponseScript.java,0.00,10.00,0.00,20.00,95.00,Client,95.00
src/client/java/teammates/client/scripts/IndexFeedbackSessionFields.java,0.00,0.00,0.00,0.00,100.00,Client,100.00
src/client/java/teammates/client/scripts/SingleAccountGoogleIdMigrationScript.java,0.00,10.00,15.00,0.00,95.00,Client,95.00
src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInCourseAttributes.java,0.00,5.00,10.00,0.00,85.00,Client,85.00
src/client/java/teammates/client/scripts/DataMigrationForTeamNameInResponseGiver.java,0.00,10.00,5.00,0.00,85.00,Client,85.00
src/client/java/teammates/client/scripts/DataMigrationForStudentsAndTeamsRecipientType.java,0.00,0.00,0.00,0.00,100.00,Client,100.00
src/client/java/teammates/client/scripts/package-info.java,0.00,0.00,0.00,0.00,100.00,Client,100.00
src/client/java/teammates/client/scripts/DataMigrationForInstructorFeedbackResponseComments.java,0.00,0.00,5.00,0.00,95.00,Client,95.00
src/client/java/teammates/client/scripts/ListActiveInstructors.java,0.00,5.00,5.00,0.00,90.00,Client,90.00
src/client/java/teammates/client/util/LoopHelper.java,0.00,0.00,20.00,0.00,80.00,Client,80.00
src/client/java/teammates/client/util/BackDoor.java,0.00,0.00,5.00,5.00,90.00,Client,90.00
src/client/java/teammates/client/util/ClientProperties.java,0.00,0.00,10.00,5.00,85.00,Client,85.00
src/client/java/teammates/client/util/package-info.java,5.00,0.00,20.00,0.00,75.00,Client,75.00
src/main/java/teammates/logic/core/FeedbackResponsesLogic.java,0.00,5.00,0.00,0.00,0.00,Storage,5.00
src/main/java/teammates/logic/core/CoursesLogic.java,0.00,10.00,0.00,0.00,0.00,Storage,10.00
src/main/java/teammates/logic/core/FeedbackSessionsLogic.java,0.00,10.00,0.00,0.00,0.00,Storage,10.00
src/main/java/teammates/logic/core/LogicStarter.java,0.00,10.00,20.00,0.00,30.00,Client,30.00
src/main/java/teammates/logic/core/UsageStatisticsLogic.java,0.00,10.00,5.00,0.00,15.00,Client,15.00
src/main/java/teammates/logic/core/AccountRequestsLogic.java,0.00,10.00,0.00,0.00,0.00,Storage,10.00
src/main/java/teammates/logic/core/FeedbackQuestionsLogic.java,0.00,5.00,0.00,0.00,0.00,Storage,5.00
src/main/java/teammates/logic/core/AccountsLogic.java,0.00,10.00,5.00,0.00,0.00,Storage,10.00
src/main/java/teammates/logic/core/DeadlineExtensionsLogic.java,0.00,10.00,0.00,0.00,0.00,Storage,10.00
src/main/java/teammates/logic/core/NotificationsLogic.java,0.00,10.00,0.00,0.00,0.00,Storage,10.00
src/main/java/teammates/logic/core/StudentsLogic.java,0.00,10.00,5.00,0.00,0.00,Storage,10.00
src/main/java/teammates/logic/core/FeedbackResponseCommentsLogic.java,0.00,5.00,10.00,0.00,0.00,Common,10.00
src/main/java/teammates/logic/core/DataBundleLogic.java,0.00,10.00,5.00,0.00,20.00,Client,20.00
src/main/java/teammates/logic/core/InstructorsLogic.java,0.00,10.00,5.00,0.00,5.00,Storage,10.00
src/main/java/teammates/logic/core/package-info.java,0.00,15.00,10.00,0.00,5.00,Storage,15.00
src/main/java/teammates/logic/api/TaskQueuer.java,0.00,0.00,5.00,0.00,0.00,Common,5.00
src/main/java/teammates/logic/api/UserProvision.java,0.00,10.00,5.00,0.00,85.00,Client,85.00
src/main/java/teammates/logic/api/AuthProxy.java,0.00,0.00,5.00,0.00,10.00,Client,10.00
src/main/java/teammates/logic/api/RecaptchaVerifier.java,0.00,0.00,30.00,0.00,0.00,Common,30.00
src/main/java/teammates/logic/api/EmailGenerator.java,0.00,0.00,10.00,0.00,0.00,Common,10.00
src/main/java/teammates/logic/api/EmailSender.java,0.00,0.00,80.00,0.00,20.00,Common,80.00
src/main/java/teammates/logic/api/LogsProcessor.java,0.00,10.00,20.00,5.00,5.00,Common,20.00
src/main/java/teammates/logic/api/Logic.java,0.00,5.00,0.00,0.00,10.00,Client,10.00
src/main/java/teammates/logic/api/package-info.java,0.00,5.00,10.00,0.00,5.00,Common,10.00
src/main/java/teammates/logic/external/EmptyAuthService.java,0.00,0.00,20.00,60.00,20.00,E2E,60.00
src/main/java/teammates/logic/external/MailjetService.java,0.00,0.00,10.00,0.00,0.00,Common,10.00
src/main/java/teammates/logic/external/EmailSenderService.java,0.00,0.00,10.00,0.00,5.00,Common,10.00
src/main/java/teammates/logic/external/RecaptchaService.java,0.00,0.00,20.00,5.00,10.00,Common,20.00
src/main/java/teammates/logic/external/EmptyEmailService.java,0.00,0.00,10.00,0.00,0.00,Common,10.00
src/main/java/teammates/logic/external/LogService.java,0.00,10.00,20.00,0.00,10.00,Common,20.00
src/main/java/teammates/logic/external/AuthService.java,0.00,0.00,5.00,0.00,10.00,Client,10.00
src/main/java/teammates/logic/external/SendgridService.java,0.00,0.00,10.00,0.00,5.00,Common,10.00
src/main/java/teammates/logic/external/GoogleCloudTasksService.java,0.00,5.00,10.00,0.00,15.00,Client,15.00
src/main/java/teammates/logic/external/MailgunService.java,0.00,0.00,10.00,0.00,0.00,Common,10.00
src/main/java/teammates/logic/external/GoogleCloudLoggingService.java,0.00,0.00,0.00,0.00,0.00,UI,0.00
src/main/java/teammates/logic/external/LocalTaskQueueService.java,0.00,10.00,30.00,5.00,55.00,Client,55.00
src/main/java/teammates/logic/external/GoogleRecaptchaService.java,0.00,0.00,10.00,0.00,0.00,Common,10.00
src/main/java/teammates/logic/external/TaskQueueService.java,0.00,10.00,5.00,0.00,50.00,Client,50.00
src/main/java/teammates/logic/external/FirebaseAuthService.java,0.00,5.00,15.00,0.00,10.00,Common,15.00
src/main/java/teammates/logic/external/LocalLoggingService.java,0.00,10.00,20.00,5.00,0.00,Common,20.00
src/main/java/teammates/logic/external/EmptyRecaptchaService.java,0.00,0.00,20.00,0.00,0.00,Common,20.00
src/main/java/teammates/logic/external/package-info.java,0.00,5.00,10.00,0.00,15.00,Client,15.00
