file_path,logic,model,preferences,best_module,best_likelihood
jabref\src\main\java\org\jabref\architecture\AllowedToUseAwt.java,0.0,1.0002145767211914,0.0,model,1.0002145767211914
jabref\src\main\java\org\jabref\logic\layout\format\HTMLChars.java,51.453758239746094,2.4056386947631836,0.6987998485565186,logic,51.453758239746094
jabref\src\test\java\org\jabref\model\openoffice\CitationEntryTest.java,7.242705345153809,82.99491119384766,0.0,model,82.99491119384766
jabref\src\main\java\org\jabref\model\database\KeyChangeListener.java,5.513092517852783,87.01922607421875,0.37214648723602295,model,87.01922607421875
jabref\src\test\java\org\jabref\model\groups\AutomaticPersonsGroupTest.java,6.906037330627441,102.01036834716797,0.0,model,102.01036834716797
jabref\src\main\java\org\jabref\gui\fieldeditors\AbstractEditorViewModel.java,1.73995041847229,1.0001815557479858,0.0,logic,1.73995041847229
jabref\src\test\java\org\jabref\logic\layout\LayoutHelperTest.java,54.06292724609375,2.5358872413635254,0.0,logic,54.06292724609375
jabref\src\main\java\org\jabref\logic\importer\SearchBasedFetcher.java,54.698123931884766,2.5630040168762207,0.0,logic,54.698123931884766
jabref\src\main\java\org\jabref\preferences\GeneralPreferences.java,0.3067425787448883,1.0001792907714844,91.56769561767578,preferences,91.56769561767578
jabref\src\test\java\org\jabref\logic\importer\fetcher\IEEETest.java,49.74795150756836,3.778747320175171,1.0107753276824951,logic,49.74795150756836
jabref\src\main\java\org\jabref\gui\maintable\SmartConstrainedResizePolicy.java,4.649938583374023,2.76521635055542,0.0,logic,4.649938583374023
jabref\src\main\java\org\jabref\gui\mergeentries\newmergedialog\cell\sidebuttons\InfoButton.java,4.039803981781006,1.000198483467102,0.0,logic,4.039803981781006
jabref\src\test\java\org\jabref\logic\citationkeypattern\AbstractCitationKeyPatternTest.java,54.7493782043457,2.5358872413635254,0.0,logic,54.7493782043457
jabref\src\main\java\org\jabref\gui\fieldeditors\ContextMenuAddable.java,1.8655072450637817,1.00021231174469,0.0,logic,1.8655072450637817
jabref\src\main\java\org\jabref\logic\layout\format\NoSpaceBetweenAbbreviations.java,55.601600646972656,2.588826894760132,0.0,logic,55.601600646972656
jabref\src\main\java\org\jabref\logic\formatter\bibtexfields\CleanupUrlFormatter.java,54.93523025512695,2.522554874420166,0.0,logic,54.93523025512695
jabref\src\main\java\org\jabref\gui\mergeentries\newmergedialog\fieldsmerger\FieldMergerFactory.java,1.7984764575958252,1.000195860862732,0.0,logic,1.7984764575958252
jabref\src\main\java\org\jabref\logic\util\MetadataSerializationConfiguration.java,55.350303649902344,2.581644296646118,0.0,logic,55.350303649902344
jabref\src\main\java\org\jabref\gui\mergeentries\MergeResult.java,1.862426519393921,1.0002115964889526,0.0,logic,1.862426519393921
jabref\src\main\java\org\jabref\gui\entryeditor\OptionalFields2Tab.java,1.8145837783813477,2.000199794769287,97.3365249633789,preferences,97.3365249633789
jabref\src\test\java\org\jabref\logic\formatter\IdentityFormatterTest.java,55.601600646972656,2.588839292526245,0.0,logic,55.601600646972656
jabref\src\test\java\org\jabref\logic\formatter\casechanger\TitleCaseFormatterTest.java,51.5588493347168,3.5816378593444824,0.947667121887207,logic,51.5588493347168
jabref\src\main\java\org\jabref\gui\fieldeditors\identifier\EprintIdentifierEditorViewModel.java,1.7880876064300537,1.0001933574676514,95.30888366699219,preferences,95.30888366699219
jabref\src\test\java\org\jabref\model\entry\identifier\MathSciNetIdTest.java,6.163133144378662,93.00311279296875,0.0,model,93.00311279296875
jabref\src\main\java\org\jabref\gui\autocompleter\AppendPersonNamesStrategy.java,2.2504758834838867,1.0002100467681885,0.0,logic,2.2504758834838867
jabref\src\test\java\org\jabref\logic\formatter\bibtexfields\ReplaceTabsBySpaceFormaterTest.java,54.899513244628906,2.5687599182128906,0.0,logic,54.899513244628906
jabref\src\main\java\org\jabref\gui\importer\ImportCommand.java,1.73995041847229,1.7033259868621826,105.57283782958984,preferences,105.57283782958984
jabref\src\test\java\org\jabref\logic\exporter\MetaDataSerializerTest.java,54.512447357177734,2.480360507965088,0.0,logic,54.512447357177734
jabref\src\test\java\org\jabref\logic\importer\fileformat\RepecNepImporterTest.java,52.61796951293945,2.503549814224243,0.0,logic,52.61796951293945
jabref\src\main\java\org\jabref\gui\slr\StartNewStudyAction.java,3.0304951667785645,1.518532633781433,35.51591491699219,preferences,35.51591491699219
jabref\src\main\java\org\jabref\model\openoffice\uno\UnoTextSection.java,8.09022045135498,87.69505310058594,0.0,model,87.69505310058594
jabref\src\test\java\org\jabref\logic\importer\fileformat\RISImporterFilesTest.java,54.698123931884766,2.5630040168762207,0.0,logic,54.698123931884766
jabref\src\main\java\org\jabref\logic\importer\util\ShortDOIServiceException.java,56.090824127197266,2.5726633071899414,0.0,logic,56.090824127197266
jabref\src\test\java\org\jabref\logic\importer\fetcher\MedlineFetcherTest.java,52.07577133178711,5.987279891967773,0.5876948833465576,logic,52.07577133178711
jabref\src\test\java\org\jabref\gui\util\comparator\SpecialFieldComparatorTest.java,1.7829937934875488,1.0001920461654663,0.0,logic,1.7829937934875488
jabref\src\main\java\org\jabref\gui\theme\StyleSheet.java,2.9308512210845947,3.5832693576812744,1.3215715885162354,model,3.5832693576812744
jabref\src\main\java\org\jabref\gui\collab\entryadd\EntryAdd.java,1.8091429471969604,2.0001983642578125,0.0,model,2.0001983642578125
jabref\src\test\java\org\jabref\logic\importer\fetcher\JstorFetcherTest.java,62.29718017578125,21.2288761138916,0.32436639070510864,logic,62.29718017578125
jabref\src\main\java\org\jabref\gui\maintable\MainTableFieldValueFormatter.java,4.213890552520752,1.0001837015151978,0.0,logic,4.213890552520752
jabref\src\test\java\org\jabref\logic\importer\fetcher\DOABFetcherTest.java,58.538124084472656,60.546512603759766,4.694064617156982,model,60.546512603759766
jabref\src\main\java\org\jabref\gui\openoffice\OpenOfficePanel.java,15.85490894317627,92.3861083984375,49.264095306396484,model,92.3861083984375
jabref\src\test\java\org\jabref\logic\git\GitHandlerTest.java,65.50180053710938,4.408000469207764,2.1830313205718994,logic,65.50180053710938
jabref\src\main\java\org\jabref\gui\edit\automaticfiededitor\copyormovecontent\CopyOrMoveFieldContentTabView.java,2.722781181335449,22.203880310058594,0.0,model,22.203880310058594
jabref\src\test\java\org\jabref\model\search\rules\ContainsBasedSearchRuleTest.java,5.641841888427734,85.86540985107422,0.0,model,85.86540985107422
jabref\src\main\java\org\jabref\logic\importer\fileformat\MarcXmlParser.java,45.28828811645508,27.69470977783203,0.22283977270126343,logic,45.28828811645508
jabref\src\test\java\org\jabref\logic\layout\format\NoSpaceBetweenAbbreviationsTest.java,54.416194915771484,2.5428597927093506,0.0,logic,54.416194915771484
jabref\src\main\java\org\jabref\gui\util\ZipFileChooser.java,2.1163201332092285,5.356907844543457,0.0,model,5.356907844543457
jabref\src\main\java\org\jabref\logic\importer\fetcher\GoogleScholar.java,50.433250427246094,16.12990951538086,4.004269123077393,logic,50.433250427246094
jabref\src\main\java\org\jabref\model\openoffice\ootext\OOText.java,8.913557052612305,93.19799041748047,0.0,model,93.19799041748047
jabref\src\test\java\org\jabref\logic\exporter\HtmlExportFormatTest.java,54.23345184326172,4.27571964263916,0.0,logic,54.23345184326172
jabref\src\main\java\org\jabref\gui\mergeentries\newmergedialog\cell\MergedFieldCell.java,4.1875176429748535,1.0001945495605469,0.0,logic,4.1875176429748535
jabref\src\main\java\org\jabref\model\search\matchers\OrMatcher.java,6.192406177520752,93.4039306640625,0.0,model,93.4039306640625
jabref\src\main\java\org\jabref\model\database\event\BibDatabaseContextChangedEvent.java,6.199789047241211,96.33101654052734,0.0,model,96.33101654052734
jabref\src\test\java\org\jabref\logic\pdf\search\indexing\PdfIndexerTest.java,49.41151809692383,4.2061262130737305,0.0,logic,49.41151809692383
jabref\src\main\java\org\jabref\logic\layout\format\JournalAbbreviator.java,55.385826110839844,2.5826597213745117,0.0,logic,55.385826110839844
jabref\src\main\java\org\jabref\gui\bibtexextractor\BibtexExtractor.java,2.4125518798828125,1.0001293420791626,0.0,logic,2.4125518798828125
jabref\src\main\java\org\jabref\gui\preferences\entryeditortabs\CustomEditorFieldsTabViewModel.java,3.988053321838379,1.9829752445220947,104.78406524658203,preferences,104.78406524658203
jabref\src\main\java\org\jabref\gui\AbstractViewModel.java,1.8764656782150269,1.00021493434906,0.0,logic,1.8764656782150269
jabref\src\main\java\org\jabref\gui\fieldeditors\JournalEditorViewModel.java,2.100917339324951,1.0002025365829468,0.4697340428829193,logic,2.100917339324951
jabref\src\main\java\org\jabref\model\entry\field\StandardField.java,6.459133148193359,73.38274383544922,0.21159818768501282,model,73.38274383544922
jabref\src\main\java\org\jabref\gui\importer\ImportEntriesDialog.java,4.922451972961426,22.270898818969727,79.46647644042969,preferences,79.46647644042969
jabref\src\main\java\org\jabref\model\search\rules\SentenceAnalyzer.java,7.475539684295654,88.76611328125,0.0,model,88.76611328125
jabref\src\main\java\org\jabref\logic\integrity\BibTeXEntryTypeChecker.java,58.050140380859375,5.556150436401367,0.774825930595398,logic,58.050140380859375
jabref\src\main\java\org\jabref\gui\externalfiles\ExternalFileSorter.java,3.6711926460266113,1.000207543373108,0.0,logic,3.6711926460266113
jabref\src\test\java\org\jabref\logic\importer\fetcher\transformers\YearRangeByFilteringQueryTransformerTest.java,54.56611633300781,2.5592310428619385,0.0,logic,54.56611633300781
jabref\src\main\java\org\jabref\logic\layout\format\LastPage.java,55.314903259277344,2.580632448196411,0.0,logic,55.314903259277344
jabref\src\test\java\org\jabref\logic\layout\format\AuthorFirstLastOxfordCommasTest.java,55.83620834350586,2.5290918350219727,0.0,logic,55.83620834350586
jabref\src\test\java\org\jabref\logic\journals\AbbreviationTest.java,48.661041259765625,2.3904545307159424,0.0,logic,48.661041259765625
jabref\src\main\java\org\jabref\logic\crawler\StudyRepository.java,47.2668342590332,6.055675506591797,35.478424072265625,logic,47.2668342590332
jabref\src\main\java\org\jabref\logic\importer\fetcher\CrossRef.java,49.15901184082031,4.00983190536499,0.0,logic,49.15901184082031
jabref\src\test\java\org\jabref\logic\cleanup\DoiCleanupTest.java,52.11928176879883,2.480360507965088,0.0,logic,52.11928176879883
jabref\src\main\java\org\jabref\gui\copyfiles\CopySingleFileAction.java,1.9298069477081299,4.268197059631348,0.0,model,4.268197059631348
jabref\src\main\java\org\jabref\model\entry\types\IEEETranEntryTypeDefinitions.java,6.914459228515625,81.7540512084961,0.0,model,81.7540512084961
jabref\src\test\java\org\jabref\logic\layout\format\FileLinkTest.java,55.01953125,2.5224664211273193,0.0,logic,55.01953125
jabref\src\main\java\org\jabref\logic\formatter\casechanger\UpperCaseFormatter.java,56.94484329223633,3.311910629272461,0.8339163064956665,logic,56.94484329223633
jabref\src\main\java\org\jabref\gui\edit\ReplaceStringViewModel.java,5.115632057189941,1.0001672506332397,0.0,logic,5.115632057189941
jabref\src\main\java\org\jabref\gui\maintable\ColumnPreferences.java,1.8091429471969604,1.000198483467102,0.0,logic,1.8091429471969604
jabref\src\test\java\org\jabref\logic\formatter\bibtexfields\ReplaceWithEscapedDoubleQuotesTest.java,54.500770568847656,2.557363271713257,0.0,logic,54.500770568847656
jabref\src\main\java\org\jabref\logic\layout\format\FormatPagesForHTML.java,55.74800109863281,2.5930113792419434,0.0,logic,55.74800109863281
jabref\src\test\java\org\jabref\logic\layout\format\ReplaceTest.java,54.84202575683594,3.839540958404541,1.4579956531524658,logic,54.84202575683594
jabref\src\main\java\org\jabref\gui\collab\DatabaseChangeDetailsViewFactory.java,1.7310200929641724,2.0001792907714844,35.0,preferences,35.0
jabref\src\test\java\org\jabref\logic\integrity\ValidCitationKeyCheckerTest.java,54.63189697265625,2.5611112117767334,0.0,logic,54.63189697265625
jabref\src\main\java\org\jabref\logic\importer\IdFetcher.java,55.67454147338867,2.590911626815796,0.0,logic,55.67454147338867
jabref\src\main\java\org\jabref\logic\integrity\UrlChecker.java,55.17452621459961,2.57662034034729,0.0,logic,55.17452621459961
jabref\src\main\java\org\jabref\logic\importer\ImporterPreferences.java,55.9244499206543,2.5630040168762207,0.5964576005935669,logic,55.9244499206543
jabref\src\main\java\org\jabref\logic\layout\format\Ordinal.java,55.605552673339844,2.557363271713257,0.0,logic,55.605552673339844
jabref\src\main\java\org\jabref\gui\collab\entrychange\EntryChangeDetailsView.java,3.7725515365600586,2.000319242477417,35.0,preferences,35.0
jabref\src\main\java\org\jabref\gui\undo\AbstractUndoableJabRefEdit.java,1.8473455905914307,1.0002079010009766,0.0,logic,1.8473455905914307
jabref\src\main\java\org\jabref\logic\importer\fetcher\ACS.java,55.10809326171875,2.5358872413635254,0.0,logic,55.10809326171875
jabref\src\main\java\org\jabref\logic\search\SearchQuery.java,50.5436897277832,2.9901680946350098,0.0,logic,50.5436897277832
jabref\src\test\java\org\jabref\logic\layout\format\AuthorFirstFirstTest.java,57.16518020629883,2.5726633071899414,0.0,logic,57.16518020629883
jabref\src\main\java\org\jabref\logic\importer\IdParserFetcher.java,52.833194732666016,2.5097012519836426,0.0,logic,52.833194732666016
jabref\src\main\java\org\jabref\gui\openoffice\ManageCitationsDialogView.java,4.677343368530273,18.802989959716797,0.0,model,18.802989959716797
jabref\src\main\java\org\jabref\logic\layout\format\ReplaceWithEscapedDoubleQuotes.java,56.791622161865234,2.5786194801330566,0.0,logic,56.791622161865234
jabref\src\test\java\org\jabref\cli\JabRefCLITest.java,2.400423526763916,19.777761459350586,0.6396037936210632,model,19.777761459350586
jabref\src\main\java\org\jabref\gui\libraryproperties\general\GeneralPropertiesView.java,2.7223029136657715,2.0001771450042725,36.0,preferences,36.0
jabref\src\main\java\org\jabref\logic\cleanup\ConvertToBibtexCleanup.java,53.310115814208984,3.6214497089385986,0.0,logic,53.310115814208984
jabref\src\main\java\org\jabref\gui\collab\entrychange\PreviewWithSourceTab.java,3.2544827461242676,1.0001710653305054,35.0,preferences,35.0
jabref\src\main\java\org\jabref\logic\xmp\XmpUtilShared.java,54.24370574951172,8.388404846191406,0.0,logic,54.24370574951172
jabref\src\main\java\org\jabref\gui\mergeentries\newmergedialog\fieldsmerger\GroupMerger.java,1.8118542432785034,1.0001991987228394,0.0,logic,1.8118542432785034
jabref\src\main\java\org\jabref\gui\util\StreamGobbler.java,5.710541248321533,1.0002018213272095,0.0,logic,5.710541248321533
jabref\src\main\java\org\jabref\gui\preferences\network\NetworkTab.java,3.221327543258667,5.552629470825195,74.22860717773438,preferences,74.22860717773438
jabref\src\main\java\org\jabref\gui\help\VersionWorker.java,4.665802001953125,1.6828171014785767,0.0,logic,4.665802001953125
jabref\src\main\java\org\jabref\logic\importer\fetcher\transformers\BiodiversityLibraryTransformer.java,55.07051086425781,2.5736474990844727,0.0,logic,55.07051086425781
jabref\src\main\java\org\jabref\logic\cleanup\DoiCleanup.java,53.148075103759766,2.4916818141937256,0.0,logic,53.148075103759766
jabref\src\main\java\org\jabref\gui\bibtexextractor\BibtexExtractorViewModel.java,2.2823777198791504,1.000191569328308,38.183128356933594,preferences,38.183128356933594
jabref\src\main\java\org\jabref\migrations\SpecialFieldsToSeparateFields.java,0.2894771993160248,1.0001730918884277,0.0,model,1.0001730918884277
jabref\src\main\java\org\jabref\gui\preferences\customentrytypes\EntryTypeViewModel.java,3.6857714653015137,1.0001837015151978,92.72659301757812,preferences,92.72659301757812
jabref\src\main\java\org\jabref\logic\bibtex\BibEntryWriter.java,50.669681549072266,3.376366138458252,1.2532130479812622,logic,50.669681549072266
jabref\src\main\java\org\jabref\gui\util\ControlHelper.java,7.3021345138549805,28.10822296142578,0.0,model,28.10822296142578
jabref\src\test\java\org\jabref\model\entry\DateTest.java,4.5955047607421875,72.9737548828125,0.0,model,72.9737548828125
jabref\src\test\java\org\jabref\model\metadata\MetaDataTest.java,6.214632511138916,93.70825958251953,0.0,model,93.70825958251953
jabref\src\test\java\org\jabref\gui\preferences\journals\JournalAbbreviationsViewModelTabTest.java,4.041641712188721,2.248614549636841,57.045204162597656,preferences,57.045204162597656
jabref\src\main\java\org\jabref\logic\auxparser\AuxParserResult.java,55.500770568847656,2.557363271713257,0.4541987180709839,logic,55.500770568847656
jabref\src\test\java\org\jabref\model\entry\EntryLinkListTest.java,5.787098407745361,86.26359558105469,0.0,model,86.26359558105469
jabref\src\main\java\org\jabref\preferences\TelemetryPreferences.java,1.2930047512054443,1.0002011060714722,100.24662017822266,preferences,100.24662017822266
jabref\src\main\java\org\jabref\gui\MainApplication.java,1.8173317909240723,1.0002005100250244,104.642333984375,preferences,104.642333984375
jabref\src\main\java\org\jabref\gui\fieldeditors\LinkedFilesEditorViewModel.java,2.684358596801758,2.696488857269287,105.68289184570312,preferences,105.68289184570312
jabref\src\main\java\org\jabref\logic\shared\DBMSType.java,53.629737854003906,3.532467842102051,0.0,logic,53.629737854003906
jabref\src\main\java\org\jabref\gui\StateManager.java,4.110892295837402,23.255088806152344,0.47406601905822754,model,23.255088806152344
jabref\src\main\java\org\jabref\gui\util\ViewModelTreeTableRowFactory.java,4.462751865386963,3.9595067501068115,0.0,logic,4.462751865386963
jabref\src\main\java\org\jabref\logic\journals\JournalAbbreviationLoader.java,56.26581954956055,4.327549457550049,0.0,logic,56.26581954956055
jabref\src\main\java\org\jabref\logic\l10n\LocalizationKeyParams.java,57.6578483581543,5.49185848236084,0.0,logic,57.6578483581543
jabref\src\main\java\org\jabref\logic\util\CoarseChangeFilter.java,53.053741455078125,5.91396951675415,0.0,logic,53.053741455078125
jabref\src\main\java\org\jabref\gui\maintable\OpenUrlAction.java,3.8973164558410645,2.5100884437561035,103.87489318847656,preferences,103.87489318847656
jabref\src\main\java\org\jabref\model\entry\field\BibField.java,7.537849426269531,90.16651153564453,0.0,model,90.16651153564453
jabref\src\main\java\org\jabref\gui\edit\automaticfiededitor\editfieldcontent\EditFieldContentViewModel.java,2.192288398742676,2.0001566410064697,0.4343331456184387,logic,2.192288398742676
jabref\src\test\java\org\jabref\model\entry\identifier\ISSNTest.java,5.733049392700195,87.11425018310547,0.0,model,87.11425018310547
jabref\src\main\java\org\jabref\gui\preferences\entryeditortabs\CustomEditorFieldsTab.java,1.803774356842041,1.000197172164917,96.50932312011719,preferences,96.50932312011719
jabref\src\main\java\org\jabref\logic\groups\DefaultGroupsFactory.java,57.93789291381836,3.389664649963379,0.0,logic,57.93789291381836
jabref\src\main\java\org\jabref\model\groups\AutomaticKeywordGroup.java,5.795753002166748,84.67613220214844,0.37899309396743774,model,84.67613220214844
jabref\src\main\java\org\jabref\gui\collab\groupchange\GroupChangeDetailsView.java,3.7091617584228516,3.2973363399505615,0.0,logic,3.7091617584228516
jabref\src\main\java\org\jabref\logic\importer\fetcher\AbstractIsbnFetcher.java,54.63189697265625,2.5611112117767334,0.0,logic,54.63189697265625
jabref\src\test\java\org\jabref\logic\integrity\BooktitleCheckerTest.java,54.85515213012695,2.5536651611328125,4.323126316070557,logic,54.85515213012695
jabref\src\test\java\org\jabref\logic\journals\AbbreviationWriterTest.java,56.20783996582031,3.3049747943878174,0.0,logic,56.20783996582031
jabref\src\main\java\org\jabref\logic\util\FileType.java,55.5653190612793,2.58778977394104,0.0,logic,55.5653190612793
jabref\src\test\java\org\jabref\logic\integrity\UTF8CheckerTest.java,56.313011169433594,5.264875411987305,0.0,logic,56.313011169433594
jabref\src\main\java\org\jabref\model\openoffice\rangesort\RangeOverlapWithin.java,7.763736724853516,80.92598724365234,0.0,model,80.92598724365234
jabref\src\test\java\org\jabref\gui\util\OpenConsoleActionTest.java,3.294320821762085,1.0001896619796753,99.46073150634766,preferences,99.46073150634766
jabref\src\main\java\org\jabref\logic\importer\fileformat\EndnoteImporter.java,52.54029083251953,12.927613258361816,78.76382446289062,preferences,78.76382446289062
jabref\src\main\java\org\jabref\gui\preferences\keybindings\presets\KeyBindingPreset.java,1.8608942031860352,1.0002111196517944,100.88046264648438,preferences,100.88046264648438
jabref\src\main\java\org\jabref\gui\importer\actions\GUIPostOpenAction.java,1.8578461408615112,1.0002104043960571,0.0,logic,1.8578461408615112
jabref\src\main\java\org\jabref\logic\pdf\EntryAnnotationImporter.java,54.11769485473633,4.230064392089844,0.0,logic,54.11769485473633
jabref\src\main\java\org\jabref\logic\util\WebViewStore.java,55.749393463134766,2.546414375305176,0.0,logic,55.749393463134766
jabref\src\test\java\org\jabref\logic\shared\SynchronizationEventListenerTest.java,55.350303649902344,5.564439296722412,0.0,logic,55.350303649902344
jabref\src\main\java\org\jabref\logic\importer\fileformat\mods\Identifier.java,57.417484283447266,31.163740158081055,0.0,logic,57.417484283447266
jabref\src\main\java\org\jabref\model\openoffice\util\OOResult.java,6.082192420959473,83.54226684570312,0.0,model,83.54226684570312
jabref\src\main\java\org\jabref\gui\DefaultInjector.java,2.731019973754883,1.0001792907714844,35.0,preferences,35.0
jabref\src\test\java\org\jabref\logic\importer\fetcher\TitleFetcherTest.java,52.66072463989258,2.480360507965088,0.0,logic,52.66072463989258
jabref\src\main\java\org\jabref\logic\importer\fetcher\ArXivFetcher.java,47.656593322753906,27.87492561340332,0.27202552556991577,logic,47.656593322753906
jabref\src\main\java\org\jabref\model\util\DummyFileUpdateMonitor.java,6.170413017272949,93.878173828125,0.0,model,93.878173828125
jabref\src\test\java\org\jabref\logic\importer\fetcher\CompositeSearchBasedFetcherTest.java,50.556888580322266,2.9697225093841553,0.5556492805480957,logic,50.556888580322266
jabref\src\main\java\org\jabref\gui\undo\UndoableRemoveString.java,2.853353500366211,1.0002011060714722,0.0,logic,2.853353500366211
jabref\src\main\java\org\jabref\logic\xmp\EncryptedPdfsNotSupportedException.java,56.009281158447266,2.6004791259765625,0.0,logic,56.009281158447266
jabref\src\main\java\org\jabref\gui\mergeentries\DiffHighlighting.java,3.9544050693511963,32.35275650024414,0.5497182011604309,model,32.35275650024414
jabref\src\main\java\org\jabref\logic\formatter\bibtexfields\OrdinalsToSuperscriptFormatter.java,55.69962692260742,2.546414375305176,0.0,logic,55.69962692260742
jabref\src\main\java\org\jabref\gui\libraryproperties\constants\ConstantsItemModel.java,4.567610740661621,1.0001710653305054,0.0,logic,4.567610740661621
jabref\src\main\java\org\jabref\gui\util\comparator\RankingFieldComparator.java,2.0971782207489014,1.0002018213272095,0.0,logic,2.0971782207489014
jabref\src\main\java\org\jabref\logic\importer\ImportException.java,56.56067657470703,2.586756706237793,0.0,logic,56.56067657470703
jabref\src\main\java\org\jabref\model\openoffice\util\OOPair.java,6.170413017272949,93.10279083251953,0.0,model,93.10279083251953
jabref\src\test\java\org\jabref\logic\integrity\PagesCheckerBiblatexTest.java,54.11769485473633,3.546414375305176,0.0,logic,54.11769485473633
jabref\src\main\java\org\jabref\logic\openoffice\style\OOBibStyle.java,48.63237380981445,38.49044418334961,0.1343296766281128,logic,48.63237380981445
jabref\src\main\java\org\jabref\logic\layout\format\AuthorAndToSemicolonReplacer.java,56.107757568359375,2.5919597148895264,0.0,logic,56.107757568359375
jabref\src\test\java\org\jabref\logic\layout\format\AuthorLastFirstCommasTest.java,55.83620834350586,2.5290918350219727,0.0,logic,55.83620834350586
jabref\src\test\java\org\jabref\gui\autocompleter\SuggestionProvidersTest.java,1.9162507057189941,2.7205264568328857,0.4913060665130615,model,2.7205264568328857
jabref\src\test\java\org\jabref\logic\citationkeypattern\MakeLabelWithoutDatabaseTest.java,57.49864196777344,2.522494316101074,0.0,logic,57.49864196777344
jabref\src\test\java\org\jabref\logic\formatter\bibtexfields\RemoveBracesFormatterTest.java,53.321022033691406,2.5097012519836426,0.0,logic,53.321022033691406
jabref\src\main\java\org\jabref\logic\integrity\ASCIICharacterChecker.java,55.06244659423828,2.5630040168762207,0.0,logic,55.06244659423828
jabref\src\main\java\org\jabref\logic\WatchServiceUnavailableException.java,56.74042510986328,2.594066619873047,0.0,logic,56.74042510986328
jabref\src\main\java\org\jabref\gui\libraryproperties\AbstractPropertiesTabView.java,3.1642298698425293,25.27543067932129,0.0,model,25.27543067932129
jabref\src\main\java\org\jabref\logic\layout\format\CreateDocBook4Editors.java,55.036075592041016,2.5726633071899414,0.0,logic,55.036075592041016
jabref\src\main\java\org\jabref\architecture\ApacheCommonsLang3Allowed.java,0.0,1.0002145767211914,0.0,model,1.0002145767211914
jabref\src\main\java\org\jabref\gui\mergeentries\newmergedialog\cell\CopyFieldValueCommand.java,3.9045217037200928,1.0002046823501587,35.0,preferences,35.0
jabref\src\main\java\org\jabref\gui\edit\automaticfiededitor\LastAutomaticFieldEditorEdit.java,1.8200982809066772,1.0002011060714722,0.0,logic,1.8200982809066772
jabref\src\main\java\org\jabref\model\entry\event\EntryChangedEvent.java,6.363368511199951,94.3042984008789,0.0,model,94.3042984008789
