Threshold,Delete Count,precision,recall,doc_file,impl_file
80,4,0.7547,0.864,0.7861,0.8373,486.9,521.8
80,5,0.7889,0.9169,0.8057,0.9149,557.4,641.6
80,6,0.9111,0.9592,0.9174,0.9603,692.5714,727.0
100,0,0.0,0.0,0.0,0.0,0.0,569.0
100,1,0.171,0.9052,0.1728,0.9057,115.4286,605.0
100,2,0.3961,0.879,0.4133,0.9496,283.5,665.2
100,3,0.4463,0.9175,0.4666,0.9605,327.1,676.1
100,4,0.5709,0.9476,0.5765,0.9498,437.5,718.7
100,5,0.7277,0.9789,0.7476,0.9715,550.7,721.0
100,6,0.8801,0.9828,0.8878,0.9739,692.5714,761.5714
Threshold,Delete Count,baseline_precision,baseline_recall,precision,recall,doc_file,impl_file
20,0,0.0,0.0,0.0,0.0,0.0,0.0
20,1,0.7143,0.2844,0.7143,0.1781,115.4286,20.4286
20,2,1.0,0.5357,1.0,0.3988,225.1,80.5
20,3,1.0,0.461,1.0,0.326,359.4,119.4
20,4,1.0,0.5493,0.9992,0.4277,476.9,192.6
20,5,1.0,0.7317,0.9957,0.6552,595.3,372.8
20,6,1.0,0.8533,0.9949,0.8431,692.5714,577.7143
40,0,0.0,0.0,0.0,0.0,0.0,0.0
40,1,0.8571,0.424,0.8571,0.3187,115.4286,32.1429
40,2,1.0,0.5622,1.0,0.3778,238.0,80.6
40,3,1.0,0.5688,1.0,0.4882,399.9,169.7
40,4,1.0,0.8321,1.0,0.7263,427.3,294.9
40,5,1.0,0.8804,1.0,0.8208,505.8,404.3
40,6,1.0,0.8967,0.9948,0.8896,692.5714,611.5714
60,0,0.0,0.0,0.0,0.0,0.0,0.0
60,1,0.5114,0.4622,0.8539,0.3609,115.4286,37.2857
60,2,0.7127,0.6124,0.9932,0.4271,220.8,77.9
60,3,0.8657,0.5415,0.9964,0.4121,398.7,155.4
60,4,0.8601,0.798,0.9257,0.7113,442.1,317.0
60,5,0.8736,0.8974,0.9252,0.8613,532.7,491.9
60,6,0.958,0.9078,0.9652,0.8795,692.5714,619.8571
80,0,0.0,0.0,0.0,0.0,0.0,284.0
80,1,0.2304,0.7895,0.213,0.5415,115.4286,331.1429
80,2,0.4137,0.7693,0.3946,0.589,236.8,362.9
80,3,0.667,0.8441,0.6708,0.7416,403.8,458.4
80,4,0.7072,0.9114,0.7061,0.8685,467.9,580.5
80,5,0.7984,0.9138,0.8042,0.8673,576.7,617.4
80,6,0.9111,0.9592,0.9251,0.9338,692.5714,699.7143
100,0,0.0,0.0,0.0,0.0,0.0,491.0
100,1,0.171,0.9052,0.1833,0.828,115.4286,542.0
100,2,0.318,0.9247,0.3393,0.8727,217.2,571.9
100,3,0.5157,0.9423,0.5463,0.9172,369.3,626.6
100,4,0.7832,0.9314,0.805,0.8956,573.4,641.1
100,5,0.7738,0.9653,0.7884,0.9513,591.3,719.0
100,6,0.8801,0.9828,0.8878,0.9739,692.5714,761.5714
Threshold,Delete Count,baseline_precision,baseline_recall,precision,recall,doc_file,impl_file
20,0,0.0,0.0,0.0,0.0,0.0,0.0
20,1,0.7143,0.2844,0.7143,0.2272,115.4286,27.1429
20,2,1.0,0.4274,1.0,0.3227,208.7,60.3
20,3,1.0,0.5366,1.0,0.4515,412.4,176.5
20,4,1.0,0.587,1.0,0.4764,503.5,218.9
20,5,1.0,0.7189,0.9947,0.6589,550.9,348.5
20,6,1.0,0.8533,0.9933,0.849,692.5714,582.0
40,0,0.0,0.0,0.0,0.0,0.0,0.0
40,1,0.8571,0.424,0.8571,0.3387,115.4286,35.1429
40,2,1.0,0.6272,0.9957,0.4677,236.1,100.6
40,3,1.0,0.7641,0.9984,0.5702,305.6,171.3
40,4,1.0,0.693,0.9994,0.6203,489.9,292.8
40,5,1.0,0.7525,0.9968,0.6949,599.2,407.8
40,6,1.0,0.8967,0.9945,0.8683,692.5714,595.4286
60,0,0.0,0.0,0.0,0.0,0.0,0.0
60,1,0.5114,0.4622,0.854,0.3641,115.4286,37.8571
60,2,0.6514,0.6174,0.9186,0.4746,212.7,105.1
60,3,0.9065,0.5443,0.9935,0.4596,426.2,185.5
60,4,0.8449,0.8485,0.9346,0.8214,415.5,351.0
60,5,0.9572,0.7581,0.9884,0.6912,628.0,433.3
60,6,0.958,0.9078,0.9652,0.8814,692.5714,621.4286
80,0,0.0,0.0,0.0,0.0,0.0,271.0
80,1,0.2304,0.7895,0.2485,0.6427,115.4286,339.7143
80,2,0.4826,0.7721,0.5132,0.6865,263.6,381.7
80,3,0.5343,0.8607,0.5676,0.7973,314.3,459.2
80,4,0.781,0.9029,0.7903,0.8976,530.7,607.7
80,5,0.8163,0.9158,0.8335,0.9027,590.5,643.0
80,6,0.9111,0.9592,0.9174,0.9559,692.5714,723.5714
100,0,0.0,0.0,0.0,0.0,0.0,472.0
100,1,0.1686,0.9149,0.1868,0.8363,115.4286,562.8571
100,2,0.2894,0.9203,0.306,0.8454,200.1,579.3
100,3,0.4674,0.9355,0.4935,0.9042,340.7,639.1
100,4,0.7224,0.9365,0.7534,0.9242,547.3,668.6
100,5,0.7869,0.9622,0.7944,0.9485,599.5,719.3
100,6,0.8702,0.9828,0.8733,0.9761,692.5714,775.7143
