file_path,WebUI,Auth,Recommender,Registry,ImageProvider,best_module,best_likelihood
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/AbstractTreeCache.java,5.00,0.00,0.00,0.00,95.00,ImageProvider,95.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/LeastRecentlyUsed.java,10.00,0.00,0.00,0.00,90.00,ImageProvider,90.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/rest/ImageProviderEndpoint.java,20.00,0.00,0.00,0.00,100.00,ImageProvider,100.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/setup/CreatorFactory.java,5.00,0.00,0.00,0.00,95.00,ImageProvider,95.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/setup/CachingMode.java,10.00,0.00,0.00,0.00,90.00,ImageProvider,90.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/setup/CachingRule.java,0.00,0.00,0.00,0.00,100.00,ImageProvider,100.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/setup/SetupController.java,0.00,0.00,0.00,0.00,95.00,ImageProvider,95.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/setup/StorageMode.java,5.00,0.00,0.00,0.00,95.00,ImageProvider,95.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/setup/StorageRule.java,5.00,0.00,0.00,0.00,95.00,ImageProvider,95.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/setup/ImageIDFactory.java,0.00,0.00,0.00,0.00,100.00,ImageProvider,100.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/setup/ImageCreator.java,10.00,0.00,0.00,0.00,90.00,ImageProvider,90.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/setup/ImageProviderStartup.java,20.00,0.00,0.00,0.00,100.00,ImageProvider,100.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/setup/CreatorRunner.java,10.00,0.00,0.00,5.00,85.00,ImageProvider,85.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/storage/rules/StoreAll.java,0.00,0.00,0.00,0.00,95.00,ImageProvider,95.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/storage/rules/StoreLargeImages.java,5.00,0.00,0.00,0.00,95.00,ImageProvider,95.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/storage/DriveStorage.java,0.00,0.00,0.00,0.00,100.00,ImageProvider,100.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/storage/NoStorage.java,10.00,0.00,0.00,0.00,90.00,ImageProvider,90.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/storage/IDataStorage.java,10.00,5.00,20.00,15.00,95.00,ImageProvider,95.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/ImageDB.java,20.00,0.00,0.00,0.00,80.00,ImageProvider,80.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/ImageScaler.java,20.00,0.00,0.00,0.00,80.00,ImageProvider,80.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/ImageDBKey.java,10.00,0.00,5.00,0.00,99.00,ImageProvider,99.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/StoreImage.java,20.00,0.00,0.00,0.00,100.00,ImageProvider,100.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/ImageProvider.java,5.00,0.00,0.00,0.00,100.00,ImageProvider,100.00
services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/rest/RecommendSingleEndpoint.java,10.00,0.00,100.00,0.00,0.00,Recommender,100.00
services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/rest/RecommendEndpoint.java,5.00,0.00,95.00,0.00,0.00,Recommender,95.00
services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/rest/TrainEndpoint.java,0.00,0.00,100.00,0.00,0.00,Recommender,100.00
services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/algorithm/impl/orderbased/OrderBasedRecommender.java,0.00,0.00,100.00,0.00,0.00,Recommender,100.00
services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/algorithm/impl/pop/PopularityBasedRecommender.java,0.00,0.00,100.00,0.00,0.00,Recommender,100.00
services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/algorithm/impl/cf/SlopeOneRecommender.java,0.00,0.00,100.00,0.00,0.00,Recommender,100.00
services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/algorithm/impl/cf/PreprocessedSlopeOneRecommender.java,0.00,0.00,100.00,0.00,0.00,Recommender,100.00
services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/algorithm/impl/DummyRecommender.java,0.00,0.00,100.00,0.00,0.00,Recommender,100.00
services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/algorithm/impl/UseFallBackException.java,0.00,0.00,100.00,0.00,0.00,Recommender,100.00
services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/algorithm/OrderItemSet.java,0.00,0.00,100.00,0.00,0.00,Recommender,100.00
services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/algorithm/RecommenderSelector.java,0.00,0.00,100.00,0.00,0.00,Recommender,100.00
services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/algorithm/AbstractRecommender.java,0.00,0.00,100.00,0.00,0.00,Recommender,100.00
services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/algorithm/IRecommender.java,0.00,0.00,100.00,0.00,0.00,Recommender,100.00
services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/servlet/TrainingSynchronizer.java,1.00,0.00,99.00,0.00,0.00,Recommender,99.00
services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/servlet/RetrainDaemon.java,5.00,0.00,90.00,0.00,0.00,Recommender,90.00
services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/servlet/IndexServlet.java,50.00,5.00,30.00,0.00,0.00,WebUI,50.00
services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/servlet/RecommenderStartup.java,20.00,5.00,90.00,5.00,0.00,Recommender,90.00
services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/rest/ReadyRest.java,95.00,1.00,1.00,2.00,1.00,WebUI,95.00
services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/elhelper/ELHelperUtils.java,95.00,0.00,0.00,0.00,0.00,WebUI,95.00
services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/AboutUsServlet.java,95.00,5.00,0.00,0.00,0.00,WebUI,95.00
services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/ProfileServlet.java,100.00,5.00,0.00,0.00,0.00,WebUI,100.00
services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/IndexServlet.java,100.00,0.00,0.00,0.00,0.00,WebUI,100.00
services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/ProductServlet.java,100.00,0.00,0.00,0.00,0.00,WebUI,100.00
services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/LoginActionServlet.java,95.00,30.00,5.00,0.00,0.00,WebUI,95.00
services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/CartActionServlet.java,95.00,5.00,2.00,0.00,0.00,WebUI,95.00
services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/OrderServlet.java,100.00,0.00,0.00,0.00,0.00,WebUI,100.00
services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/CategoryServlet.java,95.00,0.00,5.00,0.00,0.00,WebUI,95.00
services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/AbstractUIServlet.java,100.00,10.00,0.00,0.00,0.00,WebUI,100.00
services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/CartServlet.java,100.00,0.00,0.00,0.00,0.00,WebUI,100.00
services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/LoginServlet.java,95.00,20.00,0.00,0.00,0.00,WebUI,95.00
services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/DataBaseServlet.java,100.00,0.00,0.00,0.00,0.00,WebUI,100.00
services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/ErrorServlet.java,100.00,0.00,0.00,0.00,0.00,WebUI,100.00
services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/StatusServlet.java,100.00,0.00,0.00,0.00,0.00,WebUI,100.00
services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/DataBaseActionServlet.java,95.00,5.00,0.00,0.00,0.00,WebUI,95.00
services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/startup/WebuiStartup.java,100.00,0.00,0.00,0.00,0.00,WebUI,100.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/rest/ResponseWrapper.java,0.00,0.00,0.00,100.00,0.00,Registry,100.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/rest/HttpWrapper.java,10.00,5.00,0.00,85.00,0.00,Registry,85.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/rest/LoadBalancedCRUDOperations.java,10.00,5.00,5.00,75.00,5.00,Registry,75.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/rest/LoadBalancedStoreOperations.java,10.00,30.00,0.00,80.00,0.00,Registry,80.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/rest/TrackingFilter.java,30.00,10.00,5.00,90.00,5.00,Registry,90.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/rest/LoadBalancedRecommenderOperations.java,0.00,0.00,30.00,65.00,0.00,Registry,65.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/rest/LoadBalancedImageOperations.java,10.00,0.00,0.00,30.00,60.00,ImageProvider,60.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/rest/NonBalancedCRUDOperations.java,0.00,0.00,0.00,95.00,0.00,Registry,95.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/rest/RestUtil.java,5.00,5.00,5.00,70.00,15.00,Registry,70.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/rest/CharResponseWrapper.java,40.00,5.00,0.00,75.00,10.00,Registry,75.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/loadbalancers/ServiceLoadBalancer.java,0.00,0.00,0.00,100.00,0.00,Registry,100.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/loadbalancers/LoadBalancerUpdaterDaemon.java,0.00,0.00,0.00,90.00,0.00,Registry,90.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/loadbalancers/LoadBalancerTimeoutException.java,5.00,0.00,0.00,90.00,5.00,Registry,90.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/loadbalancers/ServiceLoadBalancerResult.java,10.00,0.00,0.00,90.00,0.00,Registry,90.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/loadbalancers/EndpointClientCollection.java,0.00,0.00,0.00,99.00,1.00,Registry,99.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/tracing/Tracing.java,0.00,0.00,0.00,100.00,0.00,Registry,100.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/util/RESTClient.java,5.00,0.00,10.00,80.00,5.00,Registry,80.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/util/AbstractCRUDEndpoint.java,10.00,5.00,5.00,75.00,5.00,Registry,75.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/util/TimeoutException.java,0.00,0.00,0.00,100.00,0.00,Registry,100.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/util/NotFoundException.java,0.00,0.00,0.00,100.00,0.00,Registry,100.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/RegistryClientHeartbeatDaemon.java,0.00,0.00,0.00,100.00,0.00,Registry,100.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/Service.java,0.00,0.00,0.00,90.00,0.00,Registry,90.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/StartupCallback.java,10.00,5.00,5.00,90.00,5.00,Registry,90.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/StartupCallbackTask.java,0.00,0.00,0.00,100.00,0.00,Registry,100.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/RegistryClient.java,0.00,0.00,0.00,100.00,0.00,Registry,100.00
utilities/tools.descartes.teastore.dockermemoryconfigurator/src/main/java/tools/descartes/teastore/dockermemoryconfigurator/Configurator.java,0.00,0.00,0.00,0.00,0.00,WebUI,0.00
utilities/tools.descartes.teastore.kieker.probes/src/main/java/tools/descartes/teastore/kieker/probes/records/OperationExecutionWithParametersRecord.java,0.00,0.00,0.00,5.00,0.00,Registry,5.00
utilities/tools.descartes.teastore.kieker.probes/src/main/java/tools/descartes/teastore/kieker/probes/records/IPayloadCharacterization.java,10.00,5.00,15.00,20.00,5.00,Registry,20.00
utilities/tools.descartes.teastore.kieker.probes/src/main/java/tools/descartes/teastore/kieker/probes/AbstractOperationExecutionWithParameterAspect.java,0.00,0.00,0.00,0.00,0.00,WebUI,0.00
utilities/tools.descartes.teastore.kieker.rabbitmq/src/main/java/tools/descartes/teastore/kieker/rabbitmq/LogReaderStartup.java,40.00,5.00,5.00,10.00,0.00,WebUI,40.00
utilities/tools.descartes.teastore.kieker.rabbitmq/src/main/java/tools/descartes/teastore/kieker/rabbitmq/FileWriterDaemon.java,0.00,0.00,0.00,10.00,0.00,Registry,10.00
utilities/tools.descartes.teastore.kieker.rabbitmq/src/main/java/tools/descartes/teastore/kieker/rabbitmq/IndexServlet.java,80.00,5.00,5.00,5.00,5.00,WebUI,80.00
utilities/tools.descartes.teastore.kieker.rabbitmq/src/main/java/tools/descartes/teastore/kieker/rabbitmq/DisplayLogs.java,80.00,5.00,5.00,5.00,5.00,WebUI,80.00
utilities/tools.descartes.teastore.kieker.rabbitmq/src/main/java/tools/descartes/teastore/kieker/rabbitmq/LogConsumer.java,0.00,0.00,0.00,10.00,0.00,Registry,10.00
utilities/tools.descartes.teastore.kieker.rabbitmq/src/main/java/tools/descartes/teastore/kieker/rabbitmq/Reset.java,40.00,5.00,0.00,60.00,10.00,Registry,60.00
utilities/tools.descartes.teastore.kieker.rabbitmq/src/main/java/tools/descartes/teastore/kieker/rabbitmq/LogReaderDaemon.java,0.00,0.00,0.00,60.00,0.00,Registry,60.00
utilities/tools.descartes.teastore.kieker.rabbitmq/src/main/java/tools/descartes/teastore/kieker/rabbitmq/MemoryLogStorage.java,0.00,0.00,0.00,0.00,0.00,WebUI,0.00
interfaces/tools.descartes.teastore.entities/src/main/java/tools/descartes/teastore/entities/message/SessionBlob.java,20.00,70.00,0.00,0.00,0.00,Auth,70.00
interfaces/tools.descartes.teastore.entities/src/main/java/tools/descartes/teastore/entities/Category.java,30.00,0.00,20.00,0.00,0.00,WebUI,30.00
interfaces/tools.descartes.teastore.entities/src/main/java/tools/descartes/teastore/entities/Order.java,10.00,5.00,30.00,0.00,0.00,Recommender,30.00
interfaces/tools.descartes.teastore.entities/src/main/java/tools/descartes/teastore/entities/OrderItem.java,20.00,5.00,25.00,0.00,5.00,Recommender,25.00
interfaces/tools.descartes.teastore.entities/src/main/java/tools/descartes/teastore/entities/ImageSize.java,20.00,0.00,0.00,0.00,80.00,ImageProvider,80.00
interfaces/tools.descartes.teastore.entities/src/main/java/tools/descartes/teastore/entities/User.java,20.00,90.00,10.00,0.00,0.00,Auth,90.00
interfaces/tools.descartes.teastore.entities/src/main/java/tools/descartes/teastore/entities/Product.java,30.00,0.00,40.00,0.00,30.00,Recommender,40.00
interfaces/tools.descartes.teastore.entities/src/main/java/tools/descartes/teastore/entities/ImageSizePreset.java,50.00,0.00,0.00,0.00,50.00,WebUI,50.00
