Project,Module,File,GT,LLMProb@10,Score@10,LLMProb@20,Score@20,LLMProb@30,Score@30,LLMProb@40,Score@40,LLMProb@50,Score@50,LLMProb@60,Score@60,LLMProb@70,Score@70,LLMProb@80,Score@80,LLMProb@90,Score@90
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/DocumentConversionServiceImp.java,Presentation Conversion,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/web/services/KeepAliveMessage.java,None,Redis PubSub,95.00,Redis PubSub,95.00,Redis PubSub,95.00,Redis PubSub,95.00,Redis PubSub,95.00,Redis PubSub,95.00,Redis PubSub,95.00,Redis PubSub,95.00,Redis PubSub,95.00
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/web/services/turn/StunServer.java,None,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/ImageSlidesGenerationService.java,Presentation Conversion,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/PageConverter.java,Presentation Conversion,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00
bigbluebutton,Apps__BBB web__FSESL,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/example/HeartbeatThread.java,FreeSWITCH,None,5.00,None,5.00,None,5.00,None,5.00,None,5.00,None,5.00,None,5.00,None,5.00,None,5.00
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/commands/GetUsersCommand.java,FreeSWITCH,FreeSWITCH,99.00,FreeSWITCH,99.00,FreeSWITCH,99.00,FreeSWITCH,99.00,FreeSWITCH,99.00,FreeSWITCH,99.00,FreeSWITCH,99.00,FreeSWITCH,99.00,FreeSWITCH,99.00
bigbluebutton,Apps__BBB web__FSESL,bigbluebutton-web/pres-checker/src/main/java/org/bigbluebutton/prescheck/Main.java,None,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/Office2PdfPageConverter.java,Presentation Conversion,Presentation Conversion,100.00,Presentation Conversion,100.00,Presentation Conversion,100.00,Presentation Conversion,100.00,Presentation Conversion,100.00,Presentation Conversion,100.00,Presentation Conversion,100.00,Presentation Conversion,100.00,Presentation Conversion,100.00
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/SupportedDocumentFilter.java,Presentation Conversion,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/response/ConferenceMemberFlags.java,FreeSWITCH,FreeSWITCH,100.00,FreeSWITCH,100.00,FreeSWITCH,100.00,FreeSWITCH,100.00,FreeSWITCH,100.00,FreeSWITCH,100.00,FreeSWITCH,100.00,FreeSWITCH,100.00,FreeSWITCH,100.00
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/UnknownConferenceEvent.java,FreeSWITCH,FreeSWITCH,99.00,FreeSWITCH,99.00,FreeSWITCH,99.00,FreeSWITCH,99.00,FreeSWITCH,99.00,FreeSWITCH,99.00,FreeSWITCH,99.00,FreeSWITCH,99.00,FreeSWITCH,99.00
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/PdfPageDownscaler.java,Presentation Conversion,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/DocConversionRequestReceived.java,Presentation Conversion,Presentation Conversion,100.00,Presentation Conversion,100.00,Presentation Conversion,100.00,Presentation Conversion,100.00,Presentation Conversion,100.00,Presentation Conversion,100.00,Presentation Conversion,100.00,Presentation Conversion,100.00,Presentation Conversion,100.00
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-apps/src/main/scala/org/bigbluebutton/core/util/jhotdraw/BezierWrapper.java,None,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00
bigbluebutton,Apps__BBB web__FSESL,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/inbound/InboundPipelineFactory.java,FreeSWITCH,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/commands/EjectUserCommand.java,FreeSWITCH,FreeSWITCH,99.00,FreeSWITCH,99.00,FreeSWITCH,99.00,FreeSWITCH,99.00,FreeSWITCH,99.00,FreeSWITCH,99.00,FreeSWITCH,99.00,FreeSWITCH,99.00,FreeSWITCH,99.00
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceStartRecordingEvent.java,FreeSWITCH,FreeSWITCH,100.00,FreeSWITCH,100.00,FreeSWITCH,100.00,FreeSWITCH,100.00,FreeSWITCH,100.00,FreeSWITCH,100.00,FreeSWITCH,100.00,FreeSWITCH,100.00,FreeSWITCH,100.00
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/DocPageConversionStarted.java,Presentation Conversion,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/MimeTypeUtils.java,Presentation Conversion,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00
bigbluebutton,Apps__BBB web__FSESL,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/transport/message/EslHeaders.java,FreeSWITCH,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/web/services/turn/TurnEntry.java,None,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/BigPdfException.java,Presentation Conversion,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00
bigbluebutton,Apps__BBB web__FSESL,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/transport/CommandResponse.java,FreeSWITCH,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/web/services/callback/DelayCallback.java,None,None,25.00,None,25.00,None,25.00,None,25.00,None,25.00,None,25.00,None,25.00,None,25.00,None,25.00
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/handlers/AbstractCommandHandler.java,Presentation Conversion,Presentation Conversion,98.00,Presentation Conversion,98.00,Presentation Conversion,98.00,Presentation Conversion,98.00,Presentation Conversion,98.00,Presentation Conversion,98.00,Presentation Conversion,98.00,Presentation Conversion,98.00,Presentation Conversion,98.00
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/commands/RecordCommand.java,FreeSWITCH,FreeSWITCH,100.00,FreeSWITCH,100.00,FreeSWITCH,100.00,FreeSWITCH,100.00,FreeSWITCH,100.00,FreeSWITCH,100.00,FreeSWITCH,100.00,FreeSWITCH,100.00,FreeSWITCH,100.00
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/ConferenceEventListener.java,FreeSWITCH,FreeSWITCH,99.00,FreeSWITCH,99.00,FreeSWITCH,99.00,FreeSWITCH,99.00,FreeSWITCH,99.00,FreeSWITCH,99.00,FreeSWITCH,99.00,FreeSWITCH,99.00,FreeSWITCH,99.00
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/OfficeToPdfConversionService.java,Presentation Conversion,Presentation Conversion,100.00,Presentation Conversion,100.00,Presentation Conversion,100.00,Presentation Conversion,100.00,Presentation Conversion,100.00,Presentation Conversion,100.00,Presentation Conversion,100.00,Presentation Conversion,100.00,Presentation Conversion,100.00
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/PdfSlidesGenerationService.java,Presentation Conversion,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00
bigbluebutton,Apps__BBB web__FSESL,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/example/EslEventListener.java,FreeSWITCH,FreeSWITCH,95.00,FreeSWITCH,95.00,FreeSWITCH,95.00,FreeSWITCH,95.00,FreeSWITCH,95.00,FreeSWITCH,95.00,FreeSWITCH,95.00,FreeSWITCH,95.00,FreeSWITCH,95.00
bigbluebutton,Apps__BBB web__FSESL,bbb-common-message/src/main/java/org/bigbluebutton/common2/redis/pubsub/MessageReceiver.java,Redis PubSub,Redis PubSub,100.00,Redis PubSub,100.00,Redis PubSub,100.00,Redis PubSub,100.00,Redis PubSub,100.00,Redis PubSub,100.00,Redis PubSub,100.00,Redis PubSub,100.00,Redis PubSub,100.00
bigbluebutton,Apps__BBB web__FSESL,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/inbound/Client.java,FreeSWITCH,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00
bigbluebutton,Apps__BBB web__FSESL,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/manager/internal/ManagerConnectionImpl.java,FreeSWITCH,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/Util.java,Presentation Conversion,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00
bigbluebutton,Apps__BBB web__FSESL,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/outbound/AbstractOutboundClientHandler.java,FreeSWITCH,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/OfficeToPdfConversionSuccessFilter.java,Presentation Conversion,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/DocPageCountExceeded.java,Presentation Conversion,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00
bigbluebutton,Apps__BBB web__FSESL,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/internal/IEslProtocolListener.java,FreeSWITCH,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/UploadFileTimedoutMessage.java,Presentation Conversion,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00
bigbluebutton,Apps__BBB web__FSESL,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/manager/DefaultManagerConnection.java,FreeSWITCH,None,10.00,None,10.00,None,10.00,None,10.00,None,10.00,None,10.00,None,10.00,None,10.00,None,10.00
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/StopSoundCommand.java,FreeSWITCH,FreeSWITCH,99.00,FreeSWITCH,99.00,FreeSWITCH,99.00,FreeSWITCH,99.00,FreeSWITCH,99.00,FreeSWITCH,99.00,FreeSWITCH,99.00,FreeSWITCH,99.00,FreeSWITCH,99.00
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/PresentationConversionCompletionService.java,Presentation Conversion,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/handlers/PdfFontType3DetectorHandler.java,Presentation Conversion,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/PageAnalyser.java,Presentation Conversion,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00
bigbluebutton,Apps__BBB web__FSESL,bbb-common-message/src/main/java/org/bigbluebutton/common2/redis/Keys.java,Redis DB,Redis PubSub,90.00,Redis PubSub,90.00,Redis PubSub,90.00,Redis PubSub,90.00,Redis PubSub,90.00,Redis PubSub,90.00,Redis PubSub,90.00,Redis PubSub,90.00,None,90.00
bigbluebutton,Apps__BBB web__FSESL,bbb-common-message/src/main/java/org/bigbluebutton/common2/redis/pubsub/MessageToSend.java,Redis PubSub,Redis PubSub,100.00,Redis PubSub,100.00,Redis PubSub,100.00,Redis PubSub,100.00,Redis PubSub,100.00,Redis PubSub,100.00,Redis PubSub,100.00,Redis PubSub,100.00,Redis PubSub,100.00
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/HoldUserCommand.java,FreeSWITCH,FreeSWITCH,99.00,FreeSWITCH,99.00,FreeSWITCH,99.00,FreeSWITCH,99.00,FreeSWITCH,99.00,FreeSWITCH,99.00,FreeSWITCH,99.00,FreeSWITCH,99.00,FreeSWITCH,99.00
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/SvgImageCreatorImp.java,Presentation Conversion,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/web/services/callback/ICallbackEvent.java,None,Redis PubSub,65.00,Redis PubSub,65.00,Redis PubSub,65.00,Redis PubSub,65.00,Redis PubSub,65.00,Redis PubSub,65.00,None,65.00,None,65.00,None,65.00
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/handlers/AddNamespaceToSvgHandler.java,Presentation Conversion,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00
bigbluebutton,Apps__BBB web__FSESL,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/internal/debug/ExecutionHandler.java,FreeSWITCH,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/DocPageCountFailed.java,Presentation Conversion,Presentation Conversion,98.00,Presentation Conversion,98.00,Presentation Conversion,98.00,Presentation Conversion,98.00,Presentation Conversion,98.00,Presentation Conversion,98.00,Presentation Conversion,98.00,Presentation Conversion,98.00,Presentation Conversion,98.00
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/PageExtractor.java,Presentation Conversion,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/PageCounter.java,Presentation Conversion,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00
bigbluebutton,Apps__BBB web__FSESL,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/transport/message/EslMessage.java,FreeSWITCH,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00
bigbluebutton,Apps__BBB web__FSESL,bbb-common-message/src/main/java/org/bigbluebutton/common2/redis/pubsub/MessageDistributor.java,Redis PubSub,Redis PubSub,100.00,Redis PubSub,100.00,Redis PubSub,100.00,Redis PubSub,100.00,Redis PubSub,100.00,Redis PubSub,100.00,Redis PubSub,100.00,Redis PubSub,100.00,Redis PubSub,100.00
bigbluebutton,Apps__BBB web__FSESL,bbb-common-message/src/main/java/org/bigbluebutton/common2/redis/pubsub/MessageHandler.java,Redis PubSub,Redis PubSub,100.00,Redis PubSub,100.00,Redis PubSub,100.00,Redis PubSub,100.00,Redis PubSub,100.00,Redis PubSub,100.00,Redis PubSub,100.00,Redis PubSub,100.00,Redis PubSub,100.00
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/ConfMember.java,FreeSWITCH,FreeSWITCH,99.00,FreeSWITCH,99.00,FreeSWITCH,99.00,FreeSWITCH,99.00,FreeSWITCH,99.00,FreeSWITCH,99.00,FreeSWITCH,99.00,FreeSWITCH,99.00,FreeSWITCH,99.00
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceUserLockedEvent.java,FreeSWITCH,FreeSWITCH,99.00,FreeSWITCH,99.00,FreeSWITCH,99.00,FreeSWITCH,99.00,FreeSWITCH,99.00,FreeSWITCH,99.00,FreeSWITCH,99.00,FreeSWITCH,99.00,FreeSWITCH,99.00
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/handlers/Png2SvgConversionHandler.java,Presentation Conversion,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/OfficeDocumentValidator2.java,Presentation Conversion,Presentation Conversion,98.00,Presentation Conversion,98.00,Presentation Conversion,98.00,Presentation Conversion,98.00,Presentation Conversion,98.00,Presentation Conversion,98.00,Presentation Conversion,98.00,Presentation Conversion,98.00,Presentation Conversion,98.00
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/TransferUserToMeetingCommand.java,FreeSWITCH,FreeSWITCH,99.00,FreeSWITCH,99.00,FreeSWITCH,99.00,FreeSWITCH,99.00,FreeSWITCH,99.00,FreeSWITCH,99.00,FreeSWITCH,99.00,FreeSWITCH,99.00,FreeSWITCH,99.00
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/handlers/PdfPageCounterHandler.java,Presentation Conversion,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/DocPageGeneratedProgress.java,Presentation Conversion,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/PresentationFileProcessor.java,Presentation Conversion,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00
