Project,Module,File,GT,TFIDF,TFIDF Score,LLMProb,LLMProb Score,LLMAssign,LLMAssign-IPRAG,SAMCodeTLR
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/commands/GetUsersCommand.java,FreeSWITCH,FreeSWITCH,106.46,FreeSWITCH,99.00,FreeSWITCH,FreeSWITCH,non
bigbluebutton,Apps__BBB web__FSESL,bigbluebutton-web/pres-checker/src/main/java/org/bigbluebutton/prescheck/Main.java,non,non,20.11,Presentation Conversion,95.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/Office2PdfPageConverter.java,Presentation Conversion,Presentation Conversion,252.01,Presentation Conversion,100.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/SupportedDocumentFilter.java,Presentation Conversion,Presentation Conversion,139.64,Presentation Conversion,95.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/response/ConferenceMemberFlags.java,FreeSWITCH,FreeSWITCH,107.09,FreeSWITCH,100.00,FreeSWITCH,FreeSWITCH,non
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/UnknownConferenceEvent.java,FreeSWITCH,FreeSWITCH,102.53,FreeSWITCH,99.00,FreeSWITCH,FreeSWITCH,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/PdfPageDownscaler.java,Presentation Conversion,Presentation Conversion,96.94,Presentation Conversion,99.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/DocConversionRequestReceived.java,Presentation Conversion,Presentation Conversion,90.64,Presentation Conversion,100.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-apps/src/main/scala/org/bigbluebutton/core/util/jhotdraw/BezierWrapper.java,non,non,4.95,non,0.00,non,non,non
bigbluebutton,Apps__BBB web__FSESL,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/inbound/InboundPipelineFactory.java,FreeSWITCH,FreeSWITCH,89.66,non,0.00,non,non,non
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/commands/EjectUserCommand.java,FreeSWITCH,FreeSWITCH,105.37,FreeSWITCH,99.00,FreeSWITCH,FreeSWITCH,non
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceStartRecordingEvent.java,FreeSWITCH,FreeSWITCH,100.17,FreeSWITCH,100.00,FreeSWITCH,FreeSWITCH,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/DocPageConversionStarted.java,Presentation Conversion,Presentation Conversion,90.40,Presentation Conversion,95.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps__BBB web__FSESL,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/transport/message/EslHeaders.java,FreeSWITCH,FreeSWITCH,96.56,non,0.00,non,non,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/MimeTypeUtils.java,Presentation Conversion,Presentation Conversion,101.95,Presentation Conversion,99.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/web/services/turn/TurnEntry.java,non,non,5.43,non,0.00,non,non,non
bigbluebutton,Apps__BBB web__FSESL,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/transport/CommandResponse.java,FreeSWITCH,FreeSWITCH,92.96,non,0.00,non,non,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/BigPdfException.java,Presentation Conversion,Presentation Conversion,102.12,Presentation Conversion,99.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/web/services/callback/DelayCallback.java,non,non,6.36,non,25.00,non,non,non
bigbluebutton,Apps__BBB web__FSESL,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/example/EslEventListener.java,FreeSWITCH,FreeSWITCH,91.93,FreeSWITCH,95.00,FreeSWITCH,FreeSWITCH,non
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/commands/RecordCommand.java,FreeSWITCH,FreeSWITCH,106.46,FreeSWITCH,100.00,FreeSWITCH,FreeSWITCH,non
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/ConferenceEventListener.java,FreeSWITCH,FreeSWITCH,103.84,FreeSWITCH,99.00,FreeSWITCH,FreeSWITCH,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/handlers/AbstractCommandHandler.java,Presentation Conversion,Presentation Conversion,85.50,Presentation Conversion,98.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps__BBB web__FSESL,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/manager/internal/ManagerConnectionImpl.java,FreeSWITCH,FreeSWITCH,87.33,non,0.00,non,non,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/OfficeToPdfConversionService.java,Presentation Conversion,Presentation Conversion,185.51,Presentation Conversion,100.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps__BBB web__FSESL,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/inbound/Client.java,FreeSWITCH,non,77.47,non,0.00,non,non,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-message/src/main/java/org/bigbluebutton/common2/redis/pubsub/MessageReceiver.java,Redis PubSub,Redis PubSub,291.59,Redis PubSub,100.00,Redis PubSub,Redis PubSub,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/PdfSlidesGenerationService.java,Presentation Conversion,Presentation Conversion,93.73,Presentation Conversion,99.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/Util.java,Presentation Conversion,Presentation Conversion,97.94,Presentation Conversion,95.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps__BBB web__FSESL,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/outbound/AbstractOutboundClientHandler.java,FreeSWITCH,FreeSWITCH,93.89,non,0.00,non,non,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/OfficeToPdfConversionSuccessFilter.java,Presentation Conversion,Presentation Conversion,151.33,Presentation Conversion,99.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps__BBB web__FSESL,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/internal/IEslProtocolListener.java,FreeSWITCH,FreeSWITCH,92.89,non,0.00,non,non,non
bigbluebutton,Apps__BBB web__FSESL,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/manager/DefaultManagerConnection.java,FreeSWITCH,FreeSWITCH,83.23,non,10.00,non,non,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/DocPageCountExceeded.java,Presentation Conversion,Presentation Conversion,88.30,Presentation Conversion,95.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/UploadFileTimedoutMessage.java,Presentation Conversion,Presentation Conversion,142.61,Presentation Conversion,95.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/StopSoundCommand.java,FreeSWITCH,FreeSWITCH,111.09,FreeSWITCH,99.00,FreeSWITCH,FreeSWITCH,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/PresentationConversionCompletionService.java,Presentation Conversion,Presentation Conversion,225.91,Presentation Conversion,95.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/handlers/PdfFontType3DetectorHandler.java,Presentation Conversion,Presentation Conversion,96.07,Presentation Conversion,99.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/PageAnalyser.java,Presentation Conversion,Presentation Conversion,100.78,Presentation Conversion,99.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-message/src/main/java/org/bigbluebutton/common2/redis/Keys.java,Redis DB,Redis PubSub,163.07,Redis PubSub,90.00,non,Redis PubSub,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-message/src/main/java/org/bigbluebutton/common2/redis/pubsub/MessageToSend.java,Redis PubSub,Redis PubSub,317.14,Redis PubSub,100.00,Redis PubSub,Redis PubSub,non
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/HoldUserCommand.java,FreeSWITCH,FreeSWITCH,110.85,FreeSWITCH,99.00,FreeSWITCH,FreeSWITCH,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/SvgImageCreatorImp.java,Presentation Conversion,Presentation Conversion,91.32,Presentation Conversion,99.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/web/services/callback/ICallbackEvent.java,non,non,5.54,non,65.00,non,non,non
bigbluebutton,Apps__BBB web__FSESL,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/internal/debug/ExecutionHandler.java,FreeSWITCH,FreeSWITCH,86.96,non,0.00,non,non,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/handlers/AddNamespaceToSvgHandler.java,Presentation Conversion,Presentation Conversion,94.53,Presentation Conversion,99.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/DocPageCountFailed.java,Presentation Conversion,Presentation Conversion,89.68,Presentation Conversion,98.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/PageExtractor.java,Presentation Conversion,Presentation Conversion,102.23,Presentation Conversion,99.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/PageCounter.java,Presentation Conversion,Presentation Conversion,102.30,Presentation Conversion,95.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps__BBB web__FSESL,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/transport/message/EslMessage.java,FreeSWITCH,FreeSWITCH,87.88,non,0.00,non,non,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-message/src/main/java/org/bigbluebutton/common2/redis/pubsub/MessageDistributor.java,Redis PubSub,Redis PubSub,309.26,Redis PubSub,100.00,Redis PubSub,Redis PubSub,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-message/src/main/java/org/bigbluebutton/common2/redis/pubsub/MessageHandler.java,Redis PubSub,Redis PubSub,319.98,Redis PubSub,100.00,Redis PubSub,Redis PubSub,non
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/ConfMember.java,FreeSWITCH,FreeSWITCH,100.40,FreeSWITCH,99.00,FreeSWITCH,FreeSWITCH,non
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceUserLockedEvent.java,FreeSWITCH,FreeSWITCH,102.54,FreeSWITCH,99.00,FreeSWITCH,FreeSWITCH,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/handlers/Png2SvgConversionHandler.java,Presentation Conversion,Presentation Conversion,94.53,Presentation Conversion,99.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/OfficeDocumentValidator2.java,Presentation Conversion,Presentation Conversion,93.46,Presentation Conversion,98.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/TransferUserToMeetingCommand.java,FreeSWITCH,FreeSWITCH,109.15,FreeSWITCH,99.00,FreeSWITCH,FreeSWITCH,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/handlers/PdfPageCounterHandler.java,Presentation Conversion,Presentation Conversion,105.41,Presentation Conversion,95.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/DocPageGeneratedProgress.java,Presentation Conversion,Presentation Conversion,93.16,Presentation Conversion,95.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/PresentationFileProcessor.java,Presentation Conversion,Presentation Conversion,206.79,Presentation Conversion,99.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/DocPageCompletedProgress.java,Presentation Conversion,Presentation Conversion,88.30,Presentation Conversion,90.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/ThumbnailCreator.java,Presentation Conversion,Presentation Conversion,102.65,Presentation Conversion,99.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/Page.java,Presentation Conversion,Presentation Conversion,99.51,Presentation Conversion,99.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps__BBB web__FSESL,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/IEslEventListener.java,FreeSWITCH,FreeSWITCH,90.58,FreeSWITCH,90.00,non,non,non
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-apps/src/main/scala/org/bigbluebutton/core/util/jhotdraw/BezierPathIterator.java,non,non,5.04,Presentation Conversion,95.00,non,non,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/web/services/turn/TurnServer.java,non,non,8.62,non,0.00,non,non,non
bigbluebutton,Apps__BBB web__FSESL,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/inbound/InboundConnectionFailure.java,FreeSWITCH,FreeSWITCH,92.89,non,0.00,non,non,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/PdfConversionInvalid.java,Presentation Conversion,Presentation Conversion,90.75,Presentation Conversion,98.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/FileTypeConstants.java,Presentation Conversion,Presentation Conversion,108.38,Presentation Conversion,95.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/web/services/KeepAliveService.java,non,Redis PubSub,133.98,Redis PubSub,90.00,non,non,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-message/src/main/java/org/bigbluebutton/common2/redis/RedisStorageService.java,Redis DB,Redis DB,142.60,Redis DB,95.00,Redis DB,Redis DB,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/DocConversionProgress.java,Presentation Conversion,Presentation Conversion,89.68,Presentation Conversion,95.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/RecordConferenceCommand.java,FreeSWITCH,FreeSWITCH,111.23,FreeSWITCH,100.00,FreeSWITCH,FreeSWITCH,non
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/ConferenceCheckRecordCommand.java,FreeSWITCH,FreeSWITCH,101.98,FreeSWITCH,100.00,FreeSWITCH,FreeSWITCH,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/OfficeDocumentValidator.java,Presentation Conversion,Presentation Conversion,100.31,Presentation Conversion,95.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/IVoiceConferenceService.java,FreeSWITCH,FreeSWITCH,97.47,FreeSWITCH,100.00,FreeSWITCH,FreeSWITCH,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/DocInvalidMimeType.java,Presentation Conversion,Presentation Conversion,90.64,Presentation Conversion,95.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/FreeswitchStatusReplyEvent.java,FreeSWITCH,FreeSWITCH,100.74,FreeSWITCH,99.00,FreeSWITCH,FreeSWITCH,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/web/services/UserCleanupTimerTask.java,non,non,7.48,non,0.00,non,non,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/PageExtractorImp.java,Presentation Conversion,Presentation Conversion,102.87,Presentation Conversion,98.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/PngCreatorImp.java,Presentation Conversion,Presentation Conversion,98.08,Presentation Conversion,99.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/ConfRecording.java,FreeSWITCH,FreeSWITCH,101.92,FreeSWITCH,100.00,FreeSWITCH,FreeSWITCH,non
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceUserJoinedEvent.java,FreeSWITCH,FreeSWITCH,99.06,FreeSWITCH,100.00,FreeSWITCH,FreeSWITCH,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/handlers/Office2PdfConverterHandler.java,Presentation Conversion,Presentation Conversion,94.53,Presentation Conversion,99.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/EjectUserCommand.java,FreeSWITCH,FreeSWITCH,109.26,non,0.00,FreeSWITCH,FreeSWITCH,non
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/IDelayedCommandListener.java,FreeSWITCH,FreeSWITCH,109.23,FreeSWITCH,99.00,FreeSWITCH,FreeSWITCH,non
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/GetUsersStatusCommand.java,FreeSWITCH,FreeSWITCH,102.11,FreeSWITCH,100.00,FreeSWITCH,FreeSWITCH,non
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceConfRunningEvent.java,FreeSWITCH,FreeSWITCH,101.92,FreeSWITCH,99.00,FreeSWITCH,FreeSWITCH,non
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-apps/src/main/scala/org/bigbluebutton/core/util/jhotdraw/PathData.java,non,non,6.62,Presentation Conversion,90.00,non,non,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-message/src/main/java/org/bigbluebutton/common2/redis/pubsub/ReceivedMessage.java,Redis PubSub,Redis PubSub,314.07,Redis PubSub,100.00,Redis PubSub,Redis PubSub,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/CountingPageException.java,Presentation Conversion,Presentation Conversion,95.05,Presentation Conversion,99.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceUserTalkingEvent.java,FreeSWITCH,FreeSWITCH,102.54,FreeSWITCH,99.00,FreeSWITCH,FreeSWITCH,non
bigbluebutton,Apps__BBB web__FSESL,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/internal/HeaderParser.java,FreeSWITCH,FreeSWITCH,84.11,non,0.00,non,non,non
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceUserMutedEvent.java,FreeSWITCH,FreeSWITCH,102.54,FreeSWITCH,98.00,FreeSWITCH,FreeSWITCH,non
bigbluebutton,Apps__BBB web__FSESL,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/transport/event/EslEventHeaderNames.java,FreeSWITCH,FreeSWITCH,99.57,non,0.00,non,non,non
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/DelayedCommandSenderService.java,FreeSWITCH,FreeSWITCH,105.36,FreeSWITCH,99.00,FreeSWITCH,FreeSWITCH,non
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/ESLEventListener.java,FreeSWITCH,FreeSWITCH,88.65,FreeSWITCH,99.00,FreeSWITCH,FreeSWITCH,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/PdfPageCounter.java,Presentation Conversion,Presentation Conversion,104.11,Presentation Conversion,99.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/FreeswitchApplication.java,FreeSWITCH,FreeSWITCH,92.48,FreeSWITCH,99.00,FreeSWITCH,FreeSWITCH,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/ConversionMessageConstants.java,Presentation Conversion,Presentation Conversion,136.67,Presentation Conversion,95.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/AudioFloorChangedEvent.java,FreeSWITCH,FreeSWITCH,101.45,FreeSWITCH,100.00,FreeSWITCH,FreeSWITCH,non
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/ForceEjectUserCommand.java,FreeSWITCH,FreeSWITCH,113.96,FreeSWITCH,99.00,FreeSWITCH,FreeSWITCH,non
