Project,Module,File,GT,LLMProb@10,Score@10,LLMProb@20,Score@20,LLMProb@30,Score@30,LLMProb@40,Score@40,LLMProb@50,Score@50,LLMProb@60,Score@60,LLMProb@70,Score@70,LLMProb@80,Score@80,LLMProb@90,Score@90
bigbluebutton,Apps__BBB web,akka-bbb-apps/src/main/scala/org/bigbluebutton/core/util/jhotdraw/BezierWrapper.java,None,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00
bigbluebutton,Apps__BBB web,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/IEslEventListener.java,FreeSWITCH,FSESL,100.00,FSESL,100.00,FSESL,100.00,FSESL,100.00,FSESL,100.00,FSESL,100.00,FSESL,100.00,FSESL,100.00,FSESL,100.00
bigbluebutton,Apps__BBB web,akka-bbb-apps/src/main/scala/org/bigbluebutton/core/util/jhotdraw/BezierPathIterator.java,None,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00
bigbluebutton,Apps__BBB web,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/BroadcastConferenceCommand.java,FreeSWITCH,FreeSWITCH,95.00,FreeSWITCH,95.00,FreeSWITCH,95.00,FreeSWITCH,95.00,FreeSWITCH,95.00,FreeSWITCH,95.00,FreeSWITCH,95.00,FreeSWITCH,95.00,FreeSWITCH,95.00
bigbluebutton,Apps__BBB web,bbb-common-web/src/main/java/org/bigbluebutton/presentation/SupportedFileTypes.java,Presentation Conversion,Presentation Conversion,98.00,Presentation Conversion,98.00,Presentation Conversion,98.00,Presentation Conversion,98.00,Presentation Conversion,98.00,Presentation Conversion,98.00,Presentation Conversion,98.00,Presentation Conversion,98.00,Presentation Conversion,98.00
bigbluebutton,Apps__BBB web,akka-bbb-apps/src/main/scala/org/bigbluebutton/core/util/jhotdraw/Bezier.java,None,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00,Presentation Conversion,95.00
bigbluebutton,Apps__BBB web,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/OfficeToPdfConversionService.java,Presentation Conversion,Presentation Conversion,100.00,Presentation Conversion,100.00,Presentation Conversion,100.00,Presentation Conversion,100.00,Presentation Conversion,100.00,Presentation Conversion,100.00,Presentation Conversion,100.00,Presentation Conversion,100.00,Presentation Conversion,100.00
bigbluebutton,Apps__BBB web,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/EjectUserCommand.java,FreeSWITCH,FreeSWITCH,100.00,FreeSWITCH,100.00,FreeSWITCH,100.00,FreeSWITCH,100.00,FreeSWITCH,100.00,FreeSWITCH,100.00,FreeSWITCH,100.00,FreeSWITCH,100.00,FreeSWITCH,100.00
bigbluebutton,Apps__BBB web,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/DocPageGeneratedProgress.java,Presentation Conversion,Presentation Conversion,85.00,Presentation Conversion,85.00,Presentation Conversion,85.00,Presentation Conversion,85.00,Presentation Conversion,85.00,Presentation Conversion,85.00,Presentation Conversion,85.00,Presentation Conversion,85.00,None,85.00
bigbluebutton,Apps__BBB web,bbb-common-web/src/main/java/org/bigbluebutton/presentation/FileTypeConstants.java,Presentation Conversion,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00
bigbluebutton,Apps__BBB web,bbb-common-web/src/main/java/org/bigbluebutton/presentation/SvgImageCreator.java,Presentation Conversion,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00
bigbluebutton,Apps__BBB web,bbb-common-web/src/main/java/org/bigbluebutton/web/services/turn/TurnEntry.java,None,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00
bigbluebutton,Apps__BBB web,bbb-common-message/src/main/java/org/bigbluebutton/common2/redis/pubsub/MessageHandler.java,Redis PubSub,Redis PubSub,100.00,Redis PubSub,100.00,Redis PubSub,100.00,Redis PubSub,100.00,Redis PubSub,100.00,Redis PubSub,100.00,Redis PubSub,100.00,Redis PubSub,100.00,Redis PubSub,100.00
bigbluebutton,Apps__BBB web,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/transport/CommandResponse.java,FreeSWITCH,FSESL,99.00,FSESL,99.00,FSESL,99.00,FSESL,99.00,FSESL,99.00,FSESL,99.00,FSESL,99.00,FSESL,99.00,FSESL,99.00
bigbluebutton,Apps__BBB web,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/inbound/InboundConnectionFailure.java,FreeSWITCH,FSESL,100.00,FSESL,100.00,FSESL,100.00,FSESL,100.00,FSESL,100.00,FSESL,100.00,FSESL,100.00,FSESL,100.00,FSESL,100.00
bigbluebutton,Apps__BBB web,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/BigPdfException.java,Presentation Conversion,Presentation Conversion,100.00,Presentation Conversion,100.00,Presentation Conversion,100.00,Presentation Conversion,100.00,Presentation Conversion,100.00,Presentation Conversion,100.00,Presentation Conversion,100.00,Presentation Conversion,100.00,Presentation Conversion,100.00
bigbluebutton,Apps__BBB web,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/DocPageCompletedProgress.java,Presentation Conversion,Presentation Conversion,90.00,Presentation Conversion,90.00,Presentation Conversion,90.00,Presentation Conversion,90.00,Presentation Conversion,90.00,Presentation Conversion,90.00,Presentation Conversion,90.00,Presentation Conversion,90.00,None,90.00
bigbluebutton,Apps__BBB web,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/transport/message/EslHeaders.java,FreeSWITCH,FSESL,100.00,FSESL,100.00,FSESL,100.00,FSESL,100.00,FSESL,100.00,FSESL,100.00,FSESL,100.00,FSESL,100.00,FSESL,100.00
bigbluebutton,Apps__BBB web,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/SlidesGenerationProgressNotifier.java,Presentation Conversion,Presentation Conversion,90.00,Presentation Conversion,90.00,Presentation Conversion,90.00,Presentation Conversion,90.00,Presentation Conversion,90.00,Presentation Conversion,90.00,Presentation Conversion,90.00,Presentation Conversion,90.00,None,90.00
bigbluebutton,Apps__BBB web,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/ImageResizerImp.java,Presentation Conversion,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00,Presentation Conversion,99.00
