Project,Module,File,GT,TFIDF,TFIDF Score,LLMProb,LLMProb Score,LLMAssign,LLMAssign-IPRAG,SAMCodeTLR
bigbluebutton,Apps__BBB web,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/DocPageGeneratedProgress.java,Presentation Conversion,Presentation Conversion,94.00,Presentation Conversion,85.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps__BBB web,bbb-common-web/src/main/java/org/bigbluebutton/presentation/FileTypeConstants.java,Presentation Conversion,Presentation Conversion,108.01,Presentation Conversion,99.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps__BBB web,bbb-common-web/src/main/java/org/bigbluebutton/presentation/SvgImageCreator.java,Presentation Conversion,Presentation Conversion,101.99,Presentation Conversion,99.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps__BBB web,bbb-common-web/src/main/java/org/bigbluebutton/web/services/turn/TurnEntry.java,non,non,5.43,non,0.00,non,non,non
bigbluebutton,Apps__BBB web,bbb-common-message/src/main/java/org/bigbluebutton/common2/redis/pubsub/MessageHandler.java,Redis PubSub,Redis PubSub,319.98,Redis PubSub,100.00,Redis PubSub,Redis PubSub,non
bigbluebutton,Apps__BBB web,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/transport/CommandResponse.java,FreeSWITCH,FSESL,107.08,FSESL,99.00,FSESL,FSESL,non
bigbluebutton,Apps__BBB web,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/inbound/InboundConnectionFailure.java,FreeSWITCH,FSESL,101.11,FSESL,100.00,FSESL,FSESL,non
bigbluebutton,Apps__BBB web,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/BigPdfException.java,Presentation Conversion,Presentation Conversion,102.74,Presentation Conversion,100.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps__BBB web,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/DocPageCompletedProgress.java,Presentation Conversion,Presentation Conversion,88.30,Presentation Conversion,90.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps__BBB web,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/transport/message/EslHeaders.java,FreeSWITCH,FSESL,121.28,FSESL,100.00,FSESL,FSESL,non
bigbluebutton,Apps__BBB web,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/SlidesGenerationProgressNotifier.java,Presentation Conversion,Presentation Conversion,128.70,Presentation Conversion,90.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps__BBB web,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/ImageResizerImp.java,Presentation Conversion,Presentation Conversion,141.99,Presentation Conversion,99.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps__BBB web,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/PresentationConvertMessage.java,Presentation Conversion,Presentation Conversion,94.61,Presentation Conversion,90.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps__BBB web,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/RecordConferenceCommand.java,FreeSWITCH,FreeSWITCH,111.23,FreeSWITCH,99.00,FreeSWITCH,FreeSWITCH,non
bigbluebutton,Apps__BBB web,bbb-common-message/src/main/java/org/bigbluebutton/common2/redis/pubsub/MessageReceiver.java,Redis PubSub,Redis PubSub,291.59,Redis PubSub,100.00,Redis PubSub,Redis PubSub,non
bigbluebutton,Apps__BBB web,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/GetUsersStatusCommand.java,FreeSWITCH,FreeSWITCH,102.11,FreeSWITCH,95.00,FreeSWITCH,FreeSWITCH,non
bigbluebutton,Apps__BBB web,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/internal/debug/ChannelEventRunnable.java,FreeSWITCH,FSESL,97.05,FSESL,100.00,FSESL,FSESL,non
bigbluebutton,Apps__BBB web,bbb-common-web/src/main/java/org/bigbluebutton/web/services/turn/RemoteIceCandidate.java,non,non,5.51,non,0.00,non,non,non
bigbluebutton,Apps__BBB web,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/transport/message/EslFrameDecoder.java,FreeSWITCH,FSESL,87.51,FSESL,100.00,FSESL,FSESL,non
bigbluebutton,Apps__BBB web,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/CheckFreeswitchStatusCommand.java,FreeSWITCH,FreeSWITCH,110.30,FreeSWITCH,95.00,FreeSWITCH,FreeSWITCH,non
bigbluebutton,Apps__BBB web,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/commands/GetUsersCommand.java,FreeSWITCH,FreeSWITCH,106.46,FreeSWITCH,99.00,FreeSWITCH,FreeSWITCH,non
bigbluebutton,Apps__BBB web,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/SvgImageCreatorImp.java,Presentation Conversion,Presentation Conversion,91.24,Presentation Conversion,99.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps__BBB web,bbb-common-web/src/main/java/org/bigbluebutton/web/services/IStorageService.java,non,non,6.33,Redis DB,90.00,non,non,non
bigbluebutton,Apps__BBB web,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/manager/internal/ManagerConnectionImpl.java,FreeSWITCH,FSESL,102.35,FSESL,100.00,FSESL,FSESL,non
bigbluebutton,Apps__BBB web,bbb-common-web/src/main/java/org/bigbluebutton/presentation/PresentationUrlDownloadService.java,Presentation Conversion,Presentation Conversion,138.09,Presentation Conversion,98.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps__BBB web,bbb-common-web/src/main/java/org/bigbluebutton/presentation/handlers/AddNamespaceToSvgHandler.java,Presentation Conversion,Presentation Conversion,94.53,Presentation Conversion,99.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps__BBB web,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/example/EslEventListener.java,FreeSWITCH,FSESL,94.81,FSESL,95.00,FSESL,FSESL,non
bigbluebutton,Apps__BBB web,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/ESLEventListener.java,FreeSWITCH,FreeSWITCH,88.65,FreeSWITCH,95.00,FreeSWITCH,FreeSWITCH,non
bigbluebutton,Apps__BBB web,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/outbound/AbstractOutboundPipelineFactory.java,FreeSWITCH,FSESL,96.79,FSESL,98.00,FSESL,FSESL,non
bigbluebutton,Apps__BBB web,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/outbound/AbstractOutboundClientHandler.java,FreeSWITCH,FSESL,112.59,FSESL,99.00,FSESL,FSESL,non
bigbluebutton,Apps__BBB web,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/OfficeDocumentValidator2.java,Presentation Conversion,Presentation Conversion,93.46,Presentation Conversion,99.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps__BBB web,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/DocPageCountFailed.java,Presentation Conversion,Presentation Conversion,89.68,Presentation Conversion,90.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps__BBB web,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/PngCreatorImp.java,Presentation Conversion,Presentation Conversion,98.79,Presentation Conversion,100.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps__BBB web,bbb-common-web/src/main/java/org/bigbluebutton/presentation/ConversionUpdateMessage.java,Presentation Conversion,Presentation Conversion,163.75,Presentation Conversion,95.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps__BBB web,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/DocConversionRequestReceived.java,Presentation Conversion,Presentation Conversion,90.64,Presentation Conversion,95.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps__BBB web,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/DelayedCommandSenderService.java,FreeSWITCH,FreeSWITCH,105.36,FreeSWITCH,95.00,FreeSWITCH,FreeSWITCH,non
bigbluebutton,Apps__BBB web,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/IDocConversionMsg.java,Presentation Conversion,Presentation Conversion,94.68,Presentation Conversion,95.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps__BBB web,bbb-common-web/src/main/java/org/bigbluebutton/presentation/DocumentConversionService.java,Presentation Conversion,Presentation Conversion,97.80,Presentation Conversion,99.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps__BBB web,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/EjectAllUsersCommand.java,FreeSWITCH,FreeSWITCH,109.57,FreeSWITCH,95.00,FreeSWITCH,FreeSWITCH,non
bigbluebutton,Apps__BBB web,bbb-common-web/src/main/java/org/bigbluebutton/web/services/turn/TurnServer.java,non,non,8.62,FreeSWITCH,90.00,non,non,non
bigbluebutton,Apps__BBB web,akka-bbb-apps/src/main/scala/org/bigbluebutton/core/util/jhotdraw/Shapes.java,non,non,3.29,Presentation Conversion,95.00,non,non,non
bigbluebutton,Apps__BBB web,bbb-common-web/src/main/java/org/bigbluebutton/web/services/KeepAlivePing.java,non,non,5.55,Redis PubSub,95.00,non,non,non
bigbluebutton,Apps__BBB web,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/PageCounterService.java,Presentation Conversion,Presentation Conversion,91.56,Presentation Conversion,99.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps__BBB web,bbb-common-web/src/main/java/org/bigbluebutton/presentation/UploadedPresentation.java,Presentation Conversion,Presentation Conversion,129.92,Presentation Conversion,98.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps__BBB web,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/ConferenceEventListener.java,FreeSWITCH,FreeSWITCH,103.84,FreeSWITCH,95.00,FreeSWITCH,FreeSWITCH,non
bigbluebutton,Apps__BBB web,bbb-common-web/src/main/java/org/bigbluebutton/presentation/ImageResizer.java,Presentation Conversion,Presentation Conversion,98.99,Presentation Conversion,99.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps__BBB web,bbb-common-web/src/main/java/org/bigbluebutton/web/services/callback/CallbackUrlService.java,non,non,20.14,non,0.00,non,non,non
bigbluebutton,Apps__BBB web,akka-bbb-apps/src/main/scala/org/bigbluebutton/core/util/jhotdraw/BezierPath.java,non,non,12.54,Presentation Conversion,95.00,non,non,non
bigbluebutton,Apps__BBB web,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/commands/ConferenceCommandResult.java,FreeSWITCH,FreeSWITCH,103.74,FreeSWITCH,95.00,FreeSWITCH,FreeSWITCH,non
bigbluebutton,Apps__BBB web,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/PageExtractorImp.java,Presentation Conversion,Presentation Conversion,103.73,Presentation Conversion,99.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps__BBB web,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/DeafUserCommand.java,FreeSWITCH,FreeSWITCH,110.85,FreeSWITCH,98.00,FreeSWITCH,FreeSWITCH,non
bigbluebutton,Apps__BBB web,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/example/HeartbeatThread.java,FreeSWITCH,FSESL,96.24,FSESL,99.00,FSESL,FSESL,non
bigbluebutton,Apps__BBB web,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/commands/MuteUserCommand.java,FreeSWITCH,FreeSWITCH,104.62,FreeSWITCH,95.00,FreeSWITCH,FreeSWITCH,non
bigbluebutton,Apps__BBB web,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/GetAllUsersCommand.java,FreeSWITCH,FreeSWITCH,108.02,FreeSWITCH,95.00,FreeSWITCH,FreeSWITCH,non
bigbluebutton,Apps__BBB web,bbb-common-web/src/main/java/org/bigbluebutton/web/services/KeepAliveService.java,non,Redis PubSub,133.98,Redis PubSub,95.00,non,non,non
bigbluebutton,Apps__BBB web,bbb-common-web/src/main/java/org/bigbluebutton/presentation/handlers/PdfPageCounterHandler.java,Presentation Conversion,Presentation Conversion,107.92,Presentation Conversion,99.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps__BBB web,bbb-common-web/src/main/java/org/bigbluebutton/web/services/turn/StunTurnService.java,non,non,7.85,non,0.00,non,non,non
bigbluebutton,Apps__BBB web,bbb-common-web/src/main/java/org/bigbluebutton/presentation/handlers/AbstractCommandHandler.java,Presentation Conversion,Presentation Conversion,85.50,Presentation Conversion,98.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps__BBB web,bbb-common-web/src/main/java/org/bigbluebutton/web/services/callback/ICallbackEvent.java,non,non,5.54,Redis PubSub,90.00,non,non,non
bigbluebutton,Apps__BBB web,bbb-common-web/src/main/java/org/bigbluebutton/presentation/OfficeToPdfConversionSuccessFilter.java,Presentation Conversion,Presentation Conversion,151.33,Presentation Conversion,100.00,Presentation Conversion,Presentation Conversion,non
