file_path,Auth,Persistence,Recommender,Registry,ImageProvider,best_module,best_likelihood
services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/domain/converters/LocalDateAttributeConverter.java,0.00,100.00,0.00,0.00,0.00,Persistence,100.00
services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/domain/converters/LocalDateTimeAttributeConverter.java,0.00,100.00,0.00,0.00,0.00,Persistence,100.00
services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/domain/CategoryRepository.java,0.00,100.00,0.00,0.00,0.00,Persistence,100.00
services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/domain/PersistenceOrderItem.java,0.00,100.00,0.00,0.00,0.00,Persistence,100.00
services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/domain/ProductRepository.java,0.00,100.00,0.00,0.00,0.00,Persistence,100.00
services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/domain/PersistenceOrder.java,0.00,100.00,0.00,0.00,0.00,Persistence,100.00
services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/domain/PersistenceProduct.java,0.00,100.00,0.00,0.00,0.00,Persistence,100.00
services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/domain/PersistenceCategory.java,0.00,100.00,0.00,0.00,0.00,Persistence,100.00
services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/domain/PersistenceUser.java,20.00,95.00,5.00,0.00,0.00,Persistence,95.00
services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/domain/OrderItemRepository.java,0.00,100.00,0.00,0.00,0.00,Persistence,100.00
services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/domain/UserRepository.java,20.00,95.00,0.00,0.00,0.00,Persistence,95.00
services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/domain/OrderRepository.java,0.00,100.00,0.00,0.00,0.00,Persistence,100.00
services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/repository/DataGenerator.java,0.00,95.00,5.00,0.00,0.00,Persistence,95.00
services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/repository/CacheManager.java,0.00,90.00,0.00,0.00,10.00,Persistence,90.00
services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/repository/AbstractPersistenceRepository.java,0.00,100.00,0.00,0.00,0.00,Persistence,100.00
services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/repository/DatabaseManagementEntity.java,0.00,100.00,0.00,0.00,0.00,Persistence,100.00
services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/repository/EMFManager.java,0.00,100.00,0.00,0.00,0.00,Persistence,100.00
services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/servlet/IndexServlet.java,5.00,30.00,1.00,1.00,1.00,Persistence,30.00
services/tools.descartes.teastore.auth/src/main/java/tools/descartes/teastore/auth/rest/ReadyRest.java,90.00,5.00,0.00,5.00,0.00,Auth,90.00
services/tools.descartes.teastore.auth/src/main/java/tools/descartes/teastore/auth/rest/AuthUserActionsRest.java,100.00,0.00,0.00,0.00,0.00,Auth,100.00
services/tools.descartes.teastore.auth/src/main/java/tools/descartes/teastore/auth/rest/AuthCartRest.java,90.00,10.00,0.00,0.00,0.00,Auth,90.00
services/tools.descartes.teastore.auth/src/main/java/tools/descartes/teastore/auth/security/BCryptProvider.java,100.00,0.00,0.00,0.00,0.00,Auth,100.00
services/tools.descartes.teastore.auth/src/main/java/tools/descartes/teastore/auth/security/ConstantKeyProvider.java,90.00,5.00,0.00,0.00,5.00,Auth,90.00
services/tools.descartes.teastore.auth/src/main/java/tools/descartes/teastore/auth/security/RandomSessionIdGenerator.java,100.00,0.00,0.00,0.00,0.00,Auth,100.00
services/tools.descartes.teastore.auth/src/main/java/tools/descartes/teastore/auth/security/ISecurityProvider.java,100.00,0.00,0.00,0.00,0.00,Auth,100.00
services/tools.descartes.teastore.auth/src/main/java/tools/descartes/teastore/auth/security/IKeyProvider.java,95.00,5.00,0.00,0.00,0.00,Auth,95.00
services/tools.descartes.teastore.auth/src/main/java/tools/descartes/teastore/auth/security/ShaSecurityProvider.java,100.00,0.00,0.00,0.00,0.00,Auth,100.00
services/tools.descartes.teastore.auth/src/main/java/tools/descartes/teastore/auth/security/ISessionIdGenerator.java,95.00,5.00,0.00,0.00,0.00,Auth,95.00
services/tools.descartes.teastore.auth/src/main/java/tools/descartes/teastore/auth/startup/AuthStartup.java,50.00,5.00,5.00,5.00,5.00,Auth,50.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/entry/ICachable.java,0.00,5.00,0.00,0.00,95.00,ImageProvider,95.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/entry/TimedEntry.java,0.00,5.00,0.00,0.00,95.00,ImageProvider,95.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/entry/AbstractEntry.java,0.00,10.00,0.00,0.00,90.00,ImageProvider,90.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/entry/ICacheEntry.java,0.00,10.00,5.00,0.00,85.00,ImageProvider,85.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/entry/SimpleEntry.java,0.00,0.00,0.00,0.00,100.00,ImageProvider,100.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/entry/CountedEntry.java,0.00,0.00,0.00,0.00,100.00,ImageProvider,100.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/rules/CacheAll.java,0.00,5.00,0.00,0.00,95.00,ImageProvider,95.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/LeastFrequentlyUsed.java,0.00,5.00,10.00,0.00,100.00,ImageProvider,100.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/AbstractCache.java,0.00,10.00,5.00,0.00,85.00,ImageProvider,85.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/RandomReplacement.java,0.00,5.00,0.00,0.00,95.00,ImageProvider,95.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/IDataCache.java,0.00,10.00,5.00,5.00,80.00,ImageProvider,80.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/FirstInFirstOut.java,0.00,0.00,0.00,0.00,100.00,ImageProvider,100.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/LastInFirstOut.java,0.00,0.00,0.00,0.00,0.00,Auth,0.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/MostRecentlyUsed.java,0.00,5.00,0.00,0.00,95.00,ImageProvider,95.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/AbstractQueueCache.java,0.00,5.00,0.00,0.00,95.00,ImageProvider,95.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/AbstractTreeCache.java,0.00,5.00,0.00,0.00,95.00,ImageProvider,95.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/LeastRecentlyUsed.java,0.00,0.00,0.00,0.00,100.00,ImageProvider,100.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/rest/ImageProviderEndpoint.java,0.00,0.00,0.00,0.00,100.00,ImageProvider,100.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/setup/CreatorFactory.java,0.00,5.00,0.00,0.00,95.00,ImageProvider,95.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/setup/CachingMode.java,0.00,0.00,0.00,0.00,100.00,ImageProvider,100.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/setup/CachingRule.java,0.00,0.00,0.00,0.00,100.00,ImageProvider,100.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/setup/SetupController.java,0.00,5.00,0.00,10.00,95.00,ImageProvider,95.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/setup/StorageMode.java,0.00,5.00,0.00,0.00,95.00,ImageProvider,95.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/setup/StorageRule.java,0.00,5.00,0.00,0.00,95.00,ImageProvider,95.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/setup/ImageIDFactory.java,0.00,0.00,0.00,0.00,100.00,ImageProvider,100.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/setup/ImageCreator.java,0.00,0.00,0.00,0.00,100.00,ImageProvider,100.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/setup/ImageProviderStartup.java,0.00,0.00,0.00,0.00,100.00,ImageProvider,100.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/setup/CreatorRunner.java,0.00,0.00,0.00,0.00,80.00,ImageProvider,80.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/storage/rules/StoreAll.java,0.00,5.00,0.00,0.00,95.00,ImageProvider,95.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/storage/rules/StoreLargeImages.java,0.00,5.00,0.00,0.00,95.00,ImageProvider,95.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/storage/DriveStorage.java,0.00,10.00,0.00,0.00,90.00,ImageProvider,90.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/storage/NoStorage.java,0.00,10.00,0.00,0.00,90.00,ImageProvider,90.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/storage/IDataStorage.java,0.00,10.00,0.00,0.00,90.00,ImageProvider,90.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/ImageDB.java,0.00,10.00,0.00,0.00,90.00,ImageProvider,90.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/ImageScaler.java,0.00,0.00,0.00,0.00,100.00,ImageProvider,100.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/ImageDBKey.java,0.00,10.00,0.00,0.00,90.00,ImageProvider,90.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/StoreImage.java,0.00,0.00,0.00,0.00,100.00,ImageProvider,100.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/ImageProvider.java,0.00,0.00,0.00,0.00,100.00,ImageProvider,100.00
services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/rest/RecommendSingleEndpoint.java,0.00,10.00,95.00,0.00,0.00,Recommender,95.00
services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/rest/RecommendEndpoint.java,0.00,0.00,100.00,0.00,0.00,Recommender,100.00
services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/rest/TrainEndpoint.java,0.00,5.00,95.00,0.00,0.00,Recommender,95.00
services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/algorithm/impl/orderbased/OrderBasedRecommender.java,0.00,0.00,100.00,0.00,0.00,Recommender,100.00
services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/algorithm/impl/pop/PopularityBasedRecommender.java,0.00,0.00,100.00,0.00,0.00,Recommender,100.00
services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/algorithm/impl/cf/SlopeOneRecommender.java,0.00,0.00,100.00,0.00,0.00,Recommender,100.00
services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/algorithm/impl/cf/PreprocessedSlopeOneRecommender.java,0.00,0.00,100.00,0.00,0.00,Recommender,100.00
services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/algorithm/impl/DummyRecommender.java,0.00,0.00,100.00,0.00,0.00,Recommender,100.00
services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/algorithm/impl/UseFallBackException.java,0.00,0.00,100.00,0.00,0.00,Recommender,100.00
services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/algorithm/OrderItemSet.java,5.00,15.00,90.00,0.00,0.00,Recommender,90.00
services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/algorithm/RecommenderSelector.java,0.00,0.00,100.00,0.00,0.00,Recommender,100.00
services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/algorithm/AbstractRecommender.java,0.00,0.00,100.00,0.00,0.00,Recommender,100.00
services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/algorithm/IRecommender.java,0.00,0.00,100.00,0.00,0.00,Recommender,100.00
services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/servlet/TrainingSynchronizer.java,0.00,20.00,90.00,0.00,0.00,Recommender,90.00
services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/servlet/RetrainDaemon.java,0.00,0.00,95.00,0.00,0.00,Recommender,95.00
services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/servlet/IndexServlet.java,5.00,5.00,80.00,5.00,5.00,Recommender,80.00
services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/servlet/RecommenderStartup.java,0.00,0.00,100.00,0.00,0.00,Recommender,100.00
services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/rest/ReadyRest.java,0.00,0.00,0.00,80.00,0.00,Registry,80.00
services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/elhelper/ELHelperUtils.java,0.00,0.00,0.00,0.00,10.00,ImageProvider,10.00
services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/AboutUsServlet.java,5.00,0.00,0.00,0.00,5.00,Auth,5.00
services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/ProfileServlet.java,10.00,5.00,0.00,0.00,0.00,Auth,10.00
services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/IndexServlet.java,0.00,0.00,0.00,0.00,0.00,Auth,0.00
services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/ProductServlet.java,0.00,5.00,10.00,0.00,15.00,ImageProvider,15.00
services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/LoginActionServlet.java,70.00,5.00,0.00,0.00,0.00,Auth,70.00
services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/CartActionServlet.java,0.00,10.00,5.00,0.00,0.00,Persistence,10.00
services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/OrderServlet.java,0.00,0.00,0.00,0.00,0.00,Auth,0.00
services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/CategoryServlet.java,0.00,10.00,5.00,0.00,5.00,Persistence,10.00
services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/AbstractUIServlet.java,30.00,0.00,0.00,0.00,0.00,Auth,30.00
services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/CartServlet.java,0.00,0.00,10.00,0.00,0.00,Recommender,10.00
services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/LoginServlet.java,90.00,5.00,0.00,0.00,5.00,Auth,90.00
services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/DataBaseServlet.java,5.00,30.00,0.00,0.00,0.00,Persistence,30.00
services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/ErrorServlet.java,0.00,0.00,0.00,0.00,0.00,Auth,0.00
services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/StatusServlet.java,0.00,10.00,15.00,30.00,20.00,Registry,30.00
services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/DataBaseActionServlet.java,0.00,30.00,0.00,0.00,0.00,Persistence,30.00
services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/startup/WebuiStartup.java,0.00,0.00,0.00,10.00,0.00,Registry,10.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/rest/ResponseWrapper.java,0.00,0.00,0.00,95.00,0.00,Registry,95.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/rest/HttpWrapper.java,0.00,0.00,0.00,100.00,0.00,Registry,100.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/rest/LoadBalancedCRUDOperations.java,0.00,20.00,0.00,90.00,0.00,Registry,90.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/rest/LoadBalancedStoreOperations.java,40.00,10.00,0.00,30.00,0.00,Auth,40.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/rest/TrackingFilter.java,10.00,0.00,0.00,80.00,10.00,Registry,80.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/rest/LoadBalancedRecommenderOperations.java,0.00,0.00,90.00,10.00,0.00,Recommender,90.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/rest/LoadBalancedImageOperations.java,0.00,0.00,0.00,20.00,80.00,ImageProvider,80.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/rest/NonBalancedCRUDOperations.java,0.00,30.00,0.00,90.00,0.00,Registry,90.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/rest/RestUtil.java,0.00,5.00,0.00,90.00,5.00,Registry,90.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/rest/CharResponseWrapper.java,0.00,5.00,0.00,90.00,5.00,Registry,90.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/loadbalancers/ServiceLoadBalancer.java,0.00,0.00,0.00,95.00,5.00,Registry,95.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/loadbalancers/LoadBalancerUpdaterDaemon.java,0.00,0.00,0.00,100.00,0.00,Registry,100.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/loadbalancers/LoadBalancerTimeoutException.java,0.00,0.00,0.00,90.00,0.00,Registry,90.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/loadbalancers/ServiceLoadBalancerResult.java,0.00,0.00,0.00,100.00,0.00,Registry,100.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/loadbalancers/EndpointClientCollection.java,0.00,0.00,0.00,100.00,0.00,Registry,100.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/tracing/Tracing.java,0.00,0.00,0.00,90.00,0.00,Registry,90.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/util/RESTClient.java,0.00,5.00,0.00,90.00,5.00,Registry,90.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/util/AbstractCRUDEndpoint.java,0.00,30.00,0.00,90.00,0.00,Registry,90.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/util/TimeoutException.java,0.00,0.00,0.00,100.00,0.00,Registry,100.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/util/NotFoundException.java,0.00,0.00,0.00,100.00,0.00,Registry,100.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/RegistryClientHeartbeatDaemon.java,0.00,0.00,0.00,100.00,0.00,Registry,100.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/Service.java,0.00,0.00,0.00,90.00,0.00,Registry,90.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/StartupCallback.java,0.00,0.00,0.00,100.00,0.00,Registry,100.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/StartupCallbackTask.java,0.00,0.00,0.00,100.00,0.00,Registry,100.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/RegistryClient.java,0.00,0.00,0.00,100.00,0.00,Registry,100.00
utilities/tools.descartes.teastore.dockermemoryconfigurator/src/main/java/tools/descartes/teastore/dockermemoryconfigurator/Configurator.java,0.00,0.00,0.00,0.00,0.00,Auth,0.00
utilities/tools.descartes.teastore.kieker.probes/src/main/java/tools/descartes/teastore/kieker/probes/records/OperationExecutionWithParametersRecord.java,0.00,5.00,0.00,10.00,0.00,Registry,10.00
utilities/tools.descartes.teastore.kieker.probes/src/main/java/tools/descartes/teastore/kieker/probes/records/IPayloadCharacterization.java,0.00,5.00,0.00,80.00,0.00,Registry,80.00
utilities/tools.descartes.teastore.kieker.probes/src/main/java/tools/descartes/teastore/kieker/probes/AbstractOperationExecutionWithParameterAspect.java,0.00,5.00,0.00,5.00,0.00,Persistence,5.00
utilities/tools.descartes.teastore.kieker.rabbitmq/src/main/java/tools/descartes/teastore/kieker/rabbitmq/LogReaderStartup.java,0.00,0.00,0.00,10.00,0.00,Registry,10.00
utilities/tools.descartes.teastore.kieker.rabbitmq/src/main/java/tools/descartes/teastore/kieker/rabbitmq/FileWriterDaemon.java,0.00,0.00,0.00,0.00,0.00,Auth,0.00
utilities/tools.descartes.teastore.kieker.rabbitmq/src/main/java/tools/descartes/teastore/kieker/rabbitmq/IndexServlet.java,0.00,0.00,0.00,0.00,0.00,Auth,0.00
utilities/tools.descartes.teastore.kieker.rabbitmq/src/main/java/tools/descartes/teastore/kieker/rabbitmq/DisplayLogs.java,0.00,0.00,0.00,10.00,0.00,Registry,10.00
utilities/tools.descartes.teastore.kieker.rabbitmq/src/main/java/tools/descartes/teastore/kieker/rabbitmq/LogConsumer.java,0.00,0.00,0.00,45.00,0.00,Registry,45.00
utilities/tools.descartes.teastore.kieker.rabbitmq/src/main/java/tools/descartes/teastore/kieker/rabbitmq/Reset.java,0.00,0.00,0.00,10.00,0.00,Registry,10.00
utilities/tools.descartes.teastore.kieker.rabbitmq/src/main/java/tools/descartes/teastore/kieker/rabbitmq/LogReaderDaemon.java,0.00,5.00,0.00,70.00,0.00,Registry,70.00
utilities/tools.descartes.teastore.kieker.rabbitmq/src/main/java/tools/descartes/teastore/kieker/rabbitmq/MemoryLogStorage.java,0.00,5.00,0.00,80.00,0.00,Registry,80.00
interfaces/tools.descartes.teastore.entities/src/main/java/tools/descartes/teastore/entities/message/SessionBlob.java,70.00,20.00,0.00,0.00,0.00,Auth,70.00
interfaces/tools.descartes.teastore.entities/src/main/java/tools/descartes/teastore/entities/Category.java,0.00,95.00,5.00,0.00,0.00,Persistence,95.00
interfaces/tools.descartes.teastore.entities/src/main/java/tools/descartes/teastore/entities/Order.java,0.00,90.00,5.00,0.00,0.00,Persistence,90.00
interfaces/tools.descartes.teastore.entities/src/main/java/tools/descartes/teastore/entities/OrderItem.java,0.00,95.00,5.00,0.00,0.00,Persistence,95.00
interfaces/tools.descartes.teastore.entities/src/main/java/tools/descartes/teastore/entities/ImageSize.java,0.00,10.00,0.00,0.00,90.00,ImageProvider,90.00
interfaces/tools.descartes.teastore.entities/src/main/java/tools/descartes/teastore/entities/User.java,40.00,80.00,5.00,0.00,0.00,Persistence,80.00
interfaces/tools.descartes.teastore.entities/src/main/java/tools/descartes/teastore/entities/Product.java,0.00,95.00,5.00,0.00,0.00,Persistence,95.00
interfaces/tools.descartes.teastore.entities/src/main/java/tools/descartes/teastore/entities/ImageSizePreset.java,0.00,0.00,5.00,0.00,95.00,ImageProvider,95.00
