file_path,app,backends,bin,concurrency,contrib,events,loaders,security,utils,worker,best_module,best_likelihood
celery\t\unit\backends\test_s3.py,75.58981323242188,146.07997131347656,12.3341703414917,4.116033554077148,9.194750785827637,13.060787200927734,6.4063239097595215,11.655488014221191,16.736040115356445,8.76810073852539,backends,146.07997131347656
celery\examples\celery_http_gateway\settings.py,75.43495178222656,139.10052490234375,19.25981903076172,4.791625022888184,123.24369812011719,6.9214324951171875,108.3661117553711,10.807062149047852,41.10017776489258,23.92949867248535,backends,139.10052490234375
celery\t\unit\tasks\unit_tasks.py,6.144681453704834,4.142862319946289,9.256800651550293,4.142862319946289,3.6703805923461914,1.0009095668792725,7.215203285217285,3.072340726852417,3.787534236907959,7.235092639923096,bin,9.256800651550293
celery\celery\bin\base.py,78.85338592529297,19.820592880249023,129.43067932128906,10.035213470458984,15.563886642456055,13.485681533813477,41.5107421875,15.833377838134766,26.25503921508789,46.35104751586914,bin,129.43067932128906
celery\t\unit\tasks\test_stamping.py,81.62503051757812,29.486068725585938,98.73118591308594,9.697325706481934,25.423826217651367,8.112404823303223,70.42571258544922,8.260252952575684,13.26565933227539,21.27385139465332,bin,98.73118591308594
celery\t\unit\events\test_cursesmon.py,66.09716796875,6.224287986755371,84.68788146972656,6.341158866882324,8.9385986328125,93.14934539794922,11.89041519165039,3.5584940910339355,11.174159049987793,77.91633605957031,events,93.14934539794922
celery\celery\bin\celery.py,98.43663024902344,69.2871322631836,166.39627075195312,18.489330291748047,50.1893424987793,112.68572998046875,76.82344055175781,12.648721694946289,40.493770599365234,129.5741729736328,bin,166.39627075195312
celery\celery\worker\state.py,59.802433013916016,14.252972602844238,31.81525421142578,7.595755577087402,10.967791557312012,26.422780990600586,42.58938217163086,5.566257953643799,20.266082763671875,91.04533386230469,worker,91.04533386230469
celery\t\smoke\tests\failover\test_worker_failover.py,68.45877075195312,13.568044662475586,17.85654067993164,4.4735517501831055,10.917149543762207,8.248992919921875,10.606719970703125,3.6293857097625732,8.654962539672852,100.07393646240234,worker,100.07393646240234
celery\t\unit\bin\test_control.py,74.48717498779297,15.05566120147705,151.379638671875,8.973755836486816,73.38980102539062,117.23817443847656,9.625455856323242,9.061524391174316,18.786758422851562,103.54861450195312,bin,151.379638671875
celery\t\smoke\tests\test_control.py,65.00064849853516,4.009177207946777,15.619939804077148,2.338205099105835,63.819034576416016,13.297338485717773,8.302180290222168,2.734604597091675,7.953125953674316,83.82894134521484,worker,83.82894134521484
celery\celery\bin\control.py,65.25102233886719,6.129348278045654,125.0030517578125,7.323755741119385,67.90047454833984,9.596903800964355,5.160031795501709,7.650800704956055,13.33290958404541,14.480916976928711,bin,125.0030517578125
celery\celery\fixups\__init__.py,2.175363779067993,0.1732824742794037,3.1764042377471924,0.0,1.1743230819702148,1.0010405778884888,1.0010405778884888,1.0010405778884888,1.1743230819702148,1.1743230819702148,bin,3.1764042377471924
celery\celery\app\builtins.py,80.84727478027344,70.39875793457031,100.5760269165039,12.1692476272583,13.815652847290039,5.9142584800720215,15.79422378540039,12.499717712402344,16.591459274291992,74.3045654296875,bin,100.5760269165039
celery\extra\release\sphinx2rst_config.py,3.3413774967193604,3.0122532844543457,5.875736236572266,0.0,43.48907470703125,3.6069045066833496,5.7536540031433105,1.4872634410858154,9.781484603881836,4.419337272644043,contrib,43.48907470703125
celery\t\unit\utils\__init__.py,2.1749229431152344,0.1730874627828598,3.1758406162261963,0.0,1.174005150794983,1.000917673110962,1.000917673110962,1.000917673110962,86.98430633544922,1.174005150794983,utils,86.98430633544922
celery\celery\worker\request.py,96.31324005126953,65.75019836425781,38.1897087097168,21.71905517578125,14.783961296081543,204.5145721435547,90.46670532226562,12.825353622436523,25.63361358642578,100.60222625732422,events,204.5145721435547
celery\celery\backends\arangodb.py,60.4468994140625,132.918701171875,44.91804885864258,4.356913089752197,9.582542419433594,5.194327354431152,7.942149639129639,5.624064922332764,9.11584186553955,9.366186141967773,backends,132.918701171875
celery\celery\security\certificate.py,11.19050121307373,44.7244873046875,26.73046112060547,6.8189568519592285,10.358468055725098,2.3772366046905518,3.211519718170166,129.538330078125,8.269526481628418,4.971649169921875,security,129.538330078125
celery\t\unit\worker\test_revoke.py,8.261507034301758,0.8943931460380554,10.715656280517578,1.7324494123458862,6.803341388702393,8.105460166931152,3.7868316173553467,1.343737006187439,3.7641406059265137,72.25059509277344,worker,72.25059509277344
celery\celery\beat.py,91.47811889648438,67.06310272216797,84.30130767822266,18.7081298828125,27.347694396972656,75.34962463378906,19.464881896972656,15.921978950500488,27.93051528930664,28.81879425048828,app,91.47811889648438
celery\celery\utils\deprecated.py,8.858163833618164,4.587252140045166,31.999717712402344,8.00938606262207,5.873078346252441,5.007242202758789,6.61033296585083,3.4543395042419434,89.09191131591797,6.89190673828125,utils,89.09191131591797
celery\t\unit\app\test_annotations.py,73.18824005126953,7.33542537689209,7.461136817932129,4.922957897186279,6.711045265197754,1.0008190870285034,6.938502788543701,3.497180461883545,7.819087505340576,5.976185321807861,app,73.18824005126953
celery\celery\contrib\testing\worker.py,80.7106704711914,16.801488876342773,35.02244567871094,147.6083984375,101.83519744873047,59.232398986816406,31.476762771606445,9.35832691192627,25.448204040527344,113.66741180419922,concurrency,147.6083984375
celery\t\unit\bin\proj\daemon_config.py,7.036020755767822,1.572063684463501,144.16709899902344,3.193419933319092,6.244513511657715,113.42779541015625,6.035449028015137,1.6911702156066895,7.511430263519287,77.12705993652344,bin,144.16709899902344
celery\t\unit\worker\test_consumer.py,115.70277404785156,31.726699829101562,135.19338989257812,104.2239990234375,35.557029724121094,157.227783203125,40.0877571105957,18.034990310668945,33.28384780883789,153.86256408691406,events,157.227783203125
celery\celery\app\utils.py,95.33845520019531,75.27886199951172,70.0653076171875,15.111189842224121,51.73542022705078,98.47722625732422,71.76374816894531,15.395000457763672,90.41142272949219,40.23921585083008,events,98.47722625732422
celery\docs\conf.py,82.69548034667969,61.61830520629883,123.63526916503906,106.37718200683594,140.8267364501953,14.351401329040527,20.732646942138672,8.429145812988281,110.85714721679688,106.8929214477539,contrib,140.8267364501953
celery\celery\backends\redis.py,82.70626068115234,143.58486938476562,113.72088623046875,19.96904182434082,22.85601806640625,75.76695251464844,13.628568649291992,24.993751525878906,22.91678237915039,22.154342651367188,backends,143.58486938476562
celery\t\unit\backends\test_arangodb.py,69.52660369873047,147.12997436523438,49.05295181274414,11.536703109741211,17.33275604248047,6.844276428222656,43.09938430786133,9.018799781799316,16.605775833129883,14.848146438598633,backends,147.12997436523438
celery\t\unit\worker\test_components.py,17.293611526489258,14.757210731506348,23.789098739624023,26.214078903198242,14.49068546295166,101.61730194091797,13.338563919067383,5.7331013679504395,16.571496963500977,85.92394256591797,events,101.61730194091797
celery\docs\_ext\celerydocs.py,103.727294921875,117.54010009765625,53.54640579223633,23.885894775390625,64.96429443359375,156.96810913085938,132.4359893798828,106.11162567138672,106.87521362304688,91.45095825195312,events,156.96810913085938
celery\examples\django\demoapp\models.py,5.913576126098633,1.9558794498443604,5.312793731689453,11.44493293762207,7.103460788726807,2.9567878246307373,4.4258575439453125,2.9567878246307373,6.622986793518066,4.912667274475098,concurrency,11.44493293762207
celery\examples\django\manage.py,7.381847381591797,2.879523754119873,25.323787689208984,7.212123394012451,7.861568450927734,3.3948025703430176,6.613064765930176,3.7281649112701416,13.588651657104492,7.024145126342773,bin,25.323787689208984
celery\t\integration\__init__.py,2.1751198768615723,0.1732824742794037,3.1760387420654297,3.2024028301239014,6.378788471221924,1.0009187459945679,1.0009187459945679,1.0009187459945679,1.174201250076294,1.174201250076294,contrib,6.378788471221924
celery\examples\django\demoapp\migrations\0001_initial.py,9.372000694274902,5.400670051574707,5.318309307098389,12.204050064086914,16.428546905517578,3.890432596206665,4.366098403930664,7.976659297943115,5.700843811035156,4.020007133483887,contrib,16.428546905517578
celery\t\unit\utils\test_imports.py,75.07257843017578,15.270923614501953,106.95738983154297,17.346994400024414,21.65596580505371,9.335044860839844,22.082700729370117,8.74411392211914,117.06382751464844,77.34304809570312,utils,117.06382751464844
celery\t\unit\utils\test_serialization.py,15.64681625366211,9.673123359680176,52.48295211791992,14.612993240356445,14.793906211853027,6.399304389953613,11.096271514892578,14.062332153320312,107.56709289550781,13.283432006835938,utils,107.56709289550781
celery\celery\app\base.py,130.4798126220703,143.18653869628906,175.193115234375,38.84507751464844,77.96460723876953,125.31250762939453,160.3130645751953,117.90475463867188,57.537593841552734,144.56678771972656,bin,175.193115234375
celery\examples\django\demoapp\migrations\__init__.py,2.1747262477874756,0.17289286851882935,3.175642967224121,0.0,8.698939323425293,1.0009167194366455,1.0009167194366455,1.0009167194366455,1.17380952835083,1.17380952835083,contrib,8.698939323425293
celery\t\unit\app\test_builtins.py,80.38401794433594,66.92801666259766,24.600326538085938,6.582695960998535,14.88270092010498,2.858097553253174,12.926182746887207,4.21626091003418,12.560832977294922,85.48930358886719,worker,85.48930358886719
celery\t\smoke\tests\test_consumer.py,73.91754150390625,52.919063568115234,40.547855377197266,116.85763549804688,15.480788230895996,4.482551097869873,17.441347122192383,11.034096717834473,14.251376152038574,112.58706665039062,concurrency,116.85763549804688
celery\examples\eventlet\celeryconfig.py,10.20240592956543,10.51463508605957,15.314539909362793,6.261045932769775,5.479243755340576,8.298107147216797,10.184259414672852,2.7574429512023926,7.089153289794922,91.75376892089844,worker,91.75376892089844
celery\t\smoke\operations\task_termination.py,46.21415328979492,3.264859676361084,11.176456451416016,3.264859676361084,4.320005893707275,2.9188385009765625,7.816128253936768,2.63327956199646,9.396502494812012,79.22401428222656,worker,79.22401428222656
celery\celery\security\__init__.py,66.41885375976562,7.0382866859436035,9.550520896911621,5.2231059074401855,5.97607421875,5.335748195648193,7.863415241241455,167.1992645263672,5.999154567718506,8.560630798339844,security,167.1992645263672
celery\t\unit\contrib\proj\__init__.py,3.4749231338500977,0.17289286851882935,3.175642967224121,0.6683458685874939,99.88346099853516,1.0009167194366455,1.0009167194366455,1.0009167194366455,1.17380952835083,2.4740066528320312,contrib,99.88346099853516
celery\t\unit\utils\test_annotations.py,20.848968505859375,8.783777236938477,10.984557151794434,11.502004623413086,20.50145721435547,1.8057551383972168,5.139993667602539,8.097550392150879,82.16907501220703,6.825082302093506,utils,82.16907501220703
celery\celery\app\amqp.py,84.95255279541016,24.944293975830078,103.5781021118164,15.906904220581055,12.488829612731934,123.30662536621094,58.25136184692383,10.999643325805664,16.245498657226562,11.560663223266602,events,123.30662536621094
celery\examples\quorum-queues\myapp.py,85.79902648925781,15.576810836791992,36.84172058105469,93.4615707397461,55.11870574951172,8.377250671386719,15.512476921081543,5.801678657531738,11.652366638183594,107.40825653076172,worker,107.40825653076172
celery\celery\loaders\base.py,88.75777435302734,105.52171325683594,46.90740203857422,20.651317596435547,16.95277976989746,7.135865688323975,129.3829345703125,9.387941360473633,29.525842666625977,94.17019653320312,loaders,129.3829345703125
celery\t\unit\contrib\test_worker.py,90.23110961914062,55.27300262451172,25.58754539489746,27.0424861907959,129.6972198486328,47.387535095214844,20.495206832885742,8.944947242736816,22.116727828979492,106.2454833984375,contrib,129.6972198486328
celery\t\unit\app\test_amqp.py,98.16624450683594,15.863338470458984,89.37079620361328,16.063093185424805,18.394969940185547,68.73530578613281,51.977622985839844,17.140737533569336,14.173420906066895,81.74496459960938,app,98.16624450683594
celery\celery\bin\graph.py,80.75646209716797,60.21208572387695,119.2711181640625,95.54337310791016,39.87458801269531,10.623767852783203,7.886900901794434,3.687481641769409,47.830711364746094,140.71701049804688,worker,140.71701049804688
celery\celery\worker\__init__.py,2.1751673221588135,0.1730874627828598,7.3705220222473145,0.0,1.6904367208480835,2.7755038738250732,2.7755038738250732,1.001039981842041,2.948591470718384,68.603759765625,worker,68.603759765625
celery\t\unit\utils\test_sysinfo.py,12.017834663391113,10.546367645263672,8.759779930114746,10.358475685119629,10.58968734741211,6.06519889831543,7.940881252288818,4.6565937995910645,89.977783203125,13.356009483337402,utils,89.977783203125
celery\t\unit\events\test_snapshot.py,64.77285766601562,1.6798256635665894,31.359281539916992,2.1807103157043457,8.099653244018555,118.54391479492188,7.6361589431762695,1.7469075918197632,13.13399600982666,4.872970104217529,events,118.54391479492188
celery\t\unit\worker\__init__.py,2.1749229431152344,0.1730874627828598,7.370155334472656,0.0,1.6903144121170044,2.775381565093994,2.775381565093994,1.000917673110962,2.9484691619873047,68.6036376953125,worker,68.6036376953125
celery\t\unit\contrib\test_migrate.py,101.66194152832031,12.50328540802002,85.16582489013672,9.383407592773438,120.95289611816406,18.19451904296875,45.87595748901367,19.848520278930664,13.1068115234375,18.52511978149414,contrib,120.95289611816406
celery\examples\pydantic\__init__.py,2.1751198768615723,0.1732824742794037,3.1760387420654297,0.0,1.174201250076294,1.0009187459945679,1.0009187459945679,1.0009187459945679,1.174201250076294,1.174201250076294,bin,3.1760387420654297
celery\t\unit\utils\test_pickle.py,9.665705680847168,3.377521514892578,5.8783416748046875,5.364287376403809,5.851470947265625,4.865594863891602,42.18398666381836,7.142215728759766,84.49069213867188,5.4210991859436035,utils,84.49069213867188
celery\celery\result.py,93.55917358398438,93.8914794921875,29.331409454345703,15.944077491760254,56.0580940246582,25.99555015563965,51.713253021240234,13.835556983947754,20.284542083740234,94.784423828125,worker,94.784423828125
celery\celery\utils\text.py,20.89270782470703,9.246110916137695,28.1971492767334,14.573827743530273,11.496066093444824,9.031975746154785,12.146513938903809,9.453913688659668,84.32598876953125,13.728300094604492,utils,84.32598876953125
celery\t\unit\backends\test_elasticsearch.py,81.85836029052734,157.19735717773438,25.87769317626953,69.1446533203125,17.95777702331543,17.284025192260742,25.981319427490234,17.909950256347656,23.17568588256836,24.477937698364258,backends,157.19735717773438
celery\t\benchmarks\bench_worker.py,88.79043579101562,46.52151107788086,36.639991760253906,103.40269470214844,11.389084815979004,13.286314964294434,21.177846908569336,10.197875022888184,26.063390731811523,130.05886840820312,worker,130.05886840820312
celery\celery\apps\worker.py,107.35723114013672,50.56955337524414,79.3183822631836,128.65516662597656,43.12383270263672,120.52674102783203,150.9593963623047,21.712411880493164,37.04508590698242,101.10492706298828,loaders,150.9593963623047
celery\t\unit\contrib\proj\conf.py,7.788137912750244,0.6495499610900879,6.181581974029541,1.811034083366394,125.54502868652344,3.318662166595459,2.1598434448242188,2.4899144172668457,6.189376354217529,4.242021560668945,contrib,125.54502868652344
celery\celery\contrib\testing\manager.py,82.21031188964844,67.96746063232422,63.45072937011719,8.007719993591309,134.9822998046875,17.7567195892334,14.91342830657959,6.1615424156188965,69.47732543945312,88.70670318603516,contrib,134.9822998046875
celery\celery\events\__init__.py,5.904025077819824,0.17192651331424713,6.9050612449646,2.253384590148926,1.1729625463485718,150.35826110839844,1.0010359287261963,1.0010359287261963,4.902989387512207,1.1729625463485718,events,150.35826110839844
celery\t\unit\events\test_dumper.py,17.095176696777344,11.226040840148926,68.42816925048828,7.553897857666016,7.5969157218933105,148.9712677001953,13.797009468078613,3.390443801879883,11.20329475402832,110.05203247070312,events,148.9712677001953
celery\t\unit\backends\test_cosmosdbsql.py,65.20097351074219,129.08831787109375,38.84505844116211,9.319217681884766,12.39349365234375,9.552559852600098,7.121840000152588,7.435190677642822,15.040138244628906,9.905985832214355,backends,129.08831787109375
celery\t\integration\test_worker.py,90.48959350585938,21.132423400878906,53.55908203125,107.04452514648438,73.78788757324219,7.787609577178955,22.000232696533203,12.528594970703125,20.29755210876465,109.5172348022461,worker,109.5172348022461
celery\t\smoke\signals.py,3.4809179306030273,1.1983305215835571,10.51198673248291,0.0,1.8700153827667236,4.867674827575684,7.723423480987549,1.0008533000946045,3.198622703552246,76.67403411865234,worker,76.67403411865234
celery\celery\contrib\abortable.py,6.670229434967041,60.55055236816406,7.775641441345215,3.8518598079681396,102.41344451904297,7.263492107391357,6.152881622314453,2.718299627304077,2.099011182785034,11.640737533569336,contrib,102.41344451904297
celery\celery\bin\amqp.py,72.72340393066406,10.612363815307617,138.22462463378906,7.641543865203857,3.7642173767089844,2.353090286254883,3.68584942817688,10.1993408203125,5.723652362823486,26.315649032592773,bin,138.22462463378906
celery\t\integration\test_canvas.py,91.20295715332031,87.76456451416016,42.97429275512695,18.98529052734375,24.64188003540039,13.335564613342285,59.750091552734375,20.26205062866211,52.44663619995117,34.359493255615234,app,91.20295715332031
celery\t\integration\test_serialization.py,64.29459381103516,54.628868103027344,38.222755432128906,9.770429611206055,13.91197681427002,4.840948104858398,8.311346054077148,18.125106811523438,16.963180541992188,122.58683776855469,worker,122.58683776855469
celery\celery\app\__init__.py,77.35347747802734,7.087092399597168,56.45408248901367,10.819965362548828,8.82267951965332,8.602446556091309,10.722269058227539,5.403532981872559,12.101860046386719,14.818278312683105,app,77.35347747802734
celery\celery\canvas.py,89.1535415649414,56.21343994140625,53.301109313964844,18.04268455505371,26.749034881591797,10.748468399047852,69.52136993408203,8.966230392456055,15.03980827331543,69.00232696533203,app,89.1535415649414
celery\celery\platforms.py,80.33306884765625,15.887068748474121,78.00044250488281,16.264707565307617,16.288015365600586,15.688864707946777,11.681108474731445,129.01773071289062,57.372314453125,58.9243278503418,security,129.01773071289062
celery\celery\fixups\django.py,99.3218002319336,40.995025634765625,33.83586120605469,33.98879623413086,103.1927719116211,17.156902313232422,67.69054412841797,12.449296951293945,113.92745208740234,117.04988861083984,worker,117.04988861083984
celery\celery\app\log.py,72.93506622314453,9.52282428741455,15.840535163879395,9.15634536743164,11.49039363861084,13.649222373962402,58.422298431396484,7.2368245124816895,16.29642105102539,78.36946868896484,worker,78.36946868896484
celery\t\unit\bin\proj\app_with_custom_cmds.py,61.82081985473633,4.17384147644043,120.85433959960938,3.724888563156128,56.805816650390625,9.222723007202148,3.0763683319091797,1.0010097026824951,6.377114772796631,72.3309326171875,bin,120.85433959960938
celery\t\unit\tasks\__init__.py,5.049956321716309,3.0481209754943848,7.780068874359131,2.8750336170196533,2.7573609352111816,1.000917673110962,5.3134684562683105,2.438434600830078,1.174005150794983,5.632394790649414,bin,7.780068874359131
celery\t\unit\utils\test_dispatcher.py,18.652395248413086,11.847902297973633,21.615549087524414,2.0743539333343506,6.259504318237305,8.729745864868164,3.0612056255340576,2.630333185195923,106.11616516113281,4.749403476715088,utils,106.11616516113281
celery\t\unit\bin\test_daemonization.py,57.48062515258789,2.1151909828186035,143.80978393554688,3.348618984222412,8.951770782470703,95.64512634277344,6.45865535736084,2.554262399673462,9.10094165802002,68.41944885253906,bin,143.80978393554688
celery\celery\contrib\django\__init__.py,3.476827621459961,0.1730874627828598,3.1762073040008545,0.0,103.00785064697266,1.001039981842041,1.001039981842041,1.001039981842041,1.174127459526062,2.47578763961792,contrib,103.00785064697266
celery\celery\worker\consumer\events.py,62.55972671508789,6.28558349609375,43.64101028442383,7.497974395751953,3.4643115997314453,204.74830627441406,10.746793746948242,2.6806414127349854,9.439458847045898,83.09141540527344,events,204.74830627441406
celery\celery\contrib\__init__.py,3.4784905910491943,0.1732824742794037,3.1764042377471924,0.0,100.02753448486328,1.0010405778884888,1.0010405778884888,1.0010405778884888,1.1743230819702148,2.477449893951416,contrib,100.02753448486328
celery\t\unit\utils\test_utils.py,3.865323066711426,6.873101711273193,29.423599243164062,1.2040177583694458,8.024652481079102,1.000842809677124,3.299715280532837,1.6028516292572021,92.16187286376953,3.895901679992676,utils,92.16187286376953
celery\t\unit\utils\test_threads.py,5.761001110076904,3.1779491901397705,35.424922943115234,6.051555633544922,10.38762092590332,7.670007705688477,3.5685431957244873,1.6582354307174683,94.860107421875,6.315659523010254,utils,94.860107421875
celery\t\unit\contrib\django\__init__.py,3.4749231338500977,0.17289286851882935,3.175642967224121,0.0,102.93352508544922,1.0009167194366455,1.0009167194366455,1.0009167194366455,1.17380952835083,2.4740066528320312,contrib,102.93352508544922
celery\t\unit\concurrency\test_concurrency.py,60.04939270019531,14.82990550994873,47.482295989990234,200.85540771484375,14.652116775512695,92.95938110351562,11.065587997436523,4.937704563140869,21.953786849975586,54.32794952392578,concurrency,200.85540771484375
celery\celery\app\autoretry.py,66.27713012695312,9.940775871276855,11.737302780151367,5.972074508666992,3.734029531478882,1.000950813293457,6.6770243644714355,2.7441463470458984,7.0193328857421875,11.232583045959473,app,66.27713012695312
celery\celery\app\events.py,65.4586410522461,7.403678894042969,11.329673767089844,6.200987339019775,1.160722017288208,116.50914001464844,1.0011072158813477,1.0011072158813477,5.678181171417236,3.927671432495117,events,116.50914001464844
celery\t\smoke\tests\quorum_queues\test_qos.py,77.33204650878906,22.917240142822266,34.4478759765625,105.4373779296875,15.90445327758789,6.027828693389893,13.336688041687012,8.065722465515137,8.829357147216797,107.46483612060547,worker,107.46483612060547
celery\celery\events\receiver.py,79.98609924316406,6.838585376739502,24.79283905029297,6.357758522033691,38.32109069824219,149.5164337158203,11.045233726501465,8.81914234161377,11.565918922424316,71.3255844116211,events,149.5164337158203
celery\t\unit\app\test_beat.py,98.96575927734375,55.12675094604492,89.65384674072266,14.992560386657715,22.804597854614258,32.52768325805664,32.09326934814453,10.144749641418457,27.356590270996094,20.367908477783203,app,98.96575927734375
celery\t\unit\app\__init__.py,53.6331787109375,0.4865780472755432,3.1758406162261963,0.0,1.174005150794983,1.000917673110962,1.000917673110962,1.000917673110962,2.6442410945892334,1.174005150794983,app,53.6331787109375
celery\t\unit\backends\test_database.py,90.47683715820312,161.3484649658203,141.81446838378906,26.392528533935547,22.404508590698242,45.83689498901367,28.26913070678711,10.14522647857666,22.383296966552734,122.7610855102539,backends,161.3484649658203
celery\t\unit\worker\test_state.py,32.219078063964844,14.62645149230957,86.0842056274414,15.010075569152832,20.386777877807617,14.963560104370117,51.345985412597656,7.610642433166504,23.139881134033203,96.79182434082031,worker,96.79182434082031
celery\t\unit\apps\test_multi.py,72.02336120605469,8.049509048461914,64.18740844726562,8.290618896484375,11.701446533203125,15.329093933105469,14.534002304077148,3.8984932899475098,41.465511322021484,76.01008605957031,worker,76.01008605957031
celery\examples\stamping\revoke_example.py,7.645851135253906,12.257043838500977,9.519235610961914,6.054080963134766,6.106970310211182,5.4536566734313965,59.25789260864258,2.974327325820923,3.6766557693481445,8.390815734863281,loaders,59.25789260864258
celery\celery\backends\gcs.py,73.8426513671875,140.33993530273438,46.73967361450195,15.535961151123047,14.784785270690918,14.80492877960205,14.978943824768066,15.645169258117676,18.613466262817383,19.129934310913086,backends,140.33993530273438
celery\celery\utils\debug.py,47.85832214355469,3.1118412017822266,35.472930908203125,4.857506275177002,4.829988956451416,13.360763549804688,6.742027282714844,3.376588821411133,114.72486877441406,5.427413463592529,utils,114.72486877441406
celery\t\unit\test_canvas.py,62.3323974609375,11.426837921142578,13.536529541015625,10.894063949584961,7.288515090942383,2.593533754348755,9.059514045715332,3.8253514766693115,7.00091552734375,69.40943908691406,worker,69.40943908691406
celery\celery\concurrency\base.py,84.16907501220703,20.053237915039062,21.20399284362793,124.94866180419922,8.432623863220215,54.469871520996094,17.430997848510742,6.918948173522949,21.775348663330078,61.795799255371094,concurrency,124.94866180419922
celery\examples\gevent\celeryconfig.py,11.928906440734863,50.64078903198242,11.450231552124023,5.261174201965332,4.97969388961792,39.757835388183594,8.436878204345703,2.759108543395996,7.225526332855225,24.592378616333008,backends,50.64078903198242
celery\t\unit\backends\test_rpc.py,86.88379669189453,123.4136962890625,67.23873901367188,17.001279830932617,15.127470016479492,118.48358154296875,13.785197257995605,5.772022724151611,51.13932800292969,70.68566131591797,backends,123.4136962890625
celery\examples\next-steps\proj\tasks.py,65.92337799072266,4.593899726867676,9.640050888061523,4.8792338371276855,4.3400797843933105,1.0008964538574219,7.339272499084473,3.1136884689331055,3.2415921688079834,7.310400009155273,app,65.92337799072266
celery\celery\_state.py,86.62677001953125,12.349384307861328,19.424898147583008,9.048933982849121,4.939592361450195,11.709478378295898,63.29182052612305,5.138435363769531,33.321414947509766,80.99272155761719,app,86.62677001953125
celery\t\smoke\conftest.py,78.66934204101562,60.26976013183594,117.05391693115234,13.038345336914062,57.119178771972656,5.6520843505859375,11.305208206176758,5.948626518249512,14.531607627868652,126.66687774658203,worker,126.66687774658203
celery\t\unit\bin\proj\daemon.py,58.03758239746094,0.837730884552002,106.773193359375,0.751517653465271,1.001030683517456,1.001030683517456,1.4028778076171875,1.001030683517456,3.1707022190093994,1.001030683517456,bin,106.773193359375
celery\celery\worker\consumer\tasks.py,74.41674041748047,17.051164627075195,28.271360397338867,100.54497528076172,12.40878677368164,11.100157737731934,13.025074005126953,10.434438705444336,8.753106117248535,112.97872924804688,worker,112.97872924804688
celery\t\unit\contrib\test_pytest.py,47.597042083740234,7.471711158752441,10.749439239501953,3.223703384399414,105.05268096923828,5.454193115234375,6.52822732925415,3.584557056427002,7.478152751922607,26.988767623901367,contrib,105.05268096923828
celery\t\unit\worker\test_request.py,105.84188079833984,83.54423522949219,65.9573974609375,27.689186096191406,24.507675170898438,179.4588165283203,85.85438537597656,19.127065658569336,42.210689544677734,113.41293334960938,events,179.4588165283203
