file_path,app,backends,bin,concurrency,contrib,fixups,loaders,security,utils,worker,best_module,best_likelihood
celery\t\smoke\tests\failover\test_worker_failover.py,68.45877075195312,13.568044662475586,17.85654067993164,4.4735517501831055,10.917149543762207,1.6707584857940674,10.606719970703125,3.6293857097625732,8.688825607299805,100.07393646240234,worker,100.07393646240234
celery\t\unit\bin\test_control.py,74.02294158935547,15.05566120147705,152.41270446777344,8.973755836486816,73.38980102539062,4.42922830581665,9.625455856323242,9.061524391174316,18.434831619262695,103.54861450195312,bin,152.41270446777344
celery\t\smoke\tests\test_control.py,65.00064849853516,4.009177207946777,15.619939804077148,2.338205099105835,63.819034576416016,4.681131362915039,8.302180290222168,2.734604597091675,7.953125953674316,83.82894134521484,worker,83.82894134521484
celery\celery\bin\control.py,65.25102233886719,6.129348278045654,123.27204895019531,7.323755741119385,67.90047454833984,3.5887374877929688,5.160031795501709,7.650800704956055,13.33290958404541,14.480916976928711,bin,123.27204895019531
celery\celery\fixups\__init__.py,2.175363779067993,0.1732824742794037,3.1764042377471924,0.0,1.1743230819702148,141.2556610107422,1.0010405778884888,1.0010405778884888,1.1743230819702148,1.1743230819702148,fixups,141.2556610107422
celery\celery\app\builtins.py,80.57823181152344,70.39875793457031,100.5760269165039,12.1692476272583,13.815652847290039,2.503117084503174,15.79422378540039,12.499717712402344,16.860502243041992,74.3045654296875,bin,100.5760269165039
celery\extra\release\sphinx2rst_config.py,3.3413774967193604,3.0122532844543457,5.875736236572266,0.0,43.48907470703125,1.842539668083191,5.7536540031433105,1.4872634410858154,9.781484603881836,4.419337272644043,contrib,43.48907470703125
celery\t\unit\utils\__init__.py,2.1749229431152344,0.1730874627828598,3.1758406162261963,0.0,1.174005150794983,1.000917673110962,1.000917673110962,1.000917673110962,86.98430633544922,1.174005150794983,utils,86.98430633544922
celery\celery\worker\request.py,95.85001373291016,65.46790313720703,38.1897087097168,21.71905517578125,14.783961296081543,5.6544976234436035,90.46670532226562,12.825353622436523,26.09683609008789,100.60222625732422,worker,100.60222625732422
celery\celery\backends\arangodb.py,61.579158782958984,134.0509490966797,44.91804885864258,4.356913089752197,9.582542419433594,2.4559404850006104,7.942149639129639,5.624064922332764,9.11584186553955,9.366186141967773,backends,134.0509490966797
celery\celery\security\certificate.py,9.635464668273926,44.7244873046875,28.555843353271484,6.8189568519592285,8.80343246459961,2.3772366046905518,3.211519718170166,129.538330078125,8.269526481628418,3.4166133403778076,security,129.538330078125
celery\t\unit\worker\test_revoke.py,8.261507034301758,0.8943931460380554,10.715656280517578,2.197683811187744,6.803341388702393,1.0008975267410278,3.7868316173553467,1.343737006187439,3.7641406059265137,72.25059509277344,worker,72.25059509277344
celery\celery\beat.py,90.55487060546875,66.36307525634766,85.49047088623047,18.7081298828125,27.347694396972656,8.576262474060059,19.464881896972656,15.921978950500488,27.021337509155273,28.81879425048828,app,90.55487060546875
celery\celery\utils\deprecated.py,8.858163833618164,4.587252140045166,31.999717712402344,8.00938606262207,5.873078346252441,4.146170616149902,6.61033296585083,3.4543395042419434,89.09191131591797,6.89190673828125,utils,89.09191131591797
celery\t\unit\app\test_annotations.py,73.18824005126953,7.33542537689209,7.461136817932129,5.399666786193848,6.711045265197754,1.5179526805877686,6.938502788543701,3.497180461883545,7.819087505340576,5.976185321807861,app,73.18824005126953
celery\celery\contrib\testing\worker.py,80.421630859375,16.801488876342773,35.02244567871094,148.48133850097656,101.83519744873047,6.311307907104492,31.476762771606445,9.35832691192627,25.737245559692383,113.66741180419922,concurrency,148.48133850097656
celery\t\unit\bin\proj\daemon_config.py,7.036020755767822,1.572063684463501,144.16709899902344,3.193419933319092,6.244513511657715,1.000842809677124,6.035449028015137,1.6911702156066895,7.511430263519287,77.12705993652344,bin,144.16709899902344
celery\t\unit\worker\test_consumer.py,114.73869323730469,31.726699829101562,136.5435333251953,105.01824188232422,35.557029724121094,14.281240463256836,40.0877571105957,18.034990310668945,32.51598358154297,153.86256408691406,worker,153.86256408691406
celery\celery\app\utils.py,95.42735290527344,75.31494140625,69.11878967285156,15.111189842224121,51.73542022705078,8.730238914489746,71.76374816894531,15.395000457763672,88.92662048339844,40.23921585083008,app,95.42735290527344
celery\docs\conf.py,83.08036041259766,62.55129623413086,123.63526916503906,106.37718200683594,140.8267364501953,130.6173858642578,20.732646942138672,8.429145812988281,108.94815826416016,106.8929214477539,contrib,140.8267364501953
celery\celery\backends\redis.py,81.8503189086914,144.3008575439453,115.43109130859375,19.96904182434082,21.399106979370117,4.920734405517578,13.628568649291992,24.993751525878906,21.827335357666016,20.697431564331055,backends,144.3008575439453
celery\t\unit\backends\test_arangodb.py,70.46062469482422,148.06399536132812,49.05295181274414,11.536703109741211,17.33275604248047,5.738365650177002,43.09938430786133,9.018799781799316,16.177082061767578,14.848146438598633,backends,148.06399536132812
celery\t\unit\worker\test_components.py,16.407541275024414,14.757210731506348,23.789098739624023,26.512821197509766,14.49068546295166,4.422150135040283,13.338563919067383,5.7331013679504395,16.571496963500977,85.92394256591797,worker,85.92394256591797
celery\docs\_ext\celerydocs.py,103.22007751464844,117.54010009765625,53.54640579223633,23.885894775390625,64.96429443359375,111.58094787597656,132.4359893798828,106.11162567138672,105.57240295410156,91.45095825195312,loaders,132.4359893798828
celery\examples\django\demoapp\models.py,5.913576126098633,1.9558794498443604,5.312793731689453,11.44493293762207,7.103460788726807,5.988580226898193,4.4258575439453125,2.9567878246307373,6.622986793518066,4.912667274475098,concurrency,11.44493293762207
celery\examples\django\manage.py,7.381847381591797,2.879523754119873,25.323787689208984,7.212123394012451,7.861568450927734,8.302495956420898,6.613064765930176,3.7281649112701416,11.43820858001709,7.024145126342773,bin,25.323787689208984
celery\t\integration\__init__.py,2.1751198768615723,0.1732824742794037,3.1760387420654297,3.2024028301239014,6.378788471221924,3.003103017807007,1.0009187459945679,1.0009187459945679,1.174201250076294,1.174201250076294,contrib,6.378788471221924
celery\examples\django\demoapp\migrations\0001_initial.py,9.372000694274902,5.400670051574707,5.318309307098389,12.204050064086914,16.428546905517578,5.955783367156982,4.366098403930664,7.976659297943115,5.700843811035156,4.020007133483887,contrib,16.428546905517578
celery\t\unit\utils\test_imports.py,74.32612609863281,15.270923614501953,106.95738983154297,17.83475112915039,21.65596580505371,10.562335014343262,22.082700729370117,8.74411392211914,114.33955383300781,77.34304809570312,utils,114.33955383300781
celery\t\unit\utils\test_serialization.py,15.15234661102295,9.673123359680176,52.00201416015625,15.082697868347168,14.793906211853027,5.471526622772217,11.096271514892578,14.062332153320312,107.56709289550781,13.283432006835938,utils,107.56709289550781
celery\celery\app\base.py,130.11602783203125,143.63157653808594,176.0736083984375,38.71531295776367,77.23725891113281,226.3844451904297,160.3130645751953,117.90475463867188,56.218746185302734,144.0419464111328,fixups,226.3844451904297
celery\examples\django\demoapp\migrations\__init__.py,2.1747262477874756,0.17289286851882935,3.175642967224121,0.0,8.698939323425293,4.050981044769287,1.0009167194366455,1.0009167194366455,1.17380952835083,1.17380952835083,contrib,8.698939323425293
celery\t\unit\app\test_builtins.py,80.38401794433594,66.92801666259766,24.600326538085938,6.582695960998535,14.88270092010498,2.0221738815307617,12.926182746887207,4.21626091003418,12.112812042236328,85.48930358886719,worker,85.48930358886719
celery\t\smoke\tests\test_consumer.py,73.91754150390625,52.919063568115234,40.547855377197266,116.85763549804688,15.480788230895996,1.4811640977859497,17.441347122192383,11.034096717834473,14.251376152038574,112.58706665039062,concurrency,116.85763549804688
celery\examples\eventlet\celeryconfig.py,10.20240592956543,10.51463508605957,15.314539909362793,6.261045932769775,5.479243755340576,1.000894546508789,10.184259414672852,2.7574429512023926,7.089153289794922,91.75376892089844,worker,91.75376892089844
celery\t\smoke\operations\task_termination.py,46.21415328979492,3.264859676361084,11.176456451416016,3.264859676361084,4.320005893707275,2.6012613773345947,7.816128253936768,2.63327956199646,9.396502494812012,79.22401428222656,worker,79.22401428222656
celery\celery\security\__init__.py,64.93543243408203,7.0382866859436035,11.291833877563477,5.2231059074401855,4.492656230926514,2.313894033432007,7.863415241241455,167.1992645263672,5.999154567718506,7.077213287353516,security,167.1992645263672
celery\t\unit\contrib\proj\__init__.py,3.4749231338500977,0.17289286851882935,3.175642967224121,0.6683458685874939,99.88346099853516,1.0009167194366455,1.0009167194366455,1.0009167194366455,1.17380952835083,2.4740066528320312,contrib,99.88346099853516
celery\t\unit\utils\test_annotations.py,20.848968505859375,8.783777236938477,10.984557151794434,11.502004623413086,20.50145721435547,4.891202926635742,5.139993667602539,8.097550392150879,81.6371078491211,6.825082302093506,utils,81.6371078491211
celery\celery\app\amqp.py,84.95255279541016,24.944293975830078,103.5781021118164,15.906904220581055,11.988913536071777,2.343189239501953,58.25136184692383,10.999643325805664,16.245498657226562,11.560663223266602,bin,103.5781021118164
celery\examples\quorum-queues\myapp.py,85.79902648925781,14.9393892288208,36.84172058105469,93.4615707397461,55.11870574951172,2.2390570640563965,15.512476921081543,5.801678657531738,10.560908317565918,107.40825653076172,worker,107.40825653076172
celery\celery\loaders\base.py,88.75777435302734,105.52171325683594,46.90740203857422,20.651317596435547,16.95277976989746,9.055730819702148,129.3829345703125,9.387941360473633,29.525842666625977,94.17019653320312,loaders,129.3829345703125
celery\t\unit\contrib\test_worker.py,90.94786834716797,55.989768981933594,25.58754539489746,27.88677978515625,129.6972198486328,5.0048956871032715,20.495206832885742,8.944947242736816,22.116727828979492,106.2454833984375,contrib,129.6972198486328
celery\t\unit\app\test_amqp.py,98.16624450683594,15.863338470458984,89.37079620361328,16.7567138671875,18.074480056762695,3.229696035385132,51.977622985839844,17.140737533569336,14.173420906066895,81.74496459960938,app,98.16624450683594
celery\celery\bin\graph.py,80.75646209716797,60.21208572387695,120.56053924560547,95.54337310791016,39.87458801269531,2.7817461490631104,7.886900901794434,3.687481641769409,47.191993713378906,140.71701049804688,worker,140.71701049804688
celery\celery\worker\__init__.py,2.1751673221588135,0.1730874627828598,7.3705220222473145,0.0,1.6904367208480835,1.001039981842041,2.7755038738250732,1.001039981842041,2.948591470718384,68.603759765625,worker,68.603759765625
celery\t\unit\utils\test_sysinfo.py,12.017834663391113,10.546367645263672,8.759779930114746,10.358475685119629,10.58968734741211,3.3119473457336426,7.940881252288818,4.6565937995910645,89.977783203125,13.356009483337402,utils,89.977783203125
celery\t\unit\events\test_snapshot.py,64.77285766601562,1.6798256635665894,31.359281539916992,2.1807103157043457,8.099653244018555,1.000884771347046,7.6361589431762695,1.7469075918197632,13.13399600982666,4.872970104217529,app,64.77285766601562
celery\t\unit\worker\__init__.py,2.1749229431152344,0.1730874627828598,7.370155334472656,0.0,1.6903144121170044,1.000917673110962,2.775381565093994,1.000917673110962,2.9484691619873047,68.6036376953125,worker,68.6036376953125
celery\t\unit\contrib\test_migrate.py,101.17070007324219,12.50328540802002,85.16582489013672,9.859684944152832,120.95289611816406,5.8833417892456055,45.87595748901367,19.848520278930664,12.594579696655273,18.52511978149414,contrib,120.95289611816406
celery\examples\pydantic\__init__.py,2.1751198768615723,0.1732824742794037,3.1760387420654297,0.0,1.174201250076294,1.0009187459945679,1.0009187459945679,1.0009187459945679,1.174201250076294,1.174201250076294,bin,3.1760387420654297
celery\t\unit\utils\test_pickle.py,9.665705680847168,3.377521514892578,5.8783416748046875,5.364287376403809,5.851470947265625,1.866201639175415,42.18398666381836,7.142215728759766,84.49069213867188,5.4210991859436035,utils,84.49069213867188
celery\celery\result.py,93.21625518798828,93.8914794921875,29.331409454345703,15.944077491760254,56.0580940246582,5.513605117797852,51.713253021240234,13.835556983947754,20.627458572387695,94.784423828125,worker,94.784423828125
celery\celery\utils\text.py,20.89270782470703,9.246110916137695,28.1971492767334,14.573827743530273,11.496066093444824,6.024065971374512,12.146513938903809,9.453913688659668,84.32598876953125,13.728300094604492,utils,84.32598876953125
celery\t\unit\backends\test_elasticsearch.py,81.90784454345703,157.55043029785156,25.87769317626953,69.1446533203125,17.95777702331543,7.3432440757751465,25.981319427490234,17.909950256347656,22.733980178833008,24.477937698364258,backends,157.55043029785156
celery\t\benchmarks\bench_worker.py,87.21070098876953,46.52151107788086,36.639991760253906,104.06561279296875,10.092859268188477,7.9651970863342285,21.177846908569336,10.197875022888184,23.683162689208984,129.12355041503906,worker,129.12355041503906
celery\celery\apps\worker.py,106.67975616455078,50.56955337524414,79.3183822631836,128.65516662597656,43.12383270263672,13.572097778320312,150.9593963623047,21.712411880493164,36.2956657409668,101.10492706298828,loaders,150.9593963623047
celery\t\unit\contrib\proj\conf.py,7.136608600616455,0.6495499610900879,6.181581974029541,1.811034083366394,125.54502868652344,4.05340576171875,2.1598434448242188,2.4899144172668457,5.351695537567139,4.242021560668945,contrib,125.54502868652344
celery\celery\contrib\testing\manager.py,81.52896118164062,67.96746063232422,63.45072937011719,8.007719993591309,134.9822998046875,6.738900661468506,14.91342830657959,6.1615424156188965,69.202392578125,88.70670318603516,contrib,134.9822998046875
celery\celery\events\__init__.py,5.904025077819824,0.17192651331424713,6.9050612449646,2.253384590148926,1.1729625463485718,1.0010359287261963,1.0010359287261963,1.0010359287261963,4.902989387512207,1.1729625463485718,bin,6.9050612449646
celery\t\unit\events\test_dumper.py,17.095176696777344,11.226040840148926,68.42816925048828,7.990819454193115,7.5969157218933105,1.7612000703811646,13.797009468078613,3.390443801879883,11.20329475402832,110.05203247070312,worker,110.05203247070312
celery\t\unit\backends\test_cosmosdbsql.py,66.28620147705078,130.17355346679688,38.84505844116211,9.319217681884766,12.39349365234375,4.735379695892334,7.121840000152588,7.435190677642822,14.522042274475098,9.905985832214355,backends,130.17355346679688
celery\t\integration\test_worker.py,90.48959350585938,21.132423400878906,53.55908203125,108.06519317626953,73.78788757324219,69.85879516601562,22.000232696533203,12.528594970703125,20.29755210876465,109.5172348022461,worker,109.5172348022461
celery\t\smoke\signals.py,3.4809179306030273,1.1983305215835571,10.51198673248291,0.0,1.8700153827667236,1.0008533000946045,7.723423480987549,1.0008533000946045,3.198622703552246,76.67403411865234,worker,76.67403411865234
celery\celery\contrib\abortable.py,6.670229434967041,59.73772430419922,7.775641441345215,3.8518598079681396,102.41344451904297,1.00100839138031,6.152881622314453,2.718299627304077,2.099011182785034,11.640737533569336,contrib,102.41344451904297
celery\celery\bin\amqp.py,72.32274627685547,10.612363815307617,138.22462463378906,7.641543865203857,3.7642173767089844,1.0006924867630005,3.68584942817688,10.1993408203125,5.723652362823486,26.315649032592773,bin,138.22462463378906
celery\t\integration\test_canvas.py,90.8930892944336,87.76456451416016,42.81766128540039,19.020099639892578,24.508975982666016,9.596009254455566,59.750091552734375,20.26205062866211,51.74829864501953,34.282958984375,app,90.8930892944336
celery\t\integration\test_serialization.py,64.29459381103516,54.628868103027344,39.18638229370117,9.770429611206055,13.91197681427002,5.601332187652588,8.311346054077148,18.125106811523438,16.20388412475586,122.58683776855469,worker,122.58683776855469
celery\celery\app\__init__.py,77.35347747802734,7.087092399597168,56.45408248901367,10.819965362548828,8.82267951965332,3.274966239929199,10.722269058227539,5.403532981872559,12.101860046386719,14.818278312683105,app,77.35347747802734
celery\celery\canvas.py,89.1535415649414,56.21343994140625,53.301109313964844,18.04268455505371,26.749034881591797,6.618106842041016,69.52136993408203,8.966230392456055,14.46849250793457,69.00232696533203,app,89.1535415649414
celery\celery\platforms.py,78.99771118164062,15.242496490478516,77.1042251586914,16.264707565307617,15.995092391967773,8.178741455078125,11.681108474731445,129.01773071289062,55.364601135253906,58.9243278503418,security,129.01773071289062
celery\celery\fixups\django.py,99.58103942871094,40.995025634765625,33.83586120605469,33.98879623413086,104.39702606201172,220.56240844726562,67.69054412841797,12.449296951293945,113.92745208740234,118.254150390625,fixups,220.56240844726562
celery\celery\app\log.py,72.3604736328125,9.52282428741455,15.840535163879395,9.15634536743164,11.49039363861084,4.1036787033081055,58.422298431396484,7.2368245124816895,15.557657241821289,78.36946868896484,worker,78.36946868896484
celery\t\unit\bin\proj\app_with_custom_cmds.py,61.82081985473633,4.17384147644043,120.85433959960938,3.724888563156128,56.805816650390625,2.900468349456787,3.0763683319091797,1.0010097026824951,6.377114772796631,72.3309326171875,bin,120.85433959960938
celery\t\unit\tasks\__init__.py,5.049956321716309,3.0481209754943848,7.780068874359131,2.8750336170196533,2.7573609352111816,1.000917673110962,5.3134684562683105,2.438434600830078,1.174005150794983,5.632394790649414,bin,7.780068874359131
celery\t\unit\utils\test_dispatcher.py,19.074872970581055,11.847902297973633,21.615549087524414,2.0743539333343506,6.259504318237305,3.167820692062378,3.0612056255340576,2.630333185195923,106.11616516113281,4.749403476715088,utils,106.11616516113281
celery\t\unit\bin\test_daemonization.py,57.48062515258789,2.1151909828186035,143.80978393554688,3.348618984222412,8.951770782470703,1.6436524391174316,6.45865535736084,2.554262399673462,9.10094165802002,68.41944885253906,bin,143.80978393554688
celery\celery\contrib\django\__init__.py,3.476827621459961,0.1730874627828598,3.1762073040008545,0.0,103.00785064697266,4.053411960601807,1.001039981842041,1.001039981842041,1.174127459526062,2.47578763961792,contrib,103.00785064697266
celery\celery\worker\consumer\events.py,61.67945861816406,6.28558349609375,43.64101028442383,7.497974395751953,3.4643115997314453,1.5627402067184448,10.746793746948242,2.6806414127349854,9.439458847045898,83.09141540527344,worker,83.09141540527344
celery\celery\contrib\__init__.py,3.4784905910491943,0.1732824742794037,3.1764042377471924,0.0,100.02753448486328,1.0010405778884888,1.0010405778884888,1.0010405778884888,1.1743230819702148,2.477449893951416,contrib,100.02753448486328
celery\t\unit\utils\test_utils.py,3.865323066711426,6.873101711273193,29.423599243164062,1.2040177583694458,8.024652481079102,1.000842809677124,3.299715280532837,1.6028516292572021,92.16187286376953,3.895901679992676,utils,92.16187286376953
celery\t\unit\utils\test_threads.py,5.761001110076904,3.1779491901397705,35.424922943115234,6.527667045593262,10.38762092590332,1.4942365884780884,3.5685431957244873,1.6582354307174683,94.27316284179688,6.315659523010254,utils,94.27316284179688
celery\t\unit\contrib\django\__init__.py,3.4749231338500977,0.17289286851882935,3.175642967224121,0.0,102.93352508544922,4.050981044769287,1.0009167194366455,1.0009167194366455,1.17380952835083,2.4740066528320312,contrib,102.93352508544922
celery\t\unit\concurrency\test_concurrency.py,59.17940139770508,14.82990550994873,47.482295989990234,201.62551879882812,14.652116775512695,5.378007411956787,11.065587997436523,4.937704563140869,21.12958335876465,54.32794952392578,concurrency,201.62551879882812
celery\celery\app\autoretry.py,66.27713012695312,9.940775871276855,11.737302780151367,5.972074508666992,3.734029531478882,6.488495349884033,6.6770243644714355,2.7441463470458984,7.0193328857421875,11.232583045959473,app,66.27713012695312
celery\celery\app\events.py,65.4586410522461,7.403678894042969,11.329673767089844,6.200987339019775,1.160722017288208,1.0011072158813477,1.0011072158813477,1.0011072158813477,5.678181171417236,3.927671432495117,app,65.4586410522461
celery\t\smoke\tests\quorum_queues\test_qos.py,77.33204650878906,22.917240142822266,34.4478759765625,105.4373779296875,15.90445327758789,1.68956458568573,13.336688041687012,8.065722465515137,8.829357147216797,107.46483612060547,worker,107.46483612060547
celery\celery\events\receiver.py,79.98609924316406,6.838585376739502,25.81602668762207,6.357758522033691,38.32109069824219,1.9105007648468018,11.045233726501465,8.81914234161377,11.565918922424316,71.3255844116211,app,79.98609924316406
celery\t\unit\app\test_beat.py,98.56953430175781,55.12675094604492,90.80010223388672,15.596871376037598,22.804597854614258,6.897824764251709,32.09326934814453,10.144749641418457,26.161968231201172,20.367908477783203,app,98.56953430175781
celery\t\unit\app\__init__.py,53.6331787109375,0.4865780472755432,3.1758406162261963,0.0,1.174005150794983,1.000917673110962,1.000917673110962,1.000917673110962,2.6442410945892334,1.174005150794983,app,53.6331787109375
celery\t\unit\backends\test_database.py,89.90689849853516,161.3484649658203,141.46795654296875,27.19184112548828,22.2242488861084,11.911458969116211,28.26913070678711,10.14522647857666,21.607973098754883,122.7610855102539,backends,161.3484649658203
celery\t\unit\worker\test_state.py,31.477252960205078,14.62645149230957,86.0842056274414,15.442764282226562,20.386777877807617,10.355687141418457,51.345985412597656,7.610642433166504,22.67070770263672,96.79182434082031,worker,96.79182434082031
celery\t\unit\apps\test_multi.py,72.02336120605469,8.049509048461914,64.18740844726562,8.768085479736328,11.701446533203125,5.095932960510254,14.534002304077148,3.8984932899475098,40.2819709777832,76.01008605957031,worker,76.01008605957031
celery\examples\stamping\revoke_example.py,7.645851135253906,12.257043838500977,9.519235610961914,6.054080963134766,6.106970310211182,1.0008256435394287,59.25789260864258,2.974327325820923,3.6766557693481445,8.390815734863281,loaders,59.25789260864258
celery\celery\backends\gcs.py,73.61985778808594,139.88511657714844,46.73967361450195,15.535961151123047,14.784785270690918,14.138436317443848,14.978943824768066,15.645169258117676,17.60511589050293,19.129934310913086,backends,139.88511657714844
celery\celery\utils\debug.py,47.093414306640625,3.1118412017822266,35.18929672241211,4.857506275177002,4.829988956451416,4.9443254470825195,6.742027282714844,3.376588821411133,113.74140930175781,5.427413463592529,utils,113.74140930175781
celery\t\unit\test_canvas.py,62.3323974609375,11.426837921142578,14.528045654296875,11.310309410095215,7.288515090942383,1.000842809677124,9.059514045715332,3.8253514766693115,7.00091552734375,69.40943908691406,worker,69.40943908691406
celery\celery\concurrency\base.py,83.29363250732422,20.053237915039062,21.20399284362793,124.94866180419922,8.432623863220215,6.034953594207764,17.430997848510742,6.918948173522949,21.775348663330078,61.795799255371094,concurrency,124.94866180419922
celery\examples\gevent\celeryconfig.py,11.928906440734863,50.64078903198242,11.450231552124023,5.261174201965332,4.97969388961792,1.0008964538574219,8.436878204345703,2.759108543395996,7.225526332855225,24.592378616333008,backends,50.64078903198242
celery\t\unit\backends\test_rpc.py,86.3919448852539,123.4136962890625,67.77066040039062,17.001279830932617,15.127470016479492,3.4731814861297607,13.785197257995605,5.772022724151611,51.649253845214844,70.68566131591797,backends,123.4136962890625
celery\examples\next-steps\proj\tasks.py,65.92337799072266,4.593899726867676,9.640050888061523,4.8792338371276855,4.3400797843933105,1.0008964538574219,7.339272499084473,3.1136884689331055,3.2415921688079834,7.310400009155273,app,65.92337799072266
celery\celery\_state.py,85.98234558105469,12.349384307861328,19.424898147583008,9.048933982849121,4.939592361450195,119.555908203125,63.29182052612305,5.138435363769531,32.49287033081055,80.99272155761719,fixups,119.555908203125
celery\t\smoke\conftest.py,79.5466079711914,61.14702606201172,117.05391693115234,13.038345336914062,56.62607955932617,11.367206573486328,11.305208206176758,5.948626518249512,14.531607627868652,126.66687774658203,worker,126.66687774658203
celery\t\unit\bin\proj\daemon.py,58.03758239746094,0.837730884552002,106.773193359375,0.751517653465271,1.001030683517456,1.001030683517456,1.4028778076171875,1.001030683517456,3.1707022190093994,1.001030683517456,bin,106.773193359375
celery\celery\worker\consumer\tasks.py,73.83174133300781,16.387081146240234,27.43536949157715,100.54497528076172,12.40878677368164,3.5572867393493652,13.025074005126953,10.434438705444336,8.753106117248535,112.97872924804688,worker,112.97872924804688
celery\t\unit\contrib\test_pytest.py,47.13594055175781,7.471711158752441,11.467324256896973,3.223703384399414,105.05268096923828,3.921959638595581,6.52822732925415,3.584557056427002,7.816484451293945,26.988767623901367,contrib,105.05268096923828
celery\t\unit\worker\test_request.py,105.57933807373047,83.54423522949219,66.27833557128906,27.939584732055664,24.507675170898438,10.067792892456055,85.85438537597656,19.02269744873047,42.16919708251953,113.41293334960938,worker,113.41293334960938
