file_path,WebUI,Auth,Persistence,Registry,ImageProvider,best_module,best_likelihood
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/AbstractTreeCache.java,10.00,0.00,5.00,0.00,85.00,ImageProvider,85.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/LeastRecentlyUsed.java,10.00,0.00,5.00,0.00,85.00,ImageProvider,85.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/rest/ImageProviderEndpoint.java,10.00,0.00,0.00,0.00,100.00,ImageProvider,100.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/setup/CreatorFactory.java,10.00,0.00,5.00,0.00,85.00,ImageProvider,85.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/setup/CachingMode.java,0.00,0.00,0.00,0.00,100.00,ImageProvider,100.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/setup/CachingRule.java,0.00,0.00,0.00,0.00,100.00,ImageProvider,100.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/setup/SetupController.java,0.00,0.00,5.00,5.00,90.00,ImageProvider,90.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/setup/StorageMode.java,5.00,0.00,10.00,0.00,85.00,ImageProvider,85.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/setup/StorageRule.java,0.00,0.00,5.00,0.00,95.00,ImageProvider,95.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/setup/ImageIDFactory.java,10.00,0.00,0.00,0.00,90.00,ImageProvider,90.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/setup/ImageCreator.java,5.00,0.00,0.00,0.00,95.00,ImageProvider,95.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/setup/ImageProviderStartup.java,30.00,0.00,0.00,5.00,95.00,ImageProvider,95.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/setup/CreatorRunner.java,10.00,5.00,5.00,10.00,70.00,ImageProvider,70.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/storage/rules/StoreAll.java,5.00,0.00,5.00,0.00,90.00,ImageProvider,90.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/storage/rules/StoreLargeImages.java,0.00,0.00,0.00,0.00,100.00,ImageProvider,100.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/storage/DriveStorage.java,10.00,0.00,15.00,0.00,95.00,ImageProvider,95.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/storage/NoStorage.java,5.00,0.00,20.00,0.00,75.00,ImageProvider,75.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/storage/IDataStorage.java,5.00,0.00,20.00,0.00,75.00,ImageProvider,75.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/ImageDB.java,30.00,0.00,10.00,0.00,100.00,ImageProvider,100.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/ImageScaler.java,20.00,0.00,0.00,0.00,80.00,ImageProvider,80.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/ImageDBKey.java,20.00,0.00,5.00,0.00,75.00,ImageProvider,75.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/StoreImage.java,20.00,0.00,10.00,0.00,90.00,ImageProvider,90.00
services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/ImageProvider.java,20.00,0.00,5.00,0.00,100.00,ImageProvider,100.00
services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/rest/RecommendSingleEndpoint.java,0.00,0.00,0.00,0.00,0.00,WebUI,0.00
services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/rest/RecommendEndpoint.java,5.00,0.00,10.00,0.00,0.00,Persistence,10.00
services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/rest/TrainEndpoint.java,5.00,0.00,5.00,15.00,0.00,Registry,15.00
services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/algorithm/impl/orderbased/OrderBasedRecommender.java,0.00,0.00,10.00,0.00,0.00,Persistence,10.00
services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/algorithm/impl/pop/PopularityBasedRecommender.java,0.00,0.00,10.00,0.00,0.00,Persistence,10.00
services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/algorithm/impl/cf/SlopeOneRecommender.java,0.00,0.00,0.00,0.00,0.00,WebUI,0.00
services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/algorithm/impl/cf/PreprocessedSlopeOneRecommender.java,0.00,0.00,10.00,0.00,0.00,Persistence,10.00
services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/algorithm/impl/DummyRecommender.java,0.00,0.00,0.00,0.00,0.00,WebUI,0.00
services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/algorithm/impl/UseFallBackException.java,0.00,0.00,0.00,0.00,0.00,WebUI,0.00
services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/algorithm/OrderItemSet.java,0.00,0.00,0.00,0.00,0.00,WebUI,0.00
services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/algorithm/RecommenderSelector.java,0.00,0.00,0.00,0.00,0.00,WebUI,0.00
services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/algorithm/AbstractRecommender.java,0.00,0.00,0.00,0.00,0.00,WebUI,0.00
services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/algorithm/IRecommender.java,0.00,0.00,10.00,0.00,0.00,Persistence,10.00
services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/servlet/TrainingSynchronizer.java,30.00,0.00,40.00,10.00,0.00,Persistence,40.00
services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/servlet/RetrainDaemon.java,20.00,5.00,10.00,30.00,5.00,Registry,30.00
services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/servlet/IndexServlet.java,95.00,5.00,0.00,0.00,0.00,WebUI,95.00
services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/servlet/RecommenderStartup.java,30.00,0.00,0.00,0.00,0.00,WebUI,30.00
services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/rest/ReadyRest.java,90.00,5.00,0.00,5.00,0.00,WebUI,90.00
services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/elhelper/ELHelperUtils.java,100.00,0.00,0.00,0.00,0.00,WebUI,100.00
services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/AboutUsServlet.java,100.00,0.00,0.00,0.00,0.00,WebUI,100.00
services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/ProfileServlet.java,95.00,5.00,0.00,0.00,0.00,WebUI,95.00
services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/IndexServlet.java,100.00,0.00,0.00,0.00,0.00,WebUI,100.00
services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/ProductServlet.java,100.00,0.00,0.00,0.00,0.00,WebUI,100.00
services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/LoginActionServlet.java,70.00,60.00,0.00,0.00,0.00,WebUI,70.00
services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/CartActionServlet.java,100.00,0.00,0.00,0.00,0.00,WebUI,100.00
services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/OrderServlet.java,95.00,5.00,0.00,0.00,0.00,WebUI,95.00
services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/CategoryServlet.java,100.00,0.00,0.00,0.00,0.00,WebUI,100.00
services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/AbstractUIServlet.java,100.00,10.00,0.00,0.00,0.00,WebUI,100.00
services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/CartServlet.java,100.00,0.00,0.00,0.00,0.00,WebUI,100.00
services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/LoginServlet.java,100.00,10.00,0.00,0.00,0.00,WebUI,100.00
services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/DataBaseServlet.java,90.00,5.00,10.00,0.00,0.00,WebUI,90.00
services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/ErrorServlet.java,100.00,0.00,0.00,0.00,0.00,WebUI,100.00
services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/StatusServlet.java,100.00,0.00,0.00,0.00,10.00,WebUI,100.00
services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/DataBaseActionServlet.java,95.00,5.00,10.00,0.00,0.00,WebUI,95.00
services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/startup/WebuiStartup.java,95.00,1.00,1.00,1.00,2.00,WebUI,95.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/rest/ResponseWrapper.java,0.00,0.00,0.00,100.00,0.00,Registry,100.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/rest/HttpWrapper.java,5.00,0.00,0.00,90.00,5.00,Registry,90.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/rest/LoadBalancedCRUDOperations.java,0.00,0.00,10.00,80.00,0.00,Registry,80.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/rest/LoadBalancedStoreOperations.java,10.00,30.00,5.00,50.00,0.00,Registry,50.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/rest/TrackingFilter.java,40.00,10.00,0.00,90.00,0.00,Registry,90.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/rest/LoadBalancedRecommenderOperations.java,0.00,0.00,0.00,90.00,0.00,Registry,90.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/rest/LoadBalancedImageOperations.java,10.00,0.00,0.00,20.00,70.00,ImageProvider,70.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/rest/NonBalancedCRUDOperations.java,0.00,0.00,20.00,70.00,10.00,Registry,70.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/rest/RestUtil.java,10.00,5.00,5.00,75.00,5.00,Registry,75.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/rest/CharResponseWrapper.java,30.00,0.00,0.00,80.00,0.00,Registry,80.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/loadbalancers/ServiceLoadBalancer.java,0.00,0.00,0.00,80.00,0.00,Registry,80.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/loadbalancers/LoadBalancerUpdaterDaemon.java,0.00,0.00,0.00,95.00,0.00,Registry,95.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/loadbalancers/LoadBalancerTimeoutException.java,0.00,0.00,0.00,95.00,5.00,Registry,95.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/loadbalancers/ServiceLoadBalancerResult.java,0.00,0.00,5.00,90.00,0.00,Registry,90.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/loadbalancers/EndpointClientCollection.java,0.00,0.00,0.00,95.00,0.00,Registry,95.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/tracing/Tracing.java,0.00,0.00,0.00,90.00,0.00,Registry,90.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/util/RESTClient.java,5.00,0.00,10.00,80.00,5.00,Registry,80.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/util/AbstractCRUDEndpoint.java,0.00,0.00,30.00,60.00,0.00,Registry,60.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/util/TimeoutException.java,0.00,0.00,5.00,95.00,0.00,Registry,95.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/util/NotFoundException.java,0.00,0.00,5.00,95.00,0.00,Registry,95.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/RegistryClientHeartbeatDaemon.java,0.00,0.00,0.00,100.00,0.00,Registry,100.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/Service.java,0.00,0.00,0.00,100.00,0.00,Registry,100.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/StartupCallback.java,5.00,5.00,5.00,90.00,5.00,Registry,90.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/StartupCallbackTask.java,0.00,0.00,0.00,100.00,0.00,Registry,100.00
utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/RegistryClient.java,0.00,0.00,0.00,100.00,0.00,Registry,100.00
utilities/tools.descartes.teastore.dockermemoryconfigurator/src/main/java/tools/descartes/teastore/dockermemoryconfigurator/Configurator.java,0.00,0.00,0.00,0.00,0.00,WebUI,0.00
utilities/tools.descartes.teastore.kieker.probes/src/main/java/tools/descartes/teastore/kieker/probes/records/OperationExecutionWithParametersRecord.java,0.00,0.00,0.00,0.00,0.00,WebUI,0.00
utilities/tools.descartes.teastore.kieker.probes/src/main/java/tools/descartes/teastore/kieker/probes/records/IPayloadCharacterization.java,0.00,0.00,5.00,15.00,0.00,Registry,15.00
utilities/tools.descartes.teastore.kieker.probes/src/main/java/tools/descartes/teastore/kieker/probes/AbstractOperationExecutionWithParameterAspect.java,0.00,0.00,5.00,10.00,0.00,Registry,10.00
utilities/tools.descartes.teastore.kieker.rabbitmq/src/main/java/tools/descartes/teastore/kieker/rabbitmq/LogReaderStartup.java,20.00,0.00,0.00,0.00,0.00,WebUI,20.00
utilities/tools.descartes.teastore.kieker.rabbitmq/src/main/java/tools/descartes/teastore/kieker/rabbitmq/FileWriterDaemon.java,0.00,0.00,5.00,10.00,0.00,Registry,10.00
utilities/tools.descartes.teastore.kieker.rabbitmq/src/main/java/tools/descartes/teastore/kieker/rabbitmq/IndexServlet.java,90.00,5.00,0.00,0.00,5.00,WebUI,90.00
utilities/tools.descartes.teastore.kieker.rabbitmq/src/main/java/tools/descartes/teastore/kieker/rabbitmq/DisplayLogs.java,80.00,0.00,0.00,5.00,0.00,WebUI,80.00
utilities/tools.descartes.teastore.kieker.rabbitmq/src/main/java/tools/descartes/teastore/kieker/rabbitmq/LogConsumer.java,0.00,0.00,0.00,10.00,0.00,Registry,10.00
utilities/tools.descartes.teastore.kieker.rabbitmq/src/main/java/tools/descartes/teastore/kieker/rabbitmq/Reset.java,70.00,5.00,0.00,0.00,0.00,WebUI,70.00
utilities/tools.descartes.teastore.kieker.rabbitmq/src/main/java/tools/descartes/teastore/kieker/rabbitmq/LogReaderDaemon.java,0.00,0.00,0.00,10.00,0.00,Registry,10.00
utilities/tools.descartes.teastore.kieker.rabbitmq/src/main/java/tools/descartes/teastore/kieker/rabbitmq/MemoryLogStorage.java,0.00,0.00,5.00,20.00,0.00,Registry,20.00
interfaces/tools.descartes.teastore.entities/src/main/java/tools/descartes/teastore/entities/message/SessionBlob.java,20.00,30.00,10.00,0.00,0.00,Auth,30.00
interfaces/tools.descartes.teastore.entities/src/main/java/tools/descartes/teastore/entities/Category.java,5.00,0.00,90.00,0.00,5.00,Persistence,90.00
interfaces/tools.descartes.teastore.entities/src/main/java/tools/descartes/teastore/entities/Order.java,0.00,0.00,95.00,0.00,0.00,Persistence,95.00
interfaces/tools.descartes.teastore.entities/src/main/java/tools/descartes/teastore/entities/OrderItem.java,0.00,0.00,90.00,0.00,0.00,Persistence,90.00
interfaces/tools.descartes.teastore.entities/src/main/java/tools/descartes/teastore/entities/ImageSize.java,10.00,0.00,20.00,0.00,70.00,ImageProvider,70.00
interfaces/tools.descartes.teastore.entities/src/main/java/tools/descartes/teastore/entities/User.java,10.00,30.00,70.00,0.00,0.00,Persistence,70.00
interfaces/tools.descartes.teastore.entities/src/main/java/tools/descartes/teastore/entities/Product.java,10.00,0.00,90.00,0.00,0.00,Persistence,90.00
interfaces/tools.descartes.teastore.entities/src/main/java/tools/descartes/teastore/entities/ImageSizePreset.java,40.00,0.00,5.00,0.00,55.00,ImageProvider,55.00
