file_path,model,preferences,best_module,best_likelihood
jabref\src\test\java\org\jabref\logic\importer\fetcher\JstorFetcherTest.java,21.2288761138916,0.32436639070510864,model,21.2288761138916
jabref\src\main\java\org\jabref\gui\maintable\MainTableFieldValueFormatter.java,1.0001837015151978,0.0,model,1.0001837015151978
jabref\src\test\java\org\jabref\logic\importer\fetcher\DOABFetcherTest.java,60.546512603759766,4.694064617156982,model,60.546512603759766
jabref\src\main\java\org\jabref\gui\openoffice\OpenOfficePanel.java,92.3861083984375,49.264095306396484,model,92.3861083984375
jabref\src\test\java\org\jabref\logic\git\GitHandlerTest.java,4.408000469207764,2.1830313205718994,model,4.408000469207764
jabref\src\main\java\org\jabref\gui\edit\automaticfiededitor\copyormovecontent\CopyOrMoveFieldContentTabView.java,22.203880310058594,0.0,model,22.203880310058594
jabref\src\test\java\org\jabref\model\search\rules\ContainsBasedSearchRuleTest.java,85.86540985107422,0.0,model,85.86540985107422
jabref\src\main\java\org\jabref\logic\importer\fileformat\MarcXmlParser.java,27.69470977783203,0.22283977270126343,model,27.69470977783203
jabref\src\test\java\org\jabref\logic\layout\format\NoSpaceBetweenAbbreviationsTest.java,2.5428597927093506,0.0,model,2.5428597927093506
jabref\src\main\java\org\jabref\gui\util\ZipFileChooser.java,5.356907844543457,0.0,model,5.356907844543457
jabref\src\main\java\org\jabref\logic\importer\fetcher\GoogleScholar.java,16.12990951538086,4.004269123077393,model,16.12990951538086
jabref\src\main\java\org\jabref\model\openoffice\ootext\OOText.java,93.19799041748047,0.0,model,93.19799041748047
jabref\src\test\java\org\jabref\logic\exporter\HtmlExportFormatTest.java,4.27571964263916,0.0,model,4.27571964263916
jabref\src\main\java\org\jabref\gui\mergeentries\newmergedialog\cell\MergedFieldCell.java,1.0001945495605469,0.0,model,1.0001945495605469
jabref\src\main\java\org\jabref\model\search\matchers\OrMatcher.java,93.4039306640625,0.0,model,93.4039306640625
jabref\src\main\java\org\jabref\model\database\event\BibDatabaseContextChangedEvent.java,96.33101654052734,0.0,model,96.33101654052734
jabref\src\test\java\org\jabref\logic\pdf\search\indexing\PdfIndexerTest.java,4.2061262130737305,0.0,model,4.2061262130737305
jabref\src\main\java\org\jabref\logic\layout\format\JournalAbbreviator.java,2.5826597213745117,0.0,model,2.5826597213745117
jabref\src\main\java\org\jabref\gui\bibtexextractor\BibtexExtractor.java,1.0001293420791626,0.0,model,1.0001293420791626
jabref\src\main\java\org\jabref\gui\preferences\entryeditortabs\CustomEditorFieldsTabViewModel.java,1.9829752445220947,104.78406524658203,preferences,104.78406524658203
jabref\src\main\java\org\jabref\gui\AbstractViewModel.java,1.00021493434906,0.0,model,1.00021493434906
jabref\src\main\java\org\jabref\gui\fieldeditors\JournalEditorViewModel.java,1.0002025365829468,0.4697340428829193,model,1.0002025365829468
jabref\src\main\java\org\jabref\model\entry\field\StandardField.java,73.38274383544922,0.21159818768501282,model,73.38274383544922
jabref\src\main\java\org\jabref\gui\importer\ImportEntriesDialog.java,22.270898818969727,79.46647644042969,preferences,79.46647644042969
jabref\src\main\java\org\jabref\model\search\rules\SentenceAnalyzer.java,88.76611328125,0.0,model,88.76611328125
jabref\src\main\java\org\jabref\logic\integrity\BibTeXEntryTypeChecker.java,5.556150436401367,0.774825930595398,model,5.556150436401367
jabref\src\main\java\org\jabref\gui\externalfiles\ExternalFileSorter.java,1.000207543373108,0.0,model,1.000207543373108
jabref\src\test\java\org\jabref\logic\importer\fetcher\transformers\YearRangeByFilteringQueryTransformerTest.java,2.5592310428619385,0.0,model,2.5592310428619385
jabref\src\main\java\org\jabref\logic\layout\format\LastPage.java,2.580632448196411,0.0,model,2.580632448196411
jabref\src\test\java\org\jabref\logic\layout\format\AuthorFirstLastOxfordCommasTest.java,2.5290918350219727,0.0,model,2.5290918350219727
jabref\src\test\java\org\jabref\logic\journals\AbbreviationTest.java,2.3904545307159424,0.0,model,2.3904545307159424
jabref\src\main\java\org\jabref\logic\crawler\StudyRepository.java,6.055675506591797,35.478424072265625,preferences,35.478424072265625
jabref\src\main\java\org\jabref\logic\importer\fetcher\CrossRef.java,4.00983190536499,0.0,model,4.00983190536499
jabref\src\test\java\org\jabref\logic\cleanup\DoiCleanupTest.java,2.480360507965088,0.0,model,2.480360507965088
jabref\src\main\java\org\jabref\gui\copyfiles\CopySingleFileAction.java,4.268197059631348,0.0,model,4.268197059631348
jabref\src\main\java\org\jabref\model\entry\types\IEEETranEntryTypeDefinitions.java,81.7540512084961,0.0,model,81.7540512084961
jabref\src\test\java\org\jabref\logic\layout\format\FileLinkTest.java,2.5224664211273193,0.0,model,2.5224664211273193
jabref\src\main\java\org\jabref\logic\formatter\casechanger\UpperCaseFormatter.java,3.311910629272461,0.8339163064956665,model,3.311910629272461
jabref\src\main\java\org\jabref\gui\edit\ReplaceStringViewModel.java,1.0001672506332397,0.0,model,1.0001672506332397
jabref\src\main\java\org\jabref\gui\maintable\ColumnPreferences.java,1.000198483467102,0.0,model,1.000198483467102
jabref\src\test\java\org\jabref\logic\formatter\bibtexfields\ReplaceWithEscapedDoubleQuotesTest.java,2.557363271713257,0.0,model,2.557363271713257
jabref\src\main\java\org\jabref\logic\layout\format\FormatPagesForHTML.java,2.5930113792419434,0.0,model,2.5930113792419434
jabref\src\test\java\org\jabref\logic\layout\format\ReplaceTest.java,3.839540958404541,1.4579956531524658,model,3.839540958404541
jabref\src\main\java\org\jabref\gui\collab\DatabaseChangeDetailsViewFactory.java,2.0001792907714844,35.0,preferences,35.0
jabref\src\test\java\org\jabref\logic\integrity\ValidCitationKeyCheckerTest.java,2.5611112117767334,0.0,model,2.5611112117767334
jabref\src\main\java\org\jabref\logic\importer\IdFetcher.java,2.590911626815796,0.0,model,2.590911626815796
jabref\src\main\java\org\jabref\logic\integrity\UrlChecker.java,2.57662034034729,0.0,model,2.57662034034729
jabref\src\main\java\org\jabref\logic\importer\ImporterPreferences.java,2.5630040168762207,0.5964576005935669,model,2.5630040168762207
jabref\src\main\java\org\jabref\logic\layout\format\Ordinal.java,2.557363271713257,0.0,model,2.557363271713257
jabref\src\main\java\org\jabref\gui\collab\entrychange\EntryChangeDetailsView.java,2.000319242477417,35.0,preferences,35.0
jabref\src\main\java\org\jabref\gui\undo\AbstractUndoableJabRefEdit.java,1.0002079010009766,0.0,model,1.0002079010009766
jabref\src\main\java\org\jabref\logic\importer\fetcher\ACS.java,2.5358872413635254,0.0,model,2.5358872413635254
jabref\src\main\java\org\jabref\logic\search\SearchQuery.java,2.9901680946350098,0.0,model,2.9901680946350098
jabref\src\test\java\org\jabref\logic\layout\format\AuthorFirstFirstTest.java,2.5726633071899414,0.0,model,2.5726633071899414
jabref\src\main\java\org\jabref\logic\importer\IdParserFetcher.java,2.5097012519836426,0.0,model,2.5097012519836426
jabref\src\main\java\org\jabref\gui\openoffice\ManageCitationsDialogView.java,18.802989959716797,0.0,model,18.802989959716797
jabref\src\main\java\org\jabref\logic\layout\format\ReplaceWithEscapedDoubleQuotes.java,2.5786194801330566,0.0,model,2.5786194801330566
jabref\src\test\java\org\jabref\cli\JabRefCLITest.java,19.777761459350586,0.6396037936210632,model,19.777761459350586
jabref\src\main\java\org\jabref\gui\libraryproperties\general\GeneralPropertiesView.java,2.0001771450042725,36.0,preferences,36.0
jabref\src\main\java\org\jabref\logic\cleanup\ConvertToBibtexCleanup.java,3.6214497089385986,0.0,model,3.6214497089385986
jabref\src\main\java\org\jabref\gui\collab\entrychange\PreviewWithSourceTab.java,1.0001710653305054,35.0,preferences,35.0
jabref\src\main\java\org\jabref\logic\xmp\XmpUtilShared.java,8.388404846191406,0.0,model,8.388404846191406
jabref\src\main\java\org\jabref\gui\mergeentries\newmergedialog\fieldsmerger\GroupMerger.java,1.0001991987228394,0.0,model,1.0001991987228394
jabref\src\main\java\org\jabref\gui\util\StreamGobbler.java,1.0002018213272095,0.0,model,1.0002018213272095
jabref\src\main\java\org\jabref\gui\preferences\network\NetworkTab.java,5.552629470825195,74.22860717773438,preferences,74.22860717773438
jabref\src\main\java\org\jabref\gui\help\VersionWorker.java,1.6828171014785767,0.0,model,1.6828171014785767
jabref\src\main\java\org\jabref\logic\importer\fetcher\transformers\BiodiversityLibraryTransformer.java,2.5736474990844727,0.0,model,2.5736474990844727
jabref\src\main\java\org\jabref\logic\cleanup\DoiCleanup.java,2.4916818141937256,0.0,model,2.4916818141937256
jabref\src\main\java\org\jabref\gui\bibtexextractor\BibtexExtractorViewModel.java,1.000191569328308,38.183128356933594,preferences,38.183128356933594
jabref\src\main\java\org\jabref\migrations\SpecialFieldsToSeparateFields.java,1.0001730918884277,0.0,model,1.0001730918884277
jabref\src\main\java\org\jabref\gui\preferences\customentrytypes\EntryTypeViewModel.java,1.0001837015151978,92.72659301757812,preferences,92.72659301757812
jabref\src\main\java\org\jabref\logic\bibtex\BibEntryWriter.java,3.376366138458252,1.2532130479812622,model,3.376366138458252
jabref\src\main\java\org\jabref\gui\util\ControlHelper.java,28.10822296142578,0.0,model,28.10822296142578
jabref\src\test\java\org\jabref\model\entry\DateTest.java,72.9737548828125,0.0,model,72.9737548828125
jabref\src\test\java\org\jabref\model\metadata\MetaDataTest.java,93.70825958251953,0.0,model,93.70825958251953
jabref\src\test\java\org\jabref\gui\preferences\journals\JournalAbbreviationsViewModelTabTest.java,2.248614549636841,57.045204162597656,preferences,57.045204162597656
jabref\src\main\java\org\jabref\logic\auxparser\AuxParserResult.java,2.557363271713257,0.4541987180709839,model,2.557363271713257
jabref\src\test\java\org\jabref\model\entry\EntryLinkListTest.java,86.26359558105469,0.0,model,86.26359558105469
jabref\src\main\java\org\jabref\preferences\TelemetryPreferences.java,1.0002011060714722,100.24662017822266,preferences,100.24662017822266
jabref\src\main\java\org\jabref\gui\MainApplication.java,1.0002005100250244,104.642333984375,preferences,104.642333984375
jabref\src\main\java\org\jabref\gui\fieldeditors\LinkedFilesEditorViewModel.java,2.696488857269287,105.68289184570312,preferences,105.68289184570312
jabref\src\main\java\org\jabref\logic\shared\DBMSType.java,3.532467842102051,0.0,model,3.532467842102051
jabref\src\main\java\org\jabref\gui\StateManager.java,23.255088806152344,0.47406601905822754,model,23.255088806152344
jabref\src\main\java\org\jabref\gui\util\ViewModelTreeTableRowFactory.java,3.9595067501068115,0.0,model,3.9595067501068115
jabref\src\main\java\org\jabref\logic\journals\JournalAbbreviationLoader.java,4.327549457550049,0.0,model,4.327549457550049
jabref\src\main\java\org\jabref\logic\l10n\LocalizationKeyParams.java,5.49185848236084,0.0,model,5.49185848236084
jabref\src\main\java\org\jabref\logic\util\CoarseChangeFilter.java,5.91396951675415,0.0,model,5.91396951675415
jabref\src\main\java\org\jabref\gui\maintable\OpenUrlAction.java,2.5100884437561035,103.87489318847656,preferences,103.87489318847656
jabref\src\main\java\org\jabref\model\entry\field\BibField.java,90.16651153564453,0.0,model,90.16651153564453
jabref\src\main\java\org\jabref\gui\edit\automaticfiededitor\editfieldcontent\EditFieldContentViewModel.java,2.0001566410064697,0.4343331456184387,model,2.0001566410064697
jabref\src\test\java\org\jabref\model\entry\identifier\ISSNTest.java,87.11425018310547,0.0,model,87.11425018310547
jabref\src\main\java\org\jabref\gui\preferences\entryeditortabs\CustomEditorFieldsTab.java,1.000197172164917,96.50932312011719,preferences,96.50932312011719
jabref\src\main\java\org\jabref\logic\groups\DefaultGroupsFactory.java,3.389664649963379,0.0,model,3.389664649963379
jabref\src\main\java\org\jabref\model\groups\AutomaticKeywordGroup.java,84.67613220214844,0.37899309396743774,model,84.67613220214844
jabref\src\main\java\org\jabref\gui\collab\groupchange\GroupChangeDetailsView.java,3.2973363399505615,0.0,model,3.2973363399505615
jabref\src\main\java\org\jabref\logic\importer\fetcher\AbstractIsbnFetcher.java,2.5611112117767334,0.0,model,2.5611112117767334
jabref\src\test\java\org\jabref\logic\integrity\BooktitleCheckerTest.java,2.5536651611328125,4.323126316070557,preferences,4.323126316070557
jabref\src\test\java\org\jabref\logic\journals\AbbreviationWriterTest.java,3.3049747943878174,0.0,model,3.3049747943878174
jabref\src\main\java\org\jabref\logic\util\FileType.java,2.58778977394104,0.0,model,2.58778977394104
jabref\src\test\java\org\jabref\logic\integrity\UTF8CheckerTest.java,5.264875411987305,0.0,model,5.264875411987305
jabref\src\main\java\org\jabref\model\openoffice\rangesort\RangeOverlapWithin.java,80.92598724365234,0.0,model,80.92598724365234
jabref\src\test\java\org\jabref\gui\util\OpenConsoleActionTest.java,1.0001896619796753,99.46073150634766,preferences,99.46073150634766
jabref\src\main\java\org\jabref\logic\importer\fileformat\EndnoteImporter.java,12.927613258361816,78.76382446289062,preferences,78.76382446289062
jabref\src\main\java\org\jabref\gui\preferences\keybindings\presets\KeyBindingPreset.java,1.0002111196517944,100.88046264648438,preferences,100.88046264648438
jabref\src\main\java\org\jabref\gui\importer\actions\GUIPostOpenAction.java,1.0002104043960571,0.0,model,1.0002104043960571
jabref\src\main\java\org\jabref\logic\pdf\EntryAnnotationImporter.java,4.230064392089844,0.0,model,4.230064392089844
jabref\src\main\java\org\jabref\logic\util\WebViewStore.java,2.546414375305176,0.0,model,2.546414375305176
jabref\src\test\java\org\jabref\logic\shared\SynchronizationEventListenerTest.java,5.564439296722412,0.0,model,5.564439296722412
jabref\src\main\java\org\jabref\logic\importer\fileformat\mods\Identifier.java,31.163740158081055,0.0,model,31.163740158081055
jabref\src\main\java\org\jabref\model\openoffice\util\OOResult.java,83.54226684570312,0.0,model,83.54226684570312
jabref\src\main\java\org\jabref\gui\DefaultInjector.java,1.0001792907714844,35.0,preferences,35.0
jabref\src\test\java\org\jabref\logic\importer\fetcher\TitleFetcherTest.java,2.480360507965088,0.0,model,2.480360507965088
jabref\src\main\java\org\jabref\logic\importer\fetcher\ArXivFetcher.java,27.87492561340332,0.27202552556991577,model,27.87492561340332
jabref\src\main\java\org\jabref\model\util\DummyFileUpdateMonitor.java,93.878173828125,0.0,model,93.878173828125
jabref\src\test\java\org\jabref\logic\importer\fetcher\CompositeSearchBasedFetcherTest.java,2.9697225093841553,0.5556492805480957,model,2.9697225093841553
jabref\src\main\java\org\jabref\gui\undo\UndoableRemoveString.java,1.0002011060714722,0.0,model,1.0002011060714722
jabref\src\main\java\org\jabref\logic\xmp\EncryptedPdfsNotSupportedException.java,2.6004791259765625,0.0,model,2.6004791259765625
jabref\src\main\java\org\jabref\gui\mergeentries\DiffHighlighting.java,32.35275650024414,0.5497182011604309,model,32.35275650024414
jabref\src\main\java\org\jabref\logic\formatter\bibtexfields\OrdinalsToSuperscriptFormatter.java,2.546414375305176,0.0,model,2.546414375305176
jabref\src\main\java\org\jabref\gui\libraryproperties\constants\ConstantsItemModel.java,1.0001710653305054,0.0,model,1.0001710653305054
jabref\src\main\java\org\jabref\gui\util\comparator\RankingFieldComparator.java,1.0002018213272095,0.0,model,1.0002018213272095
jabref\src\main\java\org\jabref\logic\importer\ImportException.java,2.586756706237793,0.0,model,2.586756706237793
jabref\src\main\java\org\jabref\model\openoffice\util\OOPair.java,93.10279083251953,0.0,model,93.10279083251953
jabref\src\test\java\org\jabref\logic\integrity\PagesCheckerBiblatexTest.java,3.546414375305176,0.0,model,3.546414375305176
jabref\src\main\java\org\jabref\logic\openoffice\style\OOBibStyle.java,38.49044418334961,0.1343296766281128,model,38.49044418334961
jabref\src\main\java\org\jabref\logic\layout\format\AuthorAndToSemicolonReplacer.java,2.5919597148895264,0.0,model,2.5919597148895264
jabref\src\test\java\org\jabref\logic\layout\format\AuthorLastFirstCommasTest.java,2.5290918350219727,0.0,model,2.5290918350219727
jabref\src\test\java\org\jabref\gui\autocompleter\SuggestionProvidersTest.java,2.7205264568328857,0.4913060665130615,model,2.7205264568328857
jabref\src\test\java\org\jabref\logic\citationkeypattern\MakeLabelWithoutDatabaseTest.java,2.522494316101074,0.0,model,2.522494316101074
jabref\src\test\java\org\jabref\logic\formatter\bibtexfields\RemoveBracesFormatterTest.java,2.5097012519836426,0.0,model,2.5097012519836426
jabref\src\main\java\org\jabref\logic\integrity\ASCIICharacterChecker.java,2.5630040168762207,0.0,model,2.5630040168762207
jabref\src\main\java\org\jabref\logic\WatchServiceUnavailableException.java,2.594066619873047,0.0,model,2.594066619873047
jabref\src\main\java\org\jabref\gui\libraryproperties\AbstractPropertiesTabView.java,25.27543067932129,0.0,model,25.27543067932129
jabref\src\main\java\org\jabref\logic\layout\format\CreateDocBook4Editors.java,2.5726633071899414,0.0,model,2.5726633071899414
jabref\src\main\java\org\jabref\architecture\ApacheCommonsLang3Allowed.java,1.0002145767211914,0.0,model,1.0002145767211914
jabref\src\main\java\org\jabref\gui\mergeentries\newmergedialog\cell\CopyFieldValueCommand.java,1.0002046823501587,35.0,preferences,35.0
jabref\src\main\java\org\jabref\gui\edit\automaticfiededitor\LastAutomaticFieldEditorEdit.java,1.0002011060714722,0.0,model,1.0002011060714722
jabref\src\main\java\org\jabref\model\entry\event\EntryChangedEvent.java,94.3042984008789,0.0,model,94.3042984008789
jabref\src\main\java\org\jabref\gui\externalfiles\GitIgnoreFileFilter.java,1.8161262273788452,1.802582859992981,model,1.8161262273788452
jabref\src\main\java\org\jabref\gui\sidepane\SidePaneComponent.java,43.173641204833984,0.0,model,43.173641204833984
jabref\src\test\java\org\jabref\logic\layout\format\RisKeywordsTest.java,2.546414375305176,0.0,model,2.546414375305176
jabref\src\main\java\org\jabref\logic\importer\CompositeIdFetcher.java,2.546414375305176,0.0,model,2.546414375305176
jabref\src\main\java\org\jabref\gui\mergeentries\newmergedialog\DiffMethod.java,1.0002130270004272,0.0,model,1.0002130270004272
jabref\src\test\java\org\jabref\logic\importer\fileformat\BiblioscapeImporterTest.java,6.047598361968994,0.0,model,6.047598361968994
jabref\src\main\java\org\jabref\logic\importer\fileformat\medline\Investigator.java,2.5919597148895264,0.0,model,2.5919597148895264
jabref\src\main\java\org\jabref\gui\preferences\customimporter\CustomImporterTabViewModel.java,1.746212124824524,104.48400115966797,preferences,104.48400115966797
jabref\src\main\java\org\jabref\logic\remote\RemoteMessage.java,2.5972557067871094,0.0,model,2.5972557067871094
jabref\src\main\java\org\jabref\architecture\AllowedToUseLogic.java,1.0002145767211914,0.0,model,1.0002145767211914
jabref\src\test\java\org\jabref\logic\layout\format\AuthorAndToSemicolonReplacerTest.java,4.829840660095215,0.0,model,4.829840660095215
jabref\src\test\java\org\jabref\logic\autosaveandbackup\BackupManagerDiscardedTest.java,4.106853008270264,35.61735534667969,preferences,35.61735534667969
jabref\src\main\java\org\jabref\logic\layout\TextBasedPreviewLayout.java,3.5358872413635254,0.0,model,3.5358872413635254
jabref\src\main\java\org\jabref\logic\cleanup\FieldFormatterCleanups.java,2.857614517211914,0.0,model,2.857614517211914
jabref\src\main\java\org\jabref\gui\edit\ManageKeywordsDialog.java,5.299928665161133,89.35263061523438,preferences,89.35263061523438
jabref\src\main\java\org\jabref\logic\importer\fetcher\DOAJFetcher.java,3.0369367599487305,89.52204132080078,preferences,89.52204132080078
jabref\src\test\java\org\jabref\logic\cleanup\EprintCleanupTest.java,3.2381718158721924,0.0,model,3.2381718158721924
jabref\src\main\java\org\jabref\gui\mergeentries\newmergedialog\toolbar\ThreeWayMergeToolbar.java,2.000138998031616,35.52720642089844,preferences,35.52720642089844
jabref\src\test\java\org\jabref\gui\edit\CopyMoreActionTest.java,3.8127758502960205,35.0,preferences,35.0
jabref\src\main\java\org\jabref\gui\mergeentries\newmergedialog\cell\FieldValueCell.java,16.580162048339844,0.0,model,16.580162048339844
jabref\src\main\java\org\jabref\gui\openoffice\CitationEntryViewModel.java,1.000199794769287,0.0,model,1.000199794769287
jabref\src\main\java\org\jabref\gui\SendAsEMailAction.java,22.17626190185547,36.522891998291016,preferences,36.522891998291016
jabref\src\main\java\org\jabref\logic\shared\DBMSSynchronizer.java,8.902005195617676,0.20324739813804626,model,8.902005195617676
jabref\src\test\java\org\jabref\logic\importer\fetcher\transformers\ZbMathQueryTransformerTest.java,3.1216626167297363,0.0,model,3.1216626167297363
jabref\src\main\java\org\jabref\gui\mergeentries\newmergedialog\fieldsmerger\CommentMerger.java,1.0002093315124512,0.0,model,1.0002093315124512
jabref\src\test\java\org\jabref\logic\layout\LayoutTest.java,14.789412498474121,0.5745378732681274,model,14.789412498474121
jabref\src\main\java\org\jabref\gui\preferences\journals\JournalAbbreviationsTabViewModel.java,1.669654130935669,77.89822387695312,preferences,77.89822387695312
