file_path,backends,bin,concurrency,contrib,events,fixups,loaders,security,utils,worker,best_module,best_likelihood
contrib\testing\mocks.py,0.00,0.00,0.00,90.00,0.00,0.00,0.00,0.00,10.00,0.00,contrib,90.00
contrib\testing\tasks.py,0.00,0.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,None,30.00
contrib\__init__.py,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,10.00,5.00,None,10.00
contrib\sphinx.py,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,contrib,100.00
contrib\rdb.py,0.00,0.00,0.00,95.00,0.00,0.00,0.00,0.00,0.00,0.00,contrib,95.00
contrib\abortable.py,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,contrib,100.00
contrib\migrate.py,0.00,0.00,0.00,95.00,0.00,0.00,0.00,0.00,0.00,0.00,contrib,95.00
contrib\pytest.py,0.00,0.00,0.00,95.00,0.00,0.00,0.00,0.00,5.00,0.00,contrib,95.00
events\__init__.py,0.00,0.00,0.00,0.00,95.00,0.00,0.00,0.00,0.00,0.00,events,95.00
events\event.py,0.00,0.00,0.00,0.00,95.00,0.00,0.00,0.00,0.00,0.00,events,95.00
events\dumper.py,0.00,4.00,0.00,0.00,95.00,0.00,0.00,0.00,1.00,0.00,events,95.00
events\state.py,0.00,0.00,0.00,0.00,85.00,0.00,0.00,0.00,0.00,15.00,events,85.00
events\cursesmon.py,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,events,100.00
events\dispatcher.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,None,0.00
events\receiver.py,0.00,0.00,0.00,0.00,95.00,0.00,0.00,0.00,0.00,0.00,events,95.00
events\snapshot.py,0.00,0.00,0.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,events,90.00
fixups\django.py,0.00,0.00,0.00,0.00,0.00,95.00,0.00,0.00,0.00,0.00,fixups,95.00
fixups\__init__.py,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,fixups,100.00
loaders\base.py,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,loaders,100.00
loaders\default.py,0.00,0.00,0.00,0.00,0.00,0.00,95.00,0.00,0.00,0.00,loaders,95.00
loaders\app.py,0.00,0.00,0.00,0.00,0.00,0.00,95.00,0.00,0.00,0.00,loaders,95.00
loaders\__init__.py,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,loaders,100.00
security\utils.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95.00,0.00,0.00,security,95.00
security\__init__.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95.00,0.00,0.00,security,95.00
security\key.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,security,100.00
security\serialization.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,security,100.00
security\certificate.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,security,100.00
utils\dispatch\__init__.py,0.00,0.00,0.00,0.00,90.00,0.00,0.00,0.00,10.00,0.00,events,90.00
utils\dispatch\signal.py,0.00,0.00,0.00,0.00,85.00,0.00,0.00,0.00,5.00,10.00,events,85.00
utils\static\__init__.py,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,None,5.00
utils\collections.py,0.00,0.00,0.00,4.00,0.00,0.00,1.00,0.00,95.00,0.00,utils,95.00
utils\nodenames.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,85.00,worker,85.00
utils\log.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95.00,0.00,utils,95.00
utils\deprecated.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95.00,0.00,utils,95.00
utils\iso8601.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95.00,0.00,utils,95.00
utils\graph.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95.00,0.00,utils,95.00
utils\annotations.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95.00,0.00,utils,95.00
utils\abstract.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,85.00,worker,85.00
utils\functional.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,utils,100.00
utils\debug.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95.00,0.00,utils,95.00
utils\objects.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,utils,100.00
utils\imports.py,0.00,0.00,0.00,0.00,0.00,0.00,30.00,0.00,70.00,0.00,utils,70.00
utils\text.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95.00,0.00,utils,95.00
utils\quorum_queues.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.00,worker,70.00
utils\threads.py,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,85.00,0.00,utils,85.00
utils\saferepr.py,0.00,0.00,0.00,4.00,0.00,0.00,0.00,1.00,95.00,0.00,utils,95.00
utils\term.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90.00,0.00,utils,90.00
utils\timer2.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.00,worker,70.00
utils\serialization.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,90.00,0.00,utils,90.00
utils\time.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,utils,100.00
utils\__init__.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95.00,0.00,utils,95.00
utils\sysinfo.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90.00,0.00,utils,90.00
worker\consumer\delayed_delivery.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95.00,worker,95.00
worker\consumer\tasks.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95.00,worker,95.00
worker\consumer\gossip.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95.00,worker,95.00
worker\consumer\connection.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,worker,100.00
worker\consumer\heart.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95.00,worker,95.00
worker\consumer\mingle.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,worker,100.00
worker\consumer\consumer.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95.00,worker,95.00
worker\consumer\control.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,worker,100.00
worker\consumer\agent.py,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,contrib,100.00
worker\consumer\events.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.00,worker,80.00
worker\consumer\__init__.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,None,0.00
worker\components.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95.00,worker,95.00
worker\pidbox.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95.00,worker,95.00
worker\request.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95.00,worker,95.00
worker\worker.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95.00,worker,95.00
worker\autoscale.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95.00,worker,95.00
worker\strategy.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,85.00,worker,85.00
worker\control.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95.00,worker,95.00
worker\__init__.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,worker,100.00
worker\loops.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95.00,worker,95.00
worker\heartbeat.py,0.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,85.00,worker,85.00
worker\state.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,85.00,worker,85.00
schedules.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95.00,worker,95.00
exceptions.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,85.00,0.00,utils,85.00
states.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,85.00,worker,85.00
canvas.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,None,5.00
signals.py,0.00,0.00,0.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,events,90.00
platforms.py,0.00,0.00,2.00,0.00,0.00,0.00,0.00,3.00,95.00,0.00,utils,95.00
result.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95.00,worker,95.00
__init__.py,0.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,concurrency,90.00
local.py,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,85.00,5.00,utils,85.00
beat.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.00,worker,70.00
bootsteps.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.00,worker,80.00
__main__.py,0.00,90.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,bin,90.00
_state.py,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,30.00,30.00,None,30.00
