file_path,CameraDataPostProcess,CameraDataPreProcess,CameraDataProcessCommon,CameraServiceCommon,ChannelCommon,ChannelSink,ChannelSource,DistributedCameraSinkMgr,DistributedCameraSourceMgr,utils,best_module,best_likelihood
distributed_camera\services\channel\include\dcamera_softbus_adapter.h,12.386008262634277,7.038590908050537,9.98733901977539,13.93639087677002,19.90817642211914,8.738282203674316,8.371511459350586,9.51284408569336,10.042989730834961,9.470884323120117,ChannelCommon,19.90817642211914
distributed_camera\services\channel\include\dcamera_channel_source_impl.h,8.727283477783203,3.8247461318969727,5.653885841369629,10.542922973632812,14.341872215270996,5.930078029632568,5.2599992752075195,5.369543075561523,8.401575088500977,8.147103309631348,ChannelCommon,14.341872215270996
distributed_camera\services\cameraservice\cameraoperator\client\include\callback\dcamera_video_callback.h,4.072177886962891,1.068631887435913,0.6444035172462463,6.139077663421631,0.06633731722831726,1.0354632139205933,1.1018004417419434,2.4125704765319824,9.730523109436035,6.736397743225098,DistributedCameraSourceMgr,9.730523109436035
distributed_camera\camera_hdf\interfaces\hdi_ipc\server\provider\dcamera_provider_callback_proxy.h,3.0394840240478516,1.0360679626464844,3.667715072631836,10.088436126708984,5.564344882965088,1.0191841125488281,1.0529519319534302,5.744151592254639,8.586898803710938,9.43480396270752,CameraServiceCommon,10.088436126708984
distributed_camera\camera_hdf\interfaces\hdi_ipc\client\operator\dstream_operator_callback_stub.h,8.960229873657227,4.705695629119873,8.103269577026367,4.915602207183838,5.692390441894531,1.0190486907958984,1.054108738899231,6.415128231048584,9.234728813171387,9.228286743164062,DistributedCameraSourceMgr,9.234728813171387
distributed_camera\services\cameraservice\sourceservice\include\distributedcameramgr\dcameradata\dcamera_source_data_process.h,11.07971477508545,4.191512107849121,6.605266094207764,7.348789691925049,3.483335494995117,1.0189297199249268,1.0526976585388184,5.822456359863281,10.26093864440918,7.510706424713135,CameraDataPostProcess,11.07971477508545
distributed_camera\camera_hdf\hdi_impl\include\dcamera_provider\dcamera_provider.h,3.0395731925964355,1.036401391029358,1.609447717666626,8.450531959533691,1.6436090469360352,1.0193207263946533,1.053482174873352,5.570845127105713,7.580372333526611,10.819796562194824,utils,10.819796562194824
distributed_camera\interfaces\inner_kits\native_cpp\camera_source\include\callback\idcamera_source_callback.h,10.694783210754395,4.4952168464660645,9.998976707458496,7.8145623207092285,9.279841423034668,1.018715500831604,1.051768183708191,4.740539073944092,9.605340003967285,6.524119853973389,CameraDataPostProcess,10.694783210754395
distributed_camera\services\data_process\include\pipeline_node\fpscontroller\fps_controller_process.h,23.430431365966797,8.643633842468262,11.223397254943848,10.638687133789062,4.736256122589111,9.601818084716797,7.235625743865967,18.77593421936035,22.669118881225586,6.303560733795166,CameraDataPostProcess,23.430431365966797
distributed_camera\services\cameraservice\sinkservice\src\distributedcameramgr\listener\dcamera_sink_controller_channel_listener.cpp,11.285484313964844,5.025292873382568,6.655621528625488,13.103373527526855,10.546721458435059,16.832744598388672,12.339518547058105,24.558094024658203,20.80371856689453,6.94483757019043,DistributedCameraSinkMgr,24.558094024658203
distributed_camera\services\cameraservice\sinkservice\include\distributedcameramgr\listener\dcamera_sink_data_process_listener.h,9.821773529052734,6.43544864654541,7.011862277984619,7.565537452697754,6.159640789031982,1.0362948179244995,1.1043052673339844,7.779562473297119,7.207866191864014,6.48252010345459,CameraDataPostProcess,9.821773529052734
distributed_camera\services\cameraservice\base\include\dcamera_protocol.h,4.236766815185547,1.0359247922897339,1.4168415069580078,13.927498817443848,5.219592094421387,4.185859203338623,3.6457207202911377,2.666684627532959,9.666380882263184,8.184925079345703,CameraServiceCommon,13.927498817443848
distributed_camera\services\data_process\include\interfaces\idata_process_pipeline.h,14.312459945678711,7.800081729888916,11.856584548950195,8.451640129089355,9.245794296264648,1.0166469812393188,1.047453761100769,6.610153675079346,8.64673900604248,5.130683898925781,CameraDataPostProcess,14.312459945678711
distributed_camera\services\cameraservice\sourceservice\include\distributedcameramgr\dcameradata\dcamera_source_input_channel_listener.h,8.293996810913086,5.118438720703125,5.558751583099365,9.636226654052734,9.531379699707031,3.2305281162261963,3.262699842453003,5.350368976593018,12.562060356140137,7.0096516609191895,DistributedCameraSourceMgr,12.562060356140137
distributed_camera\services\cameraservice\base\src\dcamera_channel_info_cmd.cpp,9.343652725219727,4.481089115142822,8.77739429473877,12.704085350036621,10.61756420135498,8.279312133789062,5.499935150146484,8.336193084716797,8.078104019165039,6.74730110168457,CameraServiceCommon,12.704085350036621
distributed_camera\services\cameraservice\cameraoperator\client\include\callback\dcamera_preview_callback.h,4.03494930267334,1.0314034223556519,0.0,5.494674205780029,0.029108867049217224,1.0168489217758179,1.0459578037261963,2.3567278385162354,10.619799613952637,6.736397743225098,DistributedCameraSourceMgr,10.619799613952637
distributed_camera\interfaces\inner_kits\native_cpp\camera_sink\src\dcamera_sink_handler.cpp,3.9881913661956787,3.719637870788574,3.958686590194702,8.344194412231445,5.7885050773620605,1.5170612335205078,1.108885645866394,4.623970031738281,5.28694486618042,3.368546485900879,CameraServiceCommon,8.344194412231445
distributed_camera\common\include\utils\dcamera_index.h,3.0375328063964844,1.0340242385864258,4.7432403564453125,3.0057790279388428,2.403374195098877,1.0181472301483154,1.0499011278152466,1.0499011278152466,3.0375328063964844,119.72514343261719,utils,119.72514343261719
distributed_camera\services\cameraservice\sourceservice\src\distributedcameramgr\dcamerastate\dcamera_source_init_state.cpp,6.05478048324585,1.920643925666809,3.0053582191467285,8.735273361206055,2.2517857551574707,2.227489948272705,1.3948227167129517,5.79365348815918,9.17803955078125,3.550309419631958,DistributedCameraSourceMgr,9.17803955078125
distributed_camera\camera_hdf\interfaces\hdi_ipc\client\device\dcamera_device_callback_stub.cpp,9.058527946472168,6.331095218658447,8.982335090637207,7.277170658111572,5.6188788414001465,1.0352596044540405,1.100870132446289,6.452924728393555,8.967177391052246,11.594314575195312,utils,11.594314575195312
distributed_camera\interfaces\inner_kits\native_cpp\camera_source\src\distributed_camera_source_proxy.cpp,11.486783027648926,5.022983551025391,9.157316207885742,9.931650161743164,7.643133163452148,1.5695372819900513,1.0483921766281128,7.189411163330078,10.425910949707031,7.316961765289307,CameraDataPostProcess,11.486783027648926
distributed_camera\services\cameraservice\sourceservice\src\distributedcamera\distributed_camera_source_service.cpp,6.243679523468018,2.3438057899475098,3.247037410736084,9.826987266540527,5.837525844573975,1.791239619255066,1.8231931924819946,5.718029499053955,11.850706100463867,4.766505718231201,DistributedCameraSourceMgr,11.850706100463867
distributed_camera\camera_hdf\hdi_impl\include\dstream_operator\dcamera_steam.h,3.6119704246520996,1.5338642597198486,0.3097749948501587,4.566714286804199,0.33125054836273193,1.5697070360183716,1.0345789194107056,2.4507174491882324,7.5674591064453125,8.120564460754395,utils,8.120564460754395
distributed_camera\camera_hdf\interfaces\hdi_ipc\client\device\dcamera_device_proxy.h,4.272414684295654,1.9465277194976807,2.699341297149658,10.222822189331055,4.594379901885986,2.7659244537353516,1.981445550918579,4.190994739532471,10.46933364868164,10.813164710998535,utils,10.813164710998535
distributed_camera\services\cameraservice\sourceservice\src\distributedcameramgr\dcameradata\dcamera_stream_data_process_producer.cpp,13.434539794921875,4.87068510055542,10.66379451751709,7.6528706550598145,4.998440742492676,2.7691454887390137,1.853285312652588,8.9928560256958,13.160244941711426,13.231681823730469,CameraDataPostProcess,13.434539794921875
distributed_camera\camera_hdf\hdi_impl\include\dcamera_host\dcamera_host.h,3.041616678237915,1.037256121635437,0.0,6.044414043426514,0.03390392288565636,1.0203040838241577,1.0542080402374268,1.251549243927002,5.2099690437316895,5.799851894378662,CameraServiceCommon,6.044414043426514
distributed_camera\services\cameraservice\base\include\dcamera_capture_info_cmd.h,7.870263576507568,3.0354926586151123,5.303487300872803,8.472819328308105,3.6735024452209473,3.0954034328460693,2.5372512340545654,6.17057991027832,9.992928504943848,5.855224609375,DistributedCameraSourceMgr,9.992928504943848
distributed_camera\services\cameraservice\cameraoperator\client\src\dcamera_client.cpp,13.733940124511719,5.729819297790527,6.214104652404785,11.923470497131348,4.156325340270996,1.9266923666000366,1.5689858198165894,8.600518226623535,18.999950408935547,8.18746566772461,DistributedCameraSourceMgr,18.999950408935547
distributed_camera\interfaces\inner_kits\native_cpp\camera_sink\include\dcamera_sink_handler.h,4.657774925231934,3.3101158142089844,4.167315483093262,8.757603645324707,6.175460338592529,1.6603213548660278,1.1138193607330322,3.94828462600708,3.681389331817627,3.0060954093933105,CameraServiceCommon,8.757603645324707
distributed_camera\camera_hdf\interfaces\hdi_ipc\client\host\dcamera_host_proxy.h,3.44624924659729,1.035396695137024,1.8373852968215942,7.933058738708496,3.7065765857696533,1.0194936990737915,1.0512996912002563,3.356401205062866,7.355719089508057,7.074441909790039,CameraServiceCommon,7.933058738708496
distributed_camera\services\cameraservice\sourceservice\src\distributedcamera\dcamera_service_state_listener.cpp,11.066912651062012,4.5185651779174805,6.689197063446045,5.424314498901367,4.625279426574707,1.4300788640975952,1.0504039525985718,6.131402492523193,11.806601524353027,6.419748783111572,DistributedCameraSourceMgr,11.806601524353027
distributed_camera\camera_hdf\interfaces\hdi_ipc\client\device\dcamera_device_callback.h,3.031334638595581,1.027476191520691,2.6277973651885986,6.409657955169678,3.9645135402679443,1.0150401592254639,1.039912223815918,2.776177406311035,7.016626358032227,6.541601181030273,DistributedCameraSourceMgr,7.016626358032227
distributed_camera\services\cameraservice\sinkservice\src\distributedcameramgr\eventbus\dcamera_frame_trigger_event.cpp,6.241529941558838,2.0315277576446533,1.0,7.974735260009766,1.0292184352874756,2.0099337100982666,2.039152145385742,5.876809120178223,4.773069381713867,3.005878210067749,CameraServiceCommon,7.974735260009766
distributed_camera\services\cameraservice\sourceservice\include\distributedcameramgr\dcameracontrol\dcamera_source_controller_channel_listener.h,11.570047378540039,3.034430742263794,6.5651936531066895,12.917556762695312,10.550010681152344,15.091683387756348,11.62601089477539,20.251508712768555,21.344270706176758,6.013824462890625,DistributedCameraSourceMgr,21.344270706176758
distributed_camera\camera_hdf\interfaces\hdi_ipc\client\provider\dcamera_provider_callback.h,3.0394840240478516,1.0360679626464844,3.667715072631836,10.088436126708984,5.564344882965088,1.0191841125488281,1.0529519319534302,5.476036071777344,8.318782806396484,9.43480396270752,CameraServiceCommon,10.088436126708984
distributed_camera\services\cameraservice\sourceservice\include\distributedcamera\dcamera_source_callback_proxy.h,10.546632766723633,4.509464263916016,7.139406204223633,6.186633586883545,3.698413848876953,1.0187517404556274,1.0518985986709595,6.099597454071045,10.835902214050293,6.407293319702148,DistributedCameraSourceMgr,10.835902214050293
distributed_camera\services\data_process\src\pipeline_node\multimedia_codec\encode_video_callback.cpp,13.247169494628906,9.201833724975586,9.77067756652832,6.023250579833984,1.6877741813659668,1.8510900735855103,1.1915624141693115,6.620140075683594,11.79627513885498,13.29548454284668,utils,13.29548454284668
distributed_camera\services\cameraservice\cameraoperator\client\include\callback\dcamera_session_callback.h,3.035295009613037,1.0316952466964722,0.0,5.5007643699646,2.6958725452423096,1.0170122385025024,1.046378254890442,2.3618578910827637,7.434185028076172,6.753418445587158,DistributedCameraSourceMgr,7.434185028076172
distributed_camera\services\cameraservice\sinkservice\include\distributedcameramgr\interface\icamera_sink_output.h,6.140573501586914,3.544170379638672,2.8820512294769287,8.365822792053223,3.7858312129974365,1.0356132984161377,1.102374792098999,6.953946113586426,5.977766513824463,5.005682945251465,CameraServiceCommon,8.365822792053223
distributed_camera\camera_hdf\interfaces\hdi_ipc\server\host\dcamera_host_stub.cpp,10.525766372680664,8.748648643493652,7.965853214263916,8.948602676391602,5.240854740142822,1.4325718879699707,2.2594621181488037,7.85458517074585,13.243714332580566,13.434502601623535,utils,13.434502601623535
distributed_camera\camera_hdf\interfaces\hdi_ipc\server\operator\doffline_stream_operator_stub.h,8.910698890686035,4.677624225616455,8.086409568786621,4.930525302886963,5.708401679992676,1.0193455219268799,1.0549781322479248,6.398642539978027,8.794690132141113,8.804472923278809,CameraDataPostProcess,8.910698890686035
distributed_camera\services\cameraservice\sourceservice\include\distributedcameramgr\dcamera_source_dev.h,7.155769348144531,2.6202890872955322,2.6457765102386475,15.252814292907715,3.4545252323150635,8.781721115112305,6.472675800323486,15.620401382446289,18.60369300842285,6.004962921142578,DistributedCameraSourceMgr,18.60369300842285
distributed_camera\interfaces\inner_kits\native_cpp\camera_source\src\dcamera_source_handler.cpp,5.76534366607666,1.5371865034103394,3.4664645195007324,8.974064826965332,6.136134147644043,2.4200360774993896,1.5154629945755005,2.240083694458008,9.57956314086914,5.9591169357299805,DistributedCameraSourceMgr,9.57956314086914
distributed_camera\services\cameraservice\sourceservice\src\distributedcameramgr\dcamerastate\dcamera_source_capture_state.cpp,6.069363594055176,1.7420845031738281,2.677217960357666,12.040870666503906,5.21970796585083,3.9954357147216797,3.1009089946746826,5.735110759735107,12.509486198425293,8.622828483581543,DistributedCameraSourceMgr,12.509486198425293
distributed_camera\services\channel\src\dcamera_softbus_adapter.cpp,13.831265449523926,8.427274703979492,11.732112884521484,14.287092208862305,18.7181339263916,9.676167488098145,8.46483039855957,11.377549171447754,11.661561012268066,12.776566505432129,ChannelCommon,18.7181339263916
distributed_camera\camera_hdf\hdi_impl\test\dcamera_hdi_sample.cpp,9.78642463684082,2.2275524139404297,3.144500494003296,8.823636054992676,3.51873779296875,4.592809200286865,2.867532253265381,3.5399038791656494,19.607162475585938,10.459602355957031,DistributedCameraSourceMgr,19.607162475585938
distributed_camera\camera_hdf\interfaces\hdi_ipc\server\operator\dstream_operator_callback_proxy.cpp,12.283949851989746,5.586196422576904,9.416204452514648,7.259024620056152,5.9365715980529785,1.0721650123596191,1.2143065929412842,7.957550525665283,16.383743286132812,14.290533065795898,DistributedCameraSourceMgr,16.383743286132812
distributed_camera\camera_hdf\interfaces\hdi_ipc\server\device\dcamera_device_callback_proxy.cpp,9.76265811920166,4.782289981842041,8.92172908782959,8.510048866271973,5.546764373779297,1.032465934753418,1.0926156044006348,7.24547004699707,8.915166854858398,11.061504364013672,utils,11.061504364013672
distributed_camera\services\cameraservice\sinkservice\test\unittest\common\distributedcameramgr\dcamera_sink_access_control_test.cpp,5.816308498382568,3.8169775009155273,11.955978393554688,7.950729846954346,8.708974838256836,1.4417724609375,5.3257155418396,12.7872314453125,6.8195953369140625,5.123297691345215,DistributedCameraSinkMgr,12.7872314453125
distributed_camera\services\cameraservice\cameraoperator\client\include\callback\dcamera_photo_callback.h,4.034139156341553,1.030717134475708,0.0,5.4805192947387695,0.028502870351076126,1.016465663909912,1.044968605041504,2.3448657989501953,12.355223655700684,5.894107341766357,DistributedCameraSourceMgr,12.355223655700684
distributed_camera\services\cameraservice\sinkservice\src\distributedcameramgr\listener\dcamera_sink_output_channel_listener.cpp,10.849180221557617,5.010313034057617,6.346981525421143,9.525077819824219,9.486331939697266,3.8948159217834473,3.2028300762176514,11.449326515197754,8.866765022277832,7.92886209487915,DistributedCameraSinkMgr,11.449326515197754
distributed_camera\services\cameraservice\sinkservice\src\distributedcameramgr\callback\dcamera_sink_controller_state_callback.cpp,8.230822563171387,3.088491201400757,3.624948024749756,11.976710319519043,3.086312770843506,14.642724990844727,10.192387580871582,23.731237411499023,21.44906997680664,5.570253849029541,DistributedCameraSinkMgr,23.731237411499023
distributed_camera\services\cameraservice\sinkservice\test\unittest\common\distributedcameramgr\mock_camera_channel.h,6.038167476654053,4.0341901779174805,8.653647422790527,8.680809020996094,11.884930610656738,3.836498975753784,3.2522261142730713,5.347344398498535,5.505586624145508,9.16342830657959,ChannelCommon,11.884930610656738
distributed_camera\common\src\utils\data_buffer.cpp,9.900540351867676,5.468303680419922,11.208540916442871,4.423773288726807,4.757234573364258,1.3893609046936035,1.112739086151123,7.190540790557861,6.605931282043457,107.21549987792969,utils,107.21549987792969
distributed_camera\camera_hdf\interfaces\hdi_ipc\server\device\dcamera_device_callback_proxy.h,3.030716896057129,1.026920199394226,2.593735933303833,6.382281303405762,3.9234063625335693,1.0147444009780884,1.0390959978103638,3.0439863204956055,7.263182640075684,6.509381294250488,DistributedCameraSourceMgr,7.263182640075684
distributed_camera\camera_hdf\interfaces\hdi_ipc\ipc_data_utils.h,9.912944793701172,4.295539855957031,7.592780590057373,8.09763240814209,5.164002895355225,1.4047744274139404,1.4345208406448364,6.999115943908691,7.929021835327148,94.59535217285156,utils,94.59535217285156
distributed_camera\services\cameraservice\cameraoperator\client\src\listener\dcamera_photo_surface_listener_common.cpp,9.385443687438965,5.891989231109619,11.336727142333984,6.873339653015137,7.727880477905273,2.051379680633545,2.1541991233825684,7.403820991516113,10.598823547363281,9.675541877746582,CameraDataProcessCommon,11.336727142333984
distributed_camera\camera_hdf\interfaces\hdi_ipc\client\operator\doffline_stream_operator_proxy.h,3.0280113220214844,1.0252842903137207,1.9262689352035522,5.732078552246094,5.479399681091309,1.814960241317749,1.8387153148651123,3.0202414989471436,11.911077499389648,6.658618927001953,DistributedCameraSourceMgr,11.911077499389648
distributed_camera\services\cameraservice\sinkservice\test\unittest\common\distributedcameramgr\mock_dcamera_sink_output.h,6.074983596801758,3.4973490238189697,6.62246036529541,7.498759746551514,4.383975028991699,1.6418591737747192,1.1030875444412231,6.863023281097412,5.9495439529418945,7.311799049377441,CameraServiceCommon,7.498759746551514
distributed_camera\services\cameraservice\base\include\dcamera_channel_info_cmd.h,7.93609619140625,3.035714864730835,6.378109455108643,11.722811698913574,9.144369125366211,5.355413913726807,4.778252601623535,6.239505290985107,7.861520767211914,5.882930278778076,CameraServiceCommon,11.722811698913574
distributed_camera\services\cameraservice\cameraoperator\client\include\icamera_operator.h,6.038396835327148,3.4354300498962402,3.0,8.412252426147461,1.0331090688705444,1.018631935119629,1.0517410039901733,6.255589008331299,9.654504776000977,6.737161636352539,DistributedCameraSourceMgr,9.654504776000977
distributed_camera\services\cameraservice\sinkservice\test\unittest\common\distributedcameramgr\mock_dcamera_sink_data_process.h,9.5536470413208,6.265635013580322,11.367257118225098,11.569634437561035,10.275943756103516,3.796144723892212,3.266258478164673,10.414262771606445,8.125746726989746,8.662561416625977,CameraServiceCommon,11.569634437561035
distributed_camera\services\cameraservice\sourceservice\include\distributedcameramgr\dcamerahdf\dcamera_provider_callback_impl.h,4.039042949676514,1.036019206047058,2.405731201171875,10.001885414123535,2.439793825149536,1.0189878940582275,1.0530506372451782,4.90391206741333,9.261276245117188,9.007701873779297,CameraServiceCommon,10.001885414123535
distributed_camera\services\cameraservice\sinkservice\include\distributedcameramgr\eventbus\dcamera_frame_trigger_event.h,6.252874851226807,2.0333449840545654,1.0,7.923731803894043,1.031025767326355,1.9288610219955444,1.959886908531189,5.565487861633301,4.530545711517334,3.005903482437134,CameraServiceCommon,7.923731803894043
distributed_camera\services\cameraservice\sourceservice\include\distributedcamera\distributed_camera_source_stub.h,10.945550918579102,4.764301300048828,8.129854202270508,6.148216247558594,3.809053659439087,1.0299254655838013,1.0869837999343872,6.078611850738525,8.262327194213867,6.537142753601074,CameraDataPostProcess,10.945550918579102
distributed_camera\interfaces\inner_kits\native_cpp\camera_source\include\callback\dcamera_source_callback_stub.h,11.053584098815918,4.7022786140441895,10.203741073608398,7.049655437469482,7.849488258361816,1.0321223735809326,1.0915100574493408,4.966372966766357,9.03752326965332,8.375020980834961,CameraDataPostProcess,11.053584098815918
distributed_camera\services\data_process\include\eventbus\dcamera_codec_event.h,8.707801818847656,4.124624252319336,5.868099212646484,8.03370189666748,1.5779908895492554,1.9526454210281372,1.9859312772750854,7.635389804840088,6.99334716796875,5.78359842300415,CameraDataPostProcess,8.707801818847656
distributed_camera\services\cameraservice\sinkservice\src\distributedcameramgr\listener\dcamera_sink_data_process_listener.cpp,10.406499862670898,6.31906795501709,6.865507125854492,7.517485618591309,6.034830093383789,1.7670838832855225,1.1021841764450073,8.648418426513672,7.383639335632324,7.4020609855651855,CameraDataPostProcess,10.406499862670898
distributed_camera\services\cameraservice\base\include\dcamera_event_cmd.h,3.965864896774292,1.0353388786315918,2.457728385925293,9.448163986206055,2.8499889373779297,3.234445810317993,2.6363894939422607,6.311817646026611,4.888792514801025,3.9124903678894043,CameraServiceCommon,9.448163986206055
distributed_camera\services\cameraservice\sourceservice\src\distributedcameramgr\dcamerastate\dcamera_source_opened_state.cpp,6.154999732971191,1.7926290035247803,2.761627674102783,12.198108673095703,5.375207901000977,4.108102798461914,3.1759092807769775,5.823681354522705,10.84973430633545,10.155441284179688,CameraServiceCommon,12.198108673095703
distributed_camera\services\cameraservice\sinkservice\src\distributedcameramgr\eventbus\dcamera_photo_output_event.cpp,8.577465057373047,4.031362056732178,4.0,9.185169219970703,2.0290725231170654,2.007124185562134,2.036196708679199,10.409878730773926,8.545948028564453,4.005828380584717,DistributedCameraSinkMgr,10.409878730773926
distributed_camera\services\data_process\include\pipeline_node\multimedia_codec\encode_data_process.h,20.60518455505371,8.573183059692383,10.329254150390625,8.966652870178223,3.4923183917999268,1.0813301801681519,1.2425340414047241,8.51966667175293,11.82790470123291,8.68359375,CameraDataPostProcess,20.60518455505371
distributed_camera\services\cameraservice\sinkservice\src\distributedcamera\distributed_camera_sink_service.cpp,4.497104167938232,4.299032211303711,3.39654278755188,9.451004981994629,4.8092169761657715,2.8971798419952393,2.7789366245269775,6.228802680969238,8.471684455871582,5.00767183303833,CameraServiceCommon,9.451004981994629
distributed_camera\camera_hdf\interfaces\hdi_ipc\server\host\dcamera_host_stub.h,9.363910675048828,5.077065467834473,7.323823928833008,5.980334758758545,5.492191791534424,1.017565131187439,1.0461989641189575,6.736191749572754,8.849333763122559,8.644718170166016,CameraDataPostProcess,9.363910675048828
distributed_camera\services\data_process\include\interfaces\data_process_listener.h,14.98360538482666,7.439136505126953,10.137979507446289,8.102325439453125,7.885108947753906,1.0136319398880005,1.0383981466293335,6.866837501525879,7.274991512298584,6.592889785766602,CameraDataPostProcess,14.98360538482666
distributed_camera\camera_hdf\interfaces\hdi_ipc\client\operator\doffline_stream_operator_proxy.cpp,9.725151062011719,4.77209997177124,8.10297966003418,5.382265090942383,6.675929546356201,1.6737449169158936,1.739450216293335,7.218570709228516,12.927937507629395,10.987857818603516,DistributedCameraSourceMgr,12.927937507629395
distributed_camera\services\data_process\src\pipeline_node\multimedia_codec\encode_data_process.cpp,29.8356876373291,15.18956184387207,18.975231170654297,11.678251266479492,5.803718090057373,5.603335857391357,3.082268238067627,17.314952850341797,19.47034454345703,16.659982681274414,CameraDataPostProcess,29.8356876373291
distributed_camera\services\cameraservice\sourceservice\include\distributedcameramgr\dcamerastate\dcamera_source_state_factory.h,5.3596720695495605,1.0317374467849731,2.643300771713257,7.496303081512451,2.0240588188171387,1.0170358419418335,1.0464389324188232,2.362602949142456,8.607904434204102,3.005941867828369,DistributedCameraSourceMgr,8.607904434204102
