file_path,dsp,feature,filter_bank,mir,best_module,best_likelihood
src\filterbank\cwt_filterBank.h,10.00,3.00,85.00,2.00,filter_bank,85.00
src\filterbank\auditory_filterBank.c,0.00,0.00,90.00,0.00,filter_bank,90.00
src\filterbank\chroma_filterBank.c,0.00,0.00,85.00,0.00,filter_bank,85.00
src\filterbank\dwt_filterCoef.h,90.00,0.00,0.00,0.00,dsp,90.00
src\filterbank\auditory_filterBank.h,10.00,5.00,85.00,0.00,filter_bank,85.00
src\filterbank\auditory_weight.h,5.00,0.00,95.00,0.00,filter_bank,95.00
src\filterbank\cqt_filterBank.h,30.00,15.00,45.00,10.00,None,45.00
src\filterbank\nsgt_filterBank.c,0.00,0.00,85.00,0.00,filter_bank,85.00
src\filterbank\nsgt_filterBank.h,0.00,0.00,95.00,0.00,filter_bank,95.00
src\mir\onset_algorithm.c,0.00,0.00,0.00,0.00,None,0.00
src\mir\hpss_algorithm.c,0.00,0.00,0.00,100.00,mir,100.00
src\mir\_pitch_yin.c,0.00,0.00,0.00,85.00,mir,85.00
src\mir\onset_algorithm.h,10.00,20.00,5.00,65.00,mir,65.00
src\mir\harmonicRatio_algorithm.c,20.00,10.00,0.00,70.00,mir,70.00
src\mir\harmonicRatio_algorithm.h,20.00,30.00,5.00,45.00,None,45.00
src\mir\_pitch_yin.h,5.00,20.00,1.00,74.00,mir,74.00
src\mir\_pitch_stft.c,0.00,0.00,0.00,70.00,mir,70.00
src\mir\_pitch_stft.h,20.00,10.00,5.00,65.00,mir,65.00
src\util\flux_util.c,30.00,10.00,5.00,55.00,mir,55.00
src\util\flux_wave.c,10.00,5.00,5.00,5.00,None,10.00
src\util\flux_util.h,50.00,15.00,5.00,30.00,dsp,50.00
src\util\flux_wave.h,5.00,5.00,5.00,85.00,mir,85.00
src\flux_spectral.h,0.00,0.00,0.00,0.00,None,0.00
src\dwt_algorithm.h,90.00,5.00,3.00,2.00,dsp,90.00
src\flux_base.h,65.00,10.00,15.00,10.00,dsp,65.00
src\flux_spectral.c,5.00,90.00,3.00,2.00,feature,90.00
src\flux_temporal.c,40.00,30.00,20.00,10.00,None,40.00
src\bft_algorithm.c,80.00,10.00,5.00,5.00,dsp,80.00
src\dwt_algorithm.c,80.00,3.00,15.00,2.00,dsp,80.00
src\bft_algorithm.h,80.00,3.00,15.00,2.00,dsp,80.00
src\cwt_algorithm.c,0.00,0.00,60.00,0.00,filter_bank,60.00
src\cwt_algorithm.h,85.00,5.00,7.00,3.00,dsp,85.00
src\cqt_algorithm.c,70.00,0.00,20.00,10.00,dsp,70.00
src\flux_temporal.h,5.00,25.00,5.00,5.00,None,25.00
src\cqt_algorithm.h,60.00,30.00,5.00,5.00,dsp,60.00
src\fst_algorithm.c,90.00,0.00,0.00,0.00,dsp,90.00
src\fst_algorithm.h,85.00,10.00,3.00,2.00,dsp,85.00
src\pwt_algorithm.c,85.00,0.00,0.00,0.00,dsp,85.00
src\nsgt_algorithm.c,0.00,0.00,85.00,0.00,filter_bank,85.00
src\nsgt_algorithm.h,0.00,0.00,0.00,0.00,None,0.00
src\reassign_algorithm.c,90.00,0.00,0.00,0.00,dsp,90.00
src\spectrogram_algorithm.h,60.00,25.00,10.00,5.00,dsp,60.00
src\spectrogram_algorithm.c,0.00,0.00,0.00,0.00,None,0.00
src\stft_algorithm.h,95.00,0.00,0.00,0.00,dsp,95.00
src\st_algorithm.h,95.00,0.00,0.00,0.00,dsp,95.00
src\stft_algorithm.c,100.00,0.00,0.00,0.00,dsp,100.00
src\st_algorithm.c,90.00,0.00,0.00,0.00,dsp,90.00
src\reassign_algorithm.h,70.00,10.00,5.00,15.00,dsp,70.00
src\pwt_algorithm.h,75.00,10.00,80.00,5.00,filter_bank,80.00
src\synsq_algorithm.h,70.00,5.00,20.00,5.00,dsp,70.00
src\swt_algorithm.c,90.00,5.00,10.00,5.00,dsp,90.00
src\swt_algorithm.h,85.00,5.00,5.00,5.00,dsp,85.00
src\temporal_algorithm.c,0.00,90.00,0.00,0.00,feature,90.00
src\wpt_algorithm.h,70.00,10.00,15.00,5.00,dsp,70.00
src\synsq_algorithm.c,85.00,0.00,0.00,0.00,dsp,85.00
src\wsst_algorithm.h,60.00,0.00,0.00,0.00,dsp,60.00
src\temporal_algorithm.h,20.00,60.00,5.00,15.00,feature,60.00
src\wpt_algorithm.c,30.00,0.00,70.00,0.00,filter_bank,70.00
src\wsst_algorithm.c,90.00,0.00,0.00,0.00,dsp,90.00
