Project,Module,File,GT,TFIDF,TFIDF Score,LLMProb,LLMProb Score,LLMAssign,LLMAssign-IPRAG,SAMCodeTLR
celery,backends,backends/database/session.py,non,non-None,84.32,non-None,85.0,non-None,non,non
celery,backends,apps/__init__.py,non-None,non,46.99,non,10.0,non,non-None,non
celery,backends,app/defaults.py,non-None,non-None,124.4,non-None,95.0,non-None,non-None,non
celery,backends,contrib/testing/mocks.py,non-None,non-None,89.23,non-None,95.0,non-None,non-None,non
celery,backends,events/dispatcher.py,non-None,non-None,154.3,non-None,95.0,non-None,non-None,non
celery,backends,beat.py,non-None,non-None,75.46,non,78.0,non-None,non,non
celery,backends,backends/cosmosdbsql.py,non,non,49.82,non-None,95.0,non-None,non-None,non
celery,backends,security/key.py,non-None,non-None,130.59,non-None,100.0,non-None,non-None,non
celery,backends,bin/logtool.py,non-None,non-None,105.35,non-None,98.0,non-None,non-None,non
celery,backends,contrib/abortable.py,non-None,non-None,102.41,non-None,100.0,non-None,non-None,non
celery,backends,exceptions.py,non-None,non,46.48,non,80.0,non-None,non-None,non
celery,backends,security/utils.py,non-None,non-None,128.7,non-None,95.0,non-None,non-None,non
celery,backends,utils/term.py,non-None,non-None,74.88,non-None,92.0,non-None,non-None,non
celery,backends,contrib/testing/worker.py,non-None,non-None,138.05,non-None,90.0,non-None,non-None,non
celery,backends,app/autoretry.py,non-None,non-None,58.32,non-None,85.0,non-None,non-None,non
celery,backends,worker/consumer/tasks.py,non-None,non-None,105.5,non-None,94.0,non-None,non-None,non
celery,backends,backends/rpc.py,non,non-None,94.0,non,0.0,non,non,non
celery,backends,worker/consumer/gossip.py,non-None,non-None,152.11,non-None,91.0,non-None,non-None,non
celery,backends,app/control.py,non-None,non-None,96.18,non-None,95.0,non-None,non-None,non
celery,backends,security/certificate.py,non-None,non-None,121.94,non-None,99.0,non-None,non-None,non
celery,backends,worker/worker.py,non-None,non-None,136.46,non-None,96.0,non-None,non-None,non
celery,backends,backends/database/models.py,non,non-None,75.71,non,10.0,non,non,non
celery,backends,worker/consumer/connection.py,non-None,non-None,84.45,non-None,92.0,non-None,non-None,non
celery,backends,utils/imports.py,non-None,non-None,83.23,non-None,95.0,non-None,non-None,non
celery,backends,backends/couchdb.py,non,non,5.59,non-None,95.0,non-None,non,non
celery,backends,utils/threads.py,non-None,non-None,79.34,non-None,95.0,non-None,non-None,non
celery,backends,concurrency/prefork.py,non-None,non-None,113.69,non-None,95.0,non-None,non-None,non
celery,backends,utils/deprecated.py,non-None,non-None,83.55,non-None,90.0,non-None,non-None,non
celery,backends,backends/gcs.py,non,non-None,62.58,non-None,99.0,non-None,non-None,non
celery,backends,app/amqp.py,non-None,non-None,112.29,non-None,95.0,non-None,non-None,non
celery,backends,app/annotations.py,non-None,non-None,61.2,non-None,85.0,non-None,non-None,non
celery,backends,events/dumper.py,non-None,non-None,152.56,non-None,85.0,non-None,non-None,non
celery,backends,app/registry.py,non-None,non-None,66.94,non-None,98.0,non-None,non-None,non
celery,backends,contrib/testing/__init__.py,non-None,non-None,101.78,non,10.0,non,non-None,non
celery,backends,schedules.py,non-None,non-None,137.46,non-None,85.0,non,non,non
celery,backends,_state.py,non-None,non-None,115.52,non,75.0,non-None,non-None,non
celery,backends,contrib/testing/tasks.py,non-None,non-None,103.88,non-None,85.0,non-None,non-None,non
celery,backends,backends/asynchronous.py,non,non-None,200.38,non-None,93.0,non-None,non,non
celery,backends,concurrency/asynpool.py,non-None,non-None,124.77,non-None,95.0,non-None,non-None,non
celery,backends,utils/nodenames.py,non-None,non-None,77.37,non-None,85.0,non-None,non-None,non
celery,backends,bin/celery.py,non-None,non-None,137.58,non-None,99.0,non-None,non-None,non
celery,backends,bin/upgrade.py,non-None,non-None,120.69,non-None,99.0,non-None,non-None,non
celery,backends,app/utils.py,non-None,non-None,90.29,non-None,95.0,non-None,non-None,non
celery,backends,app/task.py,non-None,non-None,114.76,non-None,95.0,non-None,non-None,non
celery,backends,backends/s3.py,non,non-None,60.7,non-None,95.0,non-None,non-None,non
celery,backends,contrib/sphinx.py,non-None,non-None,116.88,non-None,100.0,non-None,non-None,non
celery,backends,worker/__init__.py,non-None,non-None,64.88,non-None,96.0,non-None,non-None,non
celery,backends,bin/list.py,non-None,non-None,106.87,non-None,100.0,non-None,non-None,non
celery,backends,utils/__init__.py,non-None,non-None,85.65,non-None,99.0,non-None,non-None,non
celery,backends,backends/redis.py,non,non-None,107.31,non-None,95.0,non,non,non
celery,backends,backends/__init__.py,non,non,3.0,non,15.0,non,non,non
celery,backends,backends/mongodb.py,non,non-None,91.28,non-None,95.0,non,non,non
celery,backends,contrib/django/task.py,non-None,non-None,102.24,non,70.0,non-None,non-None,non
celery,backends,bin/worker.py,non-None,non-None,163.33,non-None,95.0,non-None,non-None,non
celery,backends,loaders/app.py,non-None,non-None,97.0,non-None,98.0,non-None,non-None,non
celery,backends,result.py,non-None,non-None,87.95,non,78.0,non-None,non-None,non
celery,backends,concurrency/thread.py,non-None,non-None,118.34,non-None,95.0,non-None,non-None,non
celery,backends,worker/consumer/consumer.py,non-None,non-None,147.88,non-None,95.0,non-None,non-None,non
celery,backends,backends/cassandra.py,non,non-None,56.04,non-None,95.0,non-None,non,non
celery,backends,utils/abstract.py,non-None,non-None,80.88,non-None,92.0,non-None,non-None,non
celery,backends,contrib/testing/manager.py,non-None,non-None,132.65,non-None,90.0,non-None,non-None,non
celery,backends,utils/annotations.py,non-None,non-None,82.89,non-None,87.0,non-None,non-None,non
celery,backends,utils/sysinfo.py,non-None,non-None,82.09,non-None,99.0,non-None,non-None,non
celery,backends,bin/result.py,non-None,non-None,109.87,non-None,100.0,non-None,non-None,non
celery,backends,worker/request.py,non-None,non-None,185.96,non-None,90.0,non-None,non-None,non
celery,backends,events/state.py,non-None,non-None,159.99,non-None,99.0,non-None,non-None,non
celery,backends,fixups/__init__.py,non-None,non-None,140.25,non-None,100.0,non-None,non-None,non
celery,backends,apps/beat.py,non-None,non-None,77.89,non-None,95.0,non-None,non-None,non
celery,backends,backends/arangodb.py,non,non-None,56.08,non-None,99.0,non-None,non-None,non
celery,backends,bin/__init__.py,non-None,non-None,98.93,non,10.0,non,non-None,non
celery,backends,loaders/base.py,non-None,non-None,127.28,non-None,98.0,non-None,non-None,non
celery,backends,worker/consumer/agent.py,non-None,non-None,71.42,non-None,95.0,non-None,non-None,non
celery,backends,events/__init__.py,non-None,non-None,142.82,non-None,99.0,non-None,non-None,non
celery,backends,signals.py,non-None,non-None,88.77,non-None,90.0,non-None,non-None,non
celery,backends,bin/migrate.py,non-None,non-None,116.59,non-None,95.0,non-None,non-None,non
celery,backends,loaders/__init__.py,non-None,non-None,171.36,non-None,95.0,non-None,non-None,non
celery,backends,utils/log.py,non-None,non-None,116.25,non-None,95.0,non-None,non-None,non
celery,backends,__main__.py,non-None,non-None,100.12,non-None,99.0,non-None,non-None,non
celery,backends,worker/consumer/__init__.py,non-None,non-None,96.06,non-None,98.0,non-None,non-None,non
celery,backends,backends/couchbase.py,non,non-None,50.66,non-None,100.0,non-None,non,non
celery,backends,bin/graph.py,non-None,non-None,131.93,non-None,98.0,non-None,non-None,non
celery,backends,loaders/default.py,non-None,non-None,159.61,non-None,98.0,non-None,non-None,non
celery,backends,utils/serialization.py,non-None,non-None,80.25,non-None,95.0,non-None,non-None,non
celery,backends,app/builtins.py,non-None,non-None,97.04,non,80.0,non-None,non-None,non
celery,backends,events/snapshot.py,non-None,non-None,146.99,non-None,95.0,non-None,non-None,non
celery,backends,app/base.py,non-None,non-None,220.22,non-None,98.0,non-None,non-None,non
celery,backends,events/event.py,non-None,non-None,145.2,non-None,95.0,non-None,non-None,non
celery,backends,local.py,non-None,non-None,75.0,non-None,95.0,non-None,non-None,non
celery,backends,utils/dispatch/__init__.py,non-None,non-None,86.75,non-None,85.0,non-None,non-None,non
celery,backends,app/__init__.py,non-None,non-None,73.92,non-None,95.0,non-None,non-None,non
celery,backends,concurrency/base.py,non-None,non-None,113.99,non-None,98.0,non-None,non-None,non
celery,backends,bin/base.py,non-None,non-None,107.09,non-None,99.0,non-None,non-None,non
celery,backends,events/cursesmon.py,non-None,non-None,155.31,non-None,85.0,non-None,non-None,non
celery,backends,worker/autoscale.py,non-None,non-None,128.65,non-None,100.0,non-None,non-None,non
celery,backends,worker/consumer/events.py,non-None,non-None,194.32,non-None,95.0,non-None,non-None,non
celery,backends,backends/filesystem.py,non,non-None,56.26,non-None,90.0,non,non,non
celery,backends,app/events.py,non-None,non-None,109.35,non-None,90.0,non-None,non-None,non
celery,backends,app/log.py,non-None,non-None,72.74,non-None,90.0,non-None,non-None,non
celery,backends,bin/control.py,non-None,non-None,99.78,non-None,98.0,non-None,non-None,non
celery,backends,fixups/django.py,non-None,non-None,213.67,non-None,95.0,non-None,non-None,non
celery,backends,utils/graph.py,non-None,non-None,80.41,non-None,98.0,non-None,non-None,non
celery,backends,worker/control.py,non-None,non-None,144.82,non-None,98.0,non-None,non-None,non
celery,backends,worker/consumer/mingle.py,non-None,non-None,132.97,non-None,96.0,non-None,non-None,non
celery,backends,worker/pidbox.py,non-None,non-None,131.34,non-None,95.0,non-None,non-None,non
celery,backends,utils/quorum_queues.py,non-None,non-None,85.22,non-None,85.0,non-None,non-None,non
celery,backends,utils/time.py,non-None,non-None,91.33,non-None,99.0,non-None,non-None,non
celery,backends,utils/timer2.py,non-None,non-None,80.46,non,63.0,non-None,non-None,non
celery,backends,apps/multi.py,non-None,non-None,79.08,non-None,95.0,non-None,non-None,non
celery,backends,backends/elasticsearch.py,non,non,48.05,non-None,98.0,non-None,non,non
celery,backends,utils/dispatch/signal.py,non-None,non-None,73.06,non-None,85.0,non-None,non-None,non
celery,backends,utils/collections.py,non-None,non-None,98.59,non-None,85.0,non-None,non-None,non
celery,backends,app/backends.py,non-None,non-None,66.24,non-None,85.0,non,non-None,non
celery,backends,bin/amqp.py,non-None,non-None,123.57,non-None,95.0,non-None,non-None,non
celery,backends,backends/database/__init__.py,non,non-None,63.92,non,5.0,non,non,non
celery,backends,concurrency/eventlet.py,non-None,non-None,114.85,non-None,99.0,non-None,non-None,non
celery,backends,canvas.py,non-None,non-None,79.3,non-None,95.0,non-None,non,non
celery,backends,backends/base.py,non,non-None,83.99,non,70.0,non-None,non,non
celery,backends,utils/saferepr.py,non-None,non-None,69.13,non-None,95.0,non-None,non-None,non
celery,backends,worker/components.py,non-None,non-None,171.14,non-None,95.0,non-None,non-None,non
celery,backends,bin/call.py,non-None,non-None,101.98,non-None,100.0,non-None,non-None,non
celery,backends,concurrency/__init__.py,non-None,non-None,136.26,non-None,95.0,non-None,non-None,non
celery,backends,security/__init__.py,non-None,non-None,156.41,non-None,100.0,non-None,non-None,non
celery,backends,states.py,non-None,non,8.8,non,72.0,non-None,non-None,non
celery,backends,security/serialization.py,non-None,non-None,146.13,non-None,99.0,non-None,non-None,non
celery,backends,events/receiver.py,non-None,non-None,140.2,non-None,99.0,non-None,non-None,non
celery,backends,contrib/testing/app.py,non-None,non-None,95.58,non-None,90.0,non-None,non-None,non
celery,backends,contrib/django/__init__.py,non-None,non-None,102.83,non,10.0,non,non-None,non
celery,backends,utils/debug.py,non-None,non-None,108.14,non-None,99.0,non-None,non-None,non
celery,backends,app/trace.py,non-None,non-None,99.9,non-None,90.0,non-None,non-None,non
celery,backends,bin/beat.py,non-None,non-None,130.39,non-None,98.0,non-None,non-None,non
celery,backends,backends/consul.py,non,non,6.36,non-None,95.0,non-None,non-None,non
celery,backends,worker/strategy.py,non-None,non-None,188.47,non,80.0,non-None,non-None,non
celery,backends,bootsteps.py,non-None,non-None,87.61,non-None,97.0,non-None,non-None,non
celery,backends,bin/events.py,non-None,non-None,125.72,non-None,98.0,non-None,non-None,non
celery,backends,concurrency/solo.py,non-None,non-None,112.12,non-None,98.0,non-None,non-None,non
celery,backends,utils/static/__init__.py,non-None,non-None,86.09,non-None,95.0,non-None,non-None,non
celery,backends,bin/multi.py,non-None,non-None,132.55,non-None,99.0,non-None,non-None,non
celery,backends,__init__.py,non-None,non-None,128.42,non-None,90.0,non-None,non-None,non
celery,backends,backends/dynamodb.py,non,non-None,59.87,non-None,99.0,non-None,non-None,non
celery,backends,backends/azureblockblob.py,non,non,49.44,non-None,99.0,non-None,non-None,non
