Project,Module,File,GT,TFIDF@10,Score@10,TFIDF@20,Score@20,TFIDF@30,Score@30,TFIDF@40,Score@40,TFIDF@50,Score@50,TFIDF@60,Score@60,TFIDF@70,Score@70,TFIDF@80,Score@80,TFIDF@90,Score@90
celery,app,loaders/__init__.py,loaders,loaders,171.36,loaders,171.36,loaders,171.36,loaders,171.36,loaders,171.36,loaders,171.36,loaders,171.36,loaders,171.36,loaders,171.36
celery,app,utils/log.py,utils,utils,116.25,utils,116.25,utils,116.25,utils,116.25,utils,116.25,utils,116.25,utils,116.25,utils,116.25,utils,116.25
celery,app,__main__.py,bin,concurrency,100.12,concurrency,100.12,concurrency,100.12,concurrency,100.12,concurrency,100.12,concurrency,100.12,concurrency,100.12,concurrency,100.12,concurrency,100.12
celery,app,worker/consumer/__init__.py,worker,events,96.06,events,96.06,events,96.06,events,96.06,events,96.06,events,96.06,events,96.06,events,96.06,events,96.06
celery,app,backends/couchbase.py,backends,backends,116.88,backends,116.88,backends,116.88,backends,116.88,backends,116.88,backends,116.88,backends,116.88,backends,116.88,backends,116.88
celery,app,bin/graph.py,bin,worker,131.93,worker,131.93,worker,131.93,worker,131.93,worker,131.93,worker,131.93,worker,131.93,worker,131.93,worker,131.93
celery,app,loaders/default.py,loaders,loaders,159.61,loaders,159.61,loaders,159.61,loaders,159.61,loaders,159.61,loaders,159.61,loaders,159.61,loaders,159.61,loaders,159.61
celery,app,utils/serialization.py,utils,utils,80.25,utils,80.25,utils,80.25,utils,80.25,utils,80.25,utils,80.25,utils,80.25,utils,80.25,None,80.25
celery,app,app/builtins.py,None,bin,97.04,bin,97.04,bin,97.04,bin,97.04,bin,97.04,bin,97.04,bin,97.04,bin,97.04,bin,97.04
celery,app,events/snapshot.py,events,events,146.99,events,146.99,events,146.99,events,146.99,events,146.99,events,146.99,events,146.99,events,146.99,events,146.99
celery,app,app/base.py,None,fixups,220.22,fixups,220.22,fixups,220.22,fixups,220.22,fixups,220.22,fixups,220.22,fixups,220.22,fixups,220.22,fixups,220.22
celery,app,events/event.py,events,events,145.20,events,145.20,events,145.20,events,145.20,events,145.20,events,145.20,events,145.20,events,145.20,events,145.20
celery,app,local.py,bin,bin,73.75,bin,73.75,bin,73.75,bin,73.75,bin,73.75,bin,73.75,bin,73.75,None,73.75,None,73.75
celery,app,utils/dispatch/__init__.py,utils,utils,86.75,utils,86.75,utils,86.75,utils,86.75,utils,86.75,utils,86.75,utils,86.75,utils,86.75,None,86.75
celery,app,app/__init__.py,None,bin,56.30,bin,56.30,bin,56.30,bin,56.30,bin,56.30,None,56.30,None,56.30,None,56.30,None,56.30
celery,app,concurrency/base.py,concurrency,concurrency,113.21,concurrency,113.21,concurrency,113.21,concurrency,113.21,concurrency,113.21,concurrency,113.21,concurrency,113.21,concurrency,113.21,concurrency,113.21
celery,app,bin/base.py,bin,bin,105.41,bin,105.41,bin,105.41,bin,105.41,bin,105.41,bin,105.41,bin,105.41,bin,105.41,bin,105.41
celery,app,events/cursesmon.py,events,bin,155.31,bin,155.31,bin,155.31,bin,155.31,bin,155.31,bin,155.31,bin,155.31,bin,155.31,bin,155.31
celery,app,worker/autoscale.py,worker,concurrency,127.77,concurrency,127.77,concurrency,127.77,concurrency,127.77,concurrency,127.77,concurrency,127.77,concurrency,127.77,concurrency,127.77,concurrency,127.77
celery,app,worker/consumer/events.py,worker,events,194.32,events,194.32,events,194.32,events,194.32,events,194.32,events,194.32,events,194.32,events,194.32,events,194.32
celery,app,backends/filesystem.py,backends,backends,113.45,backends,113.45,backends,113.45,backends,113.45,backends,113.45,backends,113.45,backends,113.45,backends,113.45,backends,113.45
celery,app,app/events.py,None,events,109.35,events,109.35,events,109.35,events,109.35,events,109.35,events,109.35,events,109.35,events,109.35,events,109.35
celery,app,app/log.py,None,worker,72.74,worker,72.74,worker,72.74,worker,72.74,worker,72.74,worker,72.74,worker,72.74,None,72.74,None,72.74
celery,app,bin/control.py,bin,bin,99.73,bin,99.73,bin,99.73,bin,99.73,bin,99.73,bin,99.73,bin,99.73,bin,99.73,bin,99.73
celery,app,fixups/django.py,fixups,fixups,213.67,fixups,213.67,fixups,213.67,fixups,213.67,fixups,213.67,fixups,213.67,fixups,213.67,fixups,213.67,fixups,213.67
celery,app,utils/graph.py,utils,bin,80.41,bin,80.41,bin,80.41,bin,80.41,bin,80.41,bin,80.41,bin,80.41,bin,80.41,None,80.41
celery,app,worker/control.py,worker,events,144.83,events,144.83,events,144.83,events,144.83,events,144.83,events,144.83,events,144.83,events,144.83,events,144.83
celery,app,worker/consumer/mingle.py,worker,events,132.97,events,132.97,events,132.97,events,132.97,events,132.97,events,132.97,events,132.97,events,132.97,events,132.97
celery,app,worker/pidbox.py,worker,events,131.34,events,131.34,events,131.34,events,131.34,events,131.34,events,131.34,events,131.34,events,131.34,events,131.34
celery,app,utils/quorum_queues.py,utils,utils,85.22,utils,85.22,utils,85.22,utils,85.22,utils,85.22,utils,85.22,utils,85.22,utils,85.22,None,85.22
celery,app,utils/time.py,utils,utils,91.33,utils,91.33,utils,91.33,utils,91.33,utils,91.33,utils,91.33,utils,91.33,utils,91.33,utils,91.33
celery,app,utils/timer2.py,utils,utils,80.46,utils,80.46,utils,80.46,utils,80.46,utils,80.46,utils,80.46,utils,80.46,utils,80.46,None,80.46
celery,app,apps/multi.py,None,worker,79.08,worker,79.08,worker,79.08,worker,79.08,worker,79.08,worker,79.08,worker,79.08,None,79.08,None,79.08
celery,app,backends/elasticsearch.py,backends,backends,114.60,backends,114.60,backends,114.60,backends,114.60,backends,114.60,backends,114.60,backends,114.60,backends,114.60,backends,114.60
celery,app,utils/dispatch/signal.py,utils,utils,73.06,utils,73.06,utils,73.06,utils,73.06,utils,73.06,utils,73.06,utils,73.06,None,73.06,None,73.06
celery,app,utils/collections.py,utils,bin,98.59,bin,98.59,bin,98.59,bin,98.59,bin,98.59,bin,98.59,bin,98.59,bin,98.59,bin,98.59
celery,app,app/backends.py,None,backends,162.57,backends,162.57,backends,162.57,backends,162.57,backends,162.57,backends,162.57,backends,162.57,backends,162.57,backends,162.57
celery,app,bin/amqp.py,bin,bin,123.57,bin,123.57,bin,123.57,bin,123.57,bin,123.57,bin,123.57,bin,123.57,bin,123.57,bin,123.57
celery,app,backends/database/__init__.py,backends,backends,120.60,backends,120.60,backends,120.60,backends,120.60,backends,120.60,backends,120.60,backends,120.60,backends,120.60,backends,120.60
celery,app,concurrency/eventlet.py,concurrency,concurrency,113.94,concurrency,113.94,concurrency,113.94,concurrency,113.94,concurrency,113.94,concurrency,113.94,concurrency,113.94,concurrency,113.94,concurrency,113.94
celery,app,canvas.py,bin,loaders,66.79,loaders,66.79,loaders,66.79,loaders,66.79,loaders,66.79,loaders,66.79,None,66.79,None,66.79,None,66.79
celery,app,backends/base.py,backends,backends,128.23,backends,128.23,backends,128.23,backends,128.23,backends,128.23,backends,128.23,backends,128.23,backends,128.23,backends,128.23
celery,app,utils/saferepr.py,utils,utils,69.13,utils,69.13,utils,69.13,utils,69.13,utils,69.13,utils,69.13,None,69.13,None,69.13,None,69.13
celery,app,worker/components.py,worker,events,171.14,events,171.14,events,171.14,events,171.14,events,171.14,events,171.14,events,171.14,events,171.14,events,171.14
celery,app,bin/call.py,bin,bin,101.98,bin,101.98,bin,101.98,bin,101.98,bin,101.98,bin,101.98,bin,101.98,bin,101.98,bin,101.98
celery,app,concurrency/__init__.py,concurrency,concurrency,135.42,concurrency,135.42,concurrency,135.42,concurrency,135.42,concurrency,135.42,concurrency,135.42,concurrency,135.42,concurrency,135.42,concurrency,135.42
celery,app,security/__init__.py,security,security,156.41,security,156.41,security,156.41,security,156.41,security,156.41,security,156.41,security,156.41,security,156.41,security,156.41
celery,app,states.py,bin,None,8.79,None,8.79,None,8.79,None,8.79,None,8.79,None,8.79,None,8.79,None,8.79,None,8.79
celery,app,security/serialization.py,security,security,146.13,security,146.13,security,146.13,security,146.13,security,146.13,security,146.13,security,146.13,security,146.13,security,146.13
celery,app,events/receiver.py,events,events,140.20,events,140.20,events,140.20,events,140.20,events,140.20,events,140.20,events,140.20,events,140.20,events,140.20
celery,app,contrib/testing/app.py,contrib,contrib,95.58,contrib,95.58,contrib,95.58,contrib,95.58,contrib,95.58,contrib,95.58,contrib,95.58,contrib,95.58,contrib,95.58
celery,app,contrib/django/__init__.py,contrib,contrib,102.83,contrib,102.83,contrib,102.83,contrib,102.83,contrib,102.83,contrib,102.83,contrib,102.83,contrib,102.83,contrib,102.83
celery,app,utils/debug.py,utils,utils,108.14,utils,108.14,utils,108.14,utils,108.14,utils,108.14,utils,108.14,utils,108.14,utils,108.14,utils,108.14
celery,app,app/trace.py,None,loaders,99.90,loaders,99.90,loaders,99.90,loaders,99.90,loaders,99.90,loaders,99.90,loaders,99.90,loaders,99.90,loaders,99.90
celery,app,bin/beat.py,bin,bin,130.39,bin,130.39,bin,130.39,bin,130.39,bin,130.39,bin,130.39,bin,130.39,bin,130.39,bin,130.39
celery,app,backends/consul.py,backends,backends,75.25,backends,75.25,backends,75.25,backends,75.25,backends,75.25,backends,75.25,backends,75.25,None,75.25,None,75.25
celery,app,worker/strategy.py,worker,events,188.47,events,188.47,events,188.47,events,188.47,events,188.47,events,188.47,events,188.47,events,188.47,events,188.47
celery,app,bootsteps.py,bin,worker,87.61,worker,87.61,worker,87.61,worker,87.61,worker,87.61,worker,87.61,worker,87.61,worker,87.61,None,87.61
celery,app,bin/events.py,bin,bin,125.72,bin,125.72,bin,125.72,bin,125.72,bin,125.72,bin,125.72,bin,125.72,bin,125.72,bin,125.72
celery,app,concurrency/solo.py,concurrency,concurrency,112.12,concurrency,112.12,concurrency,112.12,concurrency,112.12,concurrency,112.12,concurrency,112.12,concurrency,112.12,concurrency,112.12,concurrency,112.12
celery,app,utils/static/__init__.py,utils,utils,86.09,utils,86.09,utils,86.09,utils,86.09,utils,86.09,utils,86.09,utils,86.09,utils,86.09,None,86.09
celery,app,bin/multi.py,bin,bin,132.55,bin,132.55,bin,132.55,bin,132.55,bin,132.55,bin,132.55,bin,132.55,bin,132.55,bin,132.55
celery,app,__init__.py,bin,concurrency,127.59,concurrency,127.59,concurrency,127.59,concurrency,127.59,concurrency,127.59,concurrency,127.59,concurrency,127.59,concurrency,127.59,concurrency,127.59
celery,app,backends/dynamodb.py,backends,backends,82.63,backends,82.63,backends,82.63,backends,82.63,backends,82.63,backends,82.63,backends,82.63,backends,82.63,None,82.63
celery,app,backends/azureblockblob.py,backends,backends,99.66,backends,99.66,backends,99.66,backends,99.66,backends,99.66,backends,99.66,backends,99.66,backends,99.66,backends,99.66
celery,app,contrib/rdb.py,contrib,contrib,88.61,contrib,88.61,contrib,88.61,contrib,88.61,contrib,88.61,contrib,88.61,contrib,88.61,contrib,88.61,None,88.61
celery,app,worker/loops.py,worker,events,149.54,events,149.54,events,149.54,events,149.54,events,149.54,events,149.54,events,149.54,events,149.54,events,149.54
celery,app,contrib/__init__.py,contrib,contrib,99.85,contrib,99.85,contrib,99.85,contrib,99.85,contrib,99.85,contrib,99.85,contrib,99.85,contrib,99.85,contrib,99.85
celery,app,utils/objects.py,utils,utils,87.46,utils,87.46,utils,87.46,utils,87.46,utils,87.46,utils,87.46,utils,87.46,utils,87.46,None,87.46
celery,backends,app/routes.py,app,app,58.74,app,58.74,app,58.74,app,58.74,app,58.74,None,58.74,None,58.74,None,58.74,None,58.74
celery,backends,bin/shell.py,bin,bin,154.93,bin,154.93,bin,154.93,bin,154.93,bin,154.93,bin,154.93,bin,154.93,bin,154.93,bin,154.93
celery,backends,contrib/migrate.py,contrib,app,91.06,app,91.06,app,91.06,app,91.06,app,91.06,app,91.06,app,91.06,app,91.06,app,91.06
celery,backends,worker/state.py,worker,worker,82.34,worker,82.34,worker,82.34,worker,82.34,worker,82.34,worker,82.34,worker,82.34,worker,82.34,None,82.34
celery,backends,worker/heartbeat.py,worker,events,99.77,events,99.77,events,99.77,events,99.77,events,99.77,events,99.77,events,99.77,events,99.77,events,99.77
celery,backends,apps/worker.py,app,loaders,141.00,loaders,141.00,loaders,141.00,loaders,141.00,loaders,141.00,loaders,141.00,loaders,141.00,loaders,141.00,loaders,141.00
celery,backends,worker/consumer/control.py,worker,worker,80.56,worker,80.56,worker,80.56,worker,80.56,worker,80.56,worker,80.56,worker,80.56,worker,80.56,None,80.56
celery,backends,worker/consumer/heart.py,worker,events,134.56,events,134.56,events,134.56,events,134.56,events,134.56,events,134.56,events,134.56,events,134.56,events,134.56
celery,backends,concurrency/gevent.py,concurrency,concurrency,91.60,concurrency,91.60,concurrency,91.60,concurrency,91.60,concurrency,91.60,concurrency,91.60,concurrency,91.60,concurrency,91.60,concurrency,91.60
celery,backends,platforms.py,bin,security,123.02,security,123.02,security,123.02,security,123.02,security,123.02,security,123.02,security,123.02,security,123.02,security,123.02
celery,backends,backends/cache.py,None,app,60.55,app,60.55,app,60.55,app,60.55,app,60.55,app,60.55,None,60.55,None,60.55,None,60.55
