file_path,IMBS,KDE,LBP_MRF,LBSP,MultiLayer,PBAS,SigmaDelta,T2F,TwoPoints,ViBe,dp,general,lb,main,best_module,best_likelihood
bgslibrary\bgslibrary\algorithms\PAWCS.h,18.973052978515625,4.339605808258057,33.7848014831543,98.757080078125,3.1517269611358643,21.061182022094727,3.1517269611358643,2.185624361038208,4.36957311630249,2.1517269611358643,4.289774417877197,5.65977144241333,41.54194259643555,12.516705513000488,LBSP,98.757080078125
bgslibrary\bgslibrary\algorithms\dp\AdaptiveMedianBGS.h,2.891000747680664,6.977870464324951,16.657474517822266,5.800318241119385,4.635468482971191,14.515165328979492,4.635468482971191,3.4889352321624756,5.105782508850098,2.891000747680664,89.42578125,7.303839683532715,10.07319450378418,17.406949996948242,dp,89.42578125
bgslibrary\bgslibrary\algorithms\dp\PratiMediodBGS.h,3.3932383060455322,7.683825492858887,16.69469451904297,6.140389442443848,4.982372283935547,19.405000686645508,5.314194679260254,3.8419127464294434,5.599906921386719,17.38642692565918,86.96723175048828,7.631234169006348,11.069258689880371,17.962345123291016,dp,86.96723175048828
bgslibrary\bgslibrary\algorithms\MultiLayer\BlobResult.cpp,1.32285475730896,0.0,0.0,22.267719268798828,84.22232055664062,1.6971375942230225,1.32285475730896,31.362213134765625,5.209022045135498,7.824639320373535,6.37433385848999,9.68006706237793,5.315324306488037,12.301679611206055,MultiLayer,84.22232055664062
bgslibrary\bgslibrary\algorithms\DPZivkovicAGMM.cpp,18.58268165588379,10.675431251525879,10.468387603759766,6.283761024475098,6.913179874420166,23.926803588867188,6.913179874420166,7.197338581085205,5.209283351898193,16.18781089782715,47.52430725097656,7.464498043060303,50.677894592285156,15.115077018737793,lb,50.677894592285156
bgslibrary\bgslibrary\algorithms\KNN.h,18.973052978515625,22.079612731933594,7.022086143493652,4.623013496398926,3.1517269611358643,21.061182022094727,3.1517269611358643,2.185624361038208,5.197559833526611,2.1517269611358643,3.3373515605926514,5.65977144241333,4.5419416427612305,12.516705513000488,KDE,22.079612731933594
bgslibrary\bgslibrary\algorithms\SuBSENSE.h,18.973052978515625,4.339605808258057,33.7848014831543,98.9345474243164,3.1517269611358643,21.061182022094727,3.1517269611358643,2.185624361038208,4.36957311630249,2.1517269611358643,3.3373515605926514,5.65977144241333,41.54194259643555,12.516705513000488,LBSP,98.9345474243164
bgslibrary\bgslibrary\algorithms\VuMeter\TBackground.h,3.291663885116577,7.061408519744873,0.0,5.849555015563965,4.680751800537109,3.906968593597412,5.057015895843506,3.5307042598724365,5.50709867477417,3.291663885116577,7.167619228363037,8.49341106414795,7.593652725219727,5.501955509185791,general,8.49341106414795
bgslibrary\bgslibrary\algorithms\KDE\KernelTable.h,1.154611349105835,85.28428649902344,0.0,2.3285489082336426,1.154611349105835,0.0,1.154611349105835,0.0,4.1278276443481445,1.154611349105835,1.154611349105835,3.4831602573394775,1.1739376783370972,3.4831602573394775,KDE,85.28428649902344
bgslibrary\bgslibrary\algorithms\SuBSENSE.cpp,18.784948348999023,10.738540649414062,49.53334045410156,119.006591796875,6.941695690155029,14.816152572631836,8.86378288269043,4.080893039703369,5.216272354125977,13.59872055053711,5.214873790740967,7.499583721160889,73.79756164550781,22.02927589416504,LBSP,119.006591796875
bgslibrary\bgslibrary\algorithms\lb\Types.h,21.269664764404297,16.51524543762207,22.987945556640625,2.317095994949341,1.149221658706665,0.37479642033576965,1.5240180492401123,1.6375579833984375,3.7423760890960693,1.5240180492401123,1.149221658706665,3.466317653656006,99.78851318359375,3.466317653656006,lb,99.78851318359375
bgslibrary\bgslibrary\algorithms\AdaptiveBackgroundLearning.h,17.973052978515625,0.3396059274673462,7.022086143493652,2.623013496398926,1.1517269611358643,22.699359893798828,1.1517269611358643,0.18562445044517517,3.3734090328216553,1.1517269611358643,2.3373515605926514,3.65977144241333,1.54194176197052,11.516705513000488,PBAS,22.699359893798828
bgslibrary\bgslibrary\algorithms\T2F\MRF.h,3.5793819427490234,9.727140426635742,75.35880279541016,8.750832557678223,6.011167049407959,4.863570213317871,6.011167049407959,122.8839340209961,7.1063127517700195,15.96455192565918,82.21797943115234,10.040162086486816,12.609625816345215,7.608376502990723,T2F,122.8839340209961
bgslibrary\bgslibrary\algorithms\dp\Eigenbackground.h,3.089965581893921,7.777923583984375,16.00232696533203,6.198116779327393,5.034446716308594,12.811640739440918,5.034446716308594,3.8889617919921875,5.303350448608398,17.583763122558594,86.8416748046875,7.6920013427734375,10.343729972839355,16.794157028198242,dp,86.8416748046875
bgslibrary\bgslibrary\algorithms\lb\BGModel.cpp,1.1424274444580078,0.448655903339386,22.38994789123535,2.3026583194732666,1.1424274444580078,0.0,1.1424274444580078,0.0,3.3517301082611084,1.1424274444580078,1.1424274444580078,3.5805563926696777,96.78833770751953,3.690425157546997,lb,96.78833770751953
bgslibrary\wrapper\java\src\bgslibrary_BgsLib.h,0.0,0.0,5.503176212310791,0.0,0.0,0.0,0.0,0.15286600589752197,1.0723758935928345,0.0,2.017064332962036,0.0,0.936926007270813,0.0,LBP_MRF,5.503176212310791
bgslibrary\bgslibrary\algorithms\FuzzyChoquetIntegral.h,19.75133514404297,7.432765007019043,7.1735992431640625,6.163557052612305,4.699829578399658,23.877588272094727,4.699829578399658,5.739793300628662,5.146594524383545,2.924938678741455,4.889840602874756,7.208691596984863,9.873498916625977,14.429587364196777,PBAS,23.877588272094727
bgslibrary\bgslibrary\algorithms\StaticFrameDifference.h,18.09360122680664,0.34290188550949097,7.051865577697754,2.6277453899383545,1.152580976486206,20.890546798706055,1.152580976486206,0.18636010587215424,3.3716530799865723,1.152580976486206,1.3389410972595215,3.663175582885742,1.5443737506866455,11.55041790008545,PBAS,20.890546798706055
bgslibrary\bgslibrary\algorithms\LOBSTER.h,18.973052978515625,4.339605808258057,33.7848014831543,98.89229583740234,3.1517269611358643,21.061182022094727,3.1517269611358643,2.185624361038208,4.36957311630249,2.1517269611358643,3.3373515605926514,5.65977144241333,41.54194259643555,12.516705513000488,LBSP,98.89229583740234
bgslibrary\bgslibrary\algorithms\dp\ZivkovicAGMM.cpp,2.964317798614502,16.409025192260742,44.843055725097656,6.564950942993164,11.245650291442871,20.119613647460938,6.527485370635986,29.67694664001465,5.115276336669922,15.796086311340332,142.282470703125,7.35094690322876,44.56252670288086,15.120321273803711,dp,142.282470703125
bgslibrary\bgslibrary\algorithms\LBMixtureOfGaussians.cpp,18.784948348999023,10.738540649414062,26.902116775512695,6.309444904327393,6.941695690155029,13.715596199035645,6.941695690155029,3.949613571166992,5.221864700317383,16.37165641784668,5.08359432220459,7.491044998168945,87.85385131835938,15.183194160461426,lb,87.85385131835938
bgslibrary\bgslibrary\algorithms\KDE\NPBGSubtractor.h,1.1444511413574219,94.66141510009766,0.3125666379928589,28.552669525146484,1.1444511413574219,1.7075222730636597,4.90822172164917,0.0,4.634984016418457,1.1444511413574219,2.8229148387908936,3.590076208114624,1.3011739253997803,13.427452087402344,KDE,94.66141510009766
bgslibrary\bgslibrary\algorithms\LBP_MRF\graph.h,2.438603162765503,47.3787727355957,175.3663787841797,68.81893920898438,3.0999481678009033,1.302832841873169,2.438603162765503,39.24285125732422,5.489858627319336,28.00730323791504,7.187572002410889,4.914844036102295,69.72431945800781,5.759477615356445,LBP_MRF,175.3663787841797
bgslibrary\bgslibrary\algorithms\KDE\KernelTable.cpp,1.5292917490005493,80.56388854980469,11.630029678344727,3.2640130519866943,1.139496088027954,0.38979560136795044,1.5292917490005493,0.0,4.409286975860596,1.5292917490005493,1.139496088027954,3.610738754272461,5.636999130249023,11.081284523010254,KDE,80.56388854980469
bgslibrary\gui\qt\qt_utils.h,0.3571077585220337,15.567273139953613,20.809476852416992,2.0902984142303467,2.0902984142303467,2.44740629196167,0.3571077585220337,2.6102755069732666,0.3571077585220337,0.3571077585220337,0.18513724207878113,0.18513724207878113,2.7260189056396484,6.479803085327148,LBP_MRF,20.809476852416992
bgslibrary\bgslibrary\algorithms\dp\MeanBGS.h,3.0929067134857178,7.787598609924316,16.043306350708008,6.20406436920166,5.039806365966797,12.860243797302246,5.039806365966797,3.893799304962158,5.306987762451172,3.0929067134857178,91.47021484375,7.699536323547363,10.76979923248291,24.988407135009766,dp,91.47021484375
bgslibrary\bgslibrary\algorithms\VuMeter\TBackgroundVuMeter.cpp,3.1470682621002197,6.737526893615723,40.35371398925781,6.219486236572266,6.623321056365967,23.507186889648438,4.83144998550415,86.04735565185547,6.063005447387695,10.00082778930664,7.984671115875244,12.779742240905762,7.950829982757568,8.665067672729492,T2F,86.04735565185547
bgslibrary\bgslibrary\FrameProcessor.cpp,66.77946472167969,88.14730072021484,185.32052612304688,21.670866012573242,97.86689758300781,59.419525146484375,112.46751403808594,73.00968170166016,114.91353607177734,63.36757278442383,40.152122497558594,1.2741539478302002,55.738739013671875,20.27358055114746,LBP_MRF,185.32052612304688
bgslibrary\bgslibrary\algorithms\MixtureOfGaussianV2.h,18.933307647705078,4.338521480560303,13.316515922546387,4.621453285217285,3.151444435119629,22.636445999145508,3.151444435119629,3.360499858856201,4.368885040283203,2.151444435119629,4.336824893951416,5.83376407623291,7.789573669433594,12.505541801452637,PBAS,22.636445999145508
bgslibrary\bgslibrary\algorithms\ViBe.h,20.222270965576172,4.417313098907471,10.603180885314941,4.698286056518555,4.624232292175293,21.133594512939453,3.8659372329711914,2.6161000728607178,4.407737731933594,74.44798278808594,5.155821323394775,6.311084747314453,7.7483811378479,13.934785842895508,ViBe,74.44798278808594
bgslibrary\bgslibrary\algorithms\LBFuzzyGaussian.cpp,18.784948348999023,10.738540649414062,26.902116775512695,6.309444904327393,6.941695690155029,13.715596199035645,6.941695690155029,3.949613571166992,5.221864700317383,16.37165641784668,5.08359432220459,7.491044998168945,87.85385131835938,15.183194160461426,lb,87.85385131835938
bgslibrary\bgslibrary\algorithms\FuzzySugenoIntegral.cpp,16.973400115966797,14.252036094665527,104.78785705566406,55.02217102050781,9.744919776916504,19.677371978759766,8.358434677124023,55.29518508911133,6.718031883239746,15.296392440795898,19.473590850830078,10.835127830505371,90.41554260253906,16.20058822631836,LBP_MRF,104.78785705566406
bgslibrary\bgslibrary\algorithms\MultiLayer\BGS.h,5.17579984664917,35.8060417175293,145.22674560546875,109.92842864990234,103.30976104736328,24.407302856445312,6.893373012542725,65.93721771240234,8.551283836364746,28.202865600585938,21.671001434326172,13.161550521850586,106.50358581542969,32.63519287109375,LBP_MRF,145.22674560546875
bgslibrary\bgslibrary\algorithms\T2FMRF_UV.cpp,17.968963623046875,12.25789737701416,66.3563461303711,8.112338066101074,7.72051477432251,23.693645477294922,7.72051477432251,70.2771987915039,6.956985950469971,15.518404960632324,79.137939453125,8.286503791809082,51.41246032714844,15.081687927246094,dp,79.137939453125
bgslibrary\bgslibrary\algorithms\lb\BGModelFuzzyGauss.cpp,1.8472614288330078,18.05586814880371,56.71852493286133,2.2796695232391357,1.1316092014312744,18.123380661010742,1.8472614288330078,6.551717281341553,4.040461540222168,1.8472614288330078,93.50208282470703,3.509425640106201,134.58016967773438,21.2685546875,lb,134.58016967773438
bgslibrary\gui\mfc\src\App.h,0.0,0.0,45.130889892578125,0.0,0.0,0.0,0.0,0.474007248878479,0.0,0.0,0.15800242125988007,0.0,2.9476547241210938,5.530084609985352,LBP_MRF,45.130889892578125
bgslibrary\bgslibrary\algorithms\dp\WrenGA.h,3.0841314792633057,7.758721351623535,15.920990943908691,6.186319351196289,5.0238118171691895,12.716025352478027,5.0238118171691895,7.3654680252075195,5.296137809753418,3.0841314792633057,93.46427917480469,7.696090221405029,28.11769676208496,17.474895477294922,dp,93.46427917480469
bgslibrary\bgslibrary\algorithms\LBFuzzyGaussian.h,17.973052978515625,0.39547133445739746,27.14999008178711,2.623013496398926,1.1517269611358643,19.55754280090332,1.1517269611358643,0.18562445044517517,3.3734090328216553,1.1517269611358643,1.3373514413833618,3.65977144241333,92.17532348632812,11.516705513000488,lb,92.17532348632812
bgslibrary\bgslibrary\algorithms\TwoPoints.h,18.949302673339844,4.460830211639404,10.675846099853516,4.73095703125,4.669589519500732,21.4027156829834,2.206691026687622,2.648035764694214,144.555908203125,2.206691026687622,5.206569194793701,4.713049411773682,5.0587592124938965,12.549943923950195,TwoPoints,144.555908203125
bgslibrary\gui\qt\texteditor.cpp,6.399996280670166,14.877305030822754,10.410431861877441,5.425121784210205,10.061211585998535,6.81062650680542,7.011785984039307,3.804692029953003,8.383015632629395,25.486814498901367,3.5157806873321533,4.944460868835449,7.12396240234375,7.307789325714111,ViBe,25.486814498901367
bgslibrary\bgslibrary\algorithms\KDE\NPBGmodel.h,1.151444435119629,82.29530334472656,13.338621139526367,3.2910971641540527,1.151444435119629,0.0,1.151444435119629,0.0,4.105154514312744,14.090384483337402,1.151444435119629,3.47326397895813,1.170375108718872,4.442541599273682,KDE,82.29530334472656
bgslibrary\bgslibrary\algorithms\dp\GrimsonGMM.cpp,3.013335943222046,15.641634941101074,41.545143127441406,6.656229019165039,9.834527015686035,18.944292068481445,6.625521659851074,17.91236686706543,5.164294719696045,12.954731941223145,139.35874938964844,7.428593635559082,44.33017349243164,15.169339179992676,dp,139.35874938964844
bgslibrary\bgslibrary\algorithms\DPAdaptiveMedian.cpp,18.47757911682129,10.804280281066895,10.388400077819824,6.353909969329834,6.980431079864502,23.76113510131836,6.980431079864502,4.007999897003174,5.244571208953857,16.056238174438477,41.06269454956055,7.533758640289307,34.1096076965332,15.080166816711426,dp,41.06269454956055
bgslibrary\bgslibrary\algorithms\SigmaDelta\sdLaMa091.h,2.8174054622650146,8.49952507019043,24.56436538696289,6.83442497253418,6.280350685119629,10.067502975463867,125.82096099853516,3.5179238319396973,5.016325950622559,2.8174054622650146,4.656469345092773,6.790674686431885,7.673055648803711,11.901249885559082,SigmaDelta,125.82096099853516
bgslibrary\bgslibrary\algorithms\LBMixtureOfGaussians.h,17.973052978515625,0.39547133445739746,27.14999008178711,2.623013496398926,1.1517269611358643,19.55754280090332,1.1517269611358643,0.18562445044517517,3.3734090328216553,1.1517269611358643,1.3373514413833618,3.65977144241333,92.17532348632812,11.516705513000488,lb,92.17532348632812
bgslibrary\bgslibrary\algorithms\MixtureOfGaussianV1.cpp,19.33297348022461,11.260906219482422,17.151010513305664,9.107076644897461,7.254574298858643,15.490283966064453,7.254574298858643,6.780063152313232,5.311164855957031,16.822673797607422,7.017152786254883,7.855380535125732,10.589493751525879,13.85124683380127,IMBS,19.33297348022461
bgslibrary\bgslibrary\algorithms\WeightedMovingVariance.cpp,16.35633087158203,9.43166732788086,18.320547103881836,7.7029595375061035,6.434092998504639,11.3762845993042,6.434092998504639,53.42897415161133,4.882596492767334,18.957290649414062,10.470059394836426,6.863255500793457,8.628847122192383,23.38728904724121,T2F,53.42897415161133
bgslibrary\bgslibrary\algorithms\AdaptiveBackgroundLearning.cpp,18.492145538330078,11.295354843139648,17.615482330322266,8.983667373657227,7.27916145324707,16.45766258239746,7.27916145324707,50.75831985473633,5.349102020263672,17.24405288696289,6.37700891494751,7.760740756988525,7.609702110290527,13.770709037780762,T2F,50.75831985473633
bgslibrary\bgslibrary\algorithms\dp\Eigenbackground.cpp,3.0741465091705322,9.628664016723633,29.705045700073242,6.976344108581543,9.17756175994873,10.349493026733398,6.812319755554199,47.42905044555664,5.240234851837158,11.000665664672852,76.79546356201172,11.149027824401855,11.45954704284668,17.819347381591797,dp,76.79546356201172
bgslibrary\bgslibrary\FrameProcessor.h,67.13176727294922,87.26191711425781,191.5023956298828,29.872501373291016,92.90662384033203,15.194557189941406,111.5388412475586,73.00927734375,113.98503112792969,62.992977142333984,39.57331085205078,1.3366503715515137,61.754581451416016,12.698155403137207,LBP_MRF,191.5023956298828
bgslibrary\wrapper\matlab\mxarray.h,17.083620071411133,0.048028260469436646,9.535697937011719,9.842180252075195,0.0,4.528793811798096,0.7378307580947876,5.156354904174805,2.8339786529541016,18.081043243408203,8.134549140930176,1.8595210313796997,6.811093807220459,7.735107421875,ViBe,18.081043243408203
bgslibrary\bgslibrary\algorithms\FrameDifference.cpp,19.519454956054688,11.324729919433594,11.051739692687988,9.16502857208252,7.286112308502197,15.723164558410645,7.286112308502197,4.139222145080566,5.327077388763428,3.1217005252838135,5.2787184715271,7.706091403961182,7.4531731605529785,14.45238971710205,IMBS,19.519454956054688
bgslibrary\bgslibrary\algorithms\KDE\NPBGmodel.cpp,1.1444511413574219,80.111328125,16.911008834838867,3.3990275859832764,1.1444511413574219,0.0,1.1444511413574219,0.0,4.055038928985596,15.535282135009766,1.1444511413574219,3.4514098167419434,1.1625075340270996,4.543478488922119,KDE,80.111328125
bgslibrary\gui\qt\qt_utils.cpp,0.397609144449234,15.79988956451416,35.05906677246094,2.7102112770080566,4.255312919616699,2.2503130435943604,0.397609144449234,22.401386260986328,1.6209543943405151,29.64997100830078,1.3367562294006348,3.889707326889038,3.4473628997802734,7.677787780761719,LBP_MRF,35.05906677246094
bgslibrary\bgslibrary\algorithms\VuMeter.h,19.6367244720459,7.4654459953308105,8.319111824035645,6.182893753051758,4.715419292449951,25.353757858276367,4.715419292449951,3.7494313716888428,5.149784564971924,2.9331510066986084,4.900313854217529,7.2209391593933105,7.03556489944458,22.930347442626953,PBAS,25.353757858276367
bgslibrary\wrapper\python\ndarray_converter.h,0.0,0.0,13.327038764953613,0.2958540618419647,0.0,0.0,0.0,1.990024209022522,0.0,0.0,2.0074069499969482,0.34465736150741577,1.4581247568130493,7.1415300369262695,LBP_MRF,13.327038764953613
bgslibrary\bgslibrary\algorithms\WeightedMovingMean.cpp,17.978473663330078,11.05958080291748,17.85133171081543,8.74465560913086,7.2094597816467285,13.7198486328125,7.2094597816467285,51.80512237548828,5.274067401885986,17.583219528198242,5.262709617614746,7.625436782836914,7.440522193908691,13.720627784729004,T2F,51.80512237548828
bgslibrary\bgslibrary\algorithms\SigmaDelta.h,18.119632720947266,0.3396059274673462,7.022086143493652,2.8998873233795166,1.2983072996139526,19.061182022094727,140.28628540039062,0.18562445044517517,3.662733793258667,1.2983072996139526,1.4839317798614502,4.083225727081299,1.672235369682312,11.940159797668457,SigmaDelta,140.28628540039062
bgslibrary\bgslibrary\algorithms\LBP_MRF\MEImage.hpp,2.17928147315979,19.173259735107422,153.60964965820312,50.628562927246094,6.278926849365234,5.783828258514404,2.17928147315979,24.483484268188477,5.065273284912109,11.240409851074219,19.497190475463867,12.905421257019043,99.6908187866211,42.64075469970703,LBP_MRF,153.60964965820312
bgslibrary\bgslibrary\algorithms\DPMean.h,17.73775863647461,0.33320051431655884,6.963335990905762,2.6137750148773193,1.1500475406646729,21.627565383911133,1.1500475406646729,0.1841704398393631,3.369502067565918,1.1500475406646729,90.66061401367188,3.653069019317627,1.5371443033218384,13.272746086120605,dp,90.66061401367188
bgslibrary\bgslibrary\algorithms\MixtureOfGaussianV2.cpp,19.352535247802734,11.165802001953125,17.682302474975586,9.083122253417969,7.196117401123047,15.552838325500488,7.196117401123047,5.26622200012207,5.290215492248535,3.091294765472412,6.2179951667785645,7.828678131103516,10.693528175354004,13.3668212890625,IMBS,19.352535247802734
bgslibrary\bgslibrary\algorithms\MultiLayer\blob.cpp,6.8461689949035645,2.71895694732666,30.317577362060547,3.053633689880371,70.15707397460938,8.696287155151367,2.9791688919067383,37.42899703979492,4.279595851898193,8.965433120727539,7.87924337387085,80.51586151123047,7.924882888793945,62.17824935913086,general,80.51586151123047
bgslibrary\bgslibrary\algorithms\dp\Image.cpp,12.020171165466309,2.0,0.0,2.3026583194732666,1.1424274444580078,0.0,1.1424274444580078,0.0,3.3517301082611084,1.1424274444580078,80.62177276611328,3.4450860023498535,1.3376829624176025,3.4450860023498535,dp,80.62177276611328
bgslibrary\bgslibrary\algorithms\LBP_MRF\MEHistogram.cpp,13.49862289428711,26.597631454467773,118.52925109863281,37.84379196166992,5.472671985626221,17.812288284301758,2.2170732021331787,30.22931480407715,5.10505485534668,16.59219741821289,7.406607627868652,5.406780242919922,60.06440353393555,7.132699489593506,LBP_MRF,118.52925109863281
bgslibrary\bgslibrary\algorithms\DPTexture.h,17.622915267944336,0.3889411687850952,9.353475570678711,2.609264612197876,1.149221658706665,19.848262786865234,1.149221658706665,1.770848035812378,3.367579460144043,13.765810012817383,98.22645568847656,3.6497695446014404,4.709570407867432,13.232331275939941,dp,98.22645568847656
bgslibrary\wrapper\matlab\mxtypes.h,0.4206627905368805,0.0,0.0,0.0,0.0,0.4206627905368805,0.4206627905368805,18.441574096679688,0.4206627905368805,0.4206627905368805,0.9617366194725037,0.0,3.533212423324585,0.5034143328666687,T2F,18.441574096679688
bgslibrary\bgslibrary\algorithms\lb\BGModelFuzzySom.h,1.147063136100769,7.175151824951172,22.97747802734375,2.312509059906006,1.147063136100769,7.230637550354004,1.147063136100769,2.0,3.362550735473633,1.147063136100769,1.3613826036453247,3.602451801300049,102.72032928466797,3.718329668045044,lb,102.72032928466797
bgslibrary\bgslibrary\algorithms\DPEigenbackground.cpp,18.58268165588379,10.675431251525879,10.468387603759766,6.283761024475098,6.913179874420166,23.926803588867188,6.913179874420166,19.45861053466797,5.209283351898193,16.18781089782715,40.991676330566406,7.464498043060303,34.346317291259766,15.115077018737793,dp,40.991676330566406
bgslibrary\bgslibrary\algorithms\LBSP\LBSP.h,1.4857217073440552,0.0,48.58600997924805,110.59032440185547,1.1131118535995483,0.8650739789009094,1.4857217073440552,22.677507400512695,3.648124933242798,19.03266716003418,2.2033705711364746,3.550226926803589,40.62652587890625,11.131988525390625,LBSP,110.59032440185547
bgslibrary\gui\mfc\src\Dlg.cpp,18.75031280517578,193.30995178222656,58.49969482421875,33.89289093017578,41.3746452331543,22.043304443359375,41.573238372802734,72.80062866210938,9.592612266540527,62.997772216796875,58.201210021972656,12.477660179138184,74.3536605834961,71.6495361328125,KDE,193.30995178222656
bgslibrary\bgslibrary\algorithms\dp\AdaptiveMedianBGS.cpp,9.721429824829102,9.579636573791504,34.51580810546875,24.920406341552734,6.751965522766113,15.992631912231445,6.751965522766113,3.9533700942993164,5.289121627807617,3.1023833751678467,83.89576721191406,7.713431358337402,9.505267143249512,16.926464080810547,dp,83.89576721191406
bgslibrary\bgslibrary\algorithms\VuMeter\TBackground.cpp,3.3601911067962646,7.415387153625488,30.515655517578125,6.779299259185791,7.051858901977539,4.088339328765869,5.214037895202637,24.62567901611328,5.540666103363037,3.3601911067962646,7.445088863372803,11.02532958984375,7.844888687133789,6.252422332763672,LBP_MRF,30.515655517578125
bgslibrary\bgslibrary\algorithms\T2FMRF_UM.h,17.325361251831055,0.3220638930797577,61.224056243896484,2.5975756645202637,1.147063136100769,21.05695343017578,1.147063136100769,61.38779067993164,4.0694260597229,1.147063136100769,96.06329345703125,3.6411352157592773,17.452672958374023,13.126776695251465,dp,96.06329345703125
bgslibrary\bgslibrary\algorithms\PAWCS.cpp,18.784948348999023,10.738540649414062,53.55724334716797,118.01231384277344,6.941695690155029,14.816152572631836,8.331376075744629,4.203633785247803,5.216272354125977,13.59872055053711,6.302681922912598,7.499583721160889,67.78192138671875,26.3252010345459,LBSP,118.01231384277344
bgslibrary\bgslibrary\algorithms\LBSP\LBSP.cpp,6.643896102905273,13.489097595214844,50.27172088623047,106.66592407226562,1.0696909427642822,1.5553935766220093,1.4186525344848633,24.78026580810547,3.5187132358551025,18.958192825317383,2.2891600131988525,3.508885622024536,40.725894927978516,13.321866035461426,LBSP,106.66592407226562
bgslibrary\bgslibrary\algorithms\LOBSTER.cpp,18.784948348999023,10.738540649414062,45.428131103515625,120.13654327392578,6.941695690155029,14.85232162475586,8.695778846740723,3.9581522941589355,5.216272354125977,13.59872055053711,5.092133522033691,7.499583721160889,73.5068130493164,13.437430381774902,LBSP,120.13654327392578
bgslibrary\bgslibrary\algorithms\FuzzyChoquetIntegral.cpp,16.973400115966797,14.252036094665527,104.78785705566406,55.02217102050781,9.744919776916504,19.677371978759766,8.358434677124023,55.29518508911133,6.718031883239746,15.296392440795898,19.473590850830078,10.835127830505371,90.41554260253906,16.20058822631836,LBP_MRF,104.78785705566406
