file_path,dns,general,http_general,httpserver,pools,sampling,services,ssl,best_module,best_likelihood
proxygen\proxygen\lib\http\codec\HTTPChecks.h,1.0005245208740234,3.948029041290283,48.146484375,3.4859652519226074,1.0,4.5895521179772913E-4,3.127427101135254,15.952160835266113,http_general,48.146484375
proxygen\proxygen\lib\http\SynchronizedLruQuicPskCache.cpp,17.03919792175293,2.777177333831787,47.52545166015625,4.8301100730896,2.373873472213745,4.471473803278059E-4,1.8852335214614868,29.200904846191406,http_general,47.52545166015625
proxygen\proxygen\httpserver\samples\push\PushStats.h,1.0005038976669312,1.0004409551620483,38.00044250488281,97.70845031738281,1.0,4.409576067700982E-4,1.0,1.0,httpserver,97.70845031738281
proxygen\proxygen\lib\utils\ZlibStreamDecompressor.h,19.674013137817383,0.7535833120346069,0.25483793020248413,1.0004419088363647,1.845717191696167,4.4190013431943953E-4,0.2862183749675751,0.0,dns,19.674013137817383
proxygen\proxygen\lib\http\codec\compress\experimental\simulator\HPACKScheme.h,2.536616563796997,4.368196487426758,47.62841033935547,8.803634643554688,3.8433547019958496,4.268721677362919E-4,3.474226236343384,0.15356774628162384,http_general,47.62841033935547
proxygen\proxygen\lib\http\codec\ResetsRateLimitFilter.h,1.0005197525024414,2.919070243835449,47.650062561035156,3.475245714187622,1.0,4.547979333437979E-4,2.7509238719940186,1.1780465841293335,http_general,47.650062561035156
proxygen\proxygen\lib\http\codec\compress\QPACKStaticHeaderTable.h,1.00053071975708,2.967705488204956,48.16086196899414,3.500387668609619,1.0,4.643791471607983E-4,2.7636499404907227,0.18747124075889587,http_general,48.16086196899414
proxygen\proxygen\lib\stats\PeriodicStats.h,1.0004770755767822,0.6625954508781433,0.22408783435821533,1.0004173517227173,1.0,4.174087953288108E-4,0.25839343667030334,0.0,dns,1.0004770755767822
proxygen\proxygen\lib\http\codec\HeaderDecodeInfo.h,1.0005110502243042,4.057152271270752,48.573516845703125,3.8072104454040527,1.3509740829467773,4.471473803278059E-4,3.037996530532837,16.907329559326172,http_general,48.573516845703125
proxygen\proxygen\httpclient\samples\websocket\main.cpp,2.3935282230377197,2.86010479927063,51.091495513916016,7.275436878204346,2.6867477893829346,1.8348275423049927,6.2213134765625,28.365793228149414,http_general,51.091495513916016
proxygen\proxygen\lib\http\codec\compress\HPACKHeaderName.h,1.0005245208740234,6.531054973602295,50.88637924194336,4.327116966247559,1.3897110223770142,4.5892526395618916E-4,3.926022529602051,0.2212049663066864,http_general,50.88637924194336
proxygen\proxygen\lib\http\session\SimpleController.h,1.0005182027816772,1.2361150979995728,49.418766021728516,4.77837610244751,1.3065993785858154,4.5342888915911317E-4,1.3439605236053467,14.453897476196289,http_general,49.418766021728516
proxygen\proxygen\lib\utils\AsyncTimeoutSet.h,1.0004953145980835,4.334231489337981E-4,4.334231489337981E-4,1.0004334449768066,1.0,4.334231489337981E-4,0.03459162265062332,2.2862303256988525,ssl,2.2862303256988525
proxygen\proxygen\lib\utils\test\PerfectIndexMapTest.cpp,1.00043523311615,4.5265069007873535,50.13982009887695,3.982431411743164,1.3978168964385986,3.8082446553744376E-4,3.2051565647125244,16.67691421508789,http_general,50.13982009887695
proxygen\proxygen\lib\http\connpool\SessionHolder.h,1.0004700422286987,2.3385367393493652,48.11641311645508,3.3779804706573486,2.0,4.113295872230083E-4,1.5592962503433228,11.777688980102539,http_general,48.11641311645508
proxygen\proxygen\lib\pools\generators\FileServerListGenerator.h,1.000504970550537,1.2474994659423828,0.650416374206543,2.405550718307495,219.84066772460938,4.4190013431943953E-4,0.33888036012649536,1.1529659032821655,pools,219.84066772460938
proxygen\proxygen\lib\http\codec\compress\test\HPACKCodecTests.cpp,31.0759334564209,6.027955055236816,44.73271179199219,8.858810424804688,6.153675556182861,0.25449082255363464,3.4807472229003906,1.620919108390808,http_general,44.73271179199219
proxygen\proxygen\httpserver\RequestHandler.h,1.0005356073379517,1.2736265659332275,38.00046920776367,95.04344177246094,2.222851276397705,4.6869865036569536E-4,1.3030729293823242,1.0,httpserver,95.04344177246094
proxygen\proxygen\lib\http\webtransport\WtEgressContainer.cpp,1.0005184412002563,5.628113269805908,47.877708435058594,3.396562099456787,1.0,1.719961166381836,1.7636836767196655,0.14854073524475098,http_general,47.877708435058594
proxygen\proxygen\lib\http\codec\HTTP2Constants.cpp,1.0005011558532715,3.0842864513397217,57.56965255737305,4.314812660217285,1.3957798480987549,4.384698695503175E-4,2.9544005393981934,12.669014930725098,http_general,57.56965255737305
proxygen\proxygen\lib\http\coro\filters\MutateFilter.cpp,1.0005069971084595,3.105889320373535,47.70185089111328,3.447807550430298,1.0,4.4363547931425273E-4,3.2635984420776367,1.1677614450454712,http_general,47.70185089111328
proxygen\proxygen\lib\http\codec\compress\test\HPACKBenchmark.cpp,1.0005171298980713,3.577430009841919,58.07170867919922,5.04387092590332,1.0,4.525061813183129E-4,3.3877756595611572,1.3741525411605835,http_general,58.07170867919922
proxygen\proxygen\lib\http\coro\HTTPStreamSourceHolder.h,1.0005030632019043,2.8084676265716553,47.432861328125,3.4396843910217285,1.0,4.401783226057887E-4,1.9147133827209473,1.1647166013717651,http_general,47.432861328125
proxygen\proxygen\lib\pools\generators\ServerListGenerator.cpp,2.239877462387085,4.498180060181767E-4,4.498180060181767E-4,5.727049350738525,138.04183959960938,0.45235201716423035,1.108361840248108,0.0,pools,138.04183959960938
proxygen\proxygen\lib\http\session\test\HTTPSessionTest.h,1.0005630254745483,1.7146506309509277,50.13523864746094,2.410006523132324,1.0,4.926429246552289E-4,1.3080666065216064,1.1535677909851074,http_general,50.13523864746094
proxygen\proxygen\lib\http\coro\filters\RateLimitFilter.cpp,15.171014785766602,2.5443408489227295,46.48053741455078,3.403123378753662,1.0,4.236703971400857E-4,2.032663345336914,1.1510124206542969,http_general,46.48053741455078
proxygen\proxygen\lib\http\coro\filters\StatsFilterUtil.cpp,1.000537633895874,4.779429912567139,51.20785903930664,39.3117561340332,1.0,4.7039063065312803E-4,3.6789662837982178,1.1589468717575073,http_general,51.20785903930664
proxygen\proxygen\external\http_parser\http_parser.h,4.593286037445068,10.85953140258789,56.098114013671875,5.427643299102783,2.776895523071289,2.1805763244628906,11.488283157348633,23.902931213378906,http_general,56.098114013671875
proxygen\proxygen\lib\http\codec\compress\experimental\simulator\CompressionUtils.h,1.0005271434783936,2.9517364501953125,47.993141174316406,3.8119683265686035,1.3198357820510864,4.612978082150221E-4,2.783095121383667,14.034725189208984,http_general,47.993141174316406
proxygen\proxygen\lib\http\codec\HTTP2Framer.cpp,15.049776077270508,7.216813564300537,55.630287170410156,3.868333578109741,3.0832359790802,1.0229339599609375,3.5563454627990723,10.579076766967773,http_general,55.630287170410156
proxygen\proxygen\lib\http\structuredheaders\test\StructuredHeadersBufferTest.cpp,24.935710906982422,1.1072956323623657,42.22650909423828,3.627964973449707,3.6932766437530518,3.0315667390823364E-4,1.211702823638916,18.189210891723633,http_general,42.22650909423828
proxygen\proxygen\lib\utils\SafePathUtils.h,1.000514030456543,4.498180060181767E-4,4.498180060181767E-4,1.419830322265625,1.4193804264068604,4.498180060181767E-4,1.3819220066070557,0.0,httpserver,1.419830322265625
proxygen\proxygen\lib\utils\SafePathUtils.cpp,30.214067459106445,1.2530715465545654,0.3448410630226135,1.7488328218460083,1.412100076675415,3.660182119347155E-4,2.8707566261291504,0.0,dns,30.214067459106445
proxygen\proxygen\httpserver\RequestHandlerAdaptor.cpp,1.0004667043685913,5.437252521514893,53.185882568359375,83.37258911132812,1.7109817266464233,4.083559033460915E-4,3.5001347064971924,17.661418914794922,httpserver,83.37258911132812
proxygen\proxygen\lib\http\coro\client\HTTPClient.h,1.0003976821899414,3.8897016048431396,46.99432373046875,4.679488182067871,3.3279411792755127,3.47979279467836E-4,4.344186782836914,1.1018598079681396,http_general,46.99432373046875
proxygen\proxygen\lib\http\coro\HTTPError.h,1.0004856586456299,132.81777954101562,191.9975128173828,4.473550319671631,1.355292558670044,4.249248013366014E-4,5.02513313293457,19.206226348876953,http_general,191.9975128173828
proxygen\proxygen\lib\stats\test\PeriodicStatsTest.cpp,1.0004878044128418,0.3249616026878357,4.268721677362919E-4,1.0004268884658813,1.0,4.268721677362919E-4,0.034118346869945526,0.0,dns,1.0004878044128418
proxygen\proxygen\httpserver\filters\CompressionFilter.h,1.0004734992980957,3.398829698562622,48.139156341552734,85.47732543945312,1.2495042085647583,4.143468977417797E-4,2.240366220474243,33.19532775878906,httpserver,85.47732543945312
proxygen\proxygen\lib\transport\test\AsyncUDPSocketFactoryTest.cpp,1.0005090236663818,4.453845031093806E-4,4.453845031093806E-4,1.0004453659057617,1.0,4.453845031093806E-4,0.0,0.0,dns,1.0005090236663818
proxygen\proxygen\lib\stats\PeriodicStatsDataBase.h,1.0005213022232056,0.3482477366924286,4.561753012239933E-4,1.0004562139511108,1.0,4.561753012239933E-4,0.033881377428770065,0.0,dns,1.0005213022232056
proxygen\proxygen\lib\stats\BaseStats.h,1.0004600286483765,2.188096761703491,0.32560279965400696,3.2657978534698486,1.3035956621170044,4.025357193313539E-4,0.35956770181655884,0.0,httpserver,3.2657978534698486
proxygen\proxygen\lib\http\coro\filters\test\Status1xxFilterTest.cpp,1.0005338191986084,2.9915883541107178,47.50330352783203,3.439711332321167,1.8400232791900635,4.67090547317639E-4,2.0011041164398193,12.538203239440918,http_general,47.50330352783203
proxygen\proxygen\lib\http\session\test\ByteEventTrackerMocks.h,1.0005415678024292,1.2469353675842285,49.89623260498047,3.493396759033203,1.0,4.738593415822834E-4,1.3286153078079224,0.18484610319137573,http_general,49.89623260498047
proxygen\proxygen\lib\http\coro\filters\test\MutateFilterTest.cpp,1.0004770755767822,3.457585334777832,46.46474838256836,4.709120750427246,43.47987747192383,4.174087953288108E-4,2.3529934883117676,17.006492614746094,http_general,46.46474838256836
proxygen\proxygen\lib\http\coro\client\ProxygenCertVerifier.h,1.000515103340149,2.8048479557037354,47.9113883972168,3.8538568019866943,1.3888680934906006,4.507153353188187E-4,1.9239476919174194,0.17420178651809692,http_general,47.9113883972168
proxygen\proxygen\lib\transport\PersistentQuicTokenCache.h,1.0005223751068115,4.5709818368777633E-4,4.5709818368777633E-4,1.4111806154251099,1.4107234477996826,4.5709818368777633E-4,0.034129731357097626,0.0,httpserver,1.4111806154251099
proxygen\proxygen\lib\http\session\HTTPSessionAcceptor.h,1.0004953145980835,3.4651107788085938,49.9265251159668,4.700015068054199,4.151367664337158,4.334231489337981E-4,2.5599679946899414,13.099014282226562,http_general,49.9265251159668
proxygen\proxygen\lib\http\codec\QPACKDecoderCodec.h,1.000504970550537,4.880108833312988,59.021148681640625,4.254786491394043,1.2883484363555908,0.5191504955291748,3.842712879180908,0.4252651333808899,http_general,59.021148681640625
proxygen\proxygen\lib\http\codec\HTTPCodecPrinter.cpp,13.325250625610352,6.121896743774414,51.812965393066406,4.217994689941406,1.7074689865112305,3.968790697399527E-4,4.80693244934082,27.00705909729004,http_general,51.812965393066406
proxygen\proxygen\httpserver\samples\proxy\SessionWrapper.h,1.0005587339401245,1.0004888772964478,40.50218963623047,96.340087890625,3.4916422367095947,4.888885887339711E-4,1.0,1.0,httpserver,96.340087890625
proxygen\proxygen\lib\transport\test\PersistentFizzPskCacheTest.cpp,16.5620059967041,3.351898431777954,3.2922887802124023,4.313984394073486,3.089266777038574,3.1675698119215667E-4,0.7248502969741821,15.416213989257812,dns,16.5620059967041
proxygen\proxygen\lib\stats\ResourceStats.cpp,1.0005258321762085,0.830573558807373,0.2808557152748108,4.601235268637538E-4,1.0,4.601235268637538E-4,0.31076642870903015,0.0,dns,1.0005258321762085
proxygen\proxygen\httpserver\samples\hq\SampleHandlers.cpp,23.36935806274414,12.698371887207031,56.24406814575195,70.48115539550781,12.242209434509277,8.012434005737305,6.934022903442383,31.625288009643555,httpserver,70.48115539550781
proxygen\proxygen\lib\transport\qmux\test\QmuxFramerTest.cpp,2.0227959156036377,1.8453580141067505,5.3333821296691895,1.548439621925354,1.1812556982040405,4.246110038366169E-4,4.613625526428223,1.0223106145858765,http_general,5.3333821296691895
proxygen\proxygen\lib\http\SynchronizedLruQuicPskCache.h,1.0005213022232056,1.239611029624939,47.44707489013672,3.871269702911377,1.3925037384033203,4.561753012239933E-4,1.3514889478683472,13.653325080871582,http_general,47.44707489013672
proxygen\proxygen\lib\utils\Logging.h,1.0004991292953491,4.367746296338737E-4,4.367746296338737E-4,1.4121601581573486,1.4117233753204346,4.367746296338737E-4,0.03421281278133392,0.0,httpserver,1.4121601581573486
proxygen\proxygen\lib\transport\PersistentFizzPskCache.cpp,1.0005463361740112,0.272042840719223,4.7806071233935654E-4,1.0004780292510986,1.0,4.7806071233935654E-4,0.07344263046979904,17.515186309814453,ssl,17.515186309814453
proxygen\proxygen\lib\http\stats\TLResponseCodeStats.h,1.0004953145980835,1.4524176120758057,46.37163543701172,2.70001482963562,1.2757230997085571,4.334231489337981E-4,1.317520260810852,0.1589469015598297,http_general,46.37163543701172
proxygen\proxygen\lib\http\codec\HeadersRateLimitFilter.h,1.0005197525024414,2.919070243835449,47.650062561035156,3.475245714187622,1.0,4.547979333437979E-4,2.7509238719940186,1.1780465841293335,http_general,47.650062561035156
proxygen\proxygen\lib\http\session\HTTPUpstreamSession.h,1.0004953145980835,3.245966911315918,49.665992736816406,3.70001482963562,1.2757230997085571,4.334231489337981E-4,2.760303497314453,36.1589469909668,http_general,49.665992736816406
proxygen\proxygen\httpserver\HTTPServerAcceptor.cpp,17.746227264404297,4.493393421173096,52.68147277832031,103.4993667602539,2.2418384552001953,0.36380043625831604,5.990007400512695,72.72412872314453,httpserver,103.4993667602539
proxygen\proxygen\lib\http\session\HTTPSessionActivityTracker.cpp,1.0005110502243042,2.088054656982422,49.336971282958984,2.4562363624572754,1.0,4.471473803278059E-4,1.3038594722747803,1.170920968055725,http_general,49.336971282958984
proxygen\proxygen\lib\utils\Export.h,1.0005091428756714,4.45522484369576E-4,4.45522484369576E-4,4.45522484369576E-4,1.0,4.45522484369576E-4,0.0,0.0,dns,1.0005091428756714
proxygen\proxygen\lib\http\coro\util\DetachableExecutor.h,1.0005120038986206,2.0057032108306885,47.51063919067383,3.4583935737609863,1.0,4.480340576265007E-4,2.6446235179901123,0.17172953486442566,http_general,47.51063919067383
proxygen\proxygen\lib\services\RequestWorkerThread.h,20.73636245727539,7.229916572570801,4.4363547931425273E-4,1.4379260540008545,1.4374823570251465,4.4363547931425273E-4,266.5252685546875,0.0,services,266.5252685546875
proxygen\proxygen\lib\http\session\HQByteEventTracker.h,1.0005266666412354,1.245673656463623,49.84102249145508,3.4908864498138428,1.0,4.6082737389951944E-4,1.3269504308700562,0.18390965461730957,http_general,49.84102249145508
proxygen\proxygen\lib\http\session\HQStreamBase.cpp,1.0004953145980835,68.47435760498047,114.67357635498047,3.70001482963562,3.702963352203369,4.334231489337981E-4,3.2785496711730957,12.099014282226562,http_general,114.67357635498047
proxygen\proxygen\lib\http\observer\HTTPSessionObserverInterface.cpp,1.000525951385498,2.24495530128479,46.57758712768555,4.3103837966918945,1.8933606147766113,4.602400294970721E-4,1.6606872081756592,1.156211018562317,http_general,46.57758712768555
proxygen\proxygen\lib\transport\PersistentFizzPskCache.h,1.0005184412002563,1.912572979927063,0.5379903316497803,1.3972657918930054,1.3968122005462646,0.48465603590011597,1.7962242364883423,15.953128814697266,ssl,15.953128814697266
proxygen\proxygen\lib\utils\perfect_hash_table_template.h,1.0005030632019043,6.50474739074707,2.0097646713256836,1.3970508575439453,1.3966107368469238,1.0004401206970215,2.319772720336914,0.0,general,6.50474739074707
proxygen\proxygen\lib\dns\test\FutureDNSResolverTest.cpp,84.96615600585938,7.191375732421875,4.486809253692627,6.43825626373291,5.554797172546387,4.162968158721924,5.640784740447998,4.162628173828125,dns,84.96615600585938
proxygen\proxygen\httpserver\SignalHandler.h,2.5177173614501953,1.000462532043457,38.00046157836914,114.42141723632812,3.820626735687256,4.6247808495536447E-4,1.0267471075057983,1.0,httpserver,114.42141723632812
proxygen\proxygen\lib\stats\ResourceData.h,1.000423789024353,0.8843864798545837,0.24044089019298553,1.0003708600997925,1.0,3.708240401465446E-4,1.2717195749282837,0.0,services,1.2717195749282837
proxygen\proxygen\lib\transport\test\H3DatagramAsyncSocketTest.cpp,7.035215377807617,11.391112327575684,47.24332809448242,4.330577850341797,2.142751693725586,1.5864999294281006,9.142169952392578,2.7988088130950928,http_general,47.24332809448242
proxygen\proxygen\lib\http\codec\test\HQFramerTest.h,1.0005685091018677,4.252341270446777,46.04277420043945,4.3722662925720215,1.8887271881103516,4.97426837682724E-4,3.0800909996032715,0.13941340148448944,http_general,46.04277420043945
proxygen\proxygen\lib\http\coro\filters\test\VisitorFilterTest.cpp,1.0004600286483765,4.026147365570068,46.07178497314453,4.6646857261657715,1.3035956621170044,4.025357193313539E-4,2.5506842136383057,31.325803756713867,http_general,46.07178497314453
proxygen\proxygen\httpserver\samples\proxy\ProxyStats.h,1.0005038976669312,1.0004409551620483,38.00044250488281,97.70845031738281,3.549100875854492,4.409576067700982E-4,1.0,1.0,httpserver,97.70845031738281
proxygen\proxygen\lib\http\codec\HQUnidirectionalCodec.h,1.0005285739898682,3.5406997203826904,47.85818099975586,3.424320936203003,1.0,4.6250110608525574E-4,2.924354314804077,0.1589469015598297,http_general,47.85818099975586
proxygen\proxygen\lib\http\coro\server\HTTPServer.h,19.451601028442383,8.390644073486328,50.83668899536133,121.16849517822266,8.695938110351562,106.10479736328125,7.294433116912842,47.0722770690918,httpserver,121.16849517822266
proxygen\proxygen\lib\http\codec\HTTPParallelCodec.h,2.000487804412842,4.792746067047119,47.3233528137207,4.614525318145752,3.315703868865967,1.0004268884658813,2.6573681831359863,1.1535677909851074,http_general,47.3233528137207
proxygen\proxygen\lib\http\HTTPConnectorWithFizz.h,1.000515103340149,2.1597678661346436,47.488216400146484,3.8199193477630615,1.3549305200576782,4.507153353188187E-4,1.6567662954330444,2.5838775634765625,http_general,47.488216400146484
proxygen\proxygen\lib\utils\TestUtils.h,15.658804893493652,2.7769875526428223,1.634981393814087,2.7042007446289062,43.12641906738281,3.975998843088746E-4,0.5383217334747314,14.396397590637207,pools,43.12641906738281
proxygen\proxygen\lib\http\codec\compress\HPACKEncodeBuffer.h,1.0004953145980835,3.54067063331604,46.858150482177734,4.375514030456543,2.3847155570983887,4.334231489337981E-4,2.9220612049102783,0.1589469015598297,http_general,46.858150482177734
proxygen\proxygen\lib\http\codec\CapsuleCodec.h,1.000504970550537,3.778571605682373,52.87442398071289,3.443708896636963,1.847716212272644,4.4190013431943953E-4,3.034064292907715,0.1662251055240631,http_general,52.87442398071289
proxygen\proxygen\lib\http\StatusTypeEnum.h,103.23432159423828,4.081664562225342,57.698585510253906,8.02944278717041,79.45822143554688,3.968790697399527E-4,12.141809463500977,5.604377269744873,dns,103.23432159423828
proxygen\proxygen\lib\http\HQConnector.cpp,2.2129430770874023,4.708390712738037,49.58640670776367,3.6140382289886475,1.2418385744094849,4.305193433538079E-4,5.5993170738220215,2.383366346359253,http_general,49.58640670776367
proxygen\proxygen\lib\http\coro\filters\Logger.h,34.66664505004883,5.268459796905518,51.75598907470703,4.39820671081543,1.3850163221359253,166.3113555908203,3.1900641918182373,1.1208490133285522,sampling,166.3113555908203
proxygen\proxygen\lib\http\codec\compress\QPACKStaticHeaderTable.cpp,3.8154542446136475,9.524617195129395,56.23472213745117,3.8912506103515625,4.551764488220215,3.2672958374023438,3.224411964416504,19.69098663330078,http_general,56.23472213745117
proxygen\proxygen\lib\http\coro\filters\test\CompressionFilterTests.cpp,1.0004346370697021,5.640899181365967,54.84648895263672,5.3189897537231445,27.17779541015625,3.8029521238058805E-4,4.229406356811523,33.09490966796875,http_general,54.84648895263672
proxygen\proxygen\lib\http\coro\util\CancellableBaton.h,1.0005069971084595,2.0898263454437256,47.35530090332031,3.447807550430298,1.0,4.4363547931425273E-4,1.676442265510559,0.1677614450454712,http_general,47.35530090332031
proxygen\proxygen\lib\http\coro\server\ScopedHTTPServer.h,2.704498767852783,3.0049595832824707,47.39855194091797,118.19554138183594,5.299698829650879,4.384698695503175E-4,5.8936238288879395,1.1632353067398071,httpserver,118.19554138183594
proxygen\proxygen\lib\sampling\Sampling.cpp,1.0005069971084595,0.2538111209869385,4.4363547931425273E-4,1.291457176208496,2.1465649604797363,194.2530059814453,0.028843246400356293,0.0,sampling,194.2530059814453
proxygen\proxygen\lib\utils\HTTPTime.h,1.000530481338501,1.0004640817642212,38.000465393066406,2.3252487182617188,1.324784517288208,4.6414067037403584E-4,1.0269885063171387,0.0,http_general,38.000465393066406
proxygen\proxygen\lib\http\stats\HeaderCodecStats.h,1.0005090236663818,1.5300917625427246,46.918304443359375,2.745711088180542,1.2937283515930176,4.453845031093806E-4,1.3355238437652588,0.16932648420333862,http_general,46.918304443359375
proxygen\proxygen\lib\http\webtransport\HTTPWebTransport.h,2.000533103942871,3.2349863052368164,54.44361114501953,2.8757379055023193,2.406231641769409,1.0004664659500122,1.3471415042877197,18.387306213378906,http_general,54.44361114501953
proxygen\proxygen\lib\http\codec\compress\HPACKHeader.h,1.0004770755767822,4.903136730194092,46.484840393066406,3.7563982009887695,2.442993640899658,4.174087953288108E-4,3.3424291610717773,0.146148681640625,http_general,46.484840393066406
proxygen\proxygen\lib\http\codec\HTTPCodecPrinter.h,1.0005069971084595,4.244047164916992,49.64183807373047,3.447807550430298,1.0,4.4363547931425273E-4,3.326655149459839,12.769975662231445,http_general,49.64183807373047
proxygen\proxygen\lib\http\codec\webtransport\test\WebTransportCapsuleCodecTest.cpp,1.0003069639205933,4.026637077331543,43.66422653198242,3.1767938137054443,1.8161327838897705,2.685634244699031E-4,3.0345094203948975,0.06619693338871002,http_general,43.66422653198242
proxygen\proxygen\lib\http\test\HTTPMessageTest.cpp,35.073997497558594,8.205499649047852,62.343658447265625,8.465210914611816,4.344511032104492,1.89342099474743E-4,9.35246467590332,43.11532211303711,http_general,62.343658447265625
proxygen\proxygen\lib\http\coro\filters\Status1xxFilter.h,1.0005296468734741,2.1037895679473877,48.33600997924805,3.4978182315826416,1.0,4.634266661014408E-4,1.673429250717163,1.186508059501648,http_general,48.33600997924805
proxygen\proxygen\lib\http\coro\transport\HTTPConnectAsyncTransport.cpp,25.650047302246094,4.531989097595215,45.907291412353516,3.35064435005188,1.6698232889175415,3.968790697399527E-4,3.479219436645508,10.997795104980469,http_general,45.907291412353516
proxygen\proxygen\lib\utils\test\ZlibTests.cpp,1.0004076957702637,1.2905162572860718,0.31936147809028625,1.0003567934036255,1.9455276727676392,3.5677087726071477E-4,0.3527061939239502,0.0,pools,1.9455276727676392
proxygen\proxygen\httpserver\samples\echo\EchoHandler.cpp,1.0005090236663818,2.400066614151001,38.259586334228516,92.64276123046875,3.354544162750244,4.453845031093806E-4,1.6647067070007324,1.0,httpserver,92.64276123046875
proxygen\proxygen\lib\services\AcceptorConfiguration.h,2.018756628036499,4.848613739013672,40.00045394897461,5.309309959411621,2.3088550567626953,4.547979333437979E-4,145.42276000976562,0.0,services,145.42276000976562
proxygen\proxygen\lib\http\coro\filters\test\DecompressionFilterTest.cpp,1.0004080533981323,3.4016635417938232,50.745819091796875,4.944765090942383,3.342395782470703,3.5704372567124665E-4,2.522827386856079,32.90570831298828,http_general,50.745819091796875
proxygen\proxygen\lib\http\codec\compress\HPACKCodec.cpp,1.0004653930664062,10.109198570251465,57.90412139892578,3.9390742778778076,1.3184188604354858,2.3372244834899902,3.8128981590270996,18.765949249267578,http_general,57.90412139892578
proxygen\proxygen\lib\http\coro\filters\DecompressionFilterFactory.cpp,1.0005234479904175,2.0429019927978516,48.02190017700195,5.3731489181518555,2.0,4.5802482054568827E-4,1.6742398738861084,1.1811563968658447,http_general,48.02190017700195
proxygen\proxygen\lib\http\connpool\SessionHolder.cpp,3.8953073024749756,5.873530864715576,46.75870895385742,6.058770656585693,4.959990978240967,1.4022982120513916,6.004298210144043,31.818899154663086,http_general,46.75870895385742
proxygen\proxygen\lib\http\test\HTTPHeadersBenchmark.cpp,18.892772674560547,4.9249701499938965,49.96908187866211,4.883235931396484,3.9520063400268555,0.980678915977478,4.0778045654296875,1.1785311698913574,http_general,49.96908187866211
proxygen\proxygen\httpserver\HTTPServerAcceptor.h,1.0005110502243042,2.8778817653656006,38.31009292602539,104.81986236572266,2.296494483947754,4.471473803278059E-4,2.343972682952881,13.839557647705078,httpserver,104.81986236572266
proxygen\proxygen\lib\dns\NaiveResolutionCallback.cpp,120.92708587646484,1.287806510925293,0.34512943029403687,4.5342888915911317E-4,1.0,4.5342888915911317E-4,1.7518949508666992,0.0,dns,120.92708587646484
proxygen\proxygen\httpserver\Mocks.h,1.0004842281341553,1.5712109804153442,38.000423431396484,86.26348876953125,1.0,4.236703971400857E-4,1.3764770030975342,1.0,httpserver,86.26348876953125
proxygen\proxygen\lib\http\session\HTTPEvent.cpp,1.000515103340149,1.5458579063415527,49.26877975463867,3.4649887084960938,1.0,4.507153353188187E-4,1.6523237228393555,0.17420178651809692,http_general,49.26877975463867
proxygen\proxygen\lib\http\session\HQSession.cpp,30.428504943847656,103.54680633544922,163.56842041015625,6.647594451904297,5.55389928817749,2.4696204662323,10.153045654296875,79.89068603515625,http_general,163.56842041015625
