file_path,Facade,MediaManagement,UserManagement,UserDBAdapter,Packaging,ReEncoder,Database,MediaAccess,FileStorage,best_module,best_likelihood
Implementation/mediastore.web/src/edu/kit/ipd/sdq/mediastore/web/beans/DownloadBean.java,90.00,15.00,5.00,0.00,10.00,0.00,0.00,5.00,0.00,Facade,90.00
Implementation/mediastore.web/src/edu/kit/ipd/sdq/mediastore/web/beans/WebBeanManager.java,70.00,10.00,5.00,0.00,0.00,0.00,0.00,5.00,0.00,Facade,70.00
Implementation/mediastore.web/src/edu/kit/ipd/sdq/mediastore/web/beans/RegisterBean.java,70.00,5.00,80.00,20.00,0.00,0.00,10.00,0.00,0.00,UserManagement,80.00
Implementation/mediastore.web/src/edu/kit/ipd/sdq/mediastore/web/beans/LoginBean.java,95.00,0.00,70.00,0.00,0.00,0.00,0.00,0.00,0.00,Facade,95.00
Implementation/mediastore.web/src/edu/kit/ipd/sdq/mediastore/web/utils/SessionUtil.java,90.00,10.00,40.00,0.00,0.00,0.00,0.00,10.00,0.00,Facade,90.00
Implementation/mediastore.web/src/edu/kit/ipd/sdq/mediastore/web/utils/MessageUtil.java,90.00,5.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,Facade,90.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/config/Main.java,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,MediaManagement,10.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/config/InterfaceDetails.java,10.00,20.00,0.00,0.00,0.00,0.00,0.00,15.00,10.00,MediaManagement,20.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/config/Config.java,5.00,20.00,10.00,5.00,5.00,0.00,10.00,15.00,15.00,MediaManagement,20.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/config/EJB.java,5.00,10.00,5.00,5.00,0.00,0.00,0.00,20.00,15.00,MediaAccess,20.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/config/RequiredInterface.java,0.00,5.00,0.00,0.00,0.00,0.00,0.00,30.00,10.00,MediaAccess,30.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/config/GlobalConstantsContainer.java,5.00,15.00,5.00,5.00,5.00,5.00,10.00,20.00,30.00,FileStorage,30.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/config/ProvidedInterface.java,0.00,30.00,5.00,5.00,0.00,0.00,5.00,40.00,15.00,MediaAccess,40.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/exceptions/FailedDownloadException.java,30.00,70.00,0.00,0.00,20.00,0.00,0.00,50.00,40.00,MediaManagement,70.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/exceptions/AppException.java,5.00,30.00,25.00,2.00,1.00,1.00,1.00,20.00,15.00,MediaManagement,30.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/exceptions/DbException.java,0.00,0.00,30.00,90.00,0.00,0.00,80.00,40.00,0.00,UserDBAdapter,90.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/exceptions/UnknownServerException.java,30.00,70.00,10.00,5.00,1.00,1.00,1.00,20.00,1.00,MediaManagement,70.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/exceptions/FailedUploadException.java,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,60.00,FileStorage,60.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/exceptions/UserAlreadyExistsException.java,0.00,0.00,80.00,90.00,0.00,0.00,40.00,0.00,0.00,UserDBAdapter,90.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/exceptions/BadLoginDataException.java,0.00,0.00,85.00,15.00,0.00,0.00,0.00,0.00,0.00,UserManagement,85.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/exceptions/ConversionException.java,10.00,30.00,0.00,0.00,10.00,90.00,0.00,20.00,20.00,ReEncoder,90.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/exceptions/PropertiesException.java,10.00,20.00,15.00,5.00,10.00,15.00,0.00,60.00,45.00,MediaAccess,60.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/utils/LameUtil.java,0.00,10.00,0.00,0.00,0.00,80.00,0.00,5.00,5.00,ReEncoder,80.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/utils/FSUtil.java,0.00,5.00,0.00,0.00,10.00,5.00,0.00,20.00,95.00,FileStorage,95.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/utils/PropertiesUtil.java,10.00,5.00,0.00,0.00,0.00,0.00,5.00,20.00,60.00,FileStorage,60.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/utils/JNDIUtil.java,0.00,0.00,0.00,30.00,0.00,0.00,0.00,40.00,30.00,MediaAccess,40.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessMaintenanceRemote.java,5.00,30.00,0.00,0.00,0.00,0.00,10.00,90.00,20.00,MediaAccess,90.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/ICacheMaintenanceRemote.java,0.00,8.00,0.00,0.00,0.00,0.00,2.00,20.00,70.00,FileStorage,70.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessLocal.java,0.00,10.00,0.00,0.00,0.00,0.00,20.00,95.00,40.00,MediaAccess,95.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessRemote.java,0.00,20.00,0.00,0.00,0.00,0.00,10.00,90.00,80.00,MediaAccess,90.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IPackagingLocal.java,0.00,10.00,0.00,0.00,95.00,0.00,0.00,5.00,0.00,Packaging,95.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IDownloadCacheRemote.java,30.00,70.00,5.00,5.00,20.00,5.00,5.00,40.00,50.00,MediaManagement,70.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IDownloadCacheLocal.java,5.00,25.00,0.00,0.00,10.00,0.00,0.00,55.00,5.00,MediaAccess,55.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IDownloadMediaAccessRemote.java,5.00,30.00,0.00,0.00,10.00,0.00,0.00,50.00,5.00,MediaAccess,50.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IBusinessInterface.java,10.00,60.00,20.00,5.00,5.00,5.00,0.00,30.00,5.00,MediaManagement,60.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IDownloadMediaAccess.java,0.00,30.00,0.00,0.00,10.00,5.00,0.00,90.00,65.00,MediaAccess,90.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IDownloadMediaAccessLocal.java,0.00,15.00,0.00,0.00,5.00,0.00,0.00,80.00,50.00,MediaAccess,80.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IPackaging.java,0.00,10.00,0.00,0.00,95.00,0.00,0.00,5.00,0.00,Packaging,95.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IUserManagement.java,10.00,5.00,95.00,30.00,0.00,0.00,10.00,5.00,0.00,UserManagement,95.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IDownload.java,30.00,80.00,0.00,0.00,10.00,0.00,0.00,40.00,20.00,MediaManagement,80.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaManagementLocal.java,10.00,95.00,5.00,5.00,5.00,5.00,5.00,30.00,10.00,MediaManagement,95.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IDownloadReEncoder.java,0.00,10.00,0.00,0.00,5.00,90.00,0.00,20.00,30.00,ReEncoder,90.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccess.java,0.00,10.00,0.00,0.00,0.00,0.00,5.00,95.00,30.00,MediaAccess,95.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IDownloadReEncoderRemote.java,0.00,2.00,0.00,0.00,0.00,90.00,0.00,0.00,8.00,ReEncoder,90.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IUserDBAdapter.java,5.00,5.00,30.00,95.00,0.00,0.00,10.00,5.00,0.00,UserDBAdapter,95.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaManagement.java,10.00,95.00,0.00,0.00,5.00,0.00,0.00,20.00,15.00,MediaManagement,95.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IDownloadAudioWatermarking.java,2.00,90.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,MediaManagement,90.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessMaintenance.java,0.00,30.00,0.00,0.00,0.00,0.00,20.00,75.00,65.00,MediaAccess,75.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IFacadeRemote.java,90.00,5.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,Facade,90.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IDownloadCache.java,10.00,30.00,0.00,0.00,5.00,5.00,0.00,40.00,10.00,MediaAccess,40.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IDownloadReEncoderLocal.java,0.00,10.00,0.00,0.00,20.00,100.00,0.00,30.00,40.00,ReEncoder,100.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/ICacheMaintenanceLocal.java,0.00,70.00,5.00,0.00,0.00,5.00,0.00,20.00,0.00,MediaManagement,70.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessMaintenanceLocal.java,5.00,20.00,0.00,0.00,0.00,0.00,5.00,65.00,5.00,MediaAccess,65.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IDownloadAudioWatermarkingRemote.java,0.00,90.00,0.00,0.00,10.00,0.00,0.00,30.00,20.00,MediaManagement,90.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IDownloadAudioWatermarkingLocal.java,0.00,90.00,0.00,0.00,0.00,0.00,0.00,30.00,10.00,MediaManagement,90.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IDownloadTagWatermarkingLocal.java,0.00,95.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,MediaManagement,95.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IFacade.java,90.00,30.00,50.00,10.00,20.00,0.00,0.00,40.00,20.00,Facade,90.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/ICacheMaintenance.java,5.00,20.00,0.00,0.00,0.00,0.00,0.00,25.00,50.00,FileStorage,50.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IPackagingRemote.java,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,Packaging,100.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IDownloadTagWatermarking.java,0.00,90.00,0.00,0.00,10.00,5.00,0.00,30.00,10.00,MediaManagement,90.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IDownloadTagWatermarkingRemote.java,20.00,70.00,0.00,0.00,5.00,10.00,0.00,30.00,10.00,MediaManagement,70.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IUserManagementLocal.java,0.00,0.00,95.00,30.00,0.00,0.00,5.00,0.00,0.00,UserManagement,95.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IFacadeLocal.java,95.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Facade,95.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IUserDBAdapterRemote.java,0.00,0.00,0.00,95.00,0.00,0.00,5.00,0.00,0.00,UserDBAdapter,95.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IUserManagementRemote.java,10.00,5.00,95.00,30.00,0.00,0.00,10.00,0.00,0.00,UserManagement,95.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IUserDBAdapterLocal.java,0.00,0.00,10.00,95.00,0.00,0.00,0.00,0.00,0.00,UserDBAdapter,95.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaManagementRemote.java,0.00,95.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,MediaManagement,95.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/data/FileContentLocal.java,0.00,10.00,0.00,0.00,20.00,5.00,0.00,50.00,95.00,FileStorage,95.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/data/FileContentRemote.java,10.00,20.00,0.00,0.00,5.00,0.00,0.00,50.00,70.00,FileStorage,70.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/data/AudioFileInfo.java,0.00,10.00,0.00,10.00,0.00,5.00,25.00,80.00,30.00,MediaAccess,80.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/data/CurrentUser.java,0.00,0.00,70.00,60.00,0.00,0.00,30.00,0.00,0.00,UserManagement,70.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/data/AudioFile.java,0.00,10.00,0.00,0.00,0.00,5.00,15.00,50.00,20.00,MediaAccess,50.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/data/FileContent.java,0.00,10.00,0.00,0.00,20.00,30.00,0.00,20.00,70.00,FileStorage,70.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/data/UserRegData.java,0.00,0.00,30.00,80.00,0.00,0.00,20.00,0.00,0.00,UserDBAdapter,80.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/BaseEJB.java,5.00,10.00,5.00,5.00,0.00,0.00,0.00,10.00,0.00,MediaManagement,10.00
Implementation/mediastore.ejb.facade/src/edu/kit/ipd/sdq/mediastore/ejb/facade/FacadeImpl.java,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Facade,0.00
Implementation/mediastore.ejb.usermanagement/ejbModule/edu/kit/ipd/sdq/mediastore/ejb/usermanagement/SecurityUtil.java,0.00,0.00,95.00,5.00,0.00,0.00,0.00,0.00,0.00,UserManagement,95.00
Implementation/mediastore.ejb.usermanagement/ejbModule/edu/kit/ipd/sdq/mediastore/ejb/usermanagement/UserManagementImpl.java,0.00,0.00,100.00,5.00,0.00,0.00,0.00,0.00,0.00,UserManagement,100.00
Implementation/mediastore.ejb.userdbadapter/src/edu/kit/ipd/sdq/mediastore/ejb/userdbadapter/UserDBAdapterImpl.java,0.00,0.00,30.00,100.00,0.00,0.00,20.00,0.00,0.00,UserDBAdapter,100.00
Implementation/mediastore.ejb.userdbadapter/src/edu/kit/ipd/sdq/mediastore/ejb/userdbadapter/User.java,0.00,0.00,5.00,100.00,0.00,0.00,10.00,0.00,0.00,UserDBAdapter,100.00
Implementation/mediastore.ejb.userdbadapter/src/edu/kit/ipd/sdq/mediastore/ejb/userdbadapter/DbManager.java,0.00,0.00,20.00,95.00,0.00,0.00,5.00,0.00,0.00,UserDBAdapter,95.00
Implementation/mediastore.ejb.audiowatermarking/src/edu/kit/ipd/sdq/mediastore/ejb/audiowatermarking/WavFileException.java,0.00,20.00,0.00,0.00,0.00,10.00,0.00,10.00,60.00,FileStorage,60.00
Implementation/mediastore.ejb.audiowatermarking/src/edu/kit/ipd/sdq/mediastore/ejb/audiowatermarking/AudioWatermarkingImpl.java,0.00,55.00,0.00,0.00,15.00,0.00,0.00,20.00,10.00,MediaManagement,55.00
Implementation/mediastore.ejb.audiowatermarking/src/edu/kit/ipd/sdq/mediastore/ejb/audiowatermarking/WavFile.java,0.00,10.00,0.00,0.00,5.00,20.00,0.00,15.00,50.00,FileStorage,50.00
