file_path,CameraDataPostProcess,CameraDataPreProcess,CameraDataProcessCommon,CameraServiceCommon,ChannelCommon,ChannelSink,ChannelSource,DistributedCameraSinkMgr,VirtualCameraHdf,utils,best_module,best_likelihood
distributed_camera\services\cameraservice\sinkservice\src\distributedcameramgr\eventbus\dcamera_frame_trigger_event.cpp,6.241529941558838,2.0315277576446533,1.0,7.974735260009766,1.0292184352874756,2.0099337100982666,2.039152145385742,5.876809120178223,4.494790554046631,3.005878210067749,CameraServiceCommon,7.974735260009766
distributed_camera\services\cameraservice\sourceservice\include\distributedcameramgr\dcameracontrol\dcamera_source_controller_channel_listener.h,11.570047378540039,3.034430742263794,6.5651936531066895,12.917556762695312,10.550010681152344,15.091683387756348,11.62601089477539,20.251508712768555,4.241116523742676,6.013824462890625,DistributedCameraSinkMgr,20.251508712768555
distributed_camera\services\cameraservice\sourceservice\include\distributedcamera\dcamera_source_callback_proxy.h,10.546632766723633,4.509464263916016,7.139406204223633,6.186633586883545,3.698413848876953,1.0187517404556274,1.0518985986709595,6.099597454071045,5.393434524536133,6.407293319702148,CameraDataPostProcess,10.546632766723633
distributed_camera\camera_hdf\interfaces\hdi_ipc\client\provider\dcamera_provider_callback.h,3.0394840240478516,1.0360679626464844,3.667715072631836,10.088436126708984,5.564344882965088,1.0191841125488281,1.0529519319534302,5.476036071777344,9.744269371032715,9.43480396270752,CameraServiceCommon,10.088436126708984
distributed_camera\services\data_process\src\pipeline_node\multimedia_codec\encode_video_callback.cpp,13.247169494628906,9.201833724975586,9.77067756652832,6.023250579833984,1.6877741813659668,1.8510900735855103,1.1915624141693115,6.620140075683594,8.51655387878418,13.29548454284668,utils,13.29548454284668
distributed_camera\services\cameraservice\cameraoperator\client\include\callback\dcamera_session_callback.h,3.035295009613037,1.0316952466964722,0.0,5.5007643699646,2.6958725452423096,1.0170122385025024,1.046378254890442,2.3618578910827637,4.250412940979004,6.753418445587158,utils,6.753418445587158
distributed_camera\services\cameraservice\sinkservice\include\distributedcameramgr\interface\icamera_sink_output.h,6.140573501586914,3.544170379638672,2.8820512294769287,8.365822792053223,3.7858312129974365,1.0356132984161377,1.102374792098999,6.953946113586426,4.241215229034424,5.005682945251465,CameraServiceCommon,8.365822792053223
distributed_camera\camera_hdf\interfaces\hdi_ipc\server\host\dcamera_host_stub.cpp,10.525766372680664,8.748648643493652,7.875002861022949,8.948602676391602,5.240854740142822,1.4325718879699707,2.2594621181488037,7.85458517074585,10.855448722839355,13.434502601623535,utils,13.434502601623535
distributed_camera\services\cameraservice\sourceservice\include\distributedcameramgr\dcamera_source_dev.h,7.155769348144531,2.6202890872955322,2.6457765102386475,15.252814292907715,3.4545252323150635,8.781721115112305,6.472675800323486,15.620401382446289,6.030451774597168,6.004962921142578,DistributedCameraSinkMgr,15.620401382446289
distributed_camera\camera_hdf\interfaces\hdi_ipc\server\operator\doffline_stream_operator_stub.h,8.910698890686035,4.677624225616455,8.086409568786621,4.930525302886963,5.708401679992676,1.0193455219268799,1.0549781322479248,6.398642539978027,10.849574089050293,8.804472923278809,VirtualCameraHdf,10.849574089050293
distributed_camera\interfaces\inner_kits\native_cpp\camera_source\src\dcamera_source_handler.cpp,5.76534366607666,1.5371865034103394,3.4664645195007324,8.974064826965332,6.136134147644043,2.4200360774993896,1.5154629945755005,2.240083694458008,7.564781665802002,5.9591169357299805,CameraServiceCommon,8.974064826965332
distributed_camera\services\cameraservice\sourceservice\src\distributedcameramgr\dcamerastate\dcamera_source_capture_state.cpp,6.219788074493408,1.7420845031738281,2.677217960357666,12.040870666503906,5.21970796585083,3.9954357147216797,3.1009089946746826,5.735110759735107,5.874103546142578,8.622828483581543,CameraServiceCommon,12.040870666503906
distributed_camera\camera_hdf\hdi_impl\test\dcamera_hdi_sample.cpp,10.090117454528809,2.2275524139404297,3.144500494003296,8.823636054992676,3.51873779296875,4.592809200286865,2.867532253265381,3.5399038791656494,9.095229148864746,10.459602355957031,utils,10.459602355957031
distributed_camera\services\channel\src\dcamera_softbus_adapter.cpp,14.034904479980469,8.427274703979492,11.732112884521484,14.287092208862305,18.7181339263916,9.676167488098145,8.46483039855957,11.377549171447754,7.133457660675049,12.776566505432129,ChannelCommon,18.7181339263916
distributed_camera\camera_hdf\interfaces\hdi_ipc\server\operator\dstream_operator_callback_proxy.cpp,12.283949851989746,5.586196422576904,9.416204452514648,7.259024620056152,5.9365715980529785,1.0721650123596191,1.2143065929412842,7.957550525665283,12.022130012512207,14.290533065795898,utils,14.290533065795898
distributed_camera\camera_hdf\interfaces\hdi_ipc\server\device\dcamera_device_callback_proxy.cpp,9.76265811920166,4.782289981842041,8.92172908782959,8.510048866271973,5.546764373779297,1.032465934753418,1.0926156044006348,7.24547004699707,9.607608795166016,11.061504364013672,utils,11.061504364013672
distributed_camera\services\cameraservice\sinkservice\test\unittest\common\distributedcameramgr\dcamera_sink_access_control_test.cpp,6.065999507904053,3.8169775009155273,11.955978393554688,7.950729846954346,8.708974838256836,1.4417724609375,5.3257155418396,12.7872314453125,6.070727825164795,5.123297691345215,DistributedCameraSinkMgr,12.7872314453125
distributed_camera\services\cameraservice\cameraoperator\client\include\callback\dcamera_photo_callback.h,4.034139156341553,1.030717134475708,0.0,5.4805192947387695,0.028502870351076126,1.016465663909912,1.044968605041504,2.3448657989501953,4.238337993621826,5.894107341766357,utils,5.894107341766357
distributed_camera\services\cameraservice\sinkservice\src\distributedcameramgr\listener\dcamera_sink_output_channel_listener.cpp,10.849180221557617,5.010313034057617,6.346981525421143,9.525077819824219,9.486331939697266,3.8948159217834473,3.2028300762176514,11.449326515197754,5.435198783874512,7.92886209487915,DistributedCameraSinkMgr,11.449326515197754
distributed_camera\services\cameraservice\sinkservice\src\distributedcameramgr\callback\dcamera_sink_controller_state_callback.cpp,8.230822563171387,3.088491201400757,3.624948024749756,11.976710319519043,3.086312770843506,14.642724990844727,10.192387580871582,23.731237411499023,4.468622207641602,5.570253849029541,DistributedCameraSinkMgr,23.731237411499023
distributed_camera\services\cameraservice\sinkservice\test\unittest\common\distributedcameramgr\mock_camera_channel.h,6.038167476654053,4.0341901779174805,8.653647422790527,8.680809020996094,11.884930610656738,3.836498975753784,3.2522261142730713,5.347344398498535,4.242134094238281,9.16342830657959,ChannelCommon,11.884930610656738
distributed_camera\common\src\utils\data_buffer.cpp,9.900540351867676,5.468303680419922,11.208540916442871,4.423773288726807,4.757234573364258,1.3893609046936035,1.112739086151123,7.190540790557861,4.2089104652404785,107.21549987792969,utils,107.21549987792969
distributed_camera\camera_hdf\interfaces\hdi_ipc\server\device\dcamera_device_callback_proxy.h,3.030716896057129,1.026920199394226,2.593735933303833,6.382281303405762,3.9234063625335693,1.0147444009780884,1.0390959978103638,3.0439863204956055,7.689087390899658,6.509381294250488,VirtualCameraHdf,7.689087390899658
distributed_camera\camera_hdf\interfaces\hdi_ipc\ipc_data_utils.h,9.912944793701172,4.295539855957031,7.507901668548584,8.09763240814209,5.164002895355225,1.4047744274139404,1.4345208406448364,6.999115943908691,7.484412670135498,94.59535217285156,utils,94.59535217285156
distributed_camera\services\cameraservice\cameraoperator\client\src\listener\dcamera_photo_surface_listener_common.cpp,9.642193794250488,5.891989231109619,11.336727142333984,6.873339653015137,7.727880477905273,2.051379680633545,2.1541991233825684,7.403820991516113,4.41401481628418,9.675541877746582,CameraDataProcessCommon,11.336727142333984
distributed_camera\camera_hdf\interfaces\hdi_ipc\client\operator\doffline_stream_operator_proxy.h,3.0280113220214844,1.0252842903137207,1.9262689352035522,5.732078552246094,5.479399681091309,1.814960241317749,1.8387153148651123,3.0202414989471436,12.564324378967285,6.658618927001953,VirtualCameraHdf,12.564324378967285
distributed_camera\services\cameraservice\sinkservice\test\unittest\common\distributedcameramgr\mock_dcamera_sink_output.h,6.074983596801758,3.4973490238189697,6.62246036529541,7.498759746551514,4.383975028991699,1.6418591737747192,1.1030875444412231,6.863023281097412,4.23841667175293,7.311799049377441,CameraServiceCommon,7.498759746551514
distributed_camera\services\cameraservice\cameraoperator\client\include\icamera_operator.h,6.038396835327148,3.4354300498962402,3.0,8.412252426147461,1.0331090688705444,1.018631935119629,1.0517410039901733,6.255589008331299,6.736755847930908,6.737161636352539,CameraServiceCommon,8.412252426147461
distributed_camera\services\cameraservice\base\include\dcamera_channel_info_cmd.h,7.93609619140625,3.035714864730835,6.378109455108643,11.722811698913574,9.144369125366211,5.355413913726807,4.778252601623535,6.239505290985107,5.23722505569458,5.882930278778076,CameraServiceCommon,11.722811698913574
distributed_camera\services\cameraservice\sourceservice\include\distributedcameramgr\dcamerahdf\dcamera_provider_callback_impl.h,4.039042949676514,1.036019206047058,2.405731201171875,10.001885414123535,2.439793825149536,1.0189878940582275,1.0530506372451782,4.90391206741333,8.852469444274902,9.007701873779297,CameraServiceCommon,10.001885414123535
distributed_camera\services\cameraservice\sinkservice\test\unittest\common\distributedcameramgr\mock_dcamera_sink_data_process.h,9.5536470413208,6.265635013580322,11.367257118225098,11.569634437561035,10.275943756103516,3.796144723892212,3.266258478164673,10.414262771606445,4.234726428985596,8.662561416625977,CameraServiceCommon,11.569634437561035
distributed_camera\services\cameraservice\sinkservice\include\distributedcameramgr\eventbus\dcamera_frame_trigger_event.h,6.252874851226807,2.0333449840545654,1.0,7.923731803894043,1.031025767326355,1.9288610219955444,1.959886908531189,5.565487861633301,4.2502264976501465,3.005903482437134,CameraServiceCommon,7.923731803894043
distributed_camera\services\cameraservice\sourceservice\include\distributedcamera\distributed_camera_source_stub.h,10.945550918579102,4.764301300048828,8.129854202270508,6.148216247558594,3.809053659439087,1.0299254655838013,1.0869837999343872,6.078611850738525,4.2240142822265625,6.537142753601074,CameraDataPostProcess,10.945550918579102
distributed_camera\interfaces\inner_kits\native_cpp\camera_source\include\callback\dcamera_source_callback_stub.h,11.053584098815918,4.7022786140441895,10.203741073608398,7.049655437469482,7.849488258361816,1.0321223735809326,1.0915100574493408,4.966372966766357,4.256536483764648,8.375020980834961,CameraDataPostProcess,11.053584098815918
distributed_camera\services\data_process\include\eventbus\dcamera_codec_event.h,8.707801818847656,4.124624252319336,5.868099212646484,8.03370189666748,1.5779908895492554,1.9526454210281372,1.9859312772750854,7.635389804840088,4.2118096351623535,5.78359842300415,CameraDataPostProcess,8.707801818847656
distributed_camera\services\cameraservice\sinkservice\src\distributedcameramgr\listener\dcamera_sink_data_process_listener.cpp,10.406499862670898,6.31906795501709,6.865507125854492,7.517485618591309,6.034830093383789,1.7670838832855225,1.1021841764450073,8.648418426513672,4.468622207641602,7.4020609855651855,CameraDataPostProcess,10.406499862670898
distributed_camera\services\cameraservice\base\include\dcamera_event_cmd.h,3.965864896774292,1.0353388786315918,2.457728385925293,9.448163986206055,2.8499889373779297,3.234445810317993,2.6363894939422607,6.311817646026611,4.244381427764893,3.9124903678894043,CameraServiceCommon,9.448163986206055
distributed_camera\services\cameraservice\sourceservice\src\distributedcameramgr\dcamerastate\dcamera_source_opened_state.cpp,6.316098690032959,1.7926290035247803,2.761627674102783,12.198108673095703,5.375207901000977,4.108102798461914,3.1759092807769775,5.823681354522705,6.7506103515625,10.155441284179688,CameraServiceCommon,12.198108673095703
distributed_camera\services\cameraservice\sinkservice\src\distributedcameramgr\eventbus\dcamera_photo_output_event.cpp,8.577465057373047,4.031362056732178,4.0,9.185169219970703,2.0290725231170654,2.007124185562134,2.036196708679199,10.409878730773926,4.490630149841309,4.005828380584717,DistributedCameraSinkMgr,10.409878730773926
distributed_camera\services\data_process\include\pipeline_node\multimedia_codec\encode_data_process.h,19.895244598388672,8.573183059692383,10.329254150390625,8.966652870178223,3.4923183917999268,1.0813301801681519,1.2425340414047241,8.51966667175293,7.642675399780273,8.68359375,CameraDataPostProcess,19.895244598388672
distributed_camera\services\cameraservice\sinkservice\src\distributedcamera\distributed_camera_sink_service.cpp,4.629927158355713,4.299032211303711,3.39654278755188,9.451004981994629,4.8092169761657715,2.8971798419952393,2.7789366245269775,6.228802680969238,8.572525024414062,5.00767183303833,CameraServiceCommon,9.451004981994629
distributed_camera\camera_hdf\interfaces\hdi_ipc\server\host\dcamera_host_stub.h,9.363910675048828,5.077065467834473,7.323823928833008,5.980334758758545,5.492191791534424,1.017565131187439,1.0461989641189575,6.736191749572754,6.665019512176514,8.644718170166016,CameraDataPostProcess,9.363910675048828
distributed_camera\services\data_process\include\interfaces\data_process_listener.h,14.98360538482666,7.439136505126953,10.137979507446289,8.102325439453125,7.885108947753906,1.0136319398880005,1.0383981466293335,6.866837501525879,4.242018222808838,6.592889785766602,CameraDataPostProcess,14.98360538482666
distributed_camera\services\data_process\src\pipeline_node\multimedia_codec\encode_data_process.cpp,29.287986755371094,15.18956184387207,18.975231170654297,11.678251266479492,5.803718090057373,5.603335857391357,3.082268238067627,17.314952850341797,11.102182388305664,16.659982681274414,CameraDataPostProcess,29.287986755371094
distributed_camera\camera_hdf\interfaces\hdi_ipc\client\operator\doffline_stream_operator_proxy.cpp,9.725151062011719,4.77209997177124,8.10297966003418,5.382265090942383,6.675929546356201,1.6737449169158936,1.739450216293335,7.218570709228516,11.56108283996582,10.987857818603516,VirtualCameraHdf,11.56108283996582
distributed_camera\services\cameraservice\sourceservice\include\distributedcameramgr\dcamerastate\dcamera_source_state_factory.h,5.3596720695495605,1.0317374467849731,2.643300771713257,7.496303081512451,2.0240588188171387,1.0170358419418335,1.0464389324188232,2.362602949142456,4.250942707061768,3.005941867828369,CameraServiceCommon,7.496303081512451
distributed_camera\camera_hdf\interfaces\hdi_ipc\client\provider\dcamera_provider_proxy.cpp,11.9002103805542,7.606108665466309,11.166214942932129,13.996979713439941,7.507877826690674,2.067605972290039,2.7727465629577637,14.719303131103516,13.650251388549805,15.380501747131348,utils,15.380501747131348
