file_path,model,logic,gui,preferences,best_module,best_likelihood
src/main/java/org/jabref/logic/importer/util/FileFieldParser.java,0.00,100.00,0.00,0.00,logic,100.00
src/main/java/org/jabref/logic/importer/util/GrobidService.java,0.00,90.00,0.00,10.00,logic,90.00
src/main/java/org/jabref/logic/importer/util/INSPIREBibtexFilterReader.java,0.00,100.00,0.00,0.00,logic,100.00
src/main/java/org/jabref/logic/importer/util/ShortDOIService.java,0.00,95.00,0.00,5.00,logic,95.00
src/main/java/org/jabref/logic/importer/OpenDatabase.java,0.00,95.00,0.00,5.00,logic,95.00
src/main/java/org/jabref/logic/importer/IdBasedFetcher.java,0.00,90.00,5.00,0.00,logic,90.00
src/main/java/org/jabref/logic/importer/ParseException.java,10.00,90.00,0.00,0.00,logic,90.00
src/main/java/org/jabref/logic/importer/PagedSearchBasedFetcher.java,0.00,100.00,0.00,0.00,logic,100.00
src/main/java/org/jabref/logic/importer/EntryBasedFetcher.java,5.00,90.00,0.00,0.00,logic,90.00
src/main/java/org/jabref/logic/importer/FetcherException.java,5.00,90.00,0.00,5.00,logic,90.00
src/main/java/org/jabref/logic/importer/ImportCleanup.java,5.00,90.00,0.00,5.00,logic,90.00
src/main/java/org/jabref/logic/importer/ImporterPreferences.java,0.00,90.00,5.00,50.00,logic,90.00
src/main/java/org/jabref/logic/importer/FetcherResult.java,0.00,100.00,0.00,0.00,logic,100.00
src/main/java/org/jabref/logic/importer/ImportException.java,5.00,90.00,2.00,3.00,logic,90.00
src/main/java/org/jabref/logic/importer/FetcherClientException.java,5.00,95.00,0.00,0.00,logic,95.00
src/main/java/org/jabref/logic/importer/IdFetcher.java,5.00,90.00,2.00,3.00,logic,90.00
src/main/java/org/jabref/logic/importer/OutputPrinter.java,0.00,70.00,25.00,5.00,logic,70.00
src/main/java/org/jabref/logic/importer/ParserResult.java,5.00,90.00,0.00,5.00,logic,90.00
src/main/java/org/jabref/logic/importer/EntryBasedParserFetcher.java,0.00,100.00,0.00,0.00,logic,100.00
src/main/java/org/jabref/logic/importer/SearchBasedFetcher.java,5.00,95.00,0.00,0.00,logic,95.00
src/main/java/org/jabref/logic/importer/WebFetcher.java,5.00,95.00,0.00,0.00,logic,95.00
src/main/java/org/jabref/logic/importer/Parser.java,0.00,100.00,0.00,0.00,logic,100.00
src/main/java/org/jabref/logic/importer/FetcherServerException.java,5.00,90.00,0.00,5.00,logic,90.00
src/main/java/org/jabref/logic/importer/FulltextFetcher.java,10.00,90.00,0.00,0.00,logic,90.00
src/main/java/org/jabref/logic/importer/QueryParser.java,0.00,95.00,0.00,5.00,logic,95.00
src/main/java/org/jabref/logic/importer/FulltextFetchers.java,0.00,100.00,0.00,0.00,logic,100.00
src/main/java/org/jabref/logic/importer/IdBasedParserFetcher.java,0.00,100.00,0.00,0.00,logic,100.00
src/main/java/org/jabref/logic/importer/ImportFormatReader.java,5.00,85.00,0.00,10.00,logic,85.00
src/main/java/org/jabref/logic/importer/ImportFormatPreferences.java,5.00,90.00,0.00,5.00,logic,90.00
src/main/java/org/jabref/logic/importer/SearchBasedParserFetcher.java,0.00,95.00,5.00,0.00,logic,95.00
src/main/java/org/jabref/logic/importer/PagedSearchBasedParserFetcher.java,5.00,95.00,0.00,0.00,logic,95.00
src/main/java/org/jabref/logic/importer/Importer.java,5.00,95.00,0.00,0.00,logic,95.00
src/main/java/org/jabref/logic/importer/IdParserFetcher.java,5.00,95.00,0.00,0.00,logic,95.00
src/main/java/org/jabref/logic/importer/WebFetchers.java,0.00,100.00,0.00,0.00,logic,100.00
src/main/java/org/jabref/logic/importer/CompositeIdFetcher.java,5.00,90.00,2.00,3.00,logic,90.00
src/main/java/org/jabref/logic/importer/AuthorListParser.java,10.00,90.00,0.00,0.00,logic,90.00
src/main/java/org/jabref/logic/remote/server/RemoteListenerServerThread.java,0.00,100.00,0.00,0.00,logic,100.00
src/main/java/org/jabref/logic/remote/server/RemoteListenerServerManager.java,0.00,95.00,0.00,5.00,logic,95.00
src/main/java/org/jabref/logic/remote/server/RemoteMessageHandler.java,5.00,85.00,5.00,5.00,logic,85.00
src/main/java/org/jabref/logic/remote/server/RemoteListenerServer.java,0.00,95.00,0.00,5.00,logic,95.00
src/main/java/org/jabref/logic/remote/client/RemoteClient.java,0.00,95.00,0.00,0.00,logic,95.00
src/main/java/org/jabref/logic/remote/Protocol.java,5.00,90.00,3.00,2.00,logic,90.00
src/main/java/org/jabref/logic/remote/RemotePreferences.java,5.00,85.00,0.00,10.00,logic,85.00
src/main/java/org/jabref/logic/remote/RemoteUtil.java,0.00,95.00,5.00,0.00,logic,95.00
src/main/java/org/jabref/logic/remote/RemoteMessage.java,5.00,85.00,0.00,5.00,logic,85.00
src/main/java/org/jabref/logic/autosaveandbackup/AutosaveManager.java,0.00,95.00,5.00,0.00,logic,95.00
src/main/java/org/jabref/logic/autosaveandbackup/BackupManager.java,0.00,95.00,0.00,5.00,logic,95.00
src/main/java/org/jabref/logic/auxparser/AuxParserResult.java,5.00,95.00,0.00,0.00,logic,95.00
src/main/java/org/jabref/logic/auxparser/DefaultAuxParser.java,5.00,95.00,0.00,0.00,logic,95.00
src/main/java/org/jabref/logic/auxparser/AuxParser.java,0.00,100.00,0.00,0.00,logic,100.00
src/main/java/org/jabref/logic/msbib/MSBibEntryType.java,5.00,90.00,0.00,5.00,logic,90.00
src/main/java/org/jabref/logic/msbib/MSBibConverter.java,0.00,100.00,0.00,0.00,logic,100.00
src/main/java/org/jabref/logic/msbib/MsBibAuthor.java,10.00,85.00,0.00,5.00,logic,85.00
src/main/java/org/jabref/logic/msbib/BibTeXConverter.java,0.00,100.00,0.00,0.00,logic,100.00
src/main/java/org/jabref/logic/msbib/MSBibDatabase.java,5.00,90.00,0.00,0.00,logic,90.00
src/main/java/org/jabref/logic/msbib/MSBibMapping.java,0.00,90.00,0.00,10.00,logic,90.00
src/main/java/org/jabref/logic/msbib/MSBibEntry.java,0.00,95.00,0.00,5.00,logic,95.00
src/main/java/org/jabref/logic/msbib/PageNumbers.java,0.00,90.00,0.00,10.00,logic,90.00
src/main/java/org/jabref/logic/bibtex/comparator/GroupDiff.java,0.00,100.00,0.00,0.00,logic,100.00
src/main/java/org/jabref/logic/bibtex/comparator/CrossRefEntryComparator.java,0.00,95.00,0.00,5.00,logic,95.00
src/main/java/org/jabref/logic/bibtex/comparator/PreambleDiff.java,10.00,90.00,0.00,0.00,logic,90.00
src/main/java/org/jabref/logic/bibtex/comparator/FieldComparator.java,10.00,85.00,0.00,5.00,logic,85.00
src/main/java/org/jabref/logic/bibtex/comparator/MetaDataDiff.java,0.00,100.00,0.00,0.00,logic,100.00
src/main/java/org/jabref/logic/bibtex/comparator/BibEntryDiff.java,0.00,98.00,0.00,2.00,logic,98.00
src/main/java/org/jabref/logic/bibtex/comparator/IdComparator.java,5.00,90.00,0.00,5.00,logic,90.00
src/main/java/org/jabref/logic/bibtex/comparator/EntryComparator.java,5.00,90.00,2.00,3.00,logic,90.00
src/main/java/org/jabref/logic/bibtex/comparator/BibStringDiff.java,0.00,95.00,0.00,5.00,logic,95.00
src/main/java/org/jabref/logic/bibtex/comparator/BibDatabaseDiff.java,5.00,90.00,0.00,5.00,logic,90.00
src/main/java/org/jabref/logic/bibtex/comparator/BibtexStringComparator.java,0.00,95.00,0.00,5.00,logic,95.00
src/main/java/org/jabref/logic/bibtex/comparator/FieldComparatorStack.java,0.00,100.00,0.00,0.00,logic,100.00
src/main/java/org/jabref/logic/bibtex/FileFieldWriter.java,0.00,0.00,0.00,0.00,model,0.00
src/main/java/org/jabref/logic/bibtex/FieldContentFormatter.java,0.00,98.00,1.00,1.00,logic,98.00
src/main/java/org/jabref/logic/bibtex/InvalidFieldValueException.java,5.00,85.00,0.00,0.00,logic,85.00
src/main/java/org/jabref/logic/bibtex/FieldPreferences.java,5.00,70.00,5.00,20.00,logic,70.00
src/main/java/org/jabref/logic/bibtex/BibEntryWriter.java,5.00,95.00,0.00,0.00,logic,95.00
src/main/java/org/jabref/logic/bibtex/FieldWriter.java,0.00,100.00,0.00,0.00,logic,100.00
src/main/java/org/jabref/logic/pdf/search/indexing/IndexingTaskManager.java,0.00,95.00,0.00,5.00,logic,95.00
src/main/java/org/jabref/logic/pdf/search/indexing/DocumentReader.java,0.00,95.00,0.00,5.00,logic,95.00
src/main/java/org/jabref/logic/pdf/search/indexing/PdfIndexer.java,5.00,90.00,0.00,5.00,logic,90.00
src/main/java/org/jabref/logic/pdf/search/retrieval/PdfSearcher.java,0.00,100.00,0.00,0.00,logic,100.00
src/main/java/org/jabref/logic/pdf/FileAnnotationCache.java,5.00,95.00,0.00,0.00,logic,95.00
src/main/java/org/jabref/logic/pdf/EntryAnnotationImporter.java,0.00,95.00,0.00,5.00,logic,95.00
src/main/java/org/jabref/logic/pdf/TextExtractor.java,0.00,95.00,5.00,0.00,logic,95.00
src/main/java/org/jabref/logic/pdf/PdfAnnotationImporter.java,0.00,100.00,0.00,0.00,logic,100.00
src/main/java/org/jabref/logic/pdf/AnnotationImporter.java,0.00,100.00,0.00,0.00,logic,100.00
src/main/java/org/jabref/logic/shared/event/UpdateRefusedEvent.java,10.00,85.00,0.00,5.00,logic,85.00
src/main/java/org/jabref/logic/shared/event/SharedEntriesNotPresentEvent.java,20.00,75.00,5.00,0.00,logic,75.00
src/main/java/org/jabref/logic/shared/event/ConnectionLostEvent.java,20.00,80.00,0.00,0.00,logic,80.00
src/main/java/org/jabref/logic/shared/exception/SharedEntryNotPresentException.java,10.00,90.00,0.00,0.00,logic,90.00
src/main/java/org/jabref/logic/shared/exception/InvalidDBMSConnectionPropertiesException.java,0.00,90.00,0.00,10.00,logic,90.00
src/main/java/org/jabref/logic/shared/exception/NotASharedDatabaseException.java,5.00,95.00,0.00,0.00,logic,95.00
src/main/java/org/jabref/logic/shared/exception/OfflineLockException.java,5.00,95.00,0.00,0.00,logic,95.00
src/main/java/org/jabref/logic/shared/security/Password.java,0.00,95.00,0.00,5.00,logic,95.00
src/main/java/org/jabref/logic/shared/listener/OracleNotificationListener.java,0.00,100.00,0.00,0.00,logic,100.00
src/main/java/org/jabref/logic/shared/listener/PostgresSQLNotificationListener.java,5.00,85.00,5.00,0.00,logic,85.00
src/main/java/org/jabref/logic/shared/prefs/SharedDatabasePreferences.java,5.00,85.00,0.00,10.00,logic,85.00
src/main/java/org/jabref/logic/shared/DatabaseConnectionProperties.java,0.00,100.00,0.00,0.00,logic,100.00
src/main/java/org/jabref/logic/shared/DBMSProcessor.java,5.00,95.00,0.00,0.00,logic,95.00
src/main/java/org/jabref/logic/shared/DatabaseConnection.java,0.00,95.00,0.00,5.00,logic,95.00
src/main/java/org/jabref/logic/shared/DBMSConnectionProperties.java,0.00,99.00,0.00,1.00,logic,99.00
src/main/java/org/jabref/logic/shared/DBMSType.java,0.00,95.00,0.00,5.00,logic,95.00
src/main/java/org/jabref/logic/shared/DBMSConnection.java,5.00,90.00,0.00,5.00,logic,90.00
src/main/java/org/jabref/logic/shared/OracleProcessor.java,0.00,90.00,5.00,5.00,logic,90.00
src/main/java/org/jabref/logic/shared/DatabaseSynchronizer.java,0.00,95.00,0.00,5.00,logic,95.00
src/main/java/org/jabref/logic/shared/DBMSConnectionPropertiesBuilder.java,5.00,95.00,0.00,0.00,logic,95.00
src/main/java/org/jabref/logic/shared/DBMSSynchronizer.java,10.00,85.00,0.00,5.00,logic,85.00
src/main/java/org/jabref/logic/shared/MySQLProcessor.java,0.00,100.00,0.00,0.00,logic,100.00
