file_path,MediaManagement,UserManagement,UserDBAdapter,TagWatermarking,Packaging,ReEncoder,Database,MediaAccess,FileStorage,best_module,best_likelihood
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IFacadeLocal.java,80.00,10.00,5.00,5.00,5.00,5.00,0.00,20.00,10.00,MediaManagement,80.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IUserDBAdapterRemote.java,0.00,10.00,95.00,0.00,0.00,0.00,20.00,0.00,0.00,UserDBAdapter,95.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IUserManagementRemote.java,0.00,90.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,UserManagement,90.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IUserDBAdapterLocal.java,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,MediaManagement,0.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaManagementRemote.java,95.00,5.00,5.00,10.00,5.00,5.00,1.00,30.00,20.00,MediaManagement,95.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/data/FileContentLocal.java,10.00,0.00,0.00,0.00,5.00,0.00,0.00,30.00,55.00,FileStorage,55.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/data/FileContentRemote.java,20.00,0.00,0.00,5.00,5.00,0.00,0.00,30.00,60.00,FileStorage,60.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/data/AudioFileInfo.java,0.00,0.00,0.00,0.00,0.00,5.00,30.00,60.00,5.00,MediaAccess,60.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/data/CurrentUser.java,0.00,40.00,80.00,0.00,0.00,0.00,30.00,0.00,0.00,UserDBAdapter,80.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/data/AudioFile.java,10.00,0.00,0.00,5.00,5.00,15.00,20.00,80.00,65.00,MediaAccess,80.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/data/FileContent.java,0.00,0.00,0.00,0.00,20.00,30.00,0.00,70.00,60.00,MediaAccess,70.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/data/UserRegData.java,0.00,90.00,30.00,0.00,0.00,0.00,10.00,0.00,0.00,UserManagement,90.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/BaseEJB.java,10.00,5.00,5.00,0.00,0.00,0.00,5.00,10.00,5.00,MediaManagement,10.00
Implementation/mediastore.ejb.facade/src/edu/kit/ipd/sdq/mediastore/ejb/facade/FacadeImpl.java,35.00,35.00,0.00,0.00,5.00,0.00,0.00,10.00,5.00,MediaManagement,35.00
Implementation/mediastore.ejb.usermanagement/ejbModule/edu/kit/ipd/sdq/mediastore/ejb/usermanagement/SecurityUtil.java,0.00,100.00,10.00,0.00,0.00,0.00,5.00,0.00,0.00,UserManagement,100.00
Implementation/mediastore.ejb.usermanagement/ejbModule/edu/kit/ipd/sdq/mediastore/ejb/usermanagement/UserManagementImpl.java,0.00,100.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,UserManagement,100.00
Implementation/mediastore.ejb.userdbadapter/src/edu/kit/ipd/sdq/mediastore/ejb/userdbadapter/UserDBAdapterImpl.java,0.00,10.00,95.00,0.00,0.00,0.00,5.00,0.00,0.00,UserDBAdapter,95.00
Implementation/mediastore.ejb.userdbadapter/src/edu/kit/ipd/sdq/mediastore/ejb/userdbadapter/User.java,5.00,30.00,95.00,0.00,0.00,0.00,20.00,0.00,0.00,UserDBAdapter,95.00
Implementation/mediastore.ejb.userdbadapter/src/edu/kit/ipd/sdq/mediastore/ejb/userdbadapter/DbManager.java,0.00,20.00,100.00,0.00,0.00,0.00,10.00,0.00,0.00,UserDBAdapter,100.00
Implementation/mediastore.ejb.audiowatermarking/src/edu/kit/ipd/sdq/mediastore/ejb/audiowatermarking/WavFileException.java,5.00,0.00,0.00,90.00,0.00,0.00,0.00,5.00,0.00,TagWatermarking,90.00
Implementation/mediastore.ejb.audiowatermarking/src/edu/kit/ipd/sdq/mediastore/ejb/audiowatermarking/AudioWatermarkingImpl.java,30.00,0.00,0.00,95.00,0.00,0.00,0.00,10.00,0.00,TagWatermarking,95.00
Implementation/mediastore.ejb.audiowatermarking/src/edu/kit/ipd/sdq/mediastore/ejb/audiowatermarking/WavFile.java,10.00,0.00,0.00,20.00,0.00,5.00,0.00,15.00,50.00,FileStorage,50.00
