Project,Module,File,GT,TFIDF,TFIDF Score,LLMProb,LLMProb Score,LLMAssign,LLMAssign-IPRAG,SAMCodeTLR
audioflux,dsp,src/dsp/xcorr_algorithm.h,non,non,7.76,non,55.00,general,general,non
audioflux,dsp,include/cqt_algorithm.h,general,non,38.00,non,70.00,feature,feature,non
audioflux,dsp,src/filterbank/cwt_filterBank.c,filter_bank,filter_bank,129.08,filter_bank,90.00,filter_bank,filter_bank,non
audioflux,dsp,src/dsp/conv_algorithm.c,non,non,12.00,non,80.00,general,general,non
audioflux,dsp,src/filterbank/auditory_filterBank.h,filter_bank,filter_bank,141.94,filter_bank,95.00,filter_bank,filter_bank,non
audioflux,dsp,src/cqt_algorithm.h,general,non,38.00,feature,85.00,feature,general,non
audioflux,dsp,include/temporal_algorithm.h,general,non,14.10,feature,95.00,feature,feature,non
audioflux,dsp,src/synsq_algorithm.c,general,non,31.73,non,60.00,general,general,non
audioflux,dsp,include/dwt_algorithm.h,general,non,4.88,non,0.00,general,general,non
audioflux,dsp,src/feature/deconv_algorithm.h,feature,feature,128.28,non,80.00,feature,feature,non
audioflux,dsp,src/bft_algorithm.h,general,non,38.69,non,50.00,general,general,non
audioflux,dsp,src/spectrogram_algorithm.h,general,non,38.66,feature,85.00,general,feature,non
audioflux,dsp,src/wsst_algorithm.c,general,non,30.86,general,90.00,general,general,non
audioflux,dsp,src/filterbank/chroma_filterBank.h,filter_bank,filter_bank,94.26,non,80.00,filter_bank,filter_bank,non
audioflux,dsp,src/filterbank/cqt_filterBank.h,filter_bank,filter_bank,98.27,filter_bank,85.00,filter_bank,non,non
audioflux,dsp,include/ewt_algorithm.h,general,non,4.88,non,80.00,general,general,non
audioflux,dsp,include/filterbank/auditory_weight.h,filter_bank,filter_bank,102.54,non,80.00,filter_bank,filter_bank,non
audioflux,dsp,include/reassign_algorithm.h,general,non,7.25,non,80.00,general,general,non
audioflux,dsp,include/wsst_algorithm.h,general,non,7.86,non,50.00,general,general,non
audioflux,dsp,include/feature/spectral_algorithm.h,feature,feature,126.00,feature,90.00,feature,feature,non
audioflux,dsp,src/nsgt_algorithm.h,general,non,38.00,non,60.00,general,general,non
audioflux,dsp,src/dsp/hilbert_algorithm.c,non,non,5.28,general,85.00,general,general,non
audioflux,dsp,src/dsp/flux_window.h,non,non,3.00,non,60.00,general,general,non
audioflux,dsp,src/st_algorithm.h,general,non,5.87,general,85.00,general,general,non
audioflux,dsp,src/dsp/resample_algorithm.c,non,non,31.90,general,100.00,general,general,non
audioflux,dsp,src/stft_algorithm.c,general,non,35.44,general,100.00,general,general,non
audioflux,dsp,src/feature/spectral_algorithm.h,feature,feature,126.00,feature,95.00,feature,feature,non
audioflux,dsp,src/flux_temporal.c,general,non,8.00,non,70.00,non,feature,non
audioflux,dsp,src/reassign_algorithm.c,general,non,48.38,general,90.00,general,general,non
audioflux,dsp,src/dsp/filterDesign_iir.h,non,non,36.00,non,70.00,general,filter_bank,non
audioflux,dsp,src/util/flux_wave.h,general,non,15.61,general,100.00,general,general,non
audioflux,dsp,src/mir/_pitch_stft.c,mir,mir,97.46,mir,90.00,mir,mir,non
audioflux,dsp,include/dsp/resample_algorithm.h,non,non,29.03,general,100.00,general,general,non
audioflux,dsp,include/wvd_algorithm.h,general,non,4.88,non,80.00,general,general,non
audioflux,dsp,src/dsp/xcorr_algorithm.c,non,non,6.87,general,85.00,general,non,non
audioflux,dsp,src/filterbank/nsgt_filterBank.h,filter_bank,filter_bank,100.00,filter_bank,85.00,filter_bank,filter_bank,non
audioflux,dsp,include/wpt_algorithm.h,general,non,4.88,non,40.00,general,general,non
audioflux,dsp,src/util/flux_wave.c,general,filter_bank,57.44,general,95.00,general,general,non
audioflux,dsp,src/mir/onset_algorithm.c,mir,mir,135.92,mir,100.00,mir,non,non
audioflux,dsp,src/mir/onset_algorithm.h,mir,mir,93.50,non,70.00,mir,mir,non
audioflux,dsp,include/mir/_pitch_yin.h,mir,mir,94.57,non,50.00,mir,mir,non
audioflux,dsp,src/dsp/czt_algorithm.h,non,non,4.88,non,60.00,general,general,non
audioflux,dsp,src/filterbank/auditory_weight.c,filter_bank,filter_bank,87.79,filter_bank,90.00,filter_bank,filter_bank,non
audioflux,dsp,src/flux_temporal.h,general,non,8.00,non,80.00,feature,non,non
audioflux,dsp,src/synsq_algorithm.h,general,non,6.00,non,50.00,general,general,non
audioflux,dsp,include/fst_algorithm.h,general,non,4.88,non,70.00,general,general,non
audioflux,dsp,src/feature/deconv_algorithm.c,feature,feature,101.14,non,70.00,feature,feature,non
audioflux,dsp,src/pwt_algorithm.c,general,filter_bank,65.70,general,85.00,general,general,non
audioflux,dsp,src/reassign_algorithm.h,general,non,7.25,non,80.00,general,general,non
audioflux,dsp,src/fst_algorithm.h,general,non,4.88,general,85.00,general,general,non
audioflux,dsp,src/nsgt_algorithm.c,general,filter_bank,83.46,general,85.00,filter_bank,general,non
audioflux,dsp,src/filterbank/coef/__coef_d.h,filter_bank,non,45.18,filter_bank,85.00,filter_bank,filter_bank,non
audioflux,dsp,src/mir/harmonicRatio_algorithm.c,mir,mir,77.74,non,55.00,mir,mir,non
audioflux,dsp,src/feature/xxcc_algorithm.h,feature,feature,130.30,feature,90.00,feature,feature,non
audioflux,dsp,src/dsp/filterDesign_fir.h,non,filter_bank,163.97,non,40.00,general,filter_bank,non
audioflux,dsp,src/dsp/dct_algorithm.h,non,non,4.86,non,70.00,general,general,non
audioflux,dsp,src/wpt_algorithm.h,general,non,4.88,non,80.00,general,general,non
audioflux,dsp,include/synsq_algorithm.h,general,non,6.00,non,50.00,general,general,non
audioflux,dsp,src/dsp/flux_correct.h,non,non,29.28,non,60.00,general,non,non
audioflux,dsp,src/wsst_algorithm.h,general,non,7.86,non,40.00,general,non,non
audioflux,dsp,src/dwt_algorithm.c,general,non,36.00,filter_bank,85.00,general,general,non
audioflux,dsp,include/feature/chroma_algorithm.h,feature,feature,120.91,non,80.00,mir,feature,non
audioflux,dsp,src/flux_spectral.c,general,non,28.28,feature,85.00,feature,feature,non
audioflux,dsp,src/mir/_pitch_yin.h,mir,mir,94.57,mir,90.00,mir,mir,non
audioflux,dsp,src/dsp/czt_algorithm.c,non,non,5.78,general,90.00,general,general,non
audioflux,dsp,src/feature/spectral_algorithm.c,feature,feature,86.72,non,0.00,feature,feature,non
audioflux,dsp,src/dsp/dft_algorithm.h,non,non,4.88,non,80.00,general,general,non
audioflux,dsp,src/dsp/hilbert_algorithm.h,non,non,4.88,non,60.00,general,general,non
audioflux,dsp,src/dsp/filterDesign_freqz.h,non,filter_bank,65.14,non,60.00,general,non,non
audioflux,dsp,src/swt_algorithm.h,general,non,4.88,non,60.00,general,general,non
audioflux,dsp,include/dsp/xcorr_algorithm.h,non,non,7.76,feature,85.00,feature,general,non
audioflux,dsp,include/mir/onset_algorithm.h,mir,mir,93.50,non,40.00,mir,mir,non
audioflux,dsp,include/cwt_algorithm.h,general,non,7.85,non,40.00,general,general,non
audioflux,dsp,src/filterbank/auditory_filterBank.c,filter_bank,filter_bank,172.83,filter_bank,95.00,filter_bank,filter_bank,non
audioflux,dsp,include/nsgt_algorithm.h,general,non,38.00,non,60.00,filter_bank,general,non
audioflux,dsp,src/pwt_algorithm.h,general,non,7.00,general,85.00,general,general,non
audioflux,dsp,src/swt_algorithm.c,general,non,36.00,non,80.00,general,general,non
audioflux,feature,src/dsp/dct_algorithm.c,dsp,dsp,91.45,non,60.00,dsp,dsp,non
audioflux,feature,src/dsp/flux_window.c,dsp,dsp,82.76,non,80.00,dsp,dsp,non
audioflux,feature,include/feature/deconv_algorithm.h,non,non,4.88,dsp,85.00,dsp,dsp,non
audioflux,feature,src/filterbank/coef/__coef_r.h,filter_bank,non,47.23,non,45.00,filter_bank,filter_bank,non
audioflux,feature,src/filterbank/chroma_filterBank.c,filter_bank,filter_bank,80.81,filter_bank,95.00,filter_bank,filter_bank,non
audioflux,feature,src/dsp/filterDesign_fir.c,dsp,filter_bank,220.54,dsp,90.00,dsp,dsp,non
audioflux,feature,src/cqt_algorithm.c,general,non,25.38,non,70.00,general,non,non
audioflux,feature,include/dsp/czt_algorithm.h,dsp,dsp,83.93,dsp,90.00,general,dsp,non
audioflux,feature,include/emd_algorithm.h,general,non,4.88,non,40.00,general,dsp,non
audioflux,feature,src/dsp/dft_algorithm.c,dsp,dsp,106.70,dsp,95.00,dsp,dsp,non
audioflux,feature,src/dsp/conv_algorithm.h,dsp,dsp,84.45,dsp,90.00,dsp,dsp,non
audioflux,feature,src/flux_base.h,general,filter_bank,185.65,non,55.00,dsp,general,non
audioflux,feature,src/mir/harmonicRatio_algorithm.h,mir,mir,76.91,mir,90.00,mir,mir,non
audioflux,feature,src/mir/_pitch_stft.h,mir,mir,83.27,mir,90.00,mir,mir,non
audioflux,feature,src/filterbank/cwt_filterBank.h,filter_bank,filter_bank,100.15,filter_bank,90.00,filter_bank,filter_bank,non
audioflux,feature,src/st_algorithm.c,general,non,7.05,dsp,90.00,dsp,dsp,non
audioflux,feature,include/spectrogram_algorithm.h,general,non,38.66,general,90.00,general,general,non
audioflux,feature,src/cwt_algorithm.c,general,filter_bank,64.54,non,70.00,general,general,non
audioflux,feature,src/filterbank/auditory_weight.h,filter_bank,filter_bank,102.54,non,70.00,filter_bank,filter_bank,non
audioflux,feature,src/filterbank/cqt_filterBank.c,filter_bank,filter_bank,113.48,non,70.00,filter_bank,filter_bank,non
audioflux,feature,src/dsp/resample_algorithm.h,dsp,dsp,81.36,non,70.00,dsp,dsp,non
audioflux,feature,src/flux_spectral.h,general,non,12.21,general,85.00,dsp,mir,non
audioflux,feature,src/filterbank/nsgt_filterBank.c,filter_bank,filter_bank,168.78,filter_bank,95.00,filter_bank,filter_bank,non
audioflux,feature,src/dsp/filterDesign_freqz.c,dsp,dsp,74.10,dsp,85.00,dsp,dsp,non
audioflux,feature,src/dsp/fft_algorithm.h,dsp,dsp,96.98,non,80.00,dsp,dsp,non
audioflux,feature,src/feature/xxcc_algorithm.c,non,non,19.23,non,80.00,dsp,dsp,non
audioflux,feature,src/wpt_algorithm.c,general,filter_bank,71.62,non,70.00,dsp,general,non
audioflux,feature,include/hht_algorithm.h,general,non,4.88,non,80.00,general,non,non
audioflux,feature,src/dsp/fft_algorithm.c,dsp,dsp,109.03,non,70.00,dsp,dsp,non
audioflux,feature,include/flux_base.h,general,filter_bank,185.65,non,30.00,dsp,general,non
audioflux,feature,src/cwt_algorithm.h,general,non,5.85,non,70.00,dsp,general,non
audioflux,feature,include/util/flux_util.h,general,non,43.56,non,70.00,general,general,non
audioflux,feature,include/util/flux_wave.h,general,non,15.61,non,80.00,general,general,non
audioflux,feature,include/cwd_algorithm.h,general,non,4.88,non,75.00,dsp,general,non
audioflux,feature,src/filterbank/dwt_filterCoef.c,filter_bank,dsp,132.27,non,70.00,dsp,filter_bank,non
audioflux,feature,src/fst_algorithm.c,general,non,21.53,non,80.00,general,dsp,non
audioflux,feature,include/pwt_algorithm.h,general,non,5.85,non,50.00,general,dsp,non
audioflux,feature,src/dsp/flux_correct.c,dsp,dsp,109.00,general,85.00,dsp,dsp,non
audioflux,feature,include/feature/xxcc_algorithm.h,non,non,4.86,general,85.00,dsp,general,non
audioflux,feature,src/mir/_pitch_yin.c,mir,mir,84.31,mir,90.00,mir,mir,non
audioflux,feature,include/swt_algorithm.h,general,non,4.88,non,45.00,dsp,general,non
audioflux,feature,src/spectrogram_algorithm.c,general,filter_bank,121.00,non,40.00,general,general,non
audioflux,feature,include/st_algorithm.h,general,non,5.87,non,70.00,dsp,dsp,non
audioflux,feature,src/temporal_algorithm.c,general,non,22.69,non,60.00,general,general,non
audioflux,feature,src/util/flux_util.c,general,mir,129.11,non,70.00,general,general,non
audioflux,feature,src/filterbank/dwt_filterCoef.h,filter_bank,filter_bank,87.63,non,70.00,dsp,filter_bank,non
audioflux,feature,include/mir/hpss_algorithm.h,mir,mir,78.57,mir,95.00,mir,mir,non
audioflux,feature,include/mir/harmonicRatio_algorithm.h,mir,mir,76.91,non,60.00,mir,mir,non
audioflux,feature,src/stft_algorithm.h,general,non,5.40,non,0.00,dsp,dsp,non
audioflux,feature,src/mir/hpss_algorithm.c,mir,mir,67.10,mir,90.00,mir,mir,non
audioflux,feature,src/dwt_algorithm.h,general,non,20.82,non,70.00,dsp,dsp,non
audioflux,feature,src/dsp/filterDesign_iir.c,dsp,dsp,83.62,non,0.00,non,dsp,non
audioflux,feature,src/util/flux_util.h,general,non,45.56,general,85.00,non,general,non
audioflux,feature,src/bft_algorithm.c,general,filter_bank,80.03,non,80.00,dsp,dsp,non
audioflux,feature,src/temporal_algorithm.h,general,non,14.10,non,0.00,non,dsp,non
audioflux,feature,src/dsp/xcorr_algorithm.h,dsp,dsp,83.60,dsp,85.00,dsp,dsp,non
audioflux,feature,include/cqt_algorithm.h,general,non,38.00,general,85.00,general,general,non
audioflux,feature,src/filterbank/cwt_filterBank.c,filter_bank,filter_bank,129.08,non,70.00,filter_bank,filter_bank,non
audioflux,feature,src/dsp/conv_algorithm.c,dsp,dsp,68.38,non,80.00,dsp,dsp,non
audioflux,feature,src/filterbank/auditory_filterBank.h,filter_bank,filter_bank,141.94,filter_bank,90.00,filter_bank,filter_bank,non
audioflux,feature,include/temporal_algorithm.h,general,non,14.10,non,70.00,general,general,non
audioflux,feature,src/cqt_algorithm.h,general,non,38.00,non,70.00,dsp,general,non
audioflux,feature,src/synsq_algorithm.c,general,non,31.73,non,70.00,general,general,non
audioflux,feature,include/dwt_algorithm.h,general,non,20.82,non,80.00,dsp,dsp,non
audioflux,feature,src/feature/deconv_algorithm.h,non,non,4.88,non,70.00,dsp,dsp,non
audioflux,feature,src/bft_algorithm.h,general,non,38.69,dsp,85.00,dsp,general,non
audioflux,feature,src/spectrogram_algorithm.h,general,non,38.66,non,75.00,dsp,general,non
audioflux,feature,src/wsst_algorithm.c,general,non,30.86,general,90.00,general,dsp,non
audioflux,feature,src/filterbank/chroma_filterBank.h,filter_bank,filter_bank,94.26,filter_bank,85.00,filter_bank,filter_bank,non
audioflux,feature,src/filterbank/cqt_filterBank.h,filter_bank,filter_bank,98.27,filter_bank,85.00,filter_bank,filter_bank,non
audioflux,feature,include/ewt_algorithm.h,general,non,4.88,non,50.00,general,general,non
audioflux,feature,include/filterbank/auditory_weight.h,filter_bank,filter_bank,102.54,non,60.00,filter_bank,filter_bank,non
audioflux,feature,include/reassign_algorithm.h,general,non,7.12,general,85.00,general,general,non
audioflux,feature,include/feature/spectral_algorithm.h,non,non,45.91,dsp,85.00,general,dsp,non
audioflux,feature,include/wsst_algorithm.h,general,non,5.86,non,60.00,general,general,non
audioflux,feature,src/nsgt_algorithm.h,general,non,38.00,non,80.00,filter_bank,general,non
audioflux,feature,src/dsp/flux_window.h,dsp,dsp,80.11,non,70.00,dsp,dsp,non
audioflux,feature,src/dsp/hilbert_algorithm.c,dsp,dsp,77.31,non,70.00,dsp,non,non
audioflux,feature,src/st_algorithm.h,general,non,5.87,non,80.00,dsp,non,non
audioflux,feature,src/dsp/resample_algorithm.c,dsp,dsp,60.35,non,80.00,dsp,dsp,non
audioflux,feature,src/stft_algorithm.c,general,non,35.44,dsp,95.00,dsp,dsp,non
audioflux,feature,src/feature/spectral_algorithm.h,non,non,45.91,non,80.00,mir,general,non
audioflux,feature,src/flux_temporal.c,general,non,3.00,non,60.00,non,general,non
audioflux,feature,src/reassign_algorithm.c,general,non,48.38,non,70.00,general,general,non
audioflux,feature,src/dsp/filterDesign_iir.h,dsp,dsp,83.56,dsp,85.00,dsp,dsp,non
audioflux,feature,src/mir/_pitch_stft.c,mir,mir,97.46,mir,100.00,mir,mir,non
audioflux,feature,src/dsp/xcorr_algorithm.c,dsp,dsp,69.68,non,70.00,dsp,dsp,non
audioflux,feature,include/dsp/resample_algorithm.h,dsp,dsp,81.36,non,70.00,dsp,dsp,non
audioflux,feature,include/wvd_algorithm.h,general,non,4.88,non,70.00,dsp,dsp,non
audioflux,feature,src/util/flux_wave.h,general,non,15.61,general,90.00,general,general,non
audioflux,feature,src/filterbank/nsgt_filterBank.h,filter_bank,filter_bank,100.00,non,70.00,filter_bank,filter_bank,non
audioflux,feature,include/wpt_algorithm.h,general,non,4.88,non,80.00,general,dsp,non
audioflux,feature,src/util/flux_wave.c,general,filter_bank,57.44,general,90.00,general,general,non
audioflux,feature,src/mir/onset_algorithm.c,mir,mir,135.92,mir,95.00,mir,mir,non
audioflux,feature,src/mir/onset_algorithm.h,mir,mir,93.50,mir,100.00,mir,non,non
audioflux,feature,include/mir/_pitch_yin.h,mir,mir,94.57,mir,100.00,mir,mir,non
audioflux,feature,src/dsp/czt_algorithm.h,dsp,dsp,83.93,non,60.00,dsp,dsp,non
audioflux,feature,src/filterbank/auditory_weight.c,filter_bank,filter_bank,87.79,filter_bank,95.00,filter_bank,filter_bank,non
audioflux,feature,src/flux_temporal.h,general,non,3.00,non,25.00,non,non,non
audioflux,feature,src/synsq_algorithm.h,general,non,5.88,non,40.00,general,general,non
audioflux,feature,include/fst_algorithm.h,general,non,20.85,non,70.00,dsp,dsp,non
audioflux,feature,src/feature/deconv_algorithm.c,non,non,21.89,dsp,90.00,dsp,dsp,non
audioflux,feature,src/pwt_algorithm.c,general,filter_bank,65.70,general,85.00,general,general,non
audioflux,feature,src/reassign_algorithm.h,general,non,7.12,non,80.00,general,general,non
audioflux,feature,src/fst_algorithm.h,general,non,20.85,non,70.00,dsp,dsp,non
audioflux,feature,src/nsgt_algorithm.c,general,filter_bank,83.46,non,0.00,general,general,non
audioflux,feature,src/mir/harmonicRatio_algorithm.c,mir,mir,77.74,non,60.00,mir,mir,non
audioflux,feature,src/filterbank/coef/__coef_d.h,filter_bank,non,45.18,dsp,90.00,filter_bank,filter_bank,non
audioflux,feature,src/feature/xxcc_algorithm.h,non,non,4.86,non,80.00,dsp,mir,non
audioflux,feature,src/dsp/filterDesign_fir.h,dsp,filter_bank,163.97,dsp,90.00,dsp,non,non
audioflux,feature,src/dsp/dct_algorithm.h,dsp,dsp,102.24,dsp,85.00,dsp,dsp,non
audioflux,feature,src/wpt_algorithm.h,general,non,4.88,dsp,85.00,dsp,dsp,non
audioflux,feature,src/dsp/flux_correct.h,dsp,dsp,100.28,non,75.00,dsp,dsp,non
audioflux,feature,include/synsq_algorithm.h,general,non,5.88,non,40.00,general,general,non
audioflux,feature,src/wsst_algorithm.h,general,non,5.86,non,70.00,dsp,dsp,non
audioflux,feature,src/dwt_algorithm.c,general,non,36.00,general,85.00,general,dsp,non
audioflux,feature,include/feature/chroma_algorithm.h,non,non,4.88,non,55.00,mir,mir,non
audioflux,feature,src/flux_spectral.c,general,non,28.28,dsp,85.00,dsp,dsp,non
audioflux,feature,src/mir/_pitch_yin.h,mir,mir,94.57,mir,90.00,mir,mir,non
audioflux,feature,src/dsp/czt_algorithm.c,dsp,dsp,65.33,non,80.00,general,dsp,non
audioflux,feature,src/feature/spectral_algorithm.c,non,non,27.66,general,85.00,general,general,non
audioflux,feature,src/dsp/dft_algorithm.h,dsp,dsp,100.89,dsp,90.00,dsp,dsp,non
audioflux,feature,src/dsp/hilbert_algorithm.h,dsp,dsp,84.09,non,80.00,dsp,non,non
audioflux,feature,src/dsp/filterDesign_freqz.h,dsp,dsp,81.88,dsp,85.00,dsp,dsp,non
audioflux,feature,src/swt_algorithm.h,general,non,4.88,dsp,85.00,dsp,dsp,non
audioflux,feature,include/dsp/xcorr_algorithm.h,dsp,dsp,83.60,dsp,85.00,dsp,dsp,non
audioflux,feature,include/mir/onset_algorithm.h,mir,mir,93.50,non,55.00,mir,mir,non
audioflux,feature,include/cwt_algorithm.h,general,non,5.85,non,80.00,dsp,general,non
audioflux,feature,src/filterbank/auditory_filterBank.c,filter_bank,filter_bank,172.83,filter_bank,85.00,filter_bank,filter_bank,non
audioflux,feature,include/nsgt_algorithm.h,general,non,38.00,non,55.00,filter_bank,general,non
audioflux,feature,src/pwt_algorithm.h,general,non,5.85,general,85.00,filter_bank,dsp,non
audioflux,feature,src/swt_algorithm.c,general,non,36.00,non,60.00,dsp,dsp,non
audioflux,filter_bank,include/feature/deconv_algorithm.h,feature,feature,147.59,non,70.00,feature,feature,non
audioflux,filter_bank,src/filterbank/coef/__coef_r.h,non,dsp,63.74,dsp,85.00,dsp,dsp,non
audioflux,filter_bank,src/filterbank/chroma_filterBank.c,non,non,38.20,dsp,90.00,dsp,dsp,non
audioflux,filter_bank,src/cqt_algorithm.c,general,non,28.12,non,60.00,general,dsp,non
audioflux,filter_bank,include/dsp/czt_algorithm.h,dsp,dsp,94.94,non,80.00,general,dsp,non
audioflux,filter_bank,include/emd_algorithm.h,general,non,5.63,non,70.00,dsp,dsp,non
audioflux,filter_bank,src/flux_base.h,general,mir,58.64,non,70.00,dsp,dsp,non
audioflux,filter_bank,src/mir/harmonicRatio_algorithm.h,mir,mir,70.57,non,50.00,mir,mir,non
audioflux,filter_bank,src/mir/_pitch_stft.h,mir,mir,81.14,mir,90.00,mir,mir,non
audioflux,filter_bank,src/filterbank/cwt_filterBank.h,non,non,6.93,non,70.00,dsp,dsp,non
audioflux,filter_bank,src/st_algorithm.c,general,non,4.24,dsp,95.00,dsp,dsp,non
audioflux,filter_bank,include/spectrogram_algorithm.h,general,non,36.51,non,50.00,dsp,general,non
audioflux,filter_bank,src/filterbank/cqt_filterBank.c,non,non,14.09,dsp,85.00,dsp,dsp,non
audioflux,filter_bank,src/flux_spectral.h,general,non,28.56,feature,90.00,feature,feature,non
audioflux,filter_bank,src/filterbank/nsgt_filterBank.c,non,non,39.99,dsp,90.00,dsp,dsp,non
audioflux,filter_bank,src/wpt_algorithm.c,general,non,15.87,dsp,85.00,general,general,non
audioflux,filter_bank,include/hht_algorithm.h,general,non,5.62,non,40.00,general,dsp,non
audioflux,filter_bank,include/flux_base.h,general,mir,59.64,non,40.00,dsp,general,non
audioflux,filter_bank,include/util/flux_util.h,general,non,38.97,general,85.00,general,general,non
audioflux,filter_bank,include/util/flux_wave.h,general,non,13.52,general,90.00,general,general,non
audioflux,filter_bank,include/cwd_algorithm.h,general,non,5.63,dsp,90.00,general,general,non
audioflux,filter_bank,src/filterbank/dwt_filterCoef.c,non,dsp,175.22,non,70.00,dsp,dsp,non
audioflux,filter_bank,src/fst_algorithm.c,general,non,24.46,non,60.00,general,general,non
