file_path,IMBS,KDE,LBSP,MultiLayer,PBAS,SigmaDelta,T2F,TwoPoints,ViBe,VuMeter,dp,general,lb,main,best_module,best_likelihood
bgslibrary\bgslibrary\algorithms\lb\BGModel.cpp,1.135905385017395,0.4657805263996124,2.2887988090515137,1.135905385017395,0.0,1.135905385017395,0.0,3.3312833309173584,1.135905385017395,1.135905385017395,1.135905385017395,3.557014226913452,96.36005401611328,3.6884925365448,lb,96.36005401611328
bgslibrary\wrapper\java\src\bgslibrary_BgsLib.h,0.0,0.0,0.0,0.0,0.0,0.0,0.14552980661392212,1.0680416822433472,0.0,0.0,1.9290095567703247,0.0,0.9287272691726685,0.0,dp,1.9290095567703247
bgslibrary\bgslibrary\algorithms\FuzzyChoquetIntegral.h,20.517925262451172,7.6288981437683105,6.249933242797852,4.780318737030029,24.863143920898438,4.780318737030029,5.818479061126709,5.168398857116699,2.9610400199890137,4.780318737030029,4.960240364074707,7.261483192443848,9.977160453796387,14.126208305358887,PBAS,24.863143920898438
bgslibrary\bgslibrary\algorithms\StaticFrameDifference.h,18.725261688232422,0.358875036239624,2.6211295127868652,1.1434091329574585,21.632307052612305,1.1434091329574585,0.17618301510810852,3.349574565887451,1.1434091329574585,1.1434091329574585,1.3195921182632446,3.6243367195129395,1.513701319694519,11.192655563354492,PBAS,21.632307052612305
bgslibrary\bgslibrary\algorithms\LOBSTER.h,19.627737045288086,4.356182098388672,98.27963256835938,3.142786741256714,21.805952072143555,3.142786741256714,2.175645112991333,4.348057270050049,2.142786741256714,3.142786741256714,3.318431854248047,5.621853828430176,41.511924743652344,12.167547225952148,LBSP,98.27963256835938
bgslibrary\bgslibrary\algorithms\dp\ZivkovicAGMM.cpp,3.0334384441375732,18.70929527282715,6.729658126831055,11.490278244018555,20.68606185913086,6.748488903045654,31.56052589416504,5.17968225479126,15.827189445495605,6.748488903045654,152.82350158691406,7.35061502456665,45.608192443847656,15.144591331481934,dp,152.82350158691406
bgslibrary\bgslibrary\algorithms\LBMixtureOfGaussians.cpp,19.76982879638672,11.089725494384766,6.430510520935059,7.1001715660095215,14.630210876464844,7.1001715660095215,4.052501678466797,5.259983062744141,16.10740852355957,7.1001715660095215,5.18198823928833,7.579340934753418,89.19754791259766,15.09443187713623,lb,89.19754791259766
bgslibrary\bgslibrary\algorithms\KDE\NPBGSubtractor.h,1.1374191045761108,97.53840637207031,28.574941635131836,1.1374191045761108,1.7476768493652344,5.0379767417907715,0.0,4.678686618804932,1.1374191045761108,1.1374191045761108,2.864753484725952,3.5642244815826416,1.28938627243042,13.211933135986328,KDE,97.53840637207031
bgslibrary\bgslibrary\algorithms\LBP_MRF\graph.h,2.4767186641693115,50.3330078125,69.02263641357422,3.1735265254974365,1.3458585739135742,2.4767186641693115,39.17951202392578,5.539638042449951,27.460769653320312,2.4767186641693115,7.311271667480469,4.918742656707764,69.85954284667969,5.759855270385742,lb,69.85954284667969
bgslibrary\bgslibrary\algorithms\KDE\KernelTable.cpp,1.5193886756896973,83.51874542236328,3.228299617767334,1.1336963176727295,0.3856923580169678,1.5193886756896973,0.0,4.421559810638428,1.5193886756896973,1.5193886756896973,1.1336963176727295,3.585428237915039,5.650523662567139,10.707908630371094,KDE,83.51874542236328
bgslibrary\gui\qt\qt_utils.h,0.3530811667442322,16.38701629638672,2.1430647373199463,2.1430647373199463,2.4961459636688232,0.3530811667442322,2.636817216873169,0.3530811667442322,0.3530811667442322,0.3530811667442322,0.1752883642911911,0.1752883642911911,2.671633243560791,6.135092735290527,KDE,16.38701629638672
bgslibrary\bgslibrary\algorithms\dp\MeanBGS.h,3.1299684047698975,7.965566635131836,6.27725887298584,5.1213603019714355,13.367731094360352,5.1213603019714355,3.982783317565918,5.329186916351318,3.1299684047698975,5.1213603019714355,94.18936157226562,7.58780574798584,10.922492980957031,24.364036560058594,dp,94.18936157226562
bgslibrary\bgslibrary\algorithms\VuMeter\TBackgroundVuMeter.cpp,3.259911060333252,7.169043064117432,6.468698501586914,6.945047855377197,25.402753829956055,5.05217170715332,90.78437042236328,6.215758323669434,10.577428817749023,106.47486877441406,8.384452819824219,13.302900314331055,8.345175743103027,9.017243385314941,VuMeter,106.47486877441406
bgslibrary\bgslibrary\FrameProcessor.cpp,69.66742706298828,94.04007720947266,23.981861114501953,103.29574584960938,63.153324127197266,119.51509857177734,65.45206451416016,122.09902954101562,63.69701385498047,117.2333984375,40.44525909423828,1.3883553743362427,57.46658706665039,20.353878021240234,TwoPoints,122.09902954101562
bgslibrary\bgslibrary\algorithms\MixtureOfGaussianV2.h,19.595504760742188,4.3552937507629395,4.616211414337158,3.142580509185791,23.42641258239746,3.142580509185791,3.3416876792907715,4.347554683685303,2.142580509185791,3.142580509185791,4.318047046661377,5.787251949310303,7.738330841064453,12.159220695495605,PBAS,23.42641258239746
bgslibrary\bgslibrary\algorithms\ViBe.h,20.9628849029541,6.592433929443359,4.706786632537842,4.635903358459473,21.95917510986328,3.798872709274292,2.6206207275390625,4.393365859985352,72.66606903076172,2.189861536026001,5.159916877746582,6.143455982208252,7.664934158325195,13.644424438476562,ViBe,72.66606903076172
bgslibrary\bgslibrary\algorithms\LBFuzzyGaussian.cpp,19.76982879638672,11.089725494384766,6.430510520935059,7.1001715660095215,14.630210876464844,7.1001715660095215,4.052501678466797,5.259983062744141,16.10740852355957,7.1001715660095215,5.18198823928833,7.579340934753418,89.19754791259766,15.09443187713623,lb,89.19754791259766
bgslibrary\bgslibrary\algorithms\FuzzySugenoIntegral.cpp,18.16374397277832,16.485427856445312,55.05580139160156,10.132431030273438,21.4536075592041,8.588058471679688,55.30742263793945,6.884457111358643,15.635817527770996,8.588058471679688,20.515371322631836,11.209877014160156,90.73684692382812,16.23418617248535,lb,90.73684692382812
bgslibrary\bgslibrary\algorithms\MultiLayer\BGS.h,5.263688087463379,41.47161865234375,111.90464782714844,108.51617431640625,26.207406997680664,7.051278114318848,67.84808349609375,8.684422492980957,28.224515914916992,7.051278114318848,22.282068252563477,13.257938385009766,106.94161224365234,32.230525970458984,LBSP,111.90464782714844
bgslibrary\bgslibrary\algorithms\T2FMRF_UV.cpp,19.154918670654297,12.922038078308105,8.385385513305664,8.03628158569336,25.300716400146484,8.03628158569336,69.92818450927734,7.163333892822266,15.59185791015625,8.03628158569336,83.36485290527344,8.532093048095703,52.948360443115234,15.181559562683105,dp,83.36485290527344
bgslibrary\bgslibrary\algorithms\lb\BGModelFuzzyGauss.cpp,1.8482168912887573,18.961864471435547,2.273653984069824,1.1287784576416016,18.67042350769043,1.8482168912887573,6.771090507507324,4.03334903717041,1.8482168912887573,1.8482168912887573,100.21125793457031,3.5039310455322266,135.8358917236328,20.79866600036621,lb,135.8358917236328
bgslibrary\gui\mfc\src\App.h,0.0,0.0,0.0,0.0,0.0,0.0,0.44791966676712036,0.0,0.0,0.0,0.1493065506219864,0.0,2.8776378631591797,5.225728988647461,main,5.225728988647461
bgslibrary\bgslibrary\algorithms\dp\WrenGA.h,3.1276087760925293,7.957679748535156,6.272490978240967,5.117028713226318,13.327272415161133,5.117028713226318,7.56551456451416,5.326269149780273,3.1276087760925293,5.117028713226318,96.84068298339844,7.582307815551758,28.80776596069336,17.16068458557129,dp,96.84068298339844
bgslibrary\bgslibrary\algorithms\LBFuzzyGaussian.h,18.627737045288086,0.41205036640167236,2.6174330711364746,1.1427867412567139,20.328266143798828,1.1427867412567139,0.1756451278924942,3.348057508468628,1.1427867412567139,1.1427867412567139,1.3184318542480469,3.6218535900115967,91.37467956542969,11.167547225952148,lb,91.37467956542969
bgslibrary\bgslibrary\algorithms\TwoPoints.h,19.622148513793945,6.6481032371521,4.732471942901611,4.671504020690918,22.177764892578125,2.20111346244812,2.645678997039795,147.06553649902344,2.20111346244812,2.20111346244812,5.199705123901367,4.678948402404785,5.039877414703369,12.20965576171875,TwoPoints,147.06553649902344
bgslibrary\gui\qt\texteditor.cpp,6.9330339431762695,16.6650333404541,5.786896705627441,10.332613945007324,7.411594867706299,7.222039699554443,4.09301233291626,8.33533000946045,25.661256790161133,10.311086654663086,3.7182047367095947,5.23434591293335,7.513261795043945,7.802707195281982,ViBe,25.661256790161133
bgslibrary\bgslibrary\algorithms\KDE\NPBGmodel.h,1.1427867412567139,84.68172454833984,3.2410500049591064,1.1427867412567139,0.0,1.1427867412567139,0.0,4.10629940032959,13.566415786743164,1.1427867412567139,1.1427867412567139,3.4462084770202637,1.1606351137161255,4.38383674621582,KDE,84.68172454833984
bgslibrary\bgslibrary\algorithms\dp\GrimsonGMM.cpp,3.077695846557617,16.01146697998047,6.812375545501709,10.065526008605957,19.461496353149414,6.837003707885742,18.912057876586914,5.223939418792725,13.317138671875,6.837003707885742,149.88250732421875,7.43912935256958,45.41079330444336,15.188848495483398,dp,149.88250732421875
bgslibrary\bgslibrary\algorithms\DPAdaptiveMedian.cpp,19.502071380615234,11.161946296691895,6.476880073547363,7.142115116119385,25.122671127319336,7.142115116119385,4.110841274261475,5.283889293670654,15.867182731628418,7.142115116119385,41.20986557006836,7.625345706939697,34.54857635498047,15.022595405578613,dp,41.20986557006836
bgslibrary\bgslibrary\algorithms\SigmaDelta\sdLaMa091.h,2.8686604499816895,8.785656929016113,6.918213844299316,6.447262763977051,10.275171279907227,130.2399444580078,3.6263935565948486,5.059826850891113,2.8686604499816895,6.447262763977051,4.759369373321533,6.886919021606445,7.821723937988281,11.741344451904297,SigmaDelta,130.2399444580078
bgslibrary\bgslibrary\algorithms\LBMixtureOfGaussians.h,18.627737045288086,0.41205036640167236,2.6174330711364746,1.1427867412567139,20.328266143798828,1.1427867412567139,0.1756451278924942,3.348057508468628,1.1427867412567139,1.1427867412567139,1.3184318542480469,3.6218535900115967,91.37467956542969,11.167547225952148,lb,91.37467956542969
bgslibrary\bgslibrary\algorithms\MixtureOfGaussianV1.cpp,20.254352569580078,11.566458702087402,9.33238697052002,7.386349201202393,16.346384048461914,7.386349201202393,6.823794841766357,5.3457818031311035,16.468666076660156,7.386349201202393,7.079200267791748,7.918279647827148,10.712170600891113,13.63087272644043,IMBS,20.254352569580078
bgslibrary\bgslibrary\algorithms\WeightedMovingVariance.cpp,17.49308967590332,9.907429695129395,8.04710578918457,6.650748252868652,12.544391632080078,6.650748252868652,52.35258102416992,4.963432788848877,18.396116256713867,6.650748252868652,10.51052188873291,7.017775058746338,8.93017864227295,22.825220108032227,T2F,52.35258102416992
bgslibrary\bgslibrary\algorithms\AdaptiveBackgroundLearning.cpp,19.515907287597656,11.616703987121582,9.233285903930664,7.4190754890441895,17.440214157104492,7.4190754890441895,49.824432373046875,5.380917549133301,16.928686141967773,7.4190754890441895,6.456396102905273,7.834886074066162,7.726058006286621,13.593027114868164,T2F,49.824432373046875
bgslibrary\bgslibrary\algorithms\LBSP\BackgroundSubtractorLOBSTER.cpp,5.815615653991699,19.71216583251953,102.0289535522461,3.7006027698516846,3.872318744659424,3.3065035343170166,14.472406387329102,5.626779556274414,19.779611587524414,4.3065032958984375,5.50214147567749,7.466565132141113,43.07610321044922,15.937807083129883,LBSP,102.0289535522461
bgslibrary\bgslibrary\algorithms\dp\Eigenbackground.cpp,3.1296143531799316,9.928714752197266,7.095827102661133,9.499673843383789,11.141214370727539,7.002092361450195,47.217716217041016,5.289000034332275,11.424703598022461,7.002092361450195,81.08146667480469,11.223908424377441,11.6578950881958,17.539594650268555,dp,81.08146667480469
bgslibrary\bgslibrary\FrameProcessor.h,69.97723388671875,92.5929946899414,32.04348373413086,98.141845703125,16.812007904052734,117.86599731445312,63.43931198120117,120.435302734375,63.1025505065918,115.66376495361328,39.76902770996094,1.4183317422866821,63.32440948486328,12.6444673538208,TwoPoints,120.435302734375
bgslibrary\wrapper\matlab\mxarray.h,19.543489456176758,0.06159210205078125,11.172661781311035,0.0,5.267806529998779,0.7443442940711975,5.726186752319336,3.156367063522339,18.123350143432617,0.7443442940711975,8.42587661743164,2.0083277225494385,7.400280475616455,8.676334381103516,IMBS,19.543489456176758
bgslibrary\bgslibrary\algorithms\FrameDifference.cpp,20.414352416992188,11.620473861694336,9.381476402282715,7.413156032562256,16.546680450439453,7.413156032562256,4.224536895751953,5.354352951049805,3.1621508598327637,7.413156032562256,5.3582329750061035,7.77109432220459,7.5710272789001465,14.28127670288086,IMBS,20.414352416992188
bgslibrary\bgslibrary\algorithms\KDE\NPBGmodel.cpp,1.1374191045761108,82.81409454345703,3.343019962310791,1.1374191045761108,0.0,1.1374191045761108,0.0,4.064711570739746,14.969441413879395,1.1374191045761108,1.1374191045761108,3.4294347763061523,1.1545965671539307,4.480439186096191,KDE,82.81409454345703
bgslibrary\gui\qt\qt_utils.cpp,0.39308542013168335,16.967086791992188,2.799360752105713,4.458575248718262,2.3421547412872314,0.39308542013168335,2.466280221939087,1.6958439350128174,28.679683685302734,0.39308542013168335,1.3007080554962158,4.0002007484436035,3.4418997764587402,7.364059925079346,ViBe,28.679683685302734
bgslibrary\bgslibrary\algorithms\VuMeter.h,20.35479736328125,7.646914958953857,6.2604756355285645,4.788862228393555,26.233728408813477,4.788862228393555,3.821803092956543,5.1698994636535645,2.9655160903930664,142.61087036132812,4.963972568511963,7.266083240509033,7.123021125793457,22.315580368041992,VuMeter,142.61087036132812
bgslibrary\wrapper\python\ndarray_converter.h,0.0,0.0,0.3101328909397125,0.0,0.0,0.0,1.8997918367385864,0.0,0.0,0.0,1.9309743642807007,0.32751649618148804,1.425482988357544,6.772398948669434,main,6.772398948669434
bgslibrary\bgslibrary\algorithms\WeightedMovingMean.cpp,19.044998168945312,11.41140079498291,9.019681930541992,7.361328601837158,14.7682523727417,7.361328601837158,50.777183532714844,5.321741580963135,17.25122833251953,7.361328601837158,5.3569440841674805,7.718360900878906,7.578810214996338,13.56000804901123,T2F,50.777183532714844
bgslibrary\bgslibrary\algorithms\SigmaDelta.h,18.76659393310547,0.356182336807251,2.8797152042388916,1.2816420793533325,19.805952072143555,142.75967407226562,0.1756451278924942,3.6257681846618652,1.2816420793533325,1.2816420793533325,1.4572871923446655,4.022991180419922,1.6353522539138794,11.568684577941895,SigmaDelta,142.75967407226562
bgslibrary\bgslibrary\algorithms\LBP_MRF\MEImage.hpp,2.2108476161956787,22.426254272460938,50.6123161315918,6.6076884269714355,5.915759563446045,2.2108476161956787,25.79303741455078,5.114090442657471,12.123361587524414,2.2108476161956787,23.589906692504883,13.668618202209473,102.12279510498047,43.036415100097656,lb,102.12279510498047
bgslibrary\bgslibrary\algorithms\DPMean.h,18.436376571655273,0.35091638565063477,2.6101794242858887,1.141558051109314,22.455656051635742,1.141558051109314,0.17457915842533112,3.345062255859375,1.141558051109314,1.141558051109314,92.98937225341797,3.616947889328003,1.5084110498428345,12.963155746459961,dp,92.98937225341797
bgslibrary\bgslibrary\algorithms\MixtureOfGaussianV2.cpp,20.26678466796875,11.474770545959473,9.307379722595215,7.330512046813965,16.39631462097168,7.330512046813965,5.347383499145508,5.3253655433654785,3.134199380874634,7.330512046813965,6.302401542663574,7.890547275543213,10.80085563659668,13.207978248596191,IMBS,20.26678466796875
bgslibrary\bgslibrary\algorithms\LBSP\BackgroundSubtractorPAWCS.cpp,2.3759384155273438,5.975771903991699,95.06710815429688,3.2273755073547363,3.5534720420837402,3.790588855743408,33.704647064208984,5.754209995269775,19.66374969482422,4.375938415527344,10.470788955688477,7.415238380432129,85.28974914550781,34.645713806152344,LBSP,95.06710815429688
bgslibrary\bgslibrary\algorithms\MultiLayer\blob.cpp,7.7739386558532715,3.148651123046875,3.133390426635742,76.03817749023438,9.880144119262695,3.2216172218322754,18.187026977539062,4.374523162841797,9.543020248413086,1.6472917795181274,8.007387161254883,88.72927856445312,8.375670433044434,61.487613677978516,general,88.72927856445312
bgslibrary\bgslibrary\algorithms\dp\Image.cpp,12.498547554016113,2.0,2.2887988090515137,1.135905385017395,0.0,1.135905385017395,0.0,3.3312833309173584,1.135905385017395,1.135905385017395,83.42330169677734,3.4247043132781982,1.3224977254867554,3.4247043132781982,dp,83.42330169677734
bgslibrary\bgslibrary\algorithms\LBP_MRF\MEHistogram.cpp,14.889524459838867,30.74198341369629,40.6562614440918,5.486459732055664,19.5272216796875,2.223865270614624,31.953224182128906,5.11113977432251,16.34223175048828,2.223865270614624,7.671360015869141,5.420572757720947,61.53697967529297,7.151206016540527,lb,61.53697967529297
bgslibrary\bgslibrary\algorithms\DPTexture.h,18.342487335205078,0.40675440430641174,2.6066205501556396,1.1409515142440796,20.66919708251953,1.1409515142440796,1.828713059425354,3.3435840606689453,13.291088104248047,1.1409515142440796,100.80594635009766,3.6145246028900146,4.8159966468811035,12.932424545288086,dp,100.80594635009766
bgslibrary\wrapper\matlab\mxtypes.h,0.41337546706199646,0.0,0.0,0.0,0.41337546706199646,0.41337546706199646,18.937070846557617,0.41337546706199646,0.41337546706199646,0.41337546706199646,0.9125643968582153,0.0,3.5784130096435547,0.5212709903717041,T2F,18.937070846557617
bgslibrary\bgslibrary\algorithms\lb\BGModelFuzzySom.h,1.139754056930542,7.065612316131592,2.2969775199890137,1.139754056930542,7.635913848876953,1.139754056930542,2.0,3.340665102005005,1.139754056930542,1.139754056930542,1.3477873802185059,3.575420379638672,102.03650665283203,3.7132375240325928,lb,102.03650665283203
bgslibrary\bgslibrary\algorithms\DPEigenbackground.cpp,19.592041015625,11.036271095275879,6.408965587615967,7.076441287994385,25.260761260986328,7.076441287994385,19.828554153442383,5.249588966369629,15.963576316833496,7.076441287994385,41.140869140625,7.5576300621032715,34.72203826904297,15.042928695678711,dp,41.140869140625
bgslibrary\bgslibrary\algorithms\LBSP\LBSP.h,1.4862091541290283,0.0,108.96473693847656,1.1128979921340942,0.9193210005760193,1.4862091541290283,22.58364486694336,3.6485116481781006,18.106048583984375,1.4862091541290283,2.188236951828003,3.539843797683716,40.62895584106445,10.788752555847168,LBSP,108.96473693847656
bgslibrary\bgslibrary\algorithms\LBSP\BackgroundSubtractorLBSP.h,2.443798303604126,4.0,99.35091400146484,3.141702651977539,2.302095890045166,3.443798303604126,2.331238269805908,4.647510528564453,18.781457901000977,3.443798303604126,3.472940683364868,5.632045269012451,42.728179931640625,17.036157608032227,LBSP,99.35091400146484
bgslibrary\gui\mfc\src\Dlg.cpp,20.366792678833008,215.64202880859375,35.83186340332031,41.88890838623047,23.99517059326172,42.04890060424805,77.33731842041016,10.029942512512207,66.14535522460938,100.16337585449219,62.10509490966797,13.708694458007812,77.68537902832031,73.03073120117188,KDE,215.64202880859375
