file_path,BBB web,FSESL,FreeSWITCH,Presentation Conversion,Redis DB,Redis PubSub,best_module,best_likelihood
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\events\ConfRecording.java,0.00,70.00,80.00,0.00,10.00,60.00,FreeSWITCH,80.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\events\VoiceConfRunningEvent.java,0.00,30.00,90.00,0.00,0.00,20.00,FreeSWITCH,90.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\events\AudioFloorChangedEvent.java,0.00,80.00,90.00,0.00,10.00,70.00,FreeSWITCH,90.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\events\UnknownConferenceEvent.java,0.00,80.00,90.00,0.00,10.00,70.00,FreeSWITCH,90.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\events\VoiceUserJoinedEvent.java,0.00,20.00,70.00,0.00,5.00,5.00,FreeSWITCH,70.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\events\VoiceUserMutedEvent.java,0.00,20.00,70.00,0.00,5.00,5.00,FreeSWITCH,70.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\events\VoiceUserLeftEvent.java,0.00,20.00,70.00,0.00,0.00,10.00,FreeSWITCH,70.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\events\VoiceUserLockedEvent.java,0.00,60.00,80.00,0.00,10.00,50.00,FreeSWITCH,80.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\events\VoiceUsersStatusEvent.java,0.00,20.00,70.00,0.00,10.00,30.00,FreeSWITCH,70.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\events\VoiceUserTalkingEvent.java,5.00,80.00,85.00,0.00,10.00,75.00,FreeSWITCH,85.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\GetUsersStatusCommand.java,0.00,40.00,90.00,0.00,0.00,30.00,FreeSWITCH,90.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\DelayedCommand.java,0.00,20.00,70.00,0.00,5.00,5.00,FreeSWITCH,70.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\GetAllUsersCommand.java,0.00,85.00,15.00,0.00,0.00,10.00,FSESL,85.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\ConferenceCheckRecordCommand.java,0.00,40.00,80.00,0.00,5.00,15.00,FreeSWITCH,80.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\EjectAllUsersCommand.java,0.00,20.00,80.00,0.00,0.00,10.00,FreeSWITCH,80.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\EjectUserCommand.java,0.00,20.00,80.00,0.00,0.00,10.00,FreeSWITCH,80.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\CheckFreeswitchStatusCommand.java,0.00,70.00,85.00,0.00,0.00,30.00,FreeSWITCH,85.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\FreeswitchCommand.java,0.00,20.00,80.00,0.00,0.00,10.00,FreeSWITCH,80.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\BroadcastConferenceCommand.java,0.00,90.00,95.00,0.00,5.00,10.00,FreeSWITCH,95.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\ForceEjectUserCommand.java,0.00,70.00,80.00,0.00,0.00,50.00,FreeSWITCH,80.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\DeafUserCommand.java,0.00,30.00,70.00,0.00,0.00,20.00,FreeSWITCH,70.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\CheckIfConfIsRunningCommand.java,0.00,85.00,90.00,0.00,5.00,10.00,FreeSWITCH,90.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\HoldUserCommand.java,5.00,20.00,75.00,0.00,5.00,15.00,FreeSWITCH,75.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\RecordConferenceCommand.java,5.00,20.00,70.00,0.00,0.00,5.00,FreeSWITCH,70.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\MuteUserCommand.java,0.00,20.00,70.00,0.00,0.00,10.00,FreeSWITCH,70.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\TransferUserToMeetingCommand.java,0.00,20.00,80.00,0.00,0.00,0.00,FreeSWITCH,80.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\PlaySoundCommand.java,0.00,20.00,80.00,0.00,0.00,10.00,FreeSWITCH,80.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\StopSoundCommand.java,0.00,20.00,80.00,0.00,0.00,10.00,FreeSWITCH,80.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\response\XMLResponseConferenceListParser.java,0.00,0.00,90.00,0.00,0.00,0.00,FreeSWITCH,90.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\response\ConferenceMemberFlags.java,0.00,5.00,95.00,0.00,0.00,0.00,FreeSWITCH,95.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\response\ConferenceMember.java,0.00,20.00,80.00,0.00,5.00,5.00,FreeSWITCH,80.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\DelayedCommandSenderService.java,0.00,10.00,90.00,0.00,0.00,0.00,FreeSWITCH,90.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\ESLEventListener.java,5.00,60.00,30.00,0.00,0.00,5.00,FSESL,60.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\FreeswitchApplication.java,0.00,30.00,60.00,0.00,0.00,20.00,FreeSWITCH,60.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\IDelayedCommandListener.java,0.00,80.00,90.00,0.00,0.00,20.00,FreeSWITCH,90.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\ConnectionManager.java,0.00,80.00,90.00,0.00,0.00,30.00,FreeSWITCH,90.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\IVoiceConferenceService.java,0.00,15.00,85.00,0.00,0.00,0.00,FreeSWITCH,85.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\FreeswitchConferenceEventListener.java,0.00,90.00,0.00,0.00,0.00,0.00,FSESL,90.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\ConferenceServerListener.java,0.00,70.00,80.00,0.00,10.00,40.00,FreeSWITCH,80.00
bbb-common-message\src\main\java\org\bigbluebutton\common2\redis\pubsub\MessageSender.java,0.00,5.00,0.00,0.00,0.00,95.00,Redis PubSub,95.00
bbb-common-message\src\main\java\org\bigbluebutton\common2\redis\pubsub\MessageHandler.java,5.00,30.00,5.00,5.00,10.00,95.00,Redis PubSub,95.00
bbb-common-message\src\main\java\org\bigbluebutton\common2\redis\pubsub\ReceivedMessageHandler.java,5.00,20.00,10.00,5.00,15.00,45.00,None,45.00
bbb-common-message\src\main\java\org\bigbluebutton\common2\redis\pubsub\MessageToSend.java,5.00,30.00,5.00,5.00,20.00,90.00,Redis PubSub,90.00
bbb-common-message\src\main\java\org\bigbluebutton\common2\redis\pubsub\MessageReceiver.java,5.00,20.00,5.00,5.00,15.00,50.00,Redis PubSub,50.00
bbb-common-message\src\main\java\org\bigbluebutton\common2\redis\pubsub\MessageDistributor.java,0.00,20.00,0.00,0.00,10.00,70.00,Redis PubSub,70.00
bbb-common-message\src\main\java\org\bigbluebutton\common2\redis\pubsub\ReceivedMessage.java,5.00,25.00,10.00,0.00,0.00,60.00,Redis PubSub,60.00
bbb-common-message\src\main\java\org\bigbluebutton\common2\redis\Keys.java,5.00,10.00,5.00,5.00,25.00,50.00,Redis PubSub,50.00
bbb-common-message\src\main\java\org\bigbluebutton\common2\redis\RedisAwareCommunicator.java,5.00,20.00,10.00,5.00,25.00,45.00,None,45.00
bbb-common-message\src\main\java\org\bigbluebutton\common2\redis\RedisStorageService.java,5.00,10.00,5.00,15.00,50.00,15.00,Redis DB,50.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\handlers\Office2PdfConverterHandler.java,30.00,5.00,5.00,90.00,5.00,20.00,Presentation Conversion,90.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\handlers\SvgConversionHandler.java,85.00,0.00,0.00,90.00,0.00,0.00,Presentation Conversion,90.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\handlers\AddNamespaceToSvgHandler.java,40.00,0.00,0.00,60.00,0.00,0.00,Presentation Conversion,60.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\handlers\Pdf2PngPageConverterHandler.java,20.00,0.00,0.00,80.00,0.00,10.00,Presentation Conversion,80.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\handlers\PdfFontType3DetectorHandler.java,40.00,0.00,0.00,80.00,0.00,10.00,Presentation Conversion,80.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\handlers\PdfPageCounterHandler.java,20.00,0.00,0.00,70.00,0.00,0.00,Presentation Conversion,70.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\handlers\ImageResizerHandler.java,70.00,5.00,5.00,80.00,5.00,5.00,Presentation Conversion,80.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\handlers\Png2SvgConversionHandler.java,30.00,5.00,0.00,90.00,0.00,5.00,Presentation Conversion,90.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\handlers\AbstractCommandHandler.java,20.00,5.00,5.00,65.00,0.00,5.00,Presentation Conversion,65.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\CountingPageException.java,0.00,0.00,0.00,100.00,0.00,0.00,Presentation Conversion,100.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\OfficeDocumentValidator.java,10.00,5.00,5.00,70.00,10.00,5.00,Presentation Conversion,70.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\Office2PdfPageConverter.java,20.00,0.00,0.00,80.00,0.00,0.00,Presentation Conversion,80.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\ExternalProcessExecutor.java,20.00,5.00,5.00,60.00,5.00,5.00,Presentation Conversion,60.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\OfficeToPdfConversionService.java,0.00,0.00,0.00,80.00,0.00,0.00,Presentation Conversion,80.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\ImageSlidesGenerationService.java,80.00,5.00,5.00,85.00,10.00,30.00,Presentation Conversion,85.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\PageCounterService.java,10.00,5.00,5.00,80.00,10.00,10.00,Presentation Conversion,80.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\PageToConvert.java,80.00,0.00,0.00,90.00,0.00,30.00,Presentation Conversion,90.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\OfficeDocumentValidator2.java,10.00,0.00,0.00,90.00,0.00,0.00,Presentation Conversion,90.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\ImageResizerImp.java,40.00,5.00,1.00,50.00,1.00,3.00,Presentation Conversion,50.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\BigPdfException.java,80.00,5.00,5.00,90.00,5.00,5.00,Presentation Conversion,90.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\PageExtractorImp.java,80.00,5.00,5.00,90.00,5.00,5.00,Presentation Conversion,90.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\PdfPageCounter.java,0.00,0.00,0.00,90.00,0.00,0.00,Presentation Conversion,90.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\PngCreatorImp.java,10.00,5.00,5.00,70.00,10.00,5.00,Presentation Conversion,70.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\PdfSlidesGenerationService.java,30.00,5.00,0.00,90.00,10.00,15.00,Presentation Conversion,90.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\PresentationConversionCompletionService.java,0.00,0.00,0.00,70.00,0.00,0.00,Presentation Conversion,70.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\PdfPageDownscaler.java,80.00,5.00,5.00,90.00,5.00,5.00,Presentation Conversion,90.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\PresentationToConvert.java,60.00,0.00,0.00,90.00,10.00,30.00,Presentation Conversion,90.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\ThumbnailCreatorImp.java,0.00,0.00,0.00,95.00,0.00,0.00,Presentation Conversion,95.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\SvgImageCreatorImp.java,30.00,0.00,0.00,60.00,5.00,5.00,Presentation Conversion,60.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\SlidesGenerationProgressNotifier.java,20.00,5.00,5.00,70.00,10.00,15.00,Presentation Conversion,70.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\PresentationFileProcessor.java,80.00,5.00,5.00,90.00,10.00,30.00,Presentation Conversion,90.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\TextFileCreatorImp.java,10.00,5.00,5.00,80.00,5.00,5.00,Presentation Conversion,80.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\messages\PdfConversionInvalid.java,20.00,5.00,5.00,70.00,15.00,35.00,Presentation Conversion,70.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\messages\IDocConversionMsg.java,30.00,1.00,1.00,60.00,2.00,6.00,Presentation Conversion,60.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\messages\DocPageCompletedProgress.java,30.00,5.00,1.00,50.00,5.00,9.00,Presentation Conversion,50.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\messages\DocInvalidMimeType.java,40.00,0.00,0.00,45.00,0.00,15.00,None,45.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\messages\DocPageCountExceeded.java,80.00,5.00,1.00,90.00,5.00,40.00,Presentation Conversion,90.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\messages\DocPageGeneratedProgress.java,30.00,5.00,0.00,80.00,10.00,70.00,Presentation Conversion,80.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\messages\PageConvertProgressMessage.java,80.00,5.00,5.00,85.00,5.00,70.00,Presentation Conversion,85.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\messages\DocConversionProgress.java,30.00,5.00,5.00,50.00,5.00,60.00,Redis PubSub,60.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\messages\DocPageCountFailed.java,0.00,0.00,0.00,60.00,0.00,0.00,Presentation Conversion,60.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\messages\IPresentationCompletionMessage.java,30.00,5.00,5.00,40.00,10.00,35.00,None,40.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\messages\DocPageConversionStarted.java,80.00,5.00,0.00,85.00,10.00,70.00,Presentation Conversion,85.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\messages\DocConversionRequestReceived.java,20.00,5.00,0.00,70.00,10.00,40.00,Presentation Conversion,70.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\messages\PresentationConvertMessage.java,80.00,5.00,5.00,90.00,10.00,70.00,Presentation Conversion,90.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\messages\UploadFileTooLargeMessage.java,5.00,5.00,5.00,85.00,5.00,5.00,Presentation Conversion,85.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\messages\UploadFileTimedoutMessage.java,35.00,2.00,1.00,40.00,5.00,17.00,None,40.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\MimeTypeUtils.java,10.00,0.00,0.00,90.00,0.00,0.00,Presentation Conversion,90.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\ConversionUpdateMessage.java,20.00,5.00,5.00,50.00,10.00,60.00,Redis PubSub,60.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\Page.java,30.00,0.00,0.00,70.00,0.00,0.00,Presentation Conversion,70.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\OfficeToPdfConversionSuccessFilter.java,5.00,1.00,1.00,85.00,3.00,6.00,Presentation Conversion,85.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\FileTypeConstants.java,40.00,1.00,1.00,60.00,1.00,1.00,Presentation Conversion,60.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\PageAnalyser.java,20.00,0.00,0.00,70.00,0.00,10.00,Presentation Conversion,70.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\ImageResizer.java,70.00,5.00,5.00,80.00,5.00,10.00,Presentation Conversion,80.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\PageConverter.java,60.00,0.00,0.00,40.00,0.00,0.00,BBB web,60.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\ConversionMessageConstants.java,80.00,10.00,5.00,90.00,5.00,60.00,Presentation Conversion,90.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\DocumentConversionServiceImp.java,15.00,4.00,4.00,60.00,8.00,23.00,Presentation Conversion,60.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\DocumentConversionService.java,40.00,1.00,1.00,50.00,1.00,8.00,Presentation Conversion,50.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\PngCreator.java,10.00,0.00,0.00,90.00,0.00,10.00,Presentation Conversion,90.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\PresentationUrlDownloadService.java,20.00,0.00,0.00,80.00,5.00,5.00,Presentation Conversion,80.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\SupportedFileTypes.java,5.00,0.00,0.00,95.00,0.00,0.00,Presentation Conversion,95.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\PageExtractor.java,30.00,1.00,1.00,60.00,1.00,8.00,Presentation Conversion,60.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\TextFileCreator.java,0.00,0.00,0.00,70.00,0.00,0.00,Presentation Conversion,70.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\PageCounter.java,75.00,5.00,5.00,85.00,5.00,10.00,Presentation Conversion,85.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\SupportedDocumentFilter.java,20.00,0.00,0.00,70.00,0.00,10.00,Presentation Conversion,70.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\SvgImageCreator.java,85.00,0.00,0.00,75.00,0.00,10.00,BBB web,85.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\ThumbnailCreator.java,20.00,0.00,0.00,60.00,0.00,20.00,Presentation Conversion,60.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\Util.java,10.00,2.00,1.00,85.00,1.00,1.00,Presentation Conversion,85.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\UploadedPresentation.java,0.00,0.00,0.00,60.00,0.00,0.00,Presentation Conversion,60.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\GeneratedSlidesInfoHelper.java,80.00,5.00,0.00,90.00,5.00,5.00,Presentation Conversion,90.00
bbb-common-web\src\main\java\org\bigbluebutton\web\services\callback\MeetingEndedEvent.java,80.00,10.00,5.00,5.00,20.00,15.00,BBB web,80.00
bbb-common-web\src\main\java\org\bigbluebutton\web\services\callback\DelayCallback.java,85.00,0.00,0.00,0.00,0.00,15.00,BBB web,85.00
bbb-common-web\src\main\java\org\bigbluebutton\web\services\callback\ICallbackEvent.java,30.00,5.00,0.00,0.00,0.00,65.00,Redis PubSub,65.00
bbb-common-web\src\main\java\org\bigbluebutton\web\services\callback\CallbackUrlService.java,50.00,5.00,5.00,5.00,10.00,20.00,BBB web,50.00
bbb-common-web\src\main\java\org\bigbluebutton\web\services\turn\StunTurnService.java,90.00,0.00,0.00,0.00,0.00,0.00,BBB web,90.00
bbb-common-web\src\main\java\org\bigbluebutton\web\services\turn\TurnEntry.java,30.00,5.00,5.00,5.00,10.00,15.00,None,30.00
bbb-common-web\src\main\java\org\bigbluebutton\web\services\turn\StunServer.java,10.00,5.00,5.00,5.00,5.00,5.00,None,10.00
bbb-common-web\src\main\java\org\bigbluebutton\web\services\turn\RemoteIceCandidate.java,20.00,5.00,5.00,5.00,5.00,60.00,Redis PubSub,60.00
bbb-common-web\src\main\java\org\bigbluebutton\web\services\turn\TurnServer.java,30.00,5.00,10.00,5.00,5.00,20.00,None,30.00
bbb-common-web\src\main\java\org\bigbluebutton\web\services\UserCleanupTimerTask.java,60.00,0.00,0.00,0.00,0.00,0.00,BBB web,60.00
bbb-common-web\src\main\java\org\bigbluebutton\web\services\EnteredUserCleanupTimerTask.java,70.00,5.00,5.00,0.00,10.00,10.00,BBB web,70.00
bbb-common-web\src\main\java\org\bigbluebutton\web\services\KeepAlivePing.java,70.00,5.00,2.00,1.00,2.00,20.00,BBB web,70.00
bbb-common-web\src\main\java\org\bigbluebutton\web\services\WaitingGuestCleanupTimerTask.java,80.00,0.00,0.00,0.00,0.00,0.00,BBB web,80.00
bbb-common-web\src\main\java\org\bigbluebutton\web\services\KeepAliveMessage.java,80.00,0.00,0.00,0.00,0.00,0.00,BBB web,80.00
bbb-common-web\src\main\java\org\bigbluebutton\web\services\IStorageService.java,70.00,5.00,5.00,5.00,15.00,10.00,BBB web,70.00
bbb-common-web\src\main\java\org\bigbluebutton\web\services\KeepAlivePong.java,30.00,20.00,0.00,0.00,0.00,40.00,None,40.00
bbb-common-web\src\main\java\org\bigbluebutton\web\services\KeepAliveService.java,90.00,10.00,5.00,5.00,10.00,15.00,BBB web,90.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\example\EslEventListener.java,0.00,85.00,15.00,0.00,0.00,0.00,FSESL,85.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\example\HeartbeatThread.java,0.00,95.00,5.00,0.00,0.00,0.00,FSESL,95.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\example\ExampleClient.java,0.00,95.00,5.00,0.00,0.00,3.00,FSESL,95.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\inbound\InboundPipelineFactory.java,5.00,85.00,5.00,0.00,5.00,15.00,FSESL,85.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\inbound\InboundClientHandler.java,0.00,20.00,80.00,0.00,0.00,0.00,FreeSWITCH,80.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\inbound\InboundConnectionFailure.java,0.00,90.00,70.00,0.00,0.00,60.00,FSESL,90.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\inbound\Client.java,0.00,95.00,5.00,0.00,0.00,0.00,FSESL,95.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\internal\debug\ExecutionHandler.java,0.00,90.00,10.00,0.00,0.00,0.00,FSESL,90.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\internal\debug\ChannelEventRunnable.java,0.00,90.00,0.00,0.00,0.00,0.00,FSESL,90.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\internal\IEslProtocolListener.java,0.00,90.00,0.00,0.00,0.00,0.00,FSESL,90.00
