file_path,app,bin,concurrency,contrib,events,fixups,loaders,security,utils,worker,best_module,best_likelihood
contrib\testing\tasks.py,0.00,0.00,0.00,95.00,0.00,0.00,0.00,0.00,0.00,0.00,contrib,95.00
contrib\testing\worker.py,0.00,0.00,0.00,95.00,0.00,0.00,0.00,0.00,0.00,0.00,contrib,95.00
contrib\testing\app.py,0.00,0.00,0.00,95.00,0.00,0.00,0.00,0.00,0.00,0.00,contrib,95.00
contrib\testing\manager.py,0.00,0.00,0.00,98.00,0.00,0.00,0.00,0.00,0.00,0.00,contrib,98.00
contrib\abortable.py,0.00,0.00,0.00,98.00,0.00,0.00,0.00,0.00,0.00,0.00,contrib,98.00
contrib\__init__.py,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,None,20.00
contrib\rdb.py,0.00,0.00,0.00,98.00,0.00,0.00,0.00,0.00,0.00,0.00,contrib,98.00
contrib\sphinx.py,0.00,0.00,0.00,99.00,0.00,0.00,0.00,0.00,0.00,0.00,contrib,99.00
contrib\migrate.py,0.00,95.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,bin,95.00
contrib\pytest.py,0.00,0.00,0.00,98.00,0.00,0.00,0.00,0.00,0.00,0.00,contrib,98.00
events\dumper.py,0.00,0.00,0.00,0.00,95.00,0.00,0.00,0.00,0.00,0.00,events,95.00
events\state.py,0.00,0.00,0.00,0.00,98.00,0.00,0.00,0.00,0.00,0.00,events,98.00
events\receiver.py,0.00,0.00,0.00,0.00,98.00,0.00,0.00,0.00,0.00,0.00,events,98.00
events\event.py,0.00,0.00,0.00,0.00,98.00,0.00,0.00,0.00,0.00,0.00,events,98.00
events\cursesmon.py,0.00,98.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,bin,98.00
events\dispatcher.py,0.00,0.00,0.00,0.00,98.00,0.00,0.00,0.00,0.00,0.00,events,98.00
events\__init__.py,0.00,0.00,0.00,0.00,98.00,0.00,0.00,0.00,0.00,0.00,events,98.00
events\snapshot.py,0.00,0.00,0.00,0.00,98.00,0.00,0.00,0.00,0.00,0.00,events,98.00
fixups\__init__.py,0.00,0.00,0.00,0.00,0.00,98.00,0.00,0.00,0.00,0.00,fixups,98.00
fixups\django.py,0.00,0.00,0.00,0.00,0.00,98.00,0.00,0.00,0.00,0.00,fixups,98.00
loaders\app.py,0.00,0.00,0.00,0.00,0.00,0.00,98.00,0.00,0.00,0.00,loaders,98.00
loaders\default.py,0.00,0.00,0.00,0.00,0.00,0.00,98.00,0.00,0.00,0.00,loaders,98.00
loaders\__init__.py,0.00,0.00,0.00,0.00,0.00,0.00,98.00,0.00,0.00,0.00,loaders,98.00
loaders\base.py,0.00,0.00,0.00,0.00,0.00,0.00,98.00,0.00,0.00,0.00,loaders,98.00
security\key.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98.00,0.00,0.00,security,98.00
security\__init__.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98.00,0.00,0.00,security,98.00
security\serialization.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98.00,0.00,0.00,security,98.00
security\utils.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98.00,0.00,0.00,security,98.00
security\certificate.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,None,0.00
utils\dispatch\__init__.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95.00,0.00,utils,95.00
utils\dispatch\signal.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98.00,0.00,utils,98.00
utils\static\__init__.py,0.00,95.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,bin,95.00
utils\iso8601.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98.00,0.00,utils,98.00
utils\debug.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98.00,0.00,utils,98.00
utils\objects.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98.00,0.00,utils,98.00
utils\annotations.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95.00,0.00,utils,95.00
utils\graph.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98.00,0.00,utils,98.00
utils\deprecated.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98.00,0.00,utils,98.00
utils\functional.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98.00,0.00,utils,98.00
utils\nodenames.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,95.00,worker,95.00
utils\collections.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,None,0.00
utils\imports.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95.00,0.00,utils,95.00
utils\abstract.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90.00,0.00,utils,90.00
utils\log.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,None,0.00
utils\saferepr.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98.00,0.00,utils,98.00
utils\quorum_queues.py,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,85.00,0.00,utils,85.00
utils\sysinfo.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95.00,0.00,utils,95.00
utils\serialization.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,None,0.00
utils\text.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98.00,0.00,utils,98.00
utils\threads.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98.00,0.00,utils,98.00
utils\term.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95.00,0.00,utils,95.00
utils\__init__.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,None,0.00
utils\time.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98.00,0.00,utils,98.00
utils\timer2.py,0.00,0.00,95.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,concurrency,95.00
worker\consumer\connection.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98.00,worker,98.00
worker\consumer\mingle.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98.00,worker,98.00
worker\consumer\__init__.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98.00,worker,98.00
worker\consumer\heart.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98.00,worker,98.00
worker\consumer\agent.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95.00,worker,95.00
worker\consumer\tasks.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98.00,worker,98.00
worker\consumer\events.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95.00,worker,95.00
worker\consumer\control.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98.00,worker,98.00
worker\consumer\delayed_delivery.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98.00,worker,98.00
worker\consumer\consumer.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98.00,worker,98.00
worker\consumer\gossip.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98.00,worker,98.00
worker\state.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98.00,worker,98.00
worker\__init__.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98.00,worker,98.00
worker\autoscale.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,99.00,worker,99.00
worker\heartbeat.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95.00,worker,95.00
worker\pidbox.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,99.00,worker,99.00
worker\loops.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98.00,worker,98.00
worker\request.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95.00,worker,95.00
worker\control.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98.00,worker,98.00
worker\strategy.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95.00,worker,95.00
worker\components.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98.00,worker,98.00
worker\worker.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98.00,worker,98.00
_state.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95.00,0.00,utils,95.00
exceptions.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,None,0.00
signals.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95.00,0.00,utils,95.00
__init__.py,0.00,98.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,bin,98.00
schedules.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95.00,0.00,utils,95.00
canvas.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95.00,0.00,utils,95.00
states.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95.00,0.00,utils,95.00
bootsteps.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98.00,worker,98.00
local.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98.00,0.00,utils,98.00
__main__.py,0.00,98.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,bin,98.00
result.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90.00,0.00,utils,90.00
platforms.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90.00,worker,90.00
beat.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,75.00,worker,75.00
