project,removed_case,removed_module,file
bigbluebutton,removed_BBB web,BBB web,akka-bbb-apps/src/main/scala/org/bigbluebutton/core/util/jhotdraw/BezierPath.java
bigbluebutton,removed_BBB web,BBB web,akka-bbb-apps/src/main/scala/org/bigbluebutton/core/util/jhotdraw/Geom.java
bigbluebutton,removed_BBB web,BBB web,akka-bbb-apps/src/main/scala/org/bigbluebutton/core/util/jhotdraw/Shapes.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-message/src/main/java/org/bigbluebutton/common2/redis/RedisAwareCommunicator.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/ApiParams.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/LearningDashboardService.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/RecordingService.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/Util.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/domain/Breakout.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/domain/BreakoutRoom.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/domain/BreakoutRoomsParams.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/domain/Config.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/domain/Extension.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/domain/Extensions.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/domain/Group.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/domain/GuestPolicy.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/domain/Image.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/domain/LockSettingsParams.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/domain/MeetingInfo.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/domain/MeetingLayout.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/domain/Metadata.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/domain/Playback.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/domain/Preview.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/domain/Recording.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/domain/RecordingMetadata.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/domain/RecordingMetadataPlayback.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/domain/Recordings.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/domain/RegisteredUser.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/domain/User.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/messaging/MessageListener.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/messaging/ReceivedMessage.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/messaging/converters/messages/DeletedRecordingMessage.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/messaging/converters/messages/DestroyMeetingMessage.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/messaging/converters/messages/KeepAliveMessage.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/messaging/messages/RegisterUser.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/messaging/messages/StunTurnInfoRequested.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/messaging/messages/UserJoined.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/messaging/messages/UserLeftVoice.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/messaging/messages/UserStatusChanged.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/model/constraint/GetChecksumConstraint.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/model/constraint/IsBooleanConstraint.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/model/constraint/IsIntegralConstraint.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/model/constraint/MeetingIDConstraint.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/model/constraint/NotEmpty.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/model/constraint/NotNull.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/model/constraint/PasswordConstraint.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/model/constraint/Pattern.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/model/constraint/PostChecksumConstraint.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/model/constraint/Size.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/model/constraint/UserSessionConstraint.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/model/constraint/list/NotEmptyList.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/model/constraint/list/NotNullList.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/model/constraint/list/PatternList.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/model/constraint/list/SizeList.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/model/entity/CallbackData.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/model/entity/Metadata.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/model/entity/Recording.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/model/entity/Thumbnail.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/model/shared/Checksum.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/model/shared/ChecksumValidationGroup.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/model/shared/GetChecksum.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/model/shared/JoinPassword.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/model/shared/ModeratorPassword.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/model/shared/Password.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/model/validator/GetChecksumValidator.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/model/validator/IsIntegralValidator.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/model/validator/JoinPasswordValidator.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/model/validator/MeetingEndedValidator.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/model/validator/MeetingExistsValidator.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/model/validator/PasswordValidator.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/model/validator/UserSessionValidator.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/service/ServiceUtils.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/service/ValidationService.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/service/impl/RecordingServiceDbImpl.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/service/impl/RecordingServiceFileImpl.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/service/impl/XmlServiceImpl.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/util/DataStore.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/util/HTML5ProcessLine.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/util/MeetingResponseDetail.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/util/MeetingsResponse.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/util/ParamsUtil.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api/util/RecordingMetadataReaderHelper.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api2/IRecordingService.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api2/RecordingServiceGW.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api2/domain/DurationProp2.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api2/domain/RecordProp2.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api2/domain/VoiceProp2.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/api2/domain/WelcomeProp2.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/common/messages/MessageBuilder.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/web/services/KeepAliveMessage.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/web/services/KeepAlivePing.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/web/services/KeepAlivePong.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/web/services/UserCleanupTimerTask.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/web/services/WaitingGuestCleanupTimerTask.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/web/services/callback/CallbackUrlService.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/web/services/callback/DelayCallback.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/web/services/callback/ICallbackEvent.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/web/services/callback/MeetingEndedEvent.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/web/services/turn/RemoteIceCandidate.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/web/services/turn/StunServer.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/web/services/turn/StunTurnService.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/web/services/turn/TurnEntry.java
bigbluebutton,removed_BBB web,BBB web,bbb-common-web/src/main/java/org/bigbluebutton/web/services/turn/TurnServer.java
bigbluebutton,removed_BBB web,BBB web,bbb-recording-imex/src/main/java/org/bigbluebutton/RecordingApp.java
bigbluebutton,removed_BBB web,BBB web,bbb-recording-imex/src/main/java/org/bigbluebutton/RecordingExportHandler.java
bigbluebutton,removed_BBB web,BBB web,bbb-recording-imex/src/main/java/org/bigbluebutton/RecordingImportHandler.java
bigbluebutton,removed_FreeSWITCH,FreeSWITCH,bbb-common-message/src/main/java/org/bigbluebutton/common2/redis/RedisStorageService.java
bigbluebutton,removed_FreeSWITCH,FreeSWITCH,bbb-common-web/src/main/java/org/bigbluebutton/api/domain/BreakoutRoomsParams.java
bigbluebutton,removed_FreeSWITCH,FreeSWITCH,bbb-common-web/src/main/java/org/bigbluebutton/api/domain/Playback.java
bigbluebutton,removed_FreeSWITCH,FreeSWITCH,bbb-common-web/src/main/java/org/bigbluebutton/api/messaging/MessagingService.java
bigbluebutton,removed_FreeSWITCH,FreeSWITCH,bbb-common-web/src/main/java/org/bigbluebutton/api/messaging/messages/UserLockedInMeeting.java
bigbluebutton,removed_FreeSWITCH,FreeSWITCH,bbb-common-web/src/main/java/org/bigbluebutton/common/messages/BbbAppsIsAliveMessage.java
bigbluebutton,removed_FreeSWITCH,FreeSWITCH,bbb-common-web/src/main/java/org/bigbluebutton/common/messages/MessageBuilder.java
bigbluebutton,removed_FreeSWITCH,FreeSWITCH,bbb-recording-imex/src/main/java/org/bigbluebutton/RecordingApp.java
bigbluebutton,removed_FreeSWITCH,FreeSWITCH,bbb-recording-imex/src/main/java/org/bigbluebutton/RecordingExportHandler.java
bigbluebutton,removed_FreeSWITCH,FreeSWITCH,bbb-recording-imex/src/main/java/org/bigbluebutton/RecordingImportHandler.java
bigbluebutton,removed_FreeSWITCH,FreeSWITCH,bigbluebutton-web/pres-checker/src/main/java/org/bigbluebutton/prescheck/Main.java
bigbluebutton,removed_FSESL,FSESL,bbb-common-web/src/main/java/org/bigbluebutton/api/domain/Image.java
bigbluebutton,removed_FSESL,FSESL,bbb-common-web/src/main/java/org/bigbluebutton/api/messaging/ReceivedMessage.java
bigbluebutton,removed_FSESL,FSESL,bbb-common-web/src/main/java/org/bigbluebutton/api/messaging/converters/messages/EndMeetingMessage.java
bigbluebutton,removed_FSESL,FSESL,bbb-common-web/src/main/java/org/bigbluebutton/api/messaging/messages/MeetingEnded.java
bigbluebutton,removed_FSESL,FSESL,bbb-common-web/src/main/java/org/bigbluebutton/api/messaging/messages/UserUnsharedWebcam.java
bigbluebutton,removed_FSESL,FSESL,bbb-common-web/src/main/java/org/bigbluebutton/api2/domain/UsersProp2.java
bigbluebutton,removed_FSESL,FSESL,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/example/ExampleClient.java
bigbluebutton,removed_FSESL,FSESL,bbb-recording-imex/src/main/java/org/bigbluebutton/RecordingApp.java
bigbluebutton,removed_FSESL,FSESL,bbb-recording-imex/src/main/java/org/bigbluebutton/RecordingExportHandler.java
bigbluebutton,removed_FSESL,FSESL,bbb-recording-imex/src/main/java/org/bigbluebutton/RecordingImportHandler.java
bigbluebutton,removed_FSESL,FSESL,bigbluebutton-web/pres-checker/src/main/java/org/bigbluebutton/prescheck/Main.java
bigbluebutton,removed_Presentation Conversion,Presentation Conversion,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/FreeswitchHeartbeatEvent.java
bigbluebutton,removed_Presentation Conversion,Presentation Conversion,bbb-common-web/src/main/java/org/bigbluebutton/api/domain/Extensions.java
bigbluebutton,removed_Presentation Conversion,Presentation Conversion,bbb-common-web/src/main/java/org/bigbluebutton/common/messages/MessageBuilder.java
bigbluebutton,removed_Presentation Conversion,Presentation Conversion,bbb-common-web/src/main/java/org/bigbluebutton/presentation/Page.java
bigbluebutton,removed_Presentation Conversion,Presentation Conversion,bbb-common-web/src/main/java/org/bigbluebutton/presentation/Util.java
bigbluebutton,removed_Presentation Conversion,Presentation Conversion,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/TextFileCreatorImp.java
bigbluebutton,removed_Presentation Conversion,Presentation Conversion,bbb-recording-imex/src/main/java/org/bigbluebutton/RecordingApp.java
bigbluebutton,removed_Presentation Conversion,Presentation Conversion,bbb-recording-imex/src/main/java/org/bigbluebutton/RecordingExportHandler.java
bigbluebutton,removed_Presentation Conversion,Presentation Conversion,bbb-recording-imex/src/main/java/org/bigbluebutton/RecordingImportHandler.java
bigbluebutton,removed_Presentation Conversion,Presentation Conversion,bigbluebutton-web/pres-checker/src/main/java/org/bigbluebutton/prescheck/Main.java
bigbluebutton,removed_Redis DB,Redis DB,bbb-common-web/src/main/java/org/bigbluebutton/api/IReceivedOldMessageHandler.java
bigbluebutton,removed_Redis DB,Redis DB,bbb-common-web/src/main/java/org/bigbluebutton/api/domain/Image.java
bigbluebutton,removed_Redis DB,Redis DB,bbb-common-web/src/main/java/org/bigbluebutton/api/domain/Playback.java
bigbluebutton,removed_Redis DB,Redis DB,bbb-common-web/src/main/java/org/bigbluebutton/api/messaging/converters/messages/KeepAliveMessage.java
bigbluebutton,removed_Redis DB,Redis DB,bbb-common-web/src/main/java/org/bigbluebutton/api/messaging/messages/StunTurnInfoRequested.java
bigbluebutton,removed_Redis DB,Redis DB,bbb-common-web/src/main/java/org/bigbluebutton/api/messaging/messages/UserLockedInMeeting.java
bigbluebutton,removed_Redis DB,Redis DB,bbb-common-web/src/main/java/org/bigbluebutton/api/messaging/messages/UserRoleChanged.java
bigbluebutton,removed_Redis DB,Redis DB,bbb-common-web/src/main/java/org/bigbluebutton/api/messaging/messages/UserSharedWebcam.java
bigbluebutton,removed_Redis DB,Redis DB,bbb-common-web/src/main/java/org/bigbluebutton/api2/domain/MeetingProp2.java
bigbluebutton,removed_Redis DB,Redis DB,bbb-common-web/src/main/java/org/bigbluebutton/presentation/handlers/AbstractCommandHandler.java
bigbluebutton,removed_Redis DB,Redis DB,bbb-common-web/src/main/java/org/bigbluebutton/web/services/turn/TurnEntry.java
bigbluebutton,removed_Redis DB,Redis DB,bbb-recording-imex/src/main/java/org/bigbluebutton/RecordingApp.java
bigbluebutton,removed_Redis DB,Redis DB,bbb-recording-imex/src/main/java/org/bigbluebutton/RecordingExportHandler.java
bigbluebutton,removed_Redis DB,Redis DB,bbb-recording-imex/src/main/java/org/bigbluebutton/RecordingImportHandler.java
bigbluebutton,removed_Redis DB,Redis DB,bigbluebutton-web/pres-checker/src/main/java/org/bigbluebutton/prescheck/Main.java
bigbluebutton,removed_Redis PubSub,Redis PubSub,bbb-common-message/src/main/java/org/bigbluebutton/common2/redis/RedisAwareCommunicator.java
bigbluebutton,removed_Redis PubSub,Redis PubSub,bbb-common-message/src/main/java/org/bigbluebutton/common2/redis/pubsub/MessageReceiver.java
bigbluebutton,removed_Redis PubSub,Redis PubSub,bbb-common-message/src/main/java/org/bigbluebutton/common2/redis/pubsub/ReceivedMessage.java
bigbluebutton,removed_Redis PubSub,Redis PubSub,bbb-common-message/src/main/java/org/bigbluebutton/common2/redis/pubsub/ReceivedMessageHandler.java
bigbluebutton,removed_Redis PubSub,Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/api/messaging/MessageDistributor.java
bigbluebutton,removed_Redis PubSub,Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/api/messaging/ReceivedMessage.java
bigbluebutton,removed_Redis PubSub,Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/api2/domain/WelcomeProp2.java
bigbluebutton,removed_Redis PubSub,Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/common/messages/BbbAppsIsAliveMessage.java
bigbluebutton,removed_Redis PubSub,Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/web/services/turn/TurnEntry.java
bigbluebutton,removed_Redis PubSub,Redis PubSub,bbb-recording-imex/src/main/java/org/bigbluebutton/RecordingApp.java
bigbluebutton,removed_Redis PubSub,Redis PubSub,bbb-recording-imex/src/main/java/org/bigbluebutton/RecordingExportHandler.java
bigbluebutton,removed_Redis PubSub,Redis PubSub,bbb-recording-imex/src/main/java/org/bigbluebutton/RecordingImportHandler.java
bigbluebutton,removed_Redis PubSub,Redis PubSub,bigbluebutton-web/pres-checker/src/main/java/org/bigbluebutton/prescheck/Main.java
hadoop,removed_YARN,YARN,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/kfs/KFSOutputStream.java
hadoop,removed_YARN,YARN,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/record/BinaryRecordOutput.java
hadoop,removed_YARN,YARN,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/record/compiler/ant/RccTask.java
hadoop,removed_YARN,YARN,hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/record/compiler/generated/SimpleCharStream.java
hadoop,removed_YARN,YARN,hadoop-hdfs-project/hadoop-hdfs/src/ant/org/apache/hadoop/ant/DfsTask.java
hadoop,removed_YARN,YARN,hadoop-hdfs-project/hadoop-hdfs/src/ant/org/apache/hadoop/ant/condition/DfsBaseConditional.java
hadoop,removed_YARN,YARN,hadoop-hdfs-project/hadoop-hdfs/src/ant/org/apache/hadoop/ant/condition/DfsExists.java
hadoop,removed_YARN,YARN,hadoop-hdfs-project/hadoop-hdfs/src/ant/org/apache/hadoop/ant/condition/DfsIsDir.java
hadoop,removed_YARN,YARN,hadoop-hdfs-project/hadoop-hdfs/src/ant/org/apache/hadoop/ant/condition/DfsZeroLen.java
hadoop,removed_YARN,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/AMRMProtocol.java
hadoop,removed_YARN,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/ApplicationConstants.java
hadoop,removed_YARN,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/ClientRMProtocol.java
hadoop,removed_YARN,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/ContainerManager.java
hadoop,removed_YARN,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/AllocateRequest.java
hadoop,removed_YARN,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/AllocateResponse.java
hadoop,removed_YARN,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/FinishApplicationMasterRequest.java
hadoop,removed_YARN,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/FinishApplicationMasterResponse.java
hadoop,removed_YARN,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/GetAllApplicationsRequest.java
hadoop,removed_YARN,YARN,hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-api/src/main/java/org/apache/hadoop/yarn/api/protocolrecords/GetAllApplicationsResponse.java
