file_path,app,bin,concurrency,contrib,events,fixups,loaders,security,utils,worker,best_module,best_likelihood
apps\worker.py,5.00,90.00,2.00,1.00,1.00,1.00,3.00,0.00,2.00,85.00,bin,90.00
backends\database\__init__.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,None,5.00
backends\database\session.py,5.00,0.00,10.00,85.00,0.00,20.00,0.00,0.00,15.00,5.00,contrib,85.00
backends\database\models.py,5.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,5.00,0.00,None,10.00
backends\couchdb.py,0.00,0.00,0.00,95.00,0.00,0.00,0.00,0.00,5.00,0.00,contrib,95.00
backends\cassandra.py,0.00,0.00,0.00,95.00,0.00,0.00,0.00,0.00,5.00,0.00,contrib,95.00
backends\arangodb.py,0.00,0.00,0.00,99.00,0.00,0.00,0.00,0.00,1.00,0.00,contrib,99.00
backends\elasticsearch.py,0.00,0.00,0.00,98.00,0.00,2.00,0.00,0.00,0.00,0.00,contrib,98.00
backends\asynchronous.py,2.00,0.00,93.00,1.00,0.00,0.00,0.00,0.00,3.00,1.00,concurrency,93.00
backends\azureblockblob.py,0.00,0.00,0.00,99.00,0.00,0.00,0.00,0.00,1.00,0.00,contrib,99.00
backends\cosmosdbsql.py,0.00,0.00,0.00,95.00,0.00,0.00,0.00,0.00,5.00,0.00,contrib,95.00
backends\dynamodb.py,0.00,0.00,0.00,99.00,0.00,0.00,1.00,0.00,0.00,0.00,contrib,99.00
backends\couchbase.py,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,contrib,100.00
backends\base.py,70.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,15.00,5.00,app,70.00
backends\rpc.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,None,0.00
backends\gcs.py,0.00,0.00,0.00,99.00,0.00,0.00,0.00,0.00,1.00,0.00,contrib,99.00
backends\s3.py,0.00,0.00,0.00,95.00,0.00,2.00,0.00,0.00,3.00,0.00,contrib,95.00
backends\mongodb.py,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,95.00,worker,95.00
backends\filesystem.py,5.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,2.00,90.00,worker,90.00
backends\__init__.py,15.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,10.00,None,15.00
backends\redis.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,95.00,worker,95.00
backends\consul.py,0.00,0.00,0.00,95.00,0.00,0.00,0.00,0.00,5.00,0.00,contrib,95.00
backends\cache.py,5.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,15.00,70.00,worker,70.00
bin\celery.py,0.00,99.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,bin,99.00
bin\beat.py,0.00,98.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,bin,98.00
bin\list.py,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,bin,100.00
bin\call.py,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,bin,100.00
bin\result.py,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,bin,100.00
bin\control.py,2.00,98.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,bin,98.00
bin\graph.py,0.00,98.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,bin,98.00
bin\purge.py,0.00,99.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,bin,99.00
bin\amqp.py,0.00,95.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,bin,95.00
bin\migrate.py,5.00,95.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,bin,95.00
bin\base.py,0.00,99.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,bin,99.00
bin\logtool.py,2.00,98.00,0.00,1.00,3.00,0.00,0.00,0.00,4.00,0.00,bin,98.00
bin\multi.py,0.00,99.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,bin,99.00
bin\shell.py,0.00,99.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,bin,99.00
bin\events.py,2.00,98.00,0.00,0.00,15.00,0.00,0.00,0.00,1.00,0.00,bin,98.00
bin\__init__.py,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,None,10.00
bin\upgrade.py,0.00,99.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,bin,99.00
bin\worker.py,2.00,95.00,3.00,1.00,0.00,0.00,0.00,1.00,2.00,6.00,bin,95.00
concurrency\thread.py,0.00,0.00,95.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,concurrency,95.00
concurrency\eventlet.py,0.00,0.00,99.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,concurrency,99.00
concurrency\prefork.py,0.00,0.00,95.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,concurrency,95.00
concurrency\gevent.py,0.00,0.00,99.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,concurrency,99.00
concurrency\base.py,2.00,0.00,98.00,1.00,1.00,0.00,0.00,0.00,3.00,5.00,concurrency,98.00
concurrency\solo.py,0.00,0.00,98.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,concurrency,98.00
concurrency\__init__.py,0.00,0.00,95.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,concurrency,95.00
concurrency\asynpool.py,2.00,0.00,95.00,1.00,3.00,0.00,1.00,0.00,4.00,10.00,concurrency,95.00
contrib\django\__init__.py,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,None,10.00
contrib\django\task.py,5.00,0.00,0.00,70.00,0.00,20.00,0.00,0.00,5.00,0.00,contrib,70.00
contrib\testing\__init__.py,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,None,10.00
contrib\testing\manager.py,5.00,1.00,2.00,90.00,3.00,2.00,1.00,0.00,15.00,2.00,contrib,90.00
contrib\testing\mocks.py,0.00,0.00,0.00,95.00,0.00,5.00,0.00,0.00,10.00,0.00,contrib,95.00
contrib\testing\worker.py,5.00,3.00,2.00,90.00,1.00,2.00,1.00,0.00,10.00,15.00,contrib,90.00
contrib\testing\app.py,10.00,0.00,0.00,90.00,0.00,5.00,0.00,0.00,15.00,0.00,contrib,90.00
contrib\testing\tasks.py,5.00,0.00,0.00,85.00,0.00,0.00,0.00,0.00,10.00,0.00,contrib,85.00
contrib\sphinx.py,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,contrib,100.00
contrib\__init__.py,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,None,10.00
contrib\rdb.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,None,0.00
contrib\pytest.py,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,contrib,100.00
contrib\abortable.py,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,contrib,100.00
contrib\migrate.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,None,0.00
events\state.py,0.00,0.00,0.00,0.00,99.00,0.00,0.00,0.00,0.00,1.00,events,99.00
events\__init__.py,5.00,0.00,0.00,0.00,99.00,0.00,0.00,0.00,1.00,1.00,events,99.00
events\receiver.py,5.00,0.00,0.00,0.00,99.00,0.00,0.00,0.00,1.00,0.00,events,99.00
events\dumper.py,5.00,10.00,0.00,0.00,85.00,0.00,0.00,0.00,10.00,0.00,events,85.00
events\snapshot.py,5.00,3.00,1.00,2.00,95.00,1.00,1.00,1.00,10.00,4.00,events,95.00
events\event.py,5.00,0.00,0.00,0.00,95.00,0.00,0.00,0.00,0.00,0.00,events,95.00
events\cursesmon.py,2.00,10.00,0.00,3.00,85.00,0.00,0.00,0.00,0.00,0.00,events,85.00
events\dispatcher.py,10.00,0.00,0.00,0.00,95.00,0.00,0.00,0.00,5.00,3.00,events,95.00
fixups\__init__.py,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,fixups,100.00
fixups\django.py,0.00,0.00,0.00,30.00,0.00,95.00,0.00,0.00,0.00,5.00,fixups,95.00
loaders\__init__.py,0.00,0.00,0.00,0.00,0.00,0.00,95.00,0.00,4.00,0.00,loaders,95.00
loaders\default.py,2.00,1.00,1.00,1.00,1.00,3.00,98.00,1.00,2.00,0.00,loaders,98.00
loaders\base.py,5.00,0.00,0.00,2.00,0.00,3.00,98.00,0.00,10.00,8.00,loaders,98.00
loaders\app.py,5.00,0.00,0.00,2.00,0.00,3.00,98.00,0.00,1.00,1.00,loaders,98.00
security\__init__.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,security,100.00
security\serialization.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,99.00,1.00,0.00,security,99.00
security\utils.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95.00,5.00,0.00,security,95.00
security\certificate.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,99.00,1.00,0.00,security,99.00
security\key.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,security,100.00
utils\dispatch\__init__.py,2.00,1.00,3.00,2.00,85.00,1.00,1.00,1.00,3.00,1.00,events,85.00
utils\dispatch\signal.py,5.00,0.00,2.00,3.00,15.00,0.00,0.00,0.00,85.00,4.00,utils,85.00
utils\static\__init__.py,0.00,0.00,0.00,95.00,0.00,0.00,0.00,0.00,5.00,0.00,contrib,95.00
utils\nodenames.py,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,85.00,worker,85.00
utils\deprecated.py,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,90.00,1.00,utils,90.00
utils\iso8601.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,99.00,0.00,utils,99.00
utils\log.py,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95.00,5.00,utils,95.00
utils\graph.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98.00,2.00,utils,98.00
utils\functional.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,99.00,1.00,utils,99.00
utils\objects.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,99.00,0.00,utils,99.00
utils\imports.py,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,95.00,0.00,utils,95.00
utils\abstract.py,5.00,0.00,3.00,2.00,0.00,0.00,1.00,0.00,92.00,7.00,utils,92.00
utils\annotations.py,2.00,1.00,1.00,2.00,1.00,1.00,3.00,1.00,87.00,1.00,utils,87.00
utils\debug.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,99.00,1.00,utils,99.00
utils\collections.py,5.00,0.00,3.00,2.00,1.00,0.00,2.00,0.00,85.00,2.00,utils,85.00
utils\quorum_queues.py,85.00,0.00,0.00,5.00,0.00,0.00,10.00,0.00,20.00,10.00,app,85.00
utils\saferepr.py,1.00,1.00,1.00,5.00,1.00,1.00,1.00,1.00,95.00,3.00,utils,95.00
utils\sysinfo.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,99.00,1.00,utils,99.00
utils\term.py,0.00,5.00,0.00,3.00,0.00,0.00,0.00,0.00,92.00,0.00,utils,92.00
utils\time.py,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,99.00,1.00,utils,99.00
utils\serialization.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,95.00,0.00,utils,95.00
utils\text.py,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,98.00,0.00,utils,98.00
utils\__init__.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,99.00,0.00,utils,99.00
utils\threads.py,2.00,0.00,15.00,1.00,1.00,0.00,1.00,0.00,95.00,8.00,utils,95.00
utils\timer2.py,2.00,1.00,15.00,3.00,2.00,1.00,2.00,1.00,10.00,63.00,worker,63.00
worker\consumer\consumer.py,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,3.00,95.00,worker,95.00
worker\consumer\__init__.py,5.00,0.00,3.00,0.00,10.00,0.00,2.00,0.00,1.00,98.00,worker,98.00
worker\consumer\tasks.py,0.00,0.00,1.00,0.00,0.00,0.00,2.00,0.00,3.00,94.00,worker,94.00
worker\consumer\control.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,worker,100.00
worker\consumer\connection.py,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,92.00,worker,92.00
worker\consumer\heart.py,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,95.00,worker,95.00
worker\consumer\gossip.py,1.00,0.00,1.00,1.00,5.00,0.00,0.00,0.00,2.00,91.00,worker,91.00
worker\consumer\mingle.py,5.00,2.00,3.00,1.00,15.00,1.00,2.00,1.00,4.00,96.00,worker,96.00
worker\consumer\delayed_delivery.py,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,99.00,worker,99.00
worker\consumer\events.py,5.00,0.00,3.00,0.00,20.00,0.00,2.00,0.00,2.00,95.00,worker,95.00
worker\consumer\agent.py,2.00,0.00,1.00,95.00,1.00,3.00,0.00,0.00,2.00,6.00,contrib,95.00
worker\__init__.py,0.00,0.00,1.00,0.00,0.00,0.00,2.00,0.00,1.00,96.00,worker,96.00
worker\control.py,5.00,3.00,10.00,2.00,8.00,1.00,2.00,1.00,5.00,98.00,worker,98.00
worker\pidbox.py,10.00,0.00,5.00,0.00,5.00,0.00,0.00,0.00,5.00,95.00,worker,95.00
worker\autoscale.py,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,worker,100.00
worker\components.py,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,95.00,worker,95.00
worker\loops.py,0.00,0.00,5.00,0.00,2.00,0.00,0.00,0.00,3.00,90.00,worker,90.00
worker\heartbeat.py,5.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,5.00,80.00,worker,80.00
worker\request.py,10.00,0.00,15.00,0.00,5.00,0.00,0.00,0.00,5.00,90.00,worker,90.00
worker\worker.py,5.00,3.00,10.00,0.00,2.00,0.00,0.00,0.00,4.00,96.00,worker,96.00
worker\state.py,0.00,0.00,2.00,0.00,3.00,0.00,1.00,0.00,2.00,98.00,worker,98.00
worker\strategy.py,10.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,5.00,80.00,worker,80.00
_state.py,75.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,15.00,5.00,app,75.00
local.py,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,95.00,0.00,utils,95.00
bootsteps.py,5.00,0.00,3.00,2.00,1.00,0.00,2.00,0.00,10.00,97.00,worker,97.00
signals.py,5.00,0.00,0.00,2.00,3.00,0.00,0.00,0.00,90.00,0.00,utils,90.00
states.py,5.00,0.00,3.00,0.00,10.00,0.00,2.00,0.00,8.00,72.00,worker,72.00
result.py,5.00,0.00,2.00,1.00,3.00,0.00,1.00,0.00,10.00,78.00,worker,78.00
__init__.py,5.00,10.00,90.00,0.00,0.00,0.00,0.00,0.00,5.00,5.00,concurrency,90.00
platforms.py,2.00,1.00,10.00,3.00,1.00,1.00,2.00,8.00,92.00,15.00,utils,92.00
__main__.py,0.00,99.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,bin,99.00
canvas.py,95.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,app,95.00
exceptions.py,5.00,3.00,2.00,0.00,1.00,0.00,1.00,4.00,80.00,4.00,utils,80.00
beat.py,5.00,5.00,3.00,2.00,3.00,1.00,2.00,1.00,10.00,78.00,worker,78.00
schedules.py,85.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,10.00,app,85.00
