file_path,Facade,MediaManagement,UserDBAdapter,TagWatermarking,Packaging,ReEncoder,Database,MediaAccess,FileStorage,best_module,best_likelihood
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IDownloadAudioWatermarkingRemote.java,0.00,20.00,0.00,90.00,5.00,0.00,0.00,5.00,0.00,TagWatermarking,90.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IDownloadAudioWatermarkingLocal.java,20.00,30.00,0.00,95.00,5.00,5.00,0.00,10.00,5.00,TagWatermarking,95.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IDownloadTagWatermarkingLocal.java,1.00,4.00,0.00,95.00,0.00,0.00,0.00,0.00,0.00,TagWatermarking,95.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IFacade.java,90.00,30.00,20.00,0.00,10.00,0.00,5.00,40.00,25.00,Facade,90.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/ICacheMaintenance.java,0.00,30.00,0.00,0.00,0.00,10.00,0.00,60.00,80.00,FileStorage,80.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IPackagingRemote.java,0.00,10.00,0.00,0.00,95.00,0.00,0.00,15.00,20.00,Packaging,95.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IDownloadTagWatermarking.java,5.00,15.00,0.00,90.00,0.00,0.00,0.00,5.00,0.00,TagWatermarking,90.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IDownloadTagWatermarkingRemote.java,5.00,20.00,0.00,90.00,0.00,0.00,0.00,5.00,0.00,TagWatermarking,90.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IUserManagementLocal.java,40.00,0.00,60.00,0.00,0.00,0.00,0.00,0.00,0.00,UserDBAdapter,60.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IFacadeLocal.java,95.00,30.00,5.00,5.00,5.00,5.00,5.00,10.00,5.00,Facade,95.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IUserDBAdapterRemote.java,0.00,5.00,95.00,0.00,0.00,0.00,1.00,4.00,0.00,UserDBAdapter,95.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IUserManagementRemote.java,20.00,10.00,95.00,0.00,0.00,0.00,15.00,0.00,0.00,UserDBAdapter,95.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IUserDBAdapterLocal.java,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,UserDBAdapter,100.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaManagementRemote.java,10.00,95.00,0.00,0.00,0.00,0.00,0.00,30.00,0.00,MediaManagement,95.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/data/FileContentLocal.java,0.00,10.00,0.00,0.00,5.00,0.00,20.00,40.00,90.00,FileStorage,90.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/data/FileContentRemote.java,10.00,15.00,0.00,5.00,0.00,0.00,20.00,40.00,90.00,FileStorage,90.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/data/AudioFileInfo.java,10.00,20.00,5.00,5.00,0.00,0.00,90.00,95.00,10.00,MediaAccess,95.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/data/CurrentUser.java,0.00,0.00,95.00,0.00,0.00,0.00,20.00,0.00,0.00,UserDBAdapter,95.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/data/AudioFile.java,10.00,20.00,5.00,5.00,5.00,5.00,30.00,40.00,25.00,MediaAccess,40.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/data/FileContent.java,10.00,20.00,5.00,5.00,15.00,25.00,0.00,40.00,60.00,FileStorage,60.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/data/UserRegData.java,10.00,5.00,90.00,0.00,0.00,0.00,30.00,0.00,0.00,UserDBAdapter,90.00
Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/BaseEJB.java,10.00,60.00,5.00,2.00,2.00,2.00,15.00,10.00,5.00,MediaManagement,60.00
Implementation/mediastore.ejb.facade/src/edu/kit/ipd/sdq/mediastore/ejb/facade/FacadeImpl.java,95.00,10.00,5.00,0.00,5.00,0.00,0.00,10.00,5.00,Facade,95.00
Implementation/mediastore.ejb.usermanagement/ejbModule/edu/kit/ipd/sdq/mediastore/ejb/usermanagement/SecurityUtil.java,0.00,0.00,80.00,0.00,0.00,0.00,20.00,0.00,0.00,UserDBAdapter,80.00
Implementation/mediastore.ejb.usermanagement/ejbModule/edu/kit/ipd/sdq/mediastore/ejb/usermanagement/UserManagementImpl.java,0.00,0.00,90.00,0.00,0.00,0.00,5.00,0.00,0.00,UserDBAdapter,90.00
Implementation/mediastore.ejb.userdbadapter/src/edu/kit/ipd/sdq/mediastore/ejb/userdbadapter/UserDBAdapterImpl.java,5.00,10.00,95.00,0.00,0.00,0.00,25.00,5.00,0.00,UserDBAdapter,95.00
Implementation/mediastore.ejb.userdbadapter/src/edu/kit/ipd/sdq/mediastore/ejb/userdbadapter/User.java,0.00,0.00,95.00,0.00,0.00,0.00,20.00,5.00,0.00,UserDBAdapter,95.00
Implementation/mediastore.ejb.userdbadapter/src/edu/kit/ipd/sdq/mediastore/ejb/userdbadapter/DbManager.java,0.00,0.00,95.00,0.00,0.00,0.00,10.00,5.00,0.00,UserDBAdapter,95.00
Implementation/mediastore.ejb.audiowatermarking/src/edu/kit/ipd/sdq/mediastore/ejb/audiowatermarking/WavFileException.java,0.00,5.00,0.00,95.00,0.00,0.00,0.00,0.00,0.00,TagWatermarking,95.00
Implementation/mediastore.ejb.audiowatermarking/src/edu/kit/ipd/sdq/mediastore/ejb/audiowatermarking/AudioWatermarkingImpl.java,0.00,10.00,0.00,95.00,0.00,0.00,0.00,5.00,0.00,TagWatermarking,95.00
Implementation/mediastore.ejb.audiowatermarking/src/edu/kit/ipd/sdq/mediastore/ejb/audiowatermarking/WavFile.java,0.00,10.00,0.00,80.00,0.00,10.00,0.00,0.00,0.00,TagWatermarking,80.00
