file_path,Apps,BBB web,Redis DB,Redis PubSub,best_module,best_likelihood
bigbluebutton\bbb-recording-imex\src\test\java\org\bigbluebutton\RecordingImportHandlerTest.java,8.87557601928711,49.11151123046875,15.43835163116455,3.9312264919281006,BBB web,49.11151123046875
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\messaging\messages\LearningDashboard.java,18.928974151611328,81.2025375366211,4.823303699493408,12.003003120422363,BBB web,81.2025375366211
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\web\services\UserCleanupTimerTask.java,18.68793487548828,95.00992584228516,2.6418890953063965,7.477936267852783,BBB web,95.00992584228516
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\messaging\MessagingService.java,16.76167106628418,81.35812377929688,1.7583526372909546,2.8300821781158447,BBB web,81.35812377929688
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\presentation\messages\UploadFileTooLargeMessage.java,12.968908309936523,82.81758880615234,3.853654146194458,11.5726318359375,BBB web,82.81758880615234
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\messaging\messages\UserLeftVoice.java,21.205533981323242,81.22700500488281,4.856406211853027,12.092875480651855,BBB web,81.22700500488281
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\events\FreeswitchHeartbeatEvent.java,10.238791465759277,48.05427551269531,5.924314498901367,4.251904487609863,BBB web,48.05427551269531
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\PlaySoundCommand.java,10.9617280960083,46.05633544921875,0.0,1.0691183805465698,BBB web,46.05633544921875
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\presentation\MimeTypeUtils.java,21.223440170288086,85.98178100585938,3.5440213680267334,5.392941951751709,BBB web,85.98178100585938
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\presentation\DocumentConversionServiceImp.java,16.975324630737305,91.32091522216797,12.491937637329102,20.19091033935547,BBB web,91.32091522216797
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\DeafUserCommand.java,10.941885948181152,46.05633544921875,0.0,1.0691183805465698,BBB web,46.05633544921875
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\Office2PdfPageConverter.java,18.621694564819336,92.43663024902344,15.503010749816895,20.991527557373047,BBB web,92.43663024902344
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\presentation\SupportedDocumentFilter.java,16.164810180664062,87.59246063232422,3.904583692550659,11.171782493591309,BBB web,87.59246063232422
bigbluebutton\akka-bbb-apps\src\main\scala\org\bigbluebutton\core\util\jhotdraw\BezierPath.java,59.87071228027344,45.89714813232422,5.353775501251221,4.276139259338379,Apps,59.87071228027344
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\presentation\ThumbnailCreator.java,7.9513044357299805,83.6185302734375,1.088224172592163,4.49106502532959,BBB web,83.6185302734375
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\ConnectionManager.java,13.17251968383789,51.12190246582031,6.141708850860596,7.789044380187988,BBB web,51.12190246582031
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\PageToConvert.java,8.894376754760742,84.33544158935547,3.2044169902801514,6.2823166847229,BBB web,84.33544158935547
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\HoldUserCommand.java,10.941885948181152,46.755245208740234,0.0,1.0691183805465698,BBB web,46.755245208740234
bigbluebutton\akka-bbb-apps\src\main\scala\org\bigbluebutton\core\util\jhotdraw\BezierPathIterator.java,52.07028579711914,42.52296447753906,4.950560092926025,3.9713354110717773,Apps,52.07028579711914
bigbluebutton\bbb-recording-imex\src\main\java\org\bigbluebutton\RecordingApp.java,31.74750328063965,53.87232208251953,18.936216354370117,10.61143970489502,BBB web,53.87232208251953
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\presentation\messages\PdfConversionInvalid.java,12.77686595916748,82.68274688720703,3.7800803184509277,11.317898750305176,BBB web,82.68274688720703
bigbluebutton\bbb-fsesl-client\src\test\java\org\freeswitch\esl\client\transport\message\EslFrameDecoderTest.java,29.466482162475586,52.80078125,51.56401824951172,13.274086952209473,BBB web,52.80078125
bigbluebutton\bbb-common-message\src\main\java\org\bigbluebutton\common2\redis\pubsub\MessageReceiver.java,21.371685028076172,48.17343521118164,145.61895751953125,291.58660888671875,Redis PubSub,291.58660888671875
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\web\services\turn\StunTurnService.java,14.67630672454834,91.9841537475586,0.836405873298645,5.069534778594971,BBB web,91.9841537475586
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\messaging\MessageListener.java,12.459986686706543,81.5185775756836,3.073873996734619,7.736989974975586,BBB web,81.5185775756836
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\model\entity\Metadata.java,10.565225601196289,83.01834869384766,8.283638000488281,2.3411483764648438,BBB web,83.01834869384766
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\domain\Extensions.java,10.431294441223145,79.38002014160156,0.0,1.0717295408248901,BBB web,79.38002014160156
bigbluebutton\bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\internal\HeaderParser.java,6.531589984893799,44.002769470214844,0.16595765948295593,0.004485342185944319,BBB web,44.002769470214844
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\presentation\messages\DocPageGeneratedProgress.java,12.66908073425293,82.60860443115234,3.7388458251953125,11.176199913024902,BBB web,82.60860443115234
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\messaging\messages\UserStatusChanged.java,23.405710220336914,81.17869567871094,4.791080951690674,11.915610313415527,BBB web,81.17869567871094
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\commands\ConferenceCommand.java,3.2523908615112305,46.06373596191406,0.0,1.0713444948196411,BBB web,46.06373596191406
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\GetUsersStatusCommand.java,16.18515968322754,51.43226623535156,5.961573600769043,3.2956063747406006,BBB web,51.43226623535156
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\common\messages\MessageBuilder.java,5.658936977386475,77.9887924194336,6.101804733276367,12.215457916259766,BBB web,77.9887924194336
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\presentation\FileTypeConstants.java,18.728784561157227,86.54772186279297,2.857264995574951,4.8563714027404785,BBB web,86.54772186279297
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\messaging\messages\MeetingEnded.java,19.19922637939453,81.25214385986328,4.890430450439453,12.18533992767334,BBB web,81.25214385986328
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\model\entity\PlaybackFormat.java,11.582830429077148,82.7698974609375,8.005439758300781,2.424670934677124,BBB web,82.7698974609375
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\domain\Poll.java,18.691579818725586,82.60262298583984,9.753887176513672,3.3853747844696045,BBB web,82.60262298583984
bigbluebutton\bbb-recording-imex\src\main\java\org\bigbluebutton\RecordingExportHandler.java,11.204397201538086,49.95680236816406,21.10328483581543,8.438008308410645,BBB web,49.95680236816406
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\model\constraint\PasswordConstraint.java,15.710631370544434,86.55598449707031,5.268435955047607,10.24677848815918,BBB web,86.55598449707031
bigbluebutton\bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\example\HeartbeatThread.java,21.12327766418457,47.85478591918945,2.031489849090576,2.031489849090576,BBB web,47.85478591918945
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\model\constraint\GuestPolicyConstraint.java,18.305110931396484,88.68487548828125,8.454241752624512,10.189242362976074,BBB web,88.68487548828125
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\CheckIfConfIsRunningCommand.java,16.58891487121582,50.989540100097656,6.517172813415527,2.315654754638672,BBB web,50.989540100097656
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\presentation\PageConverter.java,8.45901107788086,84.1200180053711,1.272850751876831,4.752688407897949,BBB web,84.1200180053711
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\RecordingServiceHelper.java,14.109265327453613,82.9307861328125,9.304838180541992,3.1067163944244385,BBB web,82.9307861328125
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\ParamsProcessorUtil.java,27.489805221557617,92.46206665039062,13.093624114990234,11.412652969360352,BBB web,92.46206665039062
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\domain\Group.java,11.040485382080078,79.29740142822266,0.0,1.0684068202972412,BBB web,79.29740142822266
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\model\constraint\Pattern.java,16.92428207397461,85.66680145263672,4.755547523498535,9.251036643981934,BBB web,85.66680145263672
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\web\services\WaitingGuestCleanupTimerTask.java,17.68793487548828,95.00992584228516,2.6418890953063965,7.477936267852783,BBB web,95.00992584228516
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\events\VoiceUsersStatusEvent.java,9.06053638458252,47.676109313964844,5.831266403198242,4.19851016998291,BBB web,47.676109313964844
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\events\VoiceConfRunningAndRecordingEvent.java,9.06053638458252,47.676109313964844,12.463479995727539,4.19851016998291,BBB web,47.676109313964844
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\presentation\messages\PresentationConvertMessage.java,6.6895012855529785,80.05149841308594,2.108203887939453,10.081503868103027,BBB web,80.05149841308594
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\ConferenceServerListener.java,3.871171474456787,44.98597717285156,0.0,1.070213794708252,BBB web,44.98597717285156
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\service\impl\RecordingServiceDbImpl.java,32.848167419433594,94.84800720214844,25.86056137084961,8.824437141418457,BBB web,94.84800720214844
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\domain\Preview.java,10.408588409423828,79.37513732910156,0.0,1.0715365409851074,BBB web,79.37513732910156
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\util\MeetingsResponse.java,16.56849479675293,81.41497039794922,2.015045404434204,3.087557792663574,BBB web,81.41497039794922
bigbluebutton\bbb-fsesl-client\src\test\java\org\freeswitch\esl\client\inbound\ClientTest.java,25.353124618530273,54.594207763671875,8.837909698486328,5.554039001464844,BBB web,54.594207763671875
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\util\DataStore.java,19.71242332458496,89.12610626220703,17.422832489013672,4.659656047821045,BBB web,89.12610626220703
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\messaging\messages\StunTurnInfoRequested.java,19.062602996826172,81.22700500488281,4.856406211853027,12.092875480651855,BBB web,81.22700500488281
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\model\request\InsertDocument.java,20.833051681518555,87.90998840332031,4.397458553314209,4.800603866577148,BBB web,87.90998840332031
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\domain\UserSession.java,21.046571731567383,87.8834228515625,4.491434574127197,4.017590522766113,BBB web,87.8834228515625
bigbluebutton\bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\inbound\InboundClientHandler.java,16.268638610839844,51.802406311035156,8.081123352050781,8.259302139282227,BBB web,51.802406311035156
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\web\services\KeepAliveService.java,13.705904006958008,87.87655639648438,8.183557510375977,133.98162841796875,Redis PubSub,133.98162841796875
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\messaging\converters\messages\KeepAliveMessage.java,12.654617309570312,79.37029266357422,2.0873827934265137,7.695953369140625,BBB web,79.37029266357422
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\messaging\messages\MakePresentationDownloadableMsg.java,18.798233032226562,81.17869567871094,4.791080951690674,11.915610313415527,BBB web,81.17869567871094
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\messaging\converters\messages\DeletedRecordingMessage.java,12.654617309570312,79.37029266357422,5.597815036773682,7.695953369140625,BBB web,79.37029266357422
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\model\constraint\list\PatternList.java,14.629136085510254,86.19483184814453,3.1716153621673584,6.323349952697754,BBB web,86.19483184814453
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\ApiErrors.java,29.268545150756836,90.62141418457031,13.352907180786133,6.633088111877441,BBB web,90.62141418457031
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\BigPdfException.java,5.386282444000244,80.99606323242188,0.6360280513763428,3.610079050064087,BBB web,80.99606323242188
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\presentation\handlers\Office2PdfConverterHandler.java,4.423981666564941,82.63536071777344,0.0,3.4145777225494385,BBB web,82.63536071777344
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\model\request\RequestWithChecksum.java,13.842362403869629,86.13140869140625,2.3381824493408203,2.719599962234497,BBB web,86.13140869140625
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api2\IMeetingService.java,29.18592643737793,84.61231994628906,5.834880352020264,12.883331298828125,BBB web,84.61231994628906
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\events\VoiceConfRunningEvent.java,9.211606979370117,47.87100601196289,5.945609092712402,4.264123916625977,BBB web,47.87100601196289
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\model\request\RequestParameters.java,13.745879173278809,86.26262664794922,2.493812084197998,2.834056854248047,BBB web,86.26262664794922
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\events\VoiceUserLeftEvent.java,11.356252670288086,47.87100601196289,5.945609092712402,4.264123916625977,BBB web,47.87100601196289
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\web\services\callback\DelayCallback.java,14.359103202819824,94.58780670166016,5.0374040603637695,6.355571269989014,BBB web,94.58780670166016
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\model\validator\IsBooleanValidator.java,13.070107460021973,82.64197540283203,2.350405693054199,2.7285895347595215,BBB web,82.64197540283203
bigbluebutton\bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\manager\DefaultManagerConnection.java,4.743350028991699,44.43255615234375,0.5873486995697021,0.45295149087905884,BBB web,44.43255615234375
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\messaging\messages\UserJoined.java,26.68087387084961,86.61817932128906,5.394393444061279,11.493398666381836,BBB web,86.61817932128906
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\model\constraint\MeetingNameConstraint.java,23.379764556884766,90.18880462646484,8.821292877197266,20.21758270263672,BBB web,90.18880462646484
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\ThumbnailCreatorImp.java,21.09004783630371,90.59698486328125,13.117959976196289,12.952975273132324,BBB web,90.59698486328125
bigbluebutton\bbb-common-message\src\main\java\org\bigbluebutton\common2\redis\Keys.java,15.092771530151367,45.280399322509766,152.6164093017578,163.0690155029297,Redis PubSub,163.0690155029297
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\PresentationToConvert.java,4.373950958251953,80.01119995117188,0.0,3.3650872707366943,BBB web,80.01119995117188
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\CheckFreeswitchStatusCommand.java,10.424107551574707,47.67551040649414,1.3849098682403564,1.4509377479553223,BBB web,47.67551040649414
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\model\constraint\UserSessionConstraint.java,17.837505340576172,87.6595458984375,6.681623458862305,13.893452644348145,BBB web,87.6595458984375
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\model\validator\GuestPolicyValidator.java,17.955509185791016,84.58995056152344,3.3260855674743652,3.7107036113739014,BBB web,84.58995056152344
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\model\validator\PasswordValidator.java,13.403072357177734,83.38154602050781,2.6448264122009277,6.8272705078125,BBB web,83.38154602050781
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\web\services\turn\TurnServer.java,11.226470947265625,88.11738586425781,8.063714027404785,8.616469383239746,BBB web,88.11738586425781
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\presentation\UploadedPresentation.java,12.750587463378906,85.61042022705078,2.77404522895813,6.851944923400879,BBB web,85.61042022705078
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\util\ParamsUtil.java,18.097013473510742,82.32268524169922,2.4141714572906494,3.0001792907714844,BBB web,82.32268524169922
bigbluebutton\bbb-common-message\src\main\java\org\bigbluebutton\common2\redis\pubsub\MessageSender.java,21.97767448425293,47.49441146850586,158.1053466796875,312.7581481933594,Redis PubSub,312.7581481933594
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\presentation\handlers\Png2SvgConversionHandler.java,4.423981666564941,82.63536071777344,0.0,3.4145777225494385,BBB web,82.63536071777344
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\presentation\handlers\PdfFontType3DetectorHandler.java,5.1047844886779785,83.23596954345703,0.35600680112838745,3.739713430404663,BBB web,83.23596954345703
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\events\VoiceUserMutedEvent.java,11.277957916259766,47.78068542480469,5.892800331115723,4.23382043838501,BBB web,47.78068542480469
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\domain\GuestPolicy.java,11.19794750213623,79.37513732910156,0.0,1.0715365409851074,BBB web,79.37513732910156
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\presentation\messages\DocPageCountFailed.java,12.851739883422852,82.7348861694336,3.8087494373321533,11.416872024536133,BBB web,82.7348861694336
bigbluebutton\bbb-common-message\src\main\java\org\bigbluebutton\common2\redis\pubsub\MessageDistributor.java,10.595147132873535,46.19696044921875,151.27197265625,309.2600402832031,Redis PubSub,309.2600402832031
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\EjectUserCommand.java,6.751187801361084,46.15931701660156,0.0,1.0707746744155884,BBB web,46.15931701660156
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\messaging\messages\KeepAliveReply.java,13.417815208435059,79.365478515625,2.986250400543213,10.165949821472168,BBB web,79.365478515625
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\OfficeToPdfConversionService.java,16.01471710205078,88.77054595947266,13.135223388671875,15.107500076293945,BBB web,88.77054595947266
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\events\VoiceCallStateEvent.java,14.05797290802002,49.84865188598633,6.400501251220703,4.136592388153076,BBB web,49.84865188598633
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\presentation\PageExtractor.java,8.398528099060059,84.06575012207031,1.2798912525177002,4.682732105255127,BBB web,84.06575012207031
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\presentation\messages\DocConversionProgress.java,12.851739883422852,82.7348861694336,3.8087494373321533,11.416872024536133,BBB web,82.7348861694336
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\TextFileCreatorImp.java,23.903356552124023,92.62715911865234,16.809459686279297,14.529869079589844,BBB web,92.62715911865234
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\model\constraint\MeetingExistsConstraint.java,23.021333694458008,90.26115417480469,9.034955978393555,13.929710388183594,BBB web,90.26115417480469
bigbluebutton\bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\internal\debug\ChannelEventRunnable.java,7.726177215576172,45.206573486328125,0.3180140256881714,1.3180140256881714,BBB web,45.206573486328125
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\commands\RecordCommand.java,3.2729132175445557,46.144805908203125,0.0,1.0725122690200806,BBB web,46.144805908203125
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\model\validator\MeetingExistsValidator.java,23.852073669433594,87.678466796875,6.104864120483398,6.508009433746338,BBB web,87.678466796875
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\response\ConferenceMemberFlags.java,3.3729805946350098,45.13591003417969,0.0,1.0703997611999512,BBB web,45.13591003417969
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\domain\RecordingMetadata.java,16.507858276367188,79.48788452148438,6.839137077331543,2.954303026199341,BBB web,79.48788452148438
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\messaging\converters\messages\CreateMeetingMessage.java,20.771102905273438,83.22029876708984,3.875818967819214,9.976860046386719,BBB web,83.22029876708984
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\domain\LockSettingsParams.java,9.918148040771484,79.27214050292969,0.0,1.067366600036621,BBB web,79.27214050292969
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\PresentationFileProcessor.java,18.693946838378906,92.08612823486328,12.747342109680176,20.056188583374023,BBB web,92.08612823486328
bigbluebutton\bbb-recording-imex\src\main\java\org\bigbluebutton\RecordingImportHandler.java,10.421257972717285,52.56614303588867,20.792510986328125,8.897668838500977,BBB web,52.56614303588867
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\messaging\messages\UserListeningOnly.java,21.065095901489258,81.2025375366211,4.823303699493408,12.003003120422363,BBB web,81.2025375366211
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\messaging\messages\EndMeeting.java,19.19922637939453,81.25214385986328,4.890430450439453,12.18533992767334,BBB web,81.25214385986328
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\events\FreeswitchStatusReplyEvent.java,12.582618713378906,47.7278938293457,5.861788749694824,4.216024875640869,BBB web,47.7278938293457
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\model\request\MeetingRunning.java,20.833051681518555,87.90998840332031,4.397458553314209,4.800603866577148,BBB web,87.90998840332031
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\messaging\MessageDistributor.java,16.783916473388672,85.40036010742188,4.450961112976074,9.180276870727539,BBB web,85.40036010742188
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api2\RecordingServiceGW.java,19.22771453857422,84.07129669189453,49.799705505371094,48.007686614990234,BBB web,84.07129669189453
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\presentation\messages\PageConvertProgressMessage.java,12.10013198852539,81.80464935302734,3.9050796031951904,11.75210189819336,BBB web,81.80464935302734
