file_path,logic,gui,cli,preferences,best_module,best_likelihood
src\main\java\org\jabref\gui\autocompleter\JournalsSuggestionProvider.java,10.00,90.00,0.00,0.00,gui,90.00
src\main\java\org\jabref\gui\autocompleter\FieldValueSuggestionProvider.java,10.00,80.00,0.00,5.00,gui,80.00
src\main\java\org\jabref\gui\autocompleter\AutoCompletePreferences.java,10.00,30.00,5.00,55.00,preferences,55.00
src\main\java\org\jabref\gui\autocompleter\WordSuggestionProvider.java,0.00,100.00,0.00,0.00,gui,100.00
src\main\java\org\jabref\gui\autocompleter\PersonNameSuggestionProvider.java,0.00,100.00,0.00,0.00,gui,100.00
src\main\java\org\jabref\gui\autocompleter\ReplaceStrategy.java,0.00,100.00,0.00,0.00,gui,100.00
src\main\java\org\jabref\gui\autocompleter\SuggestionProvider.java,0.00,90.00,0.00,0.00,gui,90.00
src\main\java\org\jabref\gui\autocompleter\PersonNameStringConverter.java,0.00,90.00,0.00,0.00,gui,90.00
src\main\java\org\jabref\gui\autocompleter\SuggestionProviders.java,5.00,90.00,0.00,5.00,gui,90.00
src\main\java\org\jabref\gui\autocompleter\StringSuggestionProvider.java,5.00,90.00,0.00,5.00,gui,90.00
src\main\java\org\jabref\gui\auximport\FromAuxDialog.java,0.00,100.00,0.00,0.00,gui,100.00
src\main\java\org\jabref\gui\auximport\AuxParserResultViewModel.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\auximport\NewSubLibraryAction.java,5.00,90.00,0.00,0.00,gui,90.00
src\main\java\org\jabref\gui\backup\BackupResolverDialog.java,0.00,100.00,0.00,0.00,gui,100.00
src\main\java\org\jabref\gui\bibtexextractor\ExtractBibtexDialog.java,0.00,95.00,0.00,5.00,gui,95.00
src\main\java\org\jabref\gui\bibtexextractor\ExtractBibtexAction.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\bibtexextractor\BibtexExtractor.java,0.00,90.00,0.00,0.00,gui,90.00
src\main\java\org\jabref\gui\bibtexextractor\BibtexExtractorViewModel.java,5.00,90.00,2.00,3.00,gui,90.00
src\main\java\org\jabref\gui\citationkeypattern\GenerateCitationKeyAction.java,5.00,90.00,3.00,2.00,gui,90.00
src\main\java\org\jabref\gui\citationkeypattern\GenerateCitationKeySingleAction.java,0.00,90.00,0.00,0.00,gui,90.00
src\main\java\org\jabref\gui\cleanup\CleanupSingleAction.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\cleanup\CleanupPresetPanel.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\cleanup\CleanupDialog.java,0.00,100.00,0.00,0.00,gui,100.00
src\main\java\org\jabref\gui\cleanup\CleanupAction.java,0.00,90.00,0.00,0.00,gui,90.00
src\main\java\org\jabref\gui\collab\entryadd\EntryAdd.java,30.00,50.00,5.00,5.00,gui,50.00
src\main\java\org\jabref\gui\collab\entrychange\EntryChangeResolver.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\collab\entrychange\EntryChange.java,0.00,90.00,0.00,0.00,gui,90.00
src\main\java\org\jabref\gui\collab\entrychange\EntryChangeDetailsView.java,5.00,90.00,0.00,5.00,gui,90.00
src\main\java\org\jabref\gui\collab\entrychange\PreviewWithSourceTab.java,0.00,100.00,0.00,0.00,gui,100.00
src\main\java\org\jabref\gui\collab\entrychange\EntryWithPreviewAndSourceDetailsView.java,0.00,100.00,0.00,0.00,gui,100.00
src\main\java\org\jabref\gui\collab\entrydelete\EntryDelete.java,0.00,90.00,0.00,0.00,gui,90.00
src\main\java\org\jabref\gui\collab\groupchange\GroupChangeDetailsView.java,0.00,100.00,0.00,0.00,gui,100.00
src\main\java\org\jabref\gui\collab\groupchange\GroupChange.java,5.00,90.00,0.00,5.00,gui,90.00
src\main\java\org\jabref\gui\collab\metedatachange\MetadataChangeDetailsView.java,0.00,90.00,0.00,0.00,gui,90.00
src\main\java\org\jabref\gui\collab\metedatachange\MetadataChange.java,10.00,80.00,5.00,5.00,gui,80.00
src\main\java\org\jabref\gui\collab\preamblechange\PreambleChangeDetailsView.java,0.00,100.00,0.00,0.00,gui,100.00
src\main\java\org\jabref\gui\collab\preamblechange\PreambleChange.java,20.00,70.00,0.00,0.00,gui,70.00
src\main\java\org\jabref\gui\collab\stringadd\BibTexStringAdd.java,0.00,90.00,0.00,0.00,gui,90.00
src\main\java\org\jabref\gui\collab\stringadd\BibTexStringAddDetailsView.java,0.00,100.00,0.00,0.00,gui,100.00
src\main\java\org\jabref\gui\collab\stringchange\BibTexStringChangeDetailsView.java,0.00,100.00,0.00,0.00,gui,100.00
src\main\java\org\jabref\gui\collab\stringchange\BibTexStringChange.java,10.00,80.00,5.00,5.00,gui,80.00
src\main\java\org\jabref\gui\collab\stringdelete\BibTexStringDeleteDetailsView.java,0.00,100.00,0.00,0.00,gui,100.00
src\main\java\org\jabref\gui\collab\stringdelete\BibTexStringDelete.java,10.00,80.00,5.00,5.00,gui,80.00
src\main\java\org\jabref\gui\collab\stringrename\BibTexStringRenameDetailsView.java,0.00,100.00,0.00,0.00,gui,100.00
src\main\java\org\jabref\gui\collab\stringrename\BibTexStringRename.java,0.00,90.00,0.00,0.00,gui,90.00
src\main\java\org\jabref\gui\collab\DatabaseChange.java,5.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\collab\ExternalChangesResolverViewModel.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\collab\DatabaseChangeResolver.java,10.00,80.00,5.00,5.00,gui,80.00
src\main\java\org\jabref\gui\collab\DatabaseChangeDetailsView.java,0.00,100.00,0.00,0.00,gui,100.00
src\main\java\org\jabref\gui\collab\ChangeScanner.java,0.00,80.00,0.00,0.00,gui,80.00
src\main\java\org\jabref\gui\collab\DatabaseChangeDetailsViewFactory.java,10.00,85.00,0.00,5.00,gui,85.00
src\main\java\org\jabref\gui\collab\DatabaseChangeMonitor.java,0.00,85.00,0.00,0.00,gui,85.00
src\main\java\org\jabref\gui\collab\DatabaseChangesResolverDialog.java,0.00,100.00,0.00,5.00,gui,100.00
src\main\java\org\jabref\gui\collab\DatabaseChangeListener.java,0.00,90.00,0.00,0.00,gui,90.00
src\main\java\org\jabref\gui\collab\DatabaseChangeResolverFactory.java,0.00,90.00,0.00,0.00,gui,90.00
src\main\java\org\jabref\gui\collab\DatabaseChangeList.java,10.00,80.00,5.00,5.00,gui,80.00
src\main\java\org\jabref\gui\commonfxcontrols\CitationKeyPatternPanel.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\commonfxcontrols\FieldFormatterCleanupsPanel.java,0.00,100.00,0.00,0.00,gui,100.00
src\main\java\org\jabref\gui\commonfxcontrols\SaveOrderConfigPanel.java,0.00,95.00,0.00,4.00,gui,95.00
src\main\java\org\jabref\gui\commonfxcontrols\SaveOrderConfigPanelViewModel.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\commonfxcontrols\CitationKeyPatternPanelViewModel.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\commonfxcontrols\SortCriterionViewModel.java,0.00,100.00,0.00,0.00,gui,100.00
src\main\java\org\jabref\gui\commonfxcontrols\FieldFormatterCleanupsPanelViewModel.java,0.00,95.00,0.00,5.00,gui,95.00
src\main\java\org\jabref\gui\commonfxcontrols\CitationKeyPatternPanelItemModel.java,5.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\copyfiles\CopyFilesTask.java,10.00,85.00,0.00,5.00,gui,85.00
src\main\java\org\jabref\gui\copyfiles\CopyFilesResultItemViewModel.java,0.00,100.00,0.00,0.00,gui,100.00
src\main\java\org\jabref\gui\copyfiles\CopyFilesDialogView.java,5.00,90.00,2.00,3.00,gui,90.00
src\main\java\org\jabref\gui\copyfiles\CopyFilesResultListDependency.java,10.00,80.00,5.00,5.00,gui,80.00
src\main\java\org\jabref\gui\copyfiles\CopyFilesAction.java,5.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\copyfiles\CopyFilesDialogViewModel.java,5.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\copyfiles\CopySingleFileAction.java,30.00,50.00,5.00,0.00,gui,50.00
src\main\java\org\jabref\gui\desktop\os\DefaultDesktop.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\desktop\os\Windows.java,0.00,80.00,0.00,0.00,gui,80.00
src\main\java\org\jabref\gui\desktop\os\NativeDesktop.java,0.00,90.00,0.00,0.00,gui,90.00
src\main\java\org\jabref\gui\desktop\os\OSX.java,10.00,80.00,5.00,5.00,gui,80.00
src\main\java\org\jabref\gui\desktop\os\Linux.java,10.00,80.00,5.00,5.00,gui,80.00
src\main\java\org\jabref\gui\desktop\JabRefDesktop.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\dialogs\AutosaveUiManager.java,5.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\dialogs\BackupUIManager.java,0.00,95.00,0.00,5.00,gui,95.00
src\main\java\org\jabref\gui\documentviewer\DocumentViewerViewModel.java,0.00,100.00,0.00,0.00,gui,100.00
src\main\java\org\jabref\gui\documentviewer\DocumentViewerView.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\documentviewer\DocumentViewModel.java,10.00,90.00,0.00,5.00,gui,90.00
src\main\java\org\jabref\gui\documentviewer\PdfDocumentViewModel.java,5.00,90.00,2.00,3.00,gui,90.00
src\main\java\org\jabref\gui\documentviewer\DocumentPageViewModel.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\documentviewer\PdfDocumentPageViewModel.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\documentviewer\PageDimension.java,0.00,90.00,0.00,0.00,gui,90.00
src\main\java\org\jabref\gui\documentviewer\ShowDocumentViewerAction.java,5.00,90.00,1.00,1.00,gui,90.00
src\main\java\org\jabref\gui\documentviewer\DocumentViewerControl.java,0.00,100.00,0.00,0.00,gui,100.00
src\main\java\org\jabref\gui\duplicationFinder\DuplicateResolverDialog.java,5.00,90.00,0.00,5.00,gui,90.00
src\main\java\org\jabref\gui\duplicationFinder\DuplicateSearch.java,0.00,70.00,0.00,0.00,gui,70.00
src\main\java\org\jabref\gui\edit\automaticfiededitor\copyormovecontent\CopyOrMoveFieldContentTabViewModel.java,0.00,100.00,0.00,0.00,gui,100.00
src\main\java\org\jabref\gui\edit\automaticfiededitor\copyormovecontent\CopyOrMoveFieldContentTabView.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\edit\automaticfiededitor\editfieldcontent\EditFieldContentViewModel.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\edit\automaticfiededitor\editfieldcontent\EditFieldContentTabView.java,0.00,95.00,0.00,5.00,gui,95.00
src\main\java\org\jabref\gui\edit\automaticfiededitor\renamefield\RenameFieldTabView.java,0.00,100.00,0.00,0.00,gui,100.00
src\main\java\org\jabref\gui\edit\automaticfiededitor\renamefield\RenameFieldViewModel.java,0.00,100.00,0.00,0.00,gui,100.00
src\main\java\org\jabref\gui\edit\automaticfiededitor\AbstractAutomaticFieldEditorTabViewModel.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\edit\automaticfiededitor\AutomaticFieldEditorTab.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\edit\automaticfiededitor\AutomaticFieldEditorDialog.java,0.00,100.00,0.00,0.00,gui,100.00
src\main\java\org\jabref\gui\edit\automaticfiededitor\LastAutomaticFieldEditorEdit.java,0.00,90.00,0.00,0.00,gui,90.00
src\main\java\org\jabref\gui\edit\automaticfiededitor\NotificationPaneAdapter.java,0.00,100.00,0.00,0.00,gui,100.00
src\main\java\org\jabref\gui\edit\automaticfiededitor\AutomaticFieldEditorViewModel.java,0.00,100.00,0.00,0.00,gui,100.00
src\main\java\org\jabref\gui\edit\automaticfiededitor\MoveFieldValueAction.java,0.00,100.00,0.00,0.00,gui,100.00
src\main\java\org\jabref\gui\edit\automaticfiededitor\AutomaticFieldEditorAction.java,5.00,90.00,0.00,5.00,gui,90.00
src\main\java\org\jabref\gui\edit\automaticfiededitor\AbstractAutomaticFieldEditorTabView.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\edit\EditAction.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\edit\ReplaceStringView.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\edit\ManageKeywordsDialog.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\edit\ManageKeywordsDisplayType.java,0.00,80.00,0.00,0.00,gui,80.00
src\main\java\org\jabref\gui\edit\ReplaceStringViewModel.java,5.00,90.00,0.00,5.00,gui,90.00
src\main\java\org\jabref\gui\edit\ManageKeywordsViewModel.java,10.00,90.00,0.00,5.00,gui,90.00
src\main\java\org\jabref\gui\edit\CopyDoiUrlAction.java,10.00,90.00,0.00,5.00,gui,90.00
src\main\java\org\jabref\gui\edit\ReplaceStringAction.java,5.00,90.00,0.00,5.00,gui,90.00
src\main\java\org\jabref\gui\edit\CopyMoreAction.java,3.00,90.00,2.00,5.00,gui,90.00
src\main\java\org\jabref\gui\edit\ManageKeywordsAction.java,10.00,90.00,0.00,5.00,gui,90.00
src\main\java\org\jabref\gui\edit\OpenBrowserAction.java,10.00,90.00,0.00,0.00,gui,90.00
src\main\java\org\jabref\gui\entryeditor\fileannotationtab\FileAnnotationTabView.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\entryeditor\fileannotationtab\FulltextSearchResultsTab.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\entryeditor\fileannotationtab\FileAnnotationViewModel.java,0.00,100.00,0.00,0.00,gui,100.00
src\main\java\org\jabref\gui\entryeditor\fileannotationtab\FileAnnotationTab.java,0.00,100.00,0.00,0.00,gui,100.00
src\main\java\org\jabref\gui\entryeditor\fileannotationtab\FileAnnotationTabViewModel.java,5.00,90.00,0.00,5.00,gui,90.00
src\main\java\org\jabref\gui\entryeditor\MathSciNetTab.java,0.00,100.00,0.00,0.00,gui,100.00
src\main\java\org\jabref\gui\entryeditor\FieldsEditorTab.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\entryeditor\OptionalFieldsTab.java,0.00,100.00,0.00,0.00,gui,100.00
src\main\java\org\jabref\gui\entryeditor\OptionalFields2Tab.java,0.00,100.00,0.00,0.00,gui,100.00
src\main\java\org\jabref\gui\entryeditor\EntryEditor.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\entryeditor\OpenEntryEditorAction.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\entryeditor\LatexCitationsTabViewModel.java,0.00,90.00,0.00,0.00,gui,90.00
src\main\java\org\jabref\gui\entryeditor\EntryEditorPreferences.java,0.00,10.00,0.00,90.00,preferences,90.00
src\main\java\org\jabref\gui\entryeditor\EntryEditorTab.java,5.00,90.00,2.00,3.00,gui,90.00
src\main\java\org\jabref\gui\entryeditor\OptionalFieldsTabBase.java,5.00,90.00,0.00,5.00,gui,90.00
src\main\java\org\jabref\gui\entryeditor\LatexCitationsTab.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\entryeditor\DeprecatedFieldsTab.java,0.00,100.00,0.00,0.00,gui,100.00
src\main\java\org\jabref\gui\entryeditor\RequiredFieldsTab.java,0.00,100.00,0.00,0.00,gui,100.00
src\main\java\org\jabref\gui\entryeditor\UserDefinedFieldsTab.java,0.00,100.00,0.00,0.00,gui,100.00
src\main\java\org\jabref\gui\entryeditor\OtherFieldsTab.java,0.00,100.00,0.00,0.00,gui,100.00
src\main\java\org\jabref\gui\entryeditor\PreviewTab.java,0.00,95.00,0.00,5.00,gui,95.00
src\main\java\org\jabref\gui\entryeditor\SourceTab.java,0.00,95.00,0.00,5.00,gui,95.00
src\main\java\org\jabref\gui\entryeditor\PreviewSwitchAction.java,0.00,100.00,0.00,0.00,gui,100.00
src\main\java\org\jabref\gui\entryeditor\RelatedArticlesTab.java,0.00,100.00,0.00,0.00,gui,100.00
src\main\java\org\jabref\gui\errorconsole\ErrorConsoleViewModel.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\errorconsole\LogEventViewModel.java,0.00,100.00,0.00,0.00,gui,100.00
src\main\java\org\jabref\gui\errorconsole\ErrorConsoleView.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\exporter\ExportToClipboardAction.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\exporter\CreateModifyExporterDialogView.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\exporter\WriteMetadataToPdfAction.java,0.00,90.00,0.00,0.00,gui,90.00
src\main\java\org\jabref\gui\exporter\SaveAction.java,5.00,85.00,0.00,10.00,gui,85.00
src\main\java\org\jabref\gui\exporter\ExporterViewModel.java,0.00,80.00,0.00,0.00,gui,80.00
src\main\java\org\jabref\gui\exporter\SaveDatabaseAction.java,0.00,90.00,0.00,0.00,gui,90.00
src\main\java\org\jabref\gui\exporter\CreateModifyExporterDialogViewModel.java,10.00,90.00,0.00,0.00,gui,90.00
src\main\java\org\jabref\gui\exporter\SaveAllAction.java,10.00,85.00,5.00,0.00,gui,85.00
src\main\java\org\jabref\gui\exporter\ExportCommand.java,0.00,85.00,0.00,0.00,gui,85.00
src\main\java\org\jabref\gui\externalfiles\DownloadFullTextAction.java,0.00,90.00,0.00,0.00,gui,90.00
src\main\java\org\jabref\gui\externalfiles\FileFilterUtils.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\externalfiles\FileDownloadTask.java,10.00,90.00,0.00,0.00,gui,90.00
src\main\java\org\jabref\gui\externalfiles\GitIgnoreFileFilter.java,0.00,90.00,0.00,0.00,gui,90.00
src\main\java\org\jabref\gui\externalfiles\FindUnlinkedFilesAction.java,5.00,90.00,1.00,4.00,gui,90.00
src\main\java\org\jabref\gui\externalfiles\ExternalFileSorter.java,10.00,80.00,5.00,5.00,gui,80.00
src\main\java\org\jabref\gui\externalfiles\AutoLinkFilesAction.java,10.00,90.00,0.00,0.00,gui,90.00
src\main\java\org\jabref\gui\externalfiles\ExternalFilesEntryLinker.java,0.00,80.00,0.00,0.00,gui,80.00
src\main\java\org\jabref\gui\externalfiles\DateRange.java,0.00,80.00,0.00,0.00,gui,80.00
src\main\java\org\jabref\gui\externalfiles\AutoSetFileLinksUtil.java,10.00,90.00,0.00,0.00,gui,90.00
src\main\java\org\jabref\gui\externalfiles\FileExtensionViewModel.java,10.00,90.00,0.00,5.00,gui,90.00
src\main\java\org\jabref\gui\externalfiles\ChainedFilters.java,35.00,40.00,5.00,5.00,None,40.00
src\main\java\org\jabref\gui\externalfiles\ImportHandler.java,0.00,90.00,0.00,0.00,gui,90.00
src\main\java\org\jabref\gui\externalfiles\ImportFilesResultItemViewModel.java,5.00,90.00,0.00,5.00,gui,90.00
src\main\java\org\jabref\gui\externalfiles\UnlinkedFilesDialogViewModel.java,0.00,100.00,0.00,0.00,gui,100.00
src\main\java\org\jabref\gui\externalfiles\UnlinkedFilesCrawler.java,5.00,85.00,0.00,0.00,gui,85.00
src\main\java\org\jabref\gui\externalfiles\UnlinkedFilesDialogView.java,0.00,100.00,0.00,0.00,gui,100.00
src\main\java\org\jabref\gui\externalfiles\UnlinkedPDFFileFilter.java,5.00,90.00,0.00,5.00,gui,90.00
src\main\java\org\jabref\gui\externalfiletype\CustomExternalFileType.java,10.00,80.00,5.00,5.00,gui,80.00
src\main\java\org\jabref\gui\externalfiletype\UnknownExternalFileType.java,0.00,90.00,0.00,0.00,gui,90.00
src\main\java\org\jabref\gui\externalfiletype\ExternalFileTypes.java,0.00,90.00,0.00,0.00,gui,90.00
src\main\java\org\jabref\gui\externalfiletype\StandardExternalFileType.java,0.00,100.00,0.00,0.00,gui,100.00
src\main\java\org\jabref\gui\externalfiletype\ExternalFileType.java,10.00,80.00,5.00,5.00,gui,80.00
src\main\java\org\jabref\gui\fieldeditors\contextmenu\EditorMenus.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\fieldeditors\contextmenu\ProtectedTermsMenu.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\fieldeditors\contextmenu\EditorContextAction.java,5.00,90.00,2.00,3.00,gui,90.00
src\main\java\org\jabref\gui\fieldeditors\contextmenu\DefaultMenu.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\fieldeditors\identifier\ISBNIdentifierEditorViewModel.java,0.00,100.00,0.00,0.00,gui,100.00
src\main\java\org\jabref\gui\fieldeditors\identifier\DoiIdentifierEditorViewModel.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\fieldeditors\identifier\BaseIdentifierEditorViewModel.java,5.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\fieldeditors\identifier\EprintIdentifierEditorViewModel.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\fieldeditors\identifier\IdentifierEditor.java,0.00,0.00,0.00,0.00,None,0.00
src\main\java\org\jabref\gui\fieldeditors\CitationKeyEditorViewModel.java,5.00,90.00,2.00,3.00,gui,90.00
src\main\java\org\jabref\gui\fieldeditors\DateEditor.java,0.00,100.00,0.00,0.00,gui,100.00
src\main\java\org\jabref\gui\fieldeditors\DateEditorViewModel.java,5.00,90.00,0.00,5.00,gui,90.00
src\main\java\org\jabref\gui\fieldeditors\EditorValidator.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\fieldeditors\AbstractEditorViewModel.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\fieldeditors\EditorTextField.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\fieldeditors\EditorTextArea.java,0.00,100.00,0.00,0.00,gui,100.00
src\main\java\org\jabref\gui\fieldeditors\CitationKeyEditor.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\fieldeditors\ContextMenuAddable.java,5.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\fieldeditors\FieldEditorFX.java,0.00,100.00,0.00,0.00,gui,100.00
src\main\java\org\jabref\gui\fieldeditors\FieldEditors.java,10.00,90.00,0.00,5.00,gui,90.00
src\main\java\org\jabref\gui\fieldeditors\EditorTypeEditorViewModel.java,10.00,85.00,0.00,5.00,gui,85.00
src\main\java\org\jabref\gui\fieldeditors\FieldNameLabel.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\fieldeditors\GenderEditorViewModel.java,0.00,100.00,0.00,0.00,gui,100.00
src\main\java\org\jabref\gui\fieldeditors\KeywordsEditor.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\fieldeditors\LinkedEntriesEditorViewModel.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\fieldeditors\JournalEditor.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\fieldeditors\LinkedEntriesEditor.java,0.00,100.00,0.00,0.00,gui,100.00
src\main\java\org\jabref\gui\fieldeditors\JournalEditorViewModel.java,0.00,100.00,0.00,0.00,gui,100.00
src\main\java\org\jabref\gui\fieldeditors\LinkedFilesEditor.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\fieldeditors\MapBasedEditorViewModel.java,0.00,95.00,0.00,5.00,gui,95.00
src\main\java\org\jabref\gui\fieldeditors\LinkedFilesEditorViewModel.java,0.00,100.00,0.00,0.00,gui,100.00
src\main\java\org\jabref\gui\fieldeditors\PersonsEditor.java,0.00,100.00,0.00,0.00,gui,100.00
src\main\java\org\jabref\gui\fieldeditors\LinkedFileViewModel.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\fieldeditors\PatentTypeEditorViewModel.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\fieldeditors\OptionEditor.java,0.00,95.00,0.00,0.00,gui,95.00
src\main\java\org\jabref\gui\fieldeditors\MonthEditorViewModel.java,0.00,100.00,0.00,0.00,gui,100.00
src\main\java\org\jabref\gui\fieldeditors\OwnerEditor.java,0.00,100.00,0.00,0.00,gui,100.00
