file_path,logic,model,best_module,best_likelihood
jabref\src\main\java\org\jabref\logic\util\MetadataSerializationConfiguration.java,1937.260627746582,0.07376126561846053,logic,1937.260627746582
jabref\src\main\java\org\jabref\gui\mergeentries\MergeResult.java,0.05321218626839774,0.028577474185398646,logic,0.05321218626839774
jabref\src\main\java\org\jabref\gui\entryeditor\OptionalFields2Tab.java,0.051845250810895645,0.05714856556483677,model,0.05714856556483677
jabref\src\test\java\org\jabref\logic\formatter\IdentityFormatterTest.java,1946.056022644043,0.0739668369293213,logic,1946.056022644043
jabref\src\test\java\org\jabref\logic\formatter\casechanger\TitleCaseFormatterTest.java,1804.559726715088,0.10233251026698521,logic,1804.559726715088
jabref\src\main\java\org\jabref\gui\fieldeditors\identifier\EprintIdentifierEditorViewModel.java,0.05108821732657296,35.0067675113678,model,35.0067675113678
jabref\src\test\java\org\jabref\model\entry\identifier\MathSciNetIdTest.java,0.1760895184108189,3255.1089477539062,model,3255.1089477539062
jabref\src\main\java\org\jabref\gui\autocompleter\AppendPersonNamesStrategy.java,0.06429931095668248,0.028577429907662526,logic,0.06429931095668248
jabref\src\test\java\org\jabref\logic\formatter\bibtexfields\ReplaceTabsBySpaceFormaterTest.java,1921.4829635620117,0.0733931405203683,logic,1921.4829635620117
jabref\src\main\java\org\jabref\gui\importer\ImportCommand.java,0.04971286909920829,0.04866645676749093,logic,0.04971286909920829
jabref\src\test\java\org\jabref\logic\exporter\MetaDataSerializerTest.java,1907.9356575012207,0.07086744308471679,logic,1907.9356575012207
jabref\src\test\java\org\jabref\logic\importer\fileformat\RepecNepImporterTest.java,1841.6289329528809,0.07152999469212123,logic,1841.6289329528809
jabref\src\main\java\org\jabref\gui\slr\StartNewStudyAction.java,0.08658557619367327,0.043386646679469516,logic,0.08658557619367327
jabref\src\main\java\org\jabref\model\openoffice\uno\UnoTextSection.java,0.23114915575299944,3069.326858520508,model,3069.326858520508
jabref\src\test\java\org\jabref\logic\importer\fileformat\RISImporterFilesTest.java,1914.4343376159668,0.07322868619646344,logic,1914.4343376159668
jabref\src\main\java\org\jabref\logic\importer\util\ShortDOIServiceException.java,1963.1788444519043,0.07350466591971261,logic,1963.1788444519043
jabref\src\test\java\org\jabref\logic\importer\fetcher\MedlineFetcherTest.java,1822.6519966125488,0.1710651397705078,logic,1822.6519966125488
jabref\src\test\java\org\jabref\gui\util\comparator\SpecialFieldComparatorTest.java,0.05094267981392997,0.02857691560472761,logic,0.05094267981392997
jabref\src\main\java\org\jabref\gui\theme\StyleSheet.java,0.08373860631670271,0.10237912450517928,model,0.10237912450517928
jabref\src\main\java\org\jabref\gui\collab\entryadd\EntryAdd.java,0.051689798491341726,0.057148524693080356,model,0.057148524693080356
jabref\src\test\java\org\jabref\logic\importer\fetcher\JstorFetcherTest.java,2180.175666809082,0.6065393175397601,logic,2180.175666809082
jabref\src\main\java\org\jabref\gui\maintable\MainTableFieldValueFormatter.java,0.12039687292916434,0.028576677186148508,logic,0.12039687292916434
jabref\src\test\java\org\jabref\logic\importer\fetcher\DOABFetcherTest.java,2048.834342956543,1.7299003601074219,logic,2048.834342956543
jabref\src\main\java\org\jabref\gui\openoffice\OpenOfficePanel.java,0.45299739837646485,2.6396030970982145,model,2.6396030970982145
jabref\src\test\java\org\jabref\logic\git\GitHandlerTest.java,2292.563018798828,0.12594287054879325,logic,2292.563018798828
jabref\src\main\java\org\jabref\gui\edit\automaticfiededitor\copyormovecontent\CopyOrMoveFieldContentTabView.java,0.0777937480381557,0.6343965802873884,model,0.6343965802873884
jabref\src\test\java\org\jabref\model\search\rules\ContainsBasedSearchRuleTest.java,0.1611954825265067,3005.2893447875977,model,3005.2893447875977
jabref\src\main\java\org\jabref\logic\importer\fileformat\MarcXmlParser.java,1585.0900840759277,0.7912774222237723,logic,1585.0900840759277
jabref\src\test\java\org\jabref\logic\layout\format\NoSpaceBetweenAbbreviationsTest.java,1904.566822052002,0.07265313693455287,logic,1904.566822052002
jabref\src\main\java\org\jabref\gui\util\ZipFileChooser.java,0.06046628952026367,0.15305450984409877,model,0.15305450984409877
jabref\src\main\java\org\jabref\logic\importer\fetcher\GoogleScholar.java,1765.1637649536133,0.46085455758231025,logic,1765.1637649536133
jabref\src\main\java\org\jabref\model\openoffice\ootext\OOText.java,0.2546730586460659,3261.9296646118164,model,3261.9296646118164
jabref\src\test\java\org\jabref\logic\exporter\HtmlExportFormatTest.java,1898.1708145141602,0.12216341836111887,logic,1898.1708145141602
jabref\src\main\java\org\jabref\gui\mergeentries\newmergedialog\cell\MergedFieldCell.java,0.11964336122785296,0.02857698713030134,logic,0.11964336122785296
jabref\src\main\java\org\jabref\model\search\matchers\OrMatcher.java,0.1769258907863072,3269.1375732421875,model,3269.1375732421875
jabref\src\main\java\org\jabref\model\database\event\BibDatabaseContextChangedEvent.java,0.17713682992117746,3371.585578918457,model,3371.585578918457
jabref\src\test\java\org\jabref\logic\pdf\search\indexing\PdfIndexerTest.java,1729.403133392334,0.12017503465924945,logic,1729.403133392334
jabref\src\main\java\org\jabref\logic\layout\format\JournalAbbreviator.java,1938.5039138793945,0.07379027775355748,logic,1938.5039138793945
jabref\src\main\java\org\jabref\gui\bibtexextractor\BibtexExtractor.java,0.0689300537109375,0.028575124059404645,logic,0.0689300537109375
jabref\src\main\java\org\jabref\gui\preferences\entryeditortabs\CustomEditorFieldsTabViewModel.java,0.11394438062395368,69.40413355827332,model,69.40413355827332
jabref\src\main\java\org\jabref\gui\AbstractViewModel.java,0.05361330509185791,35.0075227022171,model,35.0075227022171
jabref\src\main\java\org\jabref\gui\fieldeditors\JournalEditorViewModel.java,0.060026209694998604,35.00708878040314,model,35.00708878040314
jabref\src\main\java\org\jabref\gui\importer\ImportEntriesDialog.java,0.14064148494175502,0.6363113948277065,model,0.6363113948277065
jabref\src\main\java\org\jabref\model\entry\field\StandardField.java,0.18454666137695314,2568.3960342407227,model,2568.3960342407227
jabref\src\main\java\org\jabref\model\search\rules\SentenceAnalyzer.java,0.213586848122733,3106.81396484375,model,3106.81396484375
jabref\src\main\java\org\jabref\logic\integrity\BibTeXEntryTypeChecker.java,2031.7549133300781,0.15874715532575334,logic,2031.7549133300781
jabref\src\main\java\org\jabref\gui\externalfiles\ExternalFileSorter.java,0.10489121845790318,0.0285773583820888,logic,0.10489121845790318
jabref\src\test\java\org\jabref\logic\importer\fetcher\transformers\YearRangeByFilteringQueryTransformerTest.java,1909.8140716552734,0.07312088693891253,logic,1909.8140716552734
jabref\src\main\java\org\jabref\logic\layout\format\LastPage.java,1936.021614074707,0.0737323556627546,logic,1936.021614074707
jabref\src\test\java\org\jabref\logic\layout\format\AuthorFirstLastOxfordCommasTest.java,1954.267292022705,0.0722597667149135,logic,1954.267292022705
jabref\src\test\java\org\jabref\logic\journals\AbbreviationTest.java,1703.1364440917969,0.06829870087759836,logic,1703.1364440917969
jabref\src\main\java\org\jabref\logic\crawler\StudyRepository.java,1654.339199066162,0.17301930018833706,logic,1654.339199066162
jabref\src\main\java\org\jabref\logic\importer\fetcher\CrossRef.java,1720.565414428711,0.11456662586757115,logic,1720.565414428711
jabref\src\test\java\org\jabref\logic\cleanup\DoiCleanupTest.java,1824.174861907959,0.07086744308471679,logic,1824.174861907959
jabref\src\main\java\org\jabref\gui\copyfiles\CopySingleFileAction.java,0.055137341363089426,0.1219484874180385,model,0.1219484874180385
jabref\src\main\java\org\jabref\model\entry\types\IEEETranEntryTypeDefinitions.java,0.19755597795758928,2861.3917922973633,model,2861.3917922973633
jabref\src\test\java\org\jabref\logic\layout\format\FileLinkTest.java,1925.68359375,0.07207046917506627,logic,1925.68359375
jabref\src\main\java\org\jabref\logic\formatter\casechanger\UpperCaseFormatter.java,1993.0695152282715,0.09462601797921318,logic,1993.0695152282715
jabref\src\main\java\org\jabref\gui\edit\ReplaceStringViewModel.java,0.14616091591971261,35.00585377216339,model,35.00585377216339
jabref\src\main\java\org\jabref\gui\maintable\ColumnPreferences.java,0.051689798491341726,0.02857709952763149,logic,0.051689798491341726
jabref\src\test\java\org\jabref\logic\formatter\bibtexfields\ReplaceWithEscapedDoubleQuotesTest.java,1907.526969909668,0.0730675220489502,logic,1907.526969909668
jabref\src\main\java\org\jabref\logic\layout\format\FormatPagesForHTML.java,1951.1800384521484,0.07408603940691266,logic,1951.1800384521484
jabref\src\test\java\org\jabref\logic\layout\format\ReplaceTest.java,1919.4709014892578,0.10970117024012975,logic,1919.4709014892578
jabref\src\main\java\org\jabref\gui\collab\DatabaseChangeDetailsViewFactory.java,0.0494577169418335,0.057147979736328125,model,0.057147979736328125
jabref\src\test\java\org\jabref\logic\integrity\ValidCitationKeyCheckerTest.java,1912.1163940429688,0.07317460605076381,logic,1912.1163940429688
jabref\src\main\java\org\jabref\logic\importer\IdFetcher.java,1948.6089515686035,0.07402604648045132,logic,1948.6089515686035
jabref\src\main\java\org\jabref\logic\integrity\UrlChecker.java,1931.1084175109863,0.07361772400992257,logic,1931.1084175109863
jabref\src\main\java\org\jabref\logic\importer\ImporterPreferences.java,1957.3557472229004,0.07322868619646344,logic,1957.3557472229004
jabref\src\main\java\org\jabref\logic\layout\format\Ordinal.java,1946.1943435668945,0.0730675220489502,logic,1946.1943435668945
jabref\src\main\java\org\jabref\gui\collab\entrychange\EntryChangeDetailsView.java,0.10778718675885882,0.05715197835649763,logic,0.10778718675885882
jabref\src\main\java\org\jabref\gui\undo\AbstractUndoableJabRefEdit.java,0.05278130258832659,0.0285773686000279,logic,0.05278130258832659
jabref\src\main\java\org\jabref\logic\importer\fetcher\ACS.java,1928.7832641601562,0.07245392118181501,logic,1928.7832641601562
jabref\src\main\java\org\jabref\logic\search\SearchQuery.java,1769.029140472412,0.08543337413242885,logic,1769.029140472412
jabref\src\test\java\org\jabref\logic\layout\format\AuthorFirstFirstTest.java,2000.781307220459,0.07350466591971261,logic,2000.781307220459
jabref\src\main\java\org\jabref\logic\importer\IdParserFetcher.java,1849.1618156433105,0.0717057500566755,logic,1849.1618156433105
jabref\src\main\java\org\jabref\gui\openoffice\ManageCitationsDialogView.java,0.1336383819580078,0.537228284563337,model,0.537228284563337
jabref\src\main\java\org\jabref\logic\layout\format\ReplaceWithEscapedDoubleQuotes.java,1987.7067756652832,0.0736748422895159,logic,1987.7067756652832
jabref\src\main\java\org\jabref\gui\libraryproperties\general\GeneralPropertiesView.java,0.07778008324759347,0.057147918428693496,logic,0.07778008324759347
jabref\src\test\java\org\jabref\cli\JabRefCLITest.java,0.06858352933611189,0.5650788988385882,model,0.5650788988385882
jabref\src\main\java\org\jabref\gui\collab\entrychange\PreviewWithSourceTab.java,0.09298522131783622,0.028576316152300153,logic,0.09298522131783622
jabref\src\main\java\org\jabref\logic\cleanup\ConvertToBibtexCleanup.java,1865.8540534973145,0.10346999168395996,logic,1865.8540534973145
jabref\src\main\java\org\jabref\logic\xmp\XmpUtilShared.java,1898.5297012329102,0.23966870989118302,logic,1898.5297012329102
jabref\src\main\java\org\jabref\gui\mergeentries\newmergedialog\fieldsmerger\GroupMerger.java,0.05176726409367153,0.028577119963509697,logic,0.05176726409367153
jabref\src\main\java\org\jabref\gui\util\StreamGobbler.java,0.16315832138061523,0.028577194895063128,logic,0.16315832138061523
jabref\src\main\java\org\jabref\gui\preferences\network\NetworkTab.java,0.09203792980739049,0.15864655630929128,model,0.15864655630929128
jabref\src\main\java\org\jabref\gui\help\VersionWorker.java,0.13423010962350027,0.048080488613673616,logic,0.13423010962350027
jabref\src\main\java\org\jabref\logic\importer\fetcher\transformers\BiodiversityLibraryTransformer.java,1927.4678802490234,0.0735327856881278,logic,1927.4678802490234
jabref\src\main\java\org\jabref\logic\cleanup\DoiCleanup.java,1860.1826286315918,0.07119090897696359,logic,1860.1826286315918
jabref\src\main\java\org\jabref\gui\bibtexextractor\BibtexExtractorViewModel.java,0.06521079199654715,35.006704926490784,model,35.006704926490784
jabref\src\main\java\org\jabref\migrations\SpecialFieldsToSeparateFields.java,0.008270777123314994,0.028576374053955078,model,0.028576374053955078
jabref\src\main\java\org\jabref\gui\preferences\customentrytypes\EntryTypeViewModel.java,0.10530775615147182,35.00642955303192,model,35.00642955303192
jabref\src\main\java\org\jabref\logic\bibtex\BibEntryWriter.java,1773.4388542175293,0.09646760395595005,logic,1773.4388542175293
jabref\src\main\java\org\jabref\gui\util\ControlHelper.java,0.20863241468157087,0.8030920846121652,model,0.8030920846121652
jabref\src\test\java\org\jabref\model\entry\DateTest.java,0.13130013602120535,2554.0814208984375,model,2554.0814208984375
jabref\src\test\java\org\jabref\gui\preferences\journals\JournalAbbreviationsViewModelTabTest.java,0.1154754774911063,78.70150923728943,model,78.70150923728943
jabref\src\test\java\org\jabref\model\metadata\MetaDataTest.java,0.1775609288896833,3279.7890853881836,model,3279.7890853881836
jabref\src\main\java\org\jabref\logic\auxparser\AuxParserResult.java,1942.526969909668,0.0730675220489502,logic,1942.526969909668
jabref\src\main\java\org\jabref\preferences\TelemetryPreferences.java,0.03694299289158413,0.02857717445918492,logic,0.03694299289158413
jabref\src\test\java\org\jabref\model\entry\EntryLinkListTest.java,0.1653456687927246,3019.225845336914,model,3019.225845336914
jabref\src\main\java\org\jabref\gui\MainApplication.java,0.05192376545497349,0.02857715742928641,logic,0.05192376545497349
jabref\src\main\java\org\jabref\gui\fieldeditors\LinkedFilesEditorViewModel.java,0.07669595990862166,94.37711000442505,model,94.37711000442505
jabref\src\main\java\org\jabref\logic\shared\DBMSType.java,1877.0408248901367,0.10092765263148716,logic,1877.0408248901367
jabref\src\main\java\org\jabref\gui\StateManager.java,0.11745406559535436,0.6644311087472098,model,0.6644311087472098
jabref\src\main\java\org\jabref\gui\util\ViewModelTreeTableRowFactory.java,0.12750719615391323,138.5827362537384,model,138.5827362537384
jabref\src\main\java\org\jabref\logic\journals\JournalAbbreviationLoader.java,1969.3036842346191,0.12364427021571568,logic,1969.3036842346191
jabref\src\main\java\org\jabref\logic\l10n\LocalizationKeyParams.java,2018.0246925354004,0.15691024235316686,logic,2018.0246925354004
jabref\src\main\java\org\jabref\logic\util\CoarseChangeFilter.java,1856.8809509277344,0.16897055762154714,logic,1856.8809509277344
jabref\src\main\java\org\jabref\gui\maintable\OpenUrlAction.java,0.11135189873831612,0.07171681267874581,logic,0.11135189873831612
jabref\src\main\java\org\jabref\model\entry\field\BibField.java,0.21536712646484374,3155.8279037475586,model,3155.8279037475586
jabref\src\main\java\org\jabref\gui\edit\automaticfiededitor\editfieldcontent\EditFieldContentViewModel.java,0.06263681139264787,70.00548243522644,model,70.00548243522644
jabref\src\test\java\org\jabref\model\entry\identifier\ISSNTest.java,0.16380141122000558,3048.9987564086914,model,3048.9987564086914
jabref\src\main\java\org\jabref\gui\preferences\entryeditortabs\CustomEditorFieldsTab.java,0.05153641019548689,0.02857706206185477,logic,0.05153641019548689
jabref\src\main\java\org\jabref\logic\groups\DefaultGroupsFactory.java,2027.8262519836426,0.09684756142752511,logic,2027.8262519836426
jabref\src\main\java\org\jabref\model\groups\AutomaticKeywordGroup.java,0.16559294291904994,2963.6646270751953,model,2963.6646270751953
jabref\src\main\java\org\jabref\gui\collab\groupchange\GroupChangeDetailsView.java,0.1059760502406529,0.09420960971287319,logic,0.1059760502406529
jabref\src\main\java\org\jabref\logic\importer\fetcher\AbstractIsbnFetcher.java,1912.1163940429688,0.07317460605076381,logic,1912.1163940429688
jabref\src\test\java\org\jabref\logic\integrity\BooktitleCheckerTest.java,1919.9303245544434,0.07296186174665178,logic,1919.9303245544434
jabref\src\test\java\org\jabref\logic\journals\AbbreviationWriterTest.java,1967.274398803711,0.09442785126822335,logic,1967.274398803711
jabref\src\main\java\org\jabref\logic\util\FileType.java,1944.7861671447754,0.07393685068402972,logic,1944.7861671447754
jabref\src\test\java\org\jabref\logic\integrity\UTF8CheckerTest.java,1970.9553909301758,0.15042501177106585,logic,1970.9553909301758
jabref\src\test\java\org\jabref\gui\util\OpenConsoleActionTest.java,0.09412345205034528,0.028576847485133578,logic,0.09412345205034528
jabref\src\main\java\org\jabref\model\openoffice\rangesort\RangeOverlapWithin.java,0.22182104928152901,2832.409553527832,model,2832.409553527832
jabref\src\main\java\org\jabref\logic\importer\fileformat\EndnoteImporter.java,1838.9101791381836,0.3693603788103376,logic,1838.9101791381836
jabref\src\main\java\org\jabref\gui\preferences\keybindings\presets\KeyBindingPreset.java,0.05316840580531529,0.02857746056147984,logic,0.05316840580531529
jabref\src\main\java\org\jabref\gui\importer\actions\GUIPostOpenAction.java,0.05308131831032889,0.028577440125601632,logic,0.05308131831032889
jabref\src\main\java\org\jabref\logic\pdf\EntryAnnotationImporter.java,1894.1193199157715,0.1208589826311384,logic,1894.1193199157715
jabref\src\main\java\org\jabref\logic\util\WebViewStore.java,1951.2287712097168,0.07275469643729074,logic,1951.2287712097168
jabref\src\test\java\org\jabref\logic\shared\SynchronizationEventListenerTest.java,1937.260627746582,0.15898397990635463,logic,1937.260627746582
jabref\src\main\java\org\jabref\logic\importer\fileformat\mods\Identifier.java,2009.6119499206543,0.890392575945173,logic,2009.6119499206543
jabref\src\main\java\org\jabref\model\openoffice\util\OOResult.java,0.1737769263131278,2923.9793395996094,model,2923.9793395996094
jabref\src\main\java\org\jabref\gui\DefaultInjector.java,0.07802914210728236,0.028576551164899554,logic,0.07802914210728236
jabref\src\test\java\org\jabref\logic\importer\fetcher\TitleFetcherTest.java,1843.1253623962402,0.07086744308471679,logic,1843.1253623962402
jabref\src\main\java\org\jabref\logic\importer\fetcher\ArXivFetcher.java,1667.9807662963867,0.7964264460972377,logic,1667.9807662963867
jabref\src\test\java\org\jabref\logic\importer\fetcher\CompositeSearchBasedFetcherTest.java,1769.4911003112793,0.08484921455383301,logic,1769.4911003112793
jabref\src\main\java\org\jabref\model\util\DummyFileUpdateMonitor.java,0.17629751477922712,3285.736083984375,model,3285.736083984375
jabref\src\main\java\org\jabref\gui\undo\UndoableRemoveString.java,0.08152438572474889,0.02857717445918492,logic,0.08152438572474889
jabref\src\main\java\org\jabref\logic\xmp\EncryptedPdfsNotSupportedException.java,1960.3248405456543,0.07429940359933036,logic,1960.3248405456543
jabref\src\main\java\org\jabref\gui\mergeentries\DiffHighlighting.java,0.11298300198146276,0.9243644714355469,model,0.9243644714355469
jabref\src\main\java\org\jabref\logic\formatter\bibtexfields\OrdinalsToSuperscriptFormatter.java,1949.4869422912598,0.07275469643729074,logic,1949.4869422912598
jabref\src\main\java\org\jabref\gui\libraryproperties\constants\ConstantsItemModel.java,0.13050316401890347,35.00598728656769,model,35.00598728656769
jabref\src\main\java\org\jabref\gui\util\comparator\RankingFieldComparator.java,0.0599193777356829,0.028577194895063128,logic,0.0599193777356829
jabref\src\main\java\org\jabref\logic\importer\ImportException.java,1979.623680114746,0.07390733446393694,logic,1979.623680114746
jabref\src\main\java\org\jabref\model\openoffice\util\OOPair.java,0.17629751477922712,3258.5976791381836,model,3258.5976791381836
jabref\src\test\java\org\jabref\logic\integrity\PagesCheckerBiblatexTest.java,1894.1193199157715,0.1013261250087193,logic,1894.1193199157715
jabref\src\main\java\org\jabref\logic\openoffice\style\OOBibStyle.java,1702.1330833435059,1.0997269766671316,logic,1702.1330833435059
jabref\src\main\java\org\jabref\logic\layout\format\AuthorAndToSemicolonReplacer.java,1963.7715148925781,0.07405599185398647,logic,1963.7715148925781
jabref\src\test\java\org\jabref\logic\layout\format\AuthorLastFirstCommasTest.java,1954.267292022705,0.0722597667149135,logic,1954.267292022705
jabref\src\test\java\org\jabref\gui\autocompleter\SuggestionProvidersTest.java,0.05475002016339983,0.07772932733808245,model,0.07772932733808245
jabref\src\test\java\org\jabref\logic\citationkeypattern\MakeLabelWithoutDatabaseTest.java,2012.4524688720703,0.0720712661743164,logic,2012.4524688720703
jabref\src\test\java\org\jabref\logic\formatter\bibtexfields\RemoveBracesFormatterTest.java,1866.2357711791992,0.0717057500566755,logic,1866.2357711791992
jabref\src\main\java\org\jabref\logic\integrity\ASCIICharacterChecker.java,1927.1856307983398,0.07322868619646344,logic,1927.1856307983398
jabref\src\main\java\org\jabref\logic\WatchServiceUnavailableException.java,1985.9148788452148,0.0741161891392299,logic,1985.9148788452148
jabref\src\main\java\org\jabref\gui\libraryproperties\AbstractPropertiesTabView.java,0.09040656770978656,0.7221551622663226,model,0.7221551622663226
jabref\src\main\java\org\jabref\logic\layout\format\CreateDocBook4Editors.java,1926.2626457214355,0.07350466591971261,logic,1926.2626457214355
jabref\src\main\java\org\jabref\architecture\ApacheCommonsLang3Allowed.java,0.0,0.028577559334891183,model,0.028577559334891183
jabref\src\main\java\org\jabref\gui\mergeentries\newmergedialog\cell\CopyFieldValueCommand.java,0.11155776296343123,0.02857727663857596,logic,0.11155776296343123
jabref\src\main\java\org\jabref\gui\edit\automaticfiededitor\LastAutomaticFieldEditorEdit.java,0.05200280802590507,0.02857717445918492,logic,0.05200280802590507
jabref\src\main\java\org\jabref\model\entry\event\EntryChangedEvent.java,0.18181052889142718,3300.6504440307617,model,3300.6504440307617
jabref\src\main\java\org\jabref\gui\externalfiles\GitIgnoreFileFilter.java,0.06305721827915736,0.051889320782252724,logic,0.06305721827915736
jabref\src\main\java\org\jabref\gui\sidepane\SidePaneComponent.java,0.17567125047956195,1.2335326058523997,model,1.2335326058523997
jabref\src\test\java\org\jabref\logic\layout\format\RisKeywordsTest.java,1894.1193199157715,0.07275469643729074,logic,1894.1193199157715
jabref\src\main\java\org\jabref\logic\importer\CompositeIdFetcher.java,1914.8478317260742,0.07275469643729074,logic,1914.8478317260742
jabref\src\main\java\org\jabref\gui\mergeentries\newmergedialog\DiffMethod.java,0.0533888612474714,0.028577515057155063,logic,0.0533888612474714
jabref\src\test\java\org\jabref\logic\importer\fileformat\BiblioscapeImporterTest.java,2015.0020599365234,0.17278852462768554,logic,2015.0020599365234
jabref\src\main\java\org\jabref\logic\importer\fileformat\medline\Investigator.java,1949.892292022705,0.07405599185398647,logic,1949.892292022705
jabref\src\main\java\org\jabref\gui\preferences\customimporter\CustomImporterTabViewModel.java,0.0813673564365932,61.11742436885834,model,61.11742436885834
jabref\src\main\java\org\jabref\logic\remote\RemoteMessage.java,1956.3776206970215,0.07420730590820312,logic,1956.3776206970215
jabref\src\main\java\org\jabref\architecture\AllowedToUseLogic.java,0.0,0.028577559334891183,model,0.028577559334891183
jabref\src\test\java\org\jabref\logic\autosaveandbackup\BackupManagerDiscardedTest.java,1827.0957565307617,0.11733865737915039,logic,1827.0957565307617
